Gene = melt
Position 7728: 0.00022999848628679079
Position 549: 0.00021902717394344757
Position 6277: 0.0002159942038307711
Position 2059: 0.0002056466153866585
Position 6234: 0.00019777034027611964
Position 7044: 0.00016611113118322103
Position 350: 0.00016388468579640287
Position 79: 0.00015736863528935534
Position 132: 0.0001532056065571638
Position 261: 0.00013740217851693153
Position 7561: 0.00012597562597911846
Position 6333: 0.00012054278125149378
Position 897: 0.00011395754603974294
Position 8428: 9.91642867557287e-05
Position 8127: 8.92409672136863e-05
Position 8266: 8.758127320972944e-05
Position 7137: 8.331079998319618e-05
Position 810: 7.780874672480354e-05
Position 5458: 7.53091815801361e-05
Position 8272: 6.853447376761253e-05
Position 7716: 6.38759606878467e-05
Position 2006: 6.343705415343268e-05
Position 5481: 6.228758486004524e-05
Position 7367: 5.622228670179684e-05
Position 6267: 5.606825915536873e-05
Position 195: 5.5423311615108054e-05
Position 7678: 4.842774194455782e-05
Position 6467: 4.700530288263505e-05
Position 664: 4.6270841051630646e-05
Position 6750: 4.469758363421744e-05
Position 5492: 4.443963997144899e-05
Position 389: 4.401214341024978e-05
Position 1574: 4.157133632763472e-05
Position 6299: 3.934165230017446e-05
Position 523: 3.7905027776202566e-05
Position 6764: 3.7803780321539274e-05
Position 910: 3.7205082861390045e-05
Position 8109: 3.670841969304834e-05
Position 716: 3.579288159964213e-05
Position 5968: 2.8647769134539575e-05
Position 211: 2.8017896911851677e-05
Position 1291: 2.7948274250914805e-05
Position 7695: 2.7340943451804286e-05
Position 7439: 2.6668275310263776e-05
Position 795: 2.5346575941810195e-05
Position 5513: 2.375166736152822e-05
Position 6934: 2.2189567273232844e-05
Position 6386: 2.1530199109510298e-05
Position 6420: 2.1508354867982633e-05
Position 7765: 2.0185609054996945e-05
Position 6701: 1.9733651601476693e-05
Position 833: 1.887289666633277e-05
Position 940: 1.880108677449474e-05
Position 8023: 1.8709138159884564e-05
Position 45: 1.790369184838855e-05
Position 1874: 1.6729456993793846e-05
Position 1273: 1.6653041168221574e-05
Position 890: 1.663237355864261e-05
Position 6095: 1.625173326917159e-05
Position 908: 1.579620315742354e-05
Position 2668: 1.554129449906777e-05
Position 8469: 1.4707141046752642e-05
Position 1637: 1.434741948027393e-05
Position 7502: 1.3357664750795326e-05
Position 5929: 1.30078621541228e-05
Position 95: 1.2743582833580343e-05
Position 1107: 1.1590588515581202e-05
Position 6269: 1.1512263515151271e-05
Position 1000: 1.1179087520886188e-05
Position 1770: 1.05687894378127e-05
Position 73: 9.329413673032274e-06
Position 6936: 9.1244853594798e-06
Position 443: 8.207763577495273e-06
Position 5379: 7.812964812254479e-06
Position 6779: 7.680525403711548e-06
Position 97: 6.637534014222196e-06
Position 5011: 6.5921671559349835e-06
Position 7830: 6.418662328542255e-06
Position 5345: 6.388712275259563e-06
Position 5943: 6.2723673504527965e-06
Position 7983: 6.217246726237188e-06
Position 8503: 6.0664386167939565e-06
Position 7408: 5.477619248696865e-06
Position 6982: 5.4531133672922275e-06
Position 6158: 5.217514625655078e-06
Position 7541: 4.932925394751026e-06
Position 7428: 4.83687051445368e-06
Position 7072: 4.474092244265176e-06
Position 180: 4.415737762405602e-06
Position 8017: 4.165783680377659e-06
Position 6383: 3.7352716887132787e-06
Position 7335: 3.146994972364909e-06
Position 8114: 3.028020077517544e-06
Position 931: 2.7104920331682355e-06
Position 7671: 2.598376750184451e-06
Position 453: 2.56022990578692e-06
Position 7530: 2.504047989302331e-06
Position 7091: 2.4580414226115118e-06
Position 6518: 2.4137736621845054e-06
Position 8014: 2.320181980046669e-06
Position 974: 1.9357786971501483e-06
Position 7028: 1.907824995715006e-06
Position 4957: 1.746806410766096e-06
Position 165: 1.6360948523691086e-06
Position 5538: 1.4666153435960121e-06
Position 732: 1.2727046887025795e-06
Position 5278: 1.2267100639313737e-06
Position 7394: 1.0926835881208806e-06
Position 121: 1.0878498121069513e-06
Position 6990: 1.0799304312903665e-06
Position 103: 1.0398437546134368e-06
Position 5898: 1.0211954811873453e-06
Position 7275: 9.904841791081926e-07
Position 7887: 8.688331667015199e-07
Position 7872: 8.063517210008809e-07
Position 7228: 7.410829792257196e-07
Position 7636: 7.122271647929254e-07
Position 6655: 6.334210189741318e-07
Position 119: 6.07538442971662e-07
Position 526: 5.523705358425544e-07
Position 6470: 4.95299196037287e-07
Position 6437: 4.422807449041201e-07
Position 553: 3.7810949958528613e-07
Position 6882: 3.3861105946610854e-07
Position 25: 3.088480174655545e-07
Position 6524: 2.578334404132054e-07
Position 7669: 2.092141997463484e-07
Position 3: 1.2741983216717192e-07
Position 6284: 1.1958648958042482e-07
Position 7259: 1.0595735707591087e-07
Position 7262: 8.881242519808228e-08
Position 51: 8.672545268709873e-08
Position 5847: 8.130424594455583e-08
Position 684: 6.759421378179255e-08
Position 7192: 4.7914620725359074e-08
Position 7649: 3.975068677844563e-08
Position 7214: 3.266778009012204e-08
Position 5932: 3.013212840172666e-08
Position 6092: 2.482013743411963e-08
Position 599: 2.097367379393638e-08
Position 677: 1.9940393318748452e-08
Position 7443: 1.257815612015076e-08
Position 4946: 7.842021111987348e-09
Position 5000: 5.0464017523202474e-09
Position 5030: 3.7157756864207454e-09
Position 4936: 2.9387905665587084e-09
Position 4933: 2.361613157562216e-09
Position 5962: 1.8802364577878184e-09
Position 7996: 1.371295483474662e-09
Position 4931: 1.1507742282338352e-09
Position 4852: 5.298265751410414e-10
Position 5234: 5.021517321841214e-10
Position 4948: 3.729176277686187e-10
Position 4909: 2.34963928745587e-10
Position 6665: 1.4486879364721512e-10
Position 5859: 7.458416841310094e-11
Position 5829: 7.253851254934366e-11
Position 6532: 3.895042590130129e-11
Position 5354: 2.8648840142372225e-11
Position 7217: 1.391787057841771e-11
Position 7593: 1.299023362106365e-13
Position 7460: 4.00957642024355e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7620: 0.9998537693072922
Position 7961: 0.9974740725386477
Position 6848: 0.9942563501273813
Position 7427: 0.9914202305063777
Position 4869: 0.9827135445527115
Position 6041: 0.9128259273946535
Position 7210: 0.8970395069291083
Position 5183: 0.8251587584970527
Position 4656: 0.7981365469560134
Position 1970: 0.19306851551347903
Position 5234: 0.15652209645836776
Position 4665: 0.10247199809100976
Position 2146: 0.0806040247245139
Position 7192: 0.05713926474554563
Position 1874: 0.05188718620688751
Position 4203: 0.05140366232778709
Position 6047: 0.043620537282870214
Position 1080: 0.038106174477650766
Position 7254: 0.03211537916762095
Position 6082: 0.025449646328971474
Position 6688: 0.022697327468837163
Position 1060: 0.022190204598095113
Position 1898: 0.022177696004514028
Position 1071: 0.02108633276909547
Position 6655: 0.02016692290500813
Position 3709: 0.019434661525432273
Position 5390: 0.017603826147274324
Position 2121: 0.016172357105062724
Position 4883: 0.014301785411036707
Position 1173: 0.012129722182052459
Position 1337: 0.011225732233925808
Position 4728: 0.011085550240816495
Position 814: 0.009622453927865015
Position 1083: 0.007954165874347722
Position 2358: 0.00686989259246975
Position 3581: 0.006860572361997501
Position 6059: 0.006602691029712123
Position 2319: 0.00657509298302851
Position 3392: 0.006541742255142967
Position 7227: 0.006352689249231486
Position 6544: 0.006147522036765532
Position 443: 0.005650375579224043
Position 139: 0.005450564043082313
Position 1556: 0.004890131680983617
Position 3800: 0.004772892993170384
Position 5702: 0.004687108450475536
Position 2804: 0.00446137289942836
Position 3615: 0.004242461284262631
Position 8547: 0.0038663660846105182
Position 5199: 0.003650027307179529
Position 5246: 0.00297543934359196
Position 6854: 0.0027639036298916686
Position 8036: 0.002586879500043995
Position 7493: 0.002362636200020587
Position 8063: 0.0020826451944965414
Position 5214: 0.0020028399372316037
Position 3817: 0.0019626187924620996
Position 1230: 0.0019168215642081134
Position 1728: 0.0017841519019638067
Position 5456: 0.0017779979402108318
Position 6694: 0.0016762353010386368
Position 5468: 0.0014734502363636939
Position 261: 0.0012772637379400984
Position 6343: 0.0012466441609302512
Position 838: 0.001150111061810398
Position 1189: 0.0011254644415441882
Position 1914: 0.001069092229064254
Position 6934: 0.0010453618885555578
Position 3293: 0.000953982246667506
Position 5594: 0.0008982577702300324
Position 549: 0.0008899258721688684
Position 4527: 0.0008136900082194475
Position 2587: 0.0007894421785323856
Position 8485: 0.0007800484415708275
Position 6609: 0.0007659877848223506
Position 3961: 0.0006840219897969017
Position 2166: 0.0006838501448566148
Position 1945: 0.0006679971568491437
Position 1474: 0.0006469733944147691
Position 890: 0.0006205400134252753
Position 5664: 0.0006118271850848385
Position 318: 0.0006047365174877815
Position 4307: 0.0006044176049839508
Position 4929: 0.0005850590695008459
Position 860: 0.0005786322911784257
Position 4148: 0.0005777142246925748
Position 1831: 0.0005732076496658709
Position 1197: 0.0005312996963243097
Position 2341: 0.0005171996894978164
Position 1123: 0.0005036373352733346
Position 4785: 0.0004891104246979559
Position 4878: 0.00048826921754017787
Position 2545: 0.00046748401822004174
Position 6995: 0.00046739861153615315
Position 403: 0.0004603897920531752
Position 6147: 0.0004504777588538019
Position 1560: 0.00045002253397181854
Position 7968: 0.000443583415724789
Position 8510: 0.000419065100050535
Position 7784: 0.00041453865245479656
Position 1990: 0.000398766795586509
Position 3358: 0.000394242643064267
Position 8310: 0.0003605684944480027
Position 6515: 0.00034894871043572394
Position 6563: 0.00034626914176575453
Position 1105: 0.0003256602099232321
Position 2540: 0.0003197425115584629
Position 5510: 0.000319079502543985
Position 3867: 0.0003049569921896565
Position 2408: 0.00030074141881442464
Position 8006: 0.00028873226179771836
Position 6898: 0.0002830343117520419
Position 6184: 0.0002783514425901136
Position 8191: 0.0002777437003565328
Position 6446: 0.0002646359853313103
Position 1371: 0.0002453794081906869
Position 2247: 0.00024343582668064399
Position 7433: 0.00023636365404596586
Position 5581: 0.00023422506458847862
Position 3361: 0.00022908369346029094
Position 152: 0.0002129064395066937
Position 2083: 0.00021060674834107006
Position 159: 0.00019371454601177073
Position 5615: 0.00019359301582636446
Position 1201: 0.0001799028570238857
Position 1128: 0.00017366951052434897
Position 484: 0.00016952628855734428
Position 5513: 0.00016542859599915085
Position 4100: 0.00016248322956050916
Position 7439: 0.00015576667298088188
Position 7471: 0.00015080143982470595
Position 4914: 0.00014325320229978666
Position 618: 0.00014016734072340242
Position 6090: 0.00013486174655254874
Position 1936: 0.00013396251336382693
Position 2461: 0.00012253896088284903
Position 7436: 0.00011854329828220626
Position 5278: 0.0001183841472678113
Position 2763: 0.00011714483692882869
Position 6913: 0.0001130449073012434
Position 406: 0.00011008849842119312
Position 3681: 0.00010986805625240291
Position 1758: 0.00010404749892602673
Position 931: 9.580431082517413e-05
Position 967: 9.451632292991457e-05
Position 5847: 9.189399232849234e-05
Position 1582: 8.704092727805028e-05
Position 3588: 8.444389236062707e-05
Position 8078: 8.294354700006727e-05
Position 8444: 7.770891673906951e-05
Position 3560: 7.601278688433737e-05
Position 456: 7.494214539495239e-05
Position 7317: 6.747809688075856e-05
Position 8316: 6.666236209106654e-05
Position 6604: 6.430209276051298e-05
Position 195: 6.207111330993912e-05
Position 896: 6.10802518467684e-05
Position 7991: 5.8630232909686965e-05
Position 6352: 5.847856083079886e-05
Position 459: 5.7432806458805235e-05
Position 7450: 5.735725277859136e-05
Position 8281: 5.63882379526257e-05
Position 165: 5.179398894707468e-05
Position 5648: 4.936517934620687e-05
Position 592: 4.9304466095089046e-05
Position 6409: 4.918022984759895e-05
Position 6588: 4.714146077594179e-05
Position 8277: 4.3737958494484084e-05
Position 2273: 4.052433623358418e-05
Position 453: 4.004282331651081e-05
Position 499: 3.605290206039068e-05
Position 6974: 3.603723355739955e-05
Position 7963: 3.486601429534563e-05
Position 6850: 3.326004339796468e-05
Position 5489: 3.284059675907688e-05
Position 7393: 3.054162751664299e-05
Position 1102: 2.9534538118299305e-05
Position 5569: 2.5262625784260978e-05
Position 6233: 2.2764574238962666e-05
Position 940: 2.0799863820386927e-05
Position 5379: 2.0777980743054685e-05
Position 908: 2.0205705190215833e-05
Position 7761: 1.8612526168347774e-05
Position 8302: 1.7203751103359164e-05
Position 8084: 1.6677293363032627e-05
Position 7028: 1.6414491341647516e-05
Position 8144: 1.6347892679466094e-05
Position 1094: 1.6322479931966165e-05
Position 8331: 1.6139553979105365e-05
Position 8414: 1.5065762235536883e-05
Position 2110: 1.3773946360167789e-05
Position 5783: 1.3396807352715574e-05
Position 6426: 1.164774195843091e-05
Position 8283: 8.440735675895113e-06
Position 7481: 8.431811401660097e-06
Position 6095: 8.425096101640739e-06
Position 5626: 8.054842373391598e-06
Position 409: 7.4915264630260456e-06
Position 5606: 7.348063636134127e-06
Position 695: 7.1531051344749665e-06
Position 6910: 6.985353119727397e-06
Position 7791: 6.306684684366178e-06
Position 761: 5.984169643150043e-06
Position 7728: 5.0265937452647545e-06
Position 7078: 4.7442319510495715e-06
Position 6744: 4.71994097132907e-06
Position 6807: 4.345866270518755e-06
Position 8168: 4.304877567668358e-06
Position 7052: 4.115011552542829e-06
Position 753: 4.088498462705543e-06
Position 508: 3.923135631190579e-06
Position 285: 3.846130200774856e-06
Position 7010: 3.6486360290217283e-06
Position 7550: 3.4263800171518465e-06
Position 2059: 3.342853942902164e-06
Position 664: 3.12753310647826e-06
Position 692: 3.114771385884597e-06
Position 8227: 2.913149261411592e-06
Position 1273: 2.790602595591144e-06
Position 1974: 2.7322688085054606e-06
Position 7629: 2.4855688062219977e-06
Position 6252: 2.4053124718618515e-06
Position 8176: 2.301091119840814e-06
Position 1803: 2.267068330790157e-06
Position 8424: 2.0636627775551405e-06
Position 649: 2.005725293795471e-06
Position 1949: 1.9990997937432393e-06
Position 8114: 1.5329034593385903e-06
Position 7502: 1.5312734800532347e-06
Position 6947: 1.067621552473188e-06
Position 8219: 9.918227537972982e-07
Position 795: 8.7205259519424e-07
Position 174: 8.447983987318426e-07
Position 8196: 6.998153233056379e-07
Position 7686: 6.617007722600697e-07
Position 7516: 6.611563974059947e-07
Position 2549: 6.343079733150468e-07
Position 7815: 5.929691811324172e-07
Position 7690: 5.45458971412179e-07
Position 6817: 5.390599170266906e-07
Position 7351: 5.31268232000443e-07
Position 6826: 5.179904786563015e-07
Position 7809: 4.149076976892679e-07
Position 7844: 3.4723207288290444e-07
Position 7824: 2.9692482975753755e-07
Position 505: 1.796823026454645e-07
Position 7593: 1.7386407545418244e-07
Position 8093: 1.7276683108947383e-07
Position 7677: 1.3109699818019818e-07
Position 7537: 8.80341876170227e-08
Position 7821: 7.595454189141476e-08
Position 7587: 5.6572153035043266e-08
Position 7644: 4.214299260134485e-08
Position 362: 4.0690612959979813e-08
Position 7818: 3.424078830163901e-08
Position 7897: 3.3576969650380455e-08
Position 7803: 2.9081927788161717e-08
Position 205: 2.2722424748118947e-08
Position 7830: 1.7700360066010434e-08
Position 342: 1.5996670430373174e-08
Position 211: 1.5387800448244516e-08
Position 7879: 9.189832327495554e-09
Position 701: 7.977482048675904e-09
Position 606: 7.815420397474309e-09
Position 7541: 2.2922808451860398e-09
Position 113: 9.318997791858823e-10
Position 7556: 8.31489711380397e-10
Position 8122: 3.794519698146588e-10
Position 7973: 2.1921729435731066e-10
Position 8133: 1.5719416636976983e-10
