Gene = Svil
Position 4017: 0.00010734099370365452
Position 3535: 9.377369021508379e-05
Position 567: 9.31707737971255e-05
Position 599: 9.052834859381066e-05
Position 4021: 8.923702280722666e-05
Position 1248: 8.036312034234338e-05
Position 1076: 7.772029846076798e-05
Position 1774: 6.541937435189141e-05
Position 4411: 6.41919330065982e-05
Position 795: 5.970465737186132e-05
Position 1318: 5.8239838005425214e-05
Position 4387: 5.585594516533142e-05
Position 1646: 5.4214893770577926e-05
Position 372: 5.175970431129016e-05
Position 1316: 5.0559598346264776e-05
Position 733: 4.302457842358815e-05
Position 392: 4.208773260058961e-05
Position 1214: 4.075171825416862e-05
Position 228: 3.776737046301206e-05
Position 4381: 3.547457085027957e-05
Position 1513: 3.226258334050089e-05
Position 3014: 3.193057571175415e-05
Position 5028: 2.9868794444228653e-05
Position 801: 2.7254481325712303e-05
Position 1159: 2.450972174909219e-05
Position 972: 2.326219266909001e-05
Position 3715: 2.3154874181435917e-05
Position 87: 2.2169083840437946e-05
Position 259: 2.1949601802217623e-05
Position 2093: 2.151537824570089e-05
Position 1760: 1.8276218400399696e-05
Position 1208: 1.7784651238248923e-05
Position 617: 1.7081622516364274e-05
Position 611: 1.634037297655493e-05
Position 2642: 1.3610944607397885e-05
Position 4898: 1.2174658147227129e-05
Position 83: 8.205446446194736e-06
Position 4585: 7.2565384275772475e-06
Position 1011: 5.7964217427805176e-06
Position 161: 5.623092253659989e-06
Position 72: 5.609651071143992e-06
Position 1326: 4.583645315652507e-06
Position 658: 4.528189254635359e-06
Position 445: 3.290059171772162e-06
Position 4521: 2.9301709056354705e-06
Position 21: 2.504047355505728e-06
Position 4136: 2.1490348205862457e-06
Position 156: 1.6957078243461484e-06
Position 1869: 1.3677884535050743e-06
Position 296: 1.1643786298252688e-06
Position 4086: 7.102154806901165e-07
Position 437: 6.371523525963641e-07
Position 376: 6.026548115978676e-07
Position 2210: 5.01489436949694e-07
Position 1787: 4.937443018006388e-07
Position 406: 3.158076408179825e-07
Position 356: 2.7484277144908955e-07
Position 370: 2.1781378804469504e-07
Position 158: 2.0324251639236912e-07
Position 1799: 1.818284811422181e-07
Position 1793: 1.7948433101207202e-07
Position 1926: 1.0265803446257123e-07
Position 115: 1.0150448333149909e-07
Position 408: 1.0084332146076178e-07
Position 281: 5.4801855004379213e-08
Position 378: 3.8932331687631726e-08
Position 85: 2.380340348065392e-08
Position 551: 2.2299815034396372e-08
Position 700: 4.203056025812531e-09
Position 1014: 2.0318427291266597e-09
Position 556: 1.9759034052116986e-09
Position 539: 9.103271158935238e-10
Position 523: 4.469782787789631e-10
Position 574: 3.7284159849461764e-10
Position 542: 1.2007163534930982e-10
Position 834: 1.4601099828746764e-11
Position 2021: 4.77924876553339e-21
Position 2170: 4.40693469929108e-21
Position 2345: 3.388511915511373e-21
Position 2715: 8.150004953056555e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 24899: 0.9999999993021018
Position 37735: 0.9999458057414583
Position 276: 0.8065616318926216
Position 1058: 0.3185994168936202
Position 14139: 0.29424647697949463
Position 1417: 0.09320924866598582
Position 7593: 0.07872756006868678
Position 7460: 0.057814695961723776
Position 13707: 0.05379128356225933
Position 7418: 0.05357098802630766
Position 12258: 0.03573550284153234
Position 12311: 0.03240764223489664
Position 7361: 0.017519258088925058
Position 248: 0.017126361780957607
Position 25046: 0.014543517896486382
Position 768: 0.014420927484022975
Position 1711: 0.014004822466857683
Position 5709: 0.01305581328964607
Position 25043: 0.012560121847243349
Position 1548: 0.010500451791225161
Position 388: 0.009682369168258388
Position 3865: 0.008724229869979824
Position 1689: 0.008408028104155613
Position 490: 0.008279547410442328
Position 19818: 0.007944805607384212
Position 19293: 0.0063080536545796085
Position 486: 0.005889095397510721
Position 3888: 0.005484831731842997
Position 7587: 0.005439103006927657
Position 254: 0.003455311919125145
Position 4897: 0.0033185795832036203
Position 13509: 0.002923719267151537
Position 1921: 0.0028429847161404124
Position 723: 0.002720171532899501
Position 1882: 0.002557194235086229
Position 281: 0.0024826447096298427
Position 13204: 0.0019476915377783567
Position 5342: 0.0016418823737725638
Position 1437: 0.0015613373651677666
Position 5014: 0.0015340176102087105
Position 518: 0.0014263020883437158
Position 7752: 0.0013043387973859467
Position 1869: 0.0012835448702169755
Position 265: 0.0011193520206152741
Position 1148: 0.001096653063290546
Position 5094: 0.0010317127382415594
Position 1774: 0.0010169639349897543
Position 4463: 0.0008361009274585387
Position 1302: 0.0007502571951904652
Position 643: 0.0006652038202113956
Position 536: 0.0006430237834988399
Position 1432: 0.0006130849600115513
Position 3060: 0.0005420249628036611
Position 1293: 0.00053593607735084
Position 1850: 0.0004702192466628462
Position 3355: 0.00040364395356216415
Position 2007: 0.00039772199791266615
Position 3830: 0.00031521397669456497
Position 4701: 0.00027593431467524694
Position 1248: 0.00024111039319664845
Position 1110: 0.00022927892012810966
Position 1324: 0.00022273319552940134
Position 686: 0.00019545618423939037
Position 648: 0.00017419958991997102
Position 237: 0.0001684338259366942
Position 1098: 0.00013083607900804054
Position 1037: 0.000127250978615145
Position 1461: 0.00012427167792503343
Position 3892: 0.00011317694463803724
Position 3926: 8.546402192755162e-05
Position 513: 5.383067257128296e-05
Position 31300: 4.5277469615957504e-05
Position 339: 4.390111406972651e-05
Position 6313: 4.206627033563207e-05
Position 6197: 3.139753094404428e-05
Position 6850: 2.855937327876931e-05
Position 228: 2.09278510974668e-05
Position 5377: 1.9226991370728567e-05
Position 3398: 1.5662586906235678e-05
Position 495: 1.0372923681790926e-05
Position 2825: 9.021309116156743e-06
Position 1255: 7.9282863243389e-06
Position 1087: 7.86098643432196e-06
Position 3479: 6.630200912600518e-06
Position 2766: 4.475109889496866e-06
Position 594: 3.863814489081428e-06
Position 2537: 3.656220135806231e-06
Position 3654: 3.5473972571443423e-06
Position 2942: 3.4270247177448555e-06
Position 776: 3.361143141923022e-06
Position 225: 2.121547425235984e-06
Position 28272: 2.0774923907588955e-06
Position 1748: 2.0393957869788e-06
Position 795: 1.7790990290234277e-06
Position 801: 1.753483090537308e-06
Position 2124: 1.445763506208501e-06
Position 3688: 1.4286321253647778e-06
Position 1011: 1.2301168220564009e-06
Position 3765: 1.2156709403762776e-06
Position 72: 9.00407306219142e-07
Position 96: 6.180841696476957e-07
Position 1477: 5.810680224571498e-07
Position 2874: 5.564621332739688e-07
Position 1471: 4.884529360877469e-07
Position 25775: 3.620216942516058e-07
Position 1441: 3.236217487251864e-07
Position 26250: 3.04998870986696e-07
Position 792: 2.5855701752254107e-07
Position 566: 2.0485198618479285e-07
Position 1076: 1.6451559063247652e-07
Position 25450: 1.0197445189025931e-07
Position 169: 4.0407204530544617e-08
Position 460: 7.588348066985394e-09
Position 195: 7.179212328145444e-10
Position 215: 5.220010195433267e-10
Position 605: 3.162611812092158e-10
Position 256: 2.0560507169157015e-10
Position 217: 5.462674457220985e-12
Position 14650: 3.97797861760617e-12
Position 14677: 1.1588937948458343e-12
Position 15210: 7.653292878533217e-13
Position 14601: 2.7786889260327985e-13
Position 15317: 1.8703880057816794e-13
Position 14847: 1.0465654246307312e-13
Position 14694: 7.390775173872913e-14
Position 11348: 5.926356825921189e-15
Position 9982: 3.920549838202327e-15
Position 12695: 3.388233683881966e-15
Position 10078: 2.521034174042877e-15
Position 11372: 2.0499588736755306e-15
Position 9103: 8.754946307850733e-16
Position 10097: 7.04004952999128e-16
Position 7844: 6.259350439817587e-16
Position 10008: 6.254076057183141e-16
Position 9584: 3.445005629887395e-16
Position 10311: 3.3215117856981704e-16
Position 9291: 2.266277933295955e-16
Position 8287: 2.0336576917722036e-16
Position 10505: 1.9272265422265276e-16
Position 8752: 1.0445055282550063e-16
Position 9550: 5.538320774854368e-17
Position 8016: 3.741925738475221e-17
Position 7971: 8.236577142379798e-18
Position 6073: 3.3697070255691678e-18
Position 4665: 1.1745176175646058e-18
Position 6407: 1.0450630996076344e-18
Position 4922: 7.006405696963402e-19
Position 4799: 6.7823915511319595e-19
Position 4090: 6.663221478992885e-20
Position 3282: 4.781652457934798e-20
Position 3627: 3.6523193029702037e-20
Position 2186: 3.507635196539071e-20
Position 3094: 1.7139112419464947e-20
Position 2878: 1.3448000409600808e-20
Position 2543: 9.659971497570178e-21
Position 2319: 7.080316083715981e-21
