Gene = Cpr62Ba
Position 688: 6.308486136149726e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7078: 0.5908391663033522
Position 705: 0.2398383075777112
Position 6907: 0.23668938844847776
Position 2290: 0.19263873694790912
Position 1803: 0.18180605057690427
Position 4302: 0.17817870155018942
Position 5665: 0.10914507842783419
Position 6881: 0.08191071100129813
Position 2052: 0.07905803771570914
Position 6665: 0.07013193666165209
Position 6575: 0.0695817471223991
Position 4379: 0.036971171000366496
Position 2154: 0.024472404918147034
Position 2565: 0.01966011861951587
Position 1355: 0.013807524522943433
Position 7035: 0.010238743762923396
Position 2813: 0.010233304768540289
Position 4794: 0.00907345544567888
Position 5252: 0.008124425055414284
Position 2707: 0.006732213303820731
Position 916: 0.0057372891546994135
Position 4272: 0.005522878092751324
Position 5119: 0.0047955181978609285
Position 5193: 0.004638945778346442
Position 2193: 0.004140992038847342
Position 204: 0.004045512825447948
Position 2109: 0.004017253674116823
Position 2505: 0.0038125740577351097
Position 2746: 0.0032544306742077755
Position 1587: 0.0028845733319414076
Position 3558: 0.0028131801264417943
Position 2318: 0.0026580637186421176
Position 7096: 0.0023310721486476697
Position 3015: 0.002123545289992203
Position 4464: 0.0016499767190882027
Position 5151: 0.0014870577619065773
Position 3821: 0.001287948563200502
Position 2646: 0.0010182596255681763
Position 3178: 0.0009505332227310329
Position 1154: 0.0009130519518235241
Position 1449: 0.0008982872955091778
Position 236: 0.0008877726606133671
Position 6951: 0.0008785875276741975
Position 3485: 0.0006940165793034746
Position 1987: 0.0006569697702442855
Position 528: 0.0004677087362162264
Position 3209: 0.0004218875347448194
Position 1882: 0.00040708062476144406
Position 3158: 0.00031720675489685087
Position 433: 0.0003168223057744294
Position 1204: 0.00030629948005916
Position 1223: 0.0003040731648495275
Position 1612: 0.00029455949902306886
Position 3113: 0.00025639733321720085
Position 3231: 0.0002400066478515081
Position 2885: 0.00022066997776701137
Position 2607: 0.0002164871630870341
Position 2122: 0.0002002087014723505
Position 525: 0.0001870959668498262
Position 3202: 0.00017796030142404806
Position 3216: 0.00017491585437031559
Position 1591: 0.00016121210513809307
Position 1865: 0.0001392350093134797
Position 81: 0.00012113704084165859
Position 1936: 0.00011618615354816167
Position 428: 0.00011600880133022023
Position 1333: 0.00011534418731031503
Position 2531: 0.00011095167668599911
Position 1603: 0.00011047509692695012
Position 976: 0.00010468896686008566
Position 996: 0.00010158680555520133
Position 1722: 8.370103300480182e-05
Position 507: 8.103323274619594e-05
Position 3498: 7.406948335368668e-05
Position 4588: 6.791260161306138e-05
Position 797: 6.157542119595902e-05
Position 1912: 5.875438531742423e-05
Position 1826: 5.608572342817434e-05
Position 3131: 5.10711373781533e-05
Position 1054: 5.090208868310633e-05
Position 4437: 4.900852999779682e-05
Position 1120: 3.910295542423505e-05
Position 1963: 3.8123537371529924e-05
Position 1241: 3.779818457169217e-05
Position 1709: 3.7707154575165564e-05
Position 1473: 3.71092506358511e-05
Position 3090: 2.5674263753795736e-05
Position 96: 2.2970745826776486e-05
Position 663: 2.291974155425918e-05
Position 1285: 2.203275044309504e-05
Position 594: 1.759052868390515e-05
Position 740: 1.4684792590892583e-05
Position 1691: 1.4187668566832008e-05
Position 1007: 1.2342717696238797e-05
Position 368: 1.2071081437898703e-05
Position 1257: 1.0995428660577388e-05
Position 542: 2.545713198297377e-06
Position 244: 1.7993776738136485e-06
Position 60: 9.375843651146303e-07
Position 254: 7.745283908596317e-07
Position 549: 4.2849535697511057e-07
Position 470: 3.5126388265884323e-07
Position 438: 2.989321579599226e-07
Position 348: 2.5753458711591833e-07
Position 126: 1.2424838738937376e-07
Position 556: 7.587647286096196e-08
Position 132: 6.304901227541356e-08
Position 330: 6.138092687232284e-08
Position 479: 2.531394718271621e-08
Position 463: 2.258977245901768e-08
Position 747: 1.1336986182662999e-08
Position 731: 4.8446057252294865e-09
Position 777: 3.6761639660020446e-09
Position 818: 2.986371119370935e-09
Position 755: 2.1272123428472386e-09
Position 637: 1.7524270404419663e-09
Position 381: 2.130333695826452e-10
Position 337: 3.4959249339556457e-15
Position 326: 2.286051693416311e-16
