Gene = sNPF
Position 4887: 1.89801135330202e-16
Position 3183: 8.830948859946535e-17
Position 2964: 7.775407552736058e-17
Position 1527: 6.498473454486765e-18
Position 2995: 1.109324151763316e-18
Position 2724: 2.526557611914374e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 26161: 0.9999999197157307
Position 27260: 0.7777148934369051
Position 26440: 0.6574984845459205
Position 26963: 0.6568504118353627
Position 17139: 0.4317836780222953
Position 17366: 0.40769584480265625
Position 26363: 0.28782468977353726
Position 27807: 0.139779970669922
Position 2329: 0.1014434414360258
Position 26877: 0.08619076839453607
Position 18017: 0.05345267323426458
Position 11615: 0.052188457708538916
Position 17375: 0.04134739662500507
Position 26401: 0.03745040270363993
Position 27296: 0.03344453337537265
Position 1090: 0.03156251742914932
Position 27739: 0.031115780592829455
Position 1322: 0.028905803839344473
Position 26900: 0.028455950513995455
Position 1940: 0.02638197097343778
Position 552: 0.02481948372961197
Position 26914: 0.022293398180794375
Position 530: 0.01796465329524986
Position 1602: 0.016015322143418484
Position 27605: 0.015169164133730156
Position 1103: 0.013473916685856813
Position 27008: 0.010639646126911512
Position 27548: 0.010222231208731182
Position 26882: 0.009878802980962716
Position 27302: 0.00923729386685447
Position 921: 0.006568860367805539
Position 2490: 0.00655351592854049
Position 26933: 0.006352809705771548
Position 27768: 0.006297076093547944
Position 27929: 0.0048231997808744565
Position 27526: 0.00462376330867027
Position 27035: 0.004344599500141452
Position 16946: 0.004286168199585126
Position 2100: 0.00420155585120759
Position 11482: 0.003396909663108996
Position 11299: 0.0025495679828224527
Position 27024: 0.0025128167925606974
Position 1291: 0.002388617131729959
Position 26921: 0.0023724817353761307
Position 10956: 0.002233512703516576
Position 27319: 0.002199252464172334
Position 2303: 0.002194173700656337
Position 669: 0.0021211691110705425
Position 872: 0.002089516141603142
Position 28151: 0.0020864453860464085
Position 464: 0.002069877579397361
Position 555: 0.001749784448978989
Position 1072: 0.0015085614810973792
Position 27237: 0.0014745950541672805
Position 1570: 0.0013637574033410012
Position 27038: 0.0013283779374210867
Position 27902: 0.0009031348703438258
Position 27849: 0.000893805135249569
Position 26889: 0.0008817121951295974
Position 28437: 0.0007061343373522289
Position 790: 0.0005828073140699683
Position 836: 0.0005389476796772608
Position 2155: 0.0004563362320857565
Position 28167: 0.0004561946055350689
Position 1123: 0.0004371066408742014
Position 733: 0.0002758287505579373
Position 1527: 0.0002720075926484715
Position 676: 0.0002709362527029449
Position 2494: 0.00022249730577104696
Position 1050: 0.00015048963207512161
Position 931: 0.00013490394486295008
Position 1047: 0.00010294479701430308
Position 673: 9.846780396441005e-05
Position 1671: 9.072543491291617e-05
Position 1591: 6.146718598322643e-05
Position 980: 5.543940651984514e-05
Position 1161: 4.592653743415555e-05
Position 1450: 3.16680726604389e-05
Position 321: 3.1369311268145825e-05
Position 1405: 3.111790766717602e-05
Position 765: 3.051847034148937e-05
Position 2262: 2.5510875383050066e-05
Position 1721: 2.2884718454444334e-05
Position 414: 1.2103925734293287e-05
Position 238: 8.564649637009813e-06
Position 878: 6.627799517760551e-06
Position 1797: 5.5573041680629456e-06
Position 164: 4.063822916351983e-06
Position 1021: 3.921045458913005e-06
Position 409: 2.7123924059720795e-06
Position 1010: 2.50097538505367e-06
Position 1017: 2.2558484749997e-06
Position 992: 1.998428514724496e-06
Position 327: 1.0550990117441248e-06
Position 1219: 5.044096683472488e-07
Position 897: 3.611145378030519e-07
Position 282: 1.255086032999055e-07
Position 138: 9.71076231540753e-08
Position 982: 6.162593443044936e-08
Position 435: 5.62263190765295e-08
Position 885: 2.658142846437875e-08
Position 345: 1.6465779227987126e-08
Position 354: 1.547649161684558e-08
Position 17622: 8.353353060623525e-09
Position 17540: 3.235041347681742e-09
Position 153: 3.0232500579449584e-09
Position 291: 2.9776177482986595e-09
Position 174: 2.4439418615015315e-09
Position 17557: 1.1665347262500924e-09
Position 288: 7.812826935129812e-10
Position 307: 5.066217097531664e-10
Position 75: 3.3770754100837646e-10
Position 427: 1.3066526086932767e-10
Position 419: 2.82323047175423e-11
Position 12234: 9.670242996477589e-12
Position 123: 5.808752170212702e-12
Position 94: 3.962474111521421e-12
Position 12061: 3.896186059268023e-12
Position 7862: 2.034396578916646e-13
Position 10588: 1.2915836758940875e-13
Position 8035: 2.190046073537783e-14
Position 8321: 1.8018358415261178e-14
Position 8694: 1.3947158474439001e-14
Position 7380: 1.0489985898102505e-14
Position 2580: 7.563181416447776e-15
Position 2752: 5.8367154522440954e-15
Position 7733: 5.584122719774579e-15
Position 6195: 4.078512960345992e-15
Position 7591: 3.155673407412433e-15
Position 5394: 2.7590738700555052e-15
Position 5946: 2.1599174295432376e-15
Position 6850: 2.1264318442537417e-15
Position 6872: 1.8681449671318717e-15
Position 7453: 1.7973350270949083e-15
Position 6171: 1.4034723677841495e-15
Position 6626: 1.2877486406703037e-15
Position 3040: 1.1025946321734804e-15
Position 79: 8.244440550059071e-16
Position 3394: 7.990506326096529e-16
Position 5422: 3.4511433736018615e-16
Position 2877: 3.2539979785837064e-16
Position 2864: 3.006184487652759e-16
Position 5131: 2.8383703308595458e-16
Position 3404: 2.4169901612195603e-16
Position 4655: 2.163284064067091e-16
Position 5020: 2.0086022785147546e-16
Position 77: 1.0349955726737194e-16
Position 4495: 9.299715937276924e-17
Position 3045: 8.897755795726424e-17
Position 3242: 8.830948859946507e-17
Position 4160: 7.460284871177376e-17
Position 3902: 6.477254293133586e-17
Position 3964: 5.539403725722141e-17
Position 3707: 4.865988654630431e-17
Position 4100: 4.6819718026818646e-17
Position 3650: 4.0704928384774874e-17
Position 2994: 2.734782217332014e-17
Position 3786: 2.62225463326549e-17
Position 3677: 2.3132940038257773e-17
Position 3354: 2.0062452942459055e-17
Position 2346: 1.1471389772380542e-19
