Gene = TMS1
Position 2206: 4.3182954363767917e-08
Position 1027: 4.257411845751175e-08
Position 1300: 2.0656800353497024e-08
Position 2320: 2.740719222365857e-09
Position 534: 1.5545257741484783e-10
Position 525: 5.671319134088583e-11
Position 539: 5.497157218533394e-11
Position 2071: 1.47080537278764e-11
Position 1547: 4.436456242740669e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9994853362496553
Position 1315: 0.9973756835629232
Position 1146: 0.9971792448151979
Position 525: 0.9927703734712277
Position 1561: 0.978537788962503
Position 1836: 0.4071128453470429
Position 2071: 0.2178604703776349
Position 2080: 0.21716654250160564
Position 2083: 0.18322741577414448
Position 84: 0.060447982581384264
Position 2092: 0.03159706496826943
Position 897: 0.029892409849158152
Position 725: 0.008033843701776157
Position 675: 0.007486235435749005
Position 1563: 0.005638880427000641
Position 2655: 0.004327675206586189
Position 1579: 0.0032393402339712094
Position 1816: 0.003111598871298544
Position 2098: 0.002966427851603869
Position 867: 0.0018066344475287403
Position 1567: 0.0014804040589961485
Position 2462: 0.0013498047179425115
Position 1627: 0.0013074342576483444
Position 225: 0.000962843801434034
Position 457: 0.0008355421054053006
Position 1032: 0.000831991462205405
Position 2433: 0.000704691728447838
Position 1150: 0.00039069092238929983
Position 553: 0.000290979843493333
Position 1380: 0.0002880886956844458
Position 1649: 0.00027768719882604286
Position 1901: 0.00025322098110775235
Position 1721: 0.00020756321609967374
Position 1162: 0.00019541360445604367
Position 1400: 0.00017400515713249893
Position 799: 0.00015182152060018965
Position 107: 0.00014468373947723064
Position 1438: 0.00011487167510801042
Position 2117: 9.730042896130195e-05
Position 370: 9.721268676910928e-05
Position 222: 9.270959587079345e-05
Position 95: 8.988573575483177e-05
Position 1912: 8.797870247144839e-05
Position 308: 6.392927546515836e-05
Position 150: 5.794421456244792e-05
Position 875: 5.109643227992666e-05
Position 687: 4.871069312905734e-05
Position 338: 4.7091223666478087e-05
Position 806: 4.007439658798942e-05
Position 2100: 3.867802462015218e-05
Position 581: 3.7974083940431374e-05
Position 2447: 3.384291558982522e-05
Position 1295: 2.9057485581843425e-05
Position 1599: 2.8837287269063225e-05
Position 2279: 2.622398262496486e-05
Position 690: 2.5537067529781002e-05
Position 474: 2.1756542399300712e-05
Position 1760: 1.8387985939229085e-05
Position 1408: 1.735106968925477e-05
Position 2142: 1.2797433264155687e-05
Position 1317: 1.1882371720335752e-05
Position 312: 1.1195618837064558e-05
Position 2538: 1.0868001234111342e-05
Position 2607: 9.986000093054947e-06
Position 2402: 7.807145162855901e-06
Position 2149: 7.775697352111917e-06
Position 1339: 4.568483668933736e-06
Position 2317: 4.393914555195476e-06
Position 318: 3.7506902122953612e-06
Position 557: 3.7241895825110226e-06
Position 2353: 3.2725257714935394e-06
Position 740: 3.09349661242357e-06
Position 2364: 2.43682451379564e-06
Position 461: 2.2073787859826614e-06
Position 2124: 1.7993043027304922e-06
Position 1081: 1.1613337596115192e-06
Position 158: 9.356110323472613e-07
Position 754: 8.113071857883557e-07
Position 2438: 4.949805175069218e-07
Position 1517: 3.658464048987253e-07
Position 2263: 3.385891750134068e-07
Position 766: 3.2595986457099256e-07
Position 1764: 2.2348917540430513e-07
Position 544: 1.2307421923554285e-07
Position 1484: 1.2079953524303708e-07
Position 182: 1.0653445954231714e-07
Position 129: 1.0307890301106253e-07
Position 58: 8.979009971394108e-08
Position 2480: 6.146316924496839e-08
Position 1743: 4.8768860538944446e-08
Position 2335: 4.837314095452014e-08
Position 1503: 4.756091241601242e-08
Position 777: 4.368960376958748e-08
Position 1440: 3.543232996188796e-08
Position 2489: 2.062288597305514e-08
Position 1767: 7.419287204421352e-09
Position 2520: 4.568574163649597e-09
Position 1261: 3.0517348647271998e-09
Position 163: 2.2723033143173366e-09
Position 331: 1.6348078065258475e-09
Position 246: 1.1761359524679452e-09
Position 186: 8.630854541440834e-10
Position 174: 7.237131897122779e-13
