Gene = nudE
Position 3136: 1.495323142452408e-05
Position 832: 1.488238899294308e-05
Position 234: 1.4815469656932764e-05
Position 1131: 1.4069283023305383e-05
Position 1651: 1.331854368226046e-05
Position 247: 1.2180656587457627e-05
Position 933: 1.1845648322062865e-05
Position 135: 1.1146995099479666e-05
Position 2481: 9.95919810911396e-06
Position 2198: 9.445903481904667e-06
Position 250: 9.32052843900429e-06
Position 2697: 9.208021576814971e-06
Position 253: 7.572630986678495e-06
Position 217: 7.239041156578161e-06
Position 942: 6.857264510173339e-06
Position 256: 6.487323221322678e-06
Position 2704: 5.1286042275459395e-06
Position 3693: 4.612710960430785e-06
Position 138: 3.6391760646256785e-06
Position 128: 3.3831350802398827e-06
Position 1477: 2.560454336879045e-06
Position 2084: 2.3901764698648766e-06
Position 1561: 2.266195633861008e-06
Position 802: 8.010448797171857e-07
Position 1187: 7.798899161341169e-07
Position 290: 7.116824603834393e-07
Position 789: 4.503872884618827e-07
Position 2167: 3.6753195829541276e-07
Position 259: 2.889066075602235e-07
Position 2086: 2.842433501086991e-07
Position 1157: 2.7530501861101683e-07
Position 1211: 1.4145990142468224e-07
Position 922: 1.333730666887968e-07
Position 781: 1.2817635360691134e-07
Position 946: 1.0455031170677068e-07
Position 954: 9.020717069232916e-08
Position 791: 8.161129298690316e-08
Position 866: 4.440769419506548e-08
Position 2386: 4.1123474945377075e-08
Position 2298: 3.0890616269028065e-08
Position 3299: 1.0658219998505601e-08
Position 3245: 5.833583731780372e-09
Position 2947: 2.980311943223572e-09
Position 2319: 2.7577594895114748e-09
Position 912: 2.213242537581574e-09
Position 302: 9.49130501115681e-10
Position 3131: 6.087743577893029e-11
Position 892: 9.768296878648654e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 911: 0.9993278010079252
Position 1181: 0.9776652472134566
Position 1519: 0.9733543102901323
Position 2101: 0.9410281897824851
Position 2909: 0.7597626224483648
Position 2319: 0.4997433894972674
Position 210: 0.14568802983122345
Position 390: 0.11512367937939648
Position 156: 0.08674669901503104
Position 96: 0.05680128711805485
Position 761: 0.011199051842385533
Position 2729: 0.010475340851410357
Position 2039: 0.010095657276016495
Position 714: 0.007124798540691159
Position 1113: 0.006977360228051382
Position 484: 0.006123730804835885
Position 570: 0.005690227388092039
Position 2005: 0.004620020841333685
Position 3245: 0.0030388375701706216
Position 1333: 0.002745009151096701
Position 789: 0.0026831736349841374
Position 728: 0.0024441120553978244
Position 1338: 0.002318786527361953
Position 3097: 0.0022652110590577696
Position 1187: 0.0020459155018178756
Position 624: 0.0020059294564492743
Position 3593: 0.0019027768393651185
Position 2141: 0.0018953863032749464
Position 3567: 0.001753517924679817
Position 734: 0.001738640018174617
Position 618: 0.001706434918126096
Position 1229: 0.0015803053370172107
Position 3389: 0.00129872201474777
Position 3288: 0.0011880560416510963
Position 652: 0.0011851288937301642
Position 433: 0.0011433702685842615
Position 240: 0.0010801696671786378
Position 135: 0.0010028100345626405
Position 1561: 0.0009759677137400186
Position 2861: 0.0009050971910516463
Position 1912: 0.0006240329622838119
Position 635: 0.0006108045531249669
Position 1119: 0.00042765212378776356
Position 311: 0.00042444070628052836
Position 1764: 0.0003832185217464085
Position 3669: 0.0003334886584393006
Position 1157: 0.00026658667107424085
Position 106: 0.00025557069853834896
Position 522: 0.0002452480659368294
Position 919: 0.00023737525944244743
Position 588: 0.00018922192529040725
Position 2845: 0.00018631886130997073
Position 1965: 0.00018058456892623202
Position 113: 0.00017376414101570947
Position 1733: 0.00016868348794075912
Position 1152: 0.00016141313405980314
Position 314: 0.0001460434623379582
Position 2355: 0.00012694898162863934
Position 1745: 0.00011062724732088306
Position 3546: 9.930571017888401e-05
Position 2328: 8.54774608512022e-05
Position 417: 8.475283621685468e-05
Position 1352: 7.907488198702967e-05
Position 662: 6.964923054432709e-05
Position 1613: 6.886123409570468e-05
Position 3168: 6.104132619372347e-05
Position 585: 5.904321480238674e-05
Position 3311: 5.583204248041293e-05
Position 642: 5.356186387586224e-05
Position 1761: 5.036106637419504e-05
Position 1697: 4.989981054525713e-05
Position 744: 4.659031070978856e-05
Position 411: 4.472522088395437e-05
Position 2543: 4.402444513922138e-05
Position 3416: 4.099834476775283e-05
Position 1421: 3.552755637747905e-05
Position 1223: 3.443292618253353e-05
Position 122: 2.7750223802422633e-05
Position 1531: 2.5523187243889355e-05
Position 892: 2.1454098882667674e-05
Position 1738: 2.1197048807575607e-05
Position 2963: 1.9645462142828084e-05
Position 3779: 1.7013009502268324e-05
Position 1800: 1.6664259368173848e-05
Position 2384: 1.4427498912745563e-05
Position 2043: 1.3682534975861083e-05
Position 807: 1.245661862795298e-05
Position 954: 1.2175239392773076e-05
Position 2046: 1.1238948667738342e-05
Position 2930: 1.0968052092932909e-05
Position 1851: 1.080744422280342e-05
Position 1280: 1.061873088304734e-05
Position 403: 1.0390909668899127e-05
Position 1364: 9.588730743906756e-06
Position 1863: 9.291500381338359e-06
Position 3740: 9.022620005428577e-06
Position 2981: 8.893373738546807e-06
Position 1340: 8.385303576816324e-06
Position 2346: 7.935398868521389e-06
Position 2504: 6.8114778333870325e-06
Position 3646: 4.432589591917191e-06
Position 887: 3.882421843783322e-06
Position 3458: 3.7963251196828574e-06
Position 3404: 3.7928533187419636e-06
Position 2738: 3.760701106240072e-06
Position 1830: 3.756595071459169e-06
Position 1265: 3.11645567344594e-06
Position 1349: 3.0060703659317645e-06
Position 741: 2.948805722711726e-06
Position 930: 2.918789104436814e-06
Position 797: 2.8276680054953935e-06
Position 1247: 2.782889933818517e-06
Position 1376: 2.638073595533367e-06
Position 3726: 2.5926040521313132e-06
Position 2918: 2.582263972595422e-06
Position 1782: 2.313295634469403e-06
Position 1922: 2.165545363502708e-06
Position 749: 1.9219834691687087e-06
Position 1069: 1.727831913860939e-06
Position 1391: 1.6817661713390365e-06
Position 119: 1.432517935421594e-06
Position 1244: 1.429314691496759e-06
Position 1986: 1.1031044015297762e-06
Position 1545: 1.0280146208805782e-06
Position 1286: 6.951353461011948e-07
Position 1141: 6.417399674986684e-07
Position 817: 6.003438404931388e-07
Position 933: 5.91125896369419e-07
Position 2183: 5.892811348049975e-07
Position 1808: 5.493391703168191e-07
Position 866: 5.369050609762717e-07
Position 973: 4.816121648187333e-07
Position 999: 4.36760947228795e-07
Position 1433: 3.7557890496879544e-07
Position 1065: 3.673934774780258e-07
Position 829: 3.428567154524894e-07
Position 1409: 2.771908928453667e-07
Position 832: 2.1342640101030688e-07
Position 842: 1.493687998025437e-07
Position 1289: 1.4374280204560832e-07
Position 1024: 8.644476071848033e-08
Position 879: 6.72337380940413e-08
Position 942: 5.2582138958026733e-08
Position 1712: 4.587888449651151e-08
Position 996: 3.3099462003600974e-08
Position 1002: 2.086694133649213e-08
Position 1533: 2.645223393204831e-09
Position 1487: 2.232985244190311e-09
Position 1474: 6.305549998931478e-10
Position 1776: 1.1511700967065537e-10
Position 1015: 1.622552504347178e-11
Position 332: 2.0024125571826867e-12
Position 1482: 1.0466374667112978e-16
