Gene = ebi
Position 59: 4.0920647095912595e-07
Position 1623: 2.4310575009132016e-07
Position 2216: 2.2906253577157782e-07
Position 2304: 1.9801946739876312e-07
Position 1729: 1.24835735194105e-07
Position 77: 1.1142605736322658e-07
Position 2930: 1.0274237054599254e-07
Position 314: 1.0056403457842582e-07
Position 1048: 9.52381030275745e-08
Position 2092: 8.317161522952886e-08
Position 1569: 8.117585507953706e-08
Position 1538: 6.746658815738403e-08
Position 2090: 6.638119679234796e-08
Position 2114: 5.739439565860026e-08
Position 319: 5.460048453164663e-08
Position 1346: 4.479395188111028e-08
Position 326: 1.8967145703400432e-08
Position 1432: 1.8191748992367278e-08
Position 702: 9.055162880979441e-09
Position 1330: 5.0131538759492e-09
Position 871: 8.00234627651664e-10
Position 1383: 5.813148789167815e-10
Position 1460: 5.737651080609559e-10
Position 780: 5.637084364262033e-10
Position 639: 2.5372589687529174e-11
Position 436: 1.890713798239516e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1721: 0.9929403930179913
Position 444: 0.9907968597318841
Position 3187: 0.20164359925492506
Position 2741: 0.06982655051457413
Position 2939: 0.05944769374589177
Position 1354: 0.05478810258301254
Position 2872: 0.04842336910036769
Position 2099: 0.04093399680764251
Position 3133: 0.033262487562855866
Position 2881: 0.028710898284471684
Position 2346: 0.02688612029707848
Position 3010: 0.026230357164164348
Position 3455: 0.01919743085039399
Position 3167: 0.010781400074387772
Position 548: 0.008401519391653053
Position 3098: 0.008398719371785072
Position 2744: 0.008171926283498167
Position 1565: 0.00805874879845764
Position 2779: 0.0080176390695473
Position 2339: 0.007390978221284947
Position 2401: 0.00609114098766711
Position 1330: 0.005393194576243708
Position 3247: 0.00475871734725055
Position 2638: 0.003400167424862876
Position 1750: 0.0029711070331322953
Position 2579: 0.0022106917890125687
Position 1427: 0.002196885794350134
Position 2824: 0.0016777682998200749
Position 633: 0.001600197631737529
Position 2371: 0.0014290698030345677
Position 2758: 0.0013894263322397234
Position 3203: 0.0013574511012413451
Position 3068: 0.0011733535500396124
Position 1203: 0.0009532846530899525
Position 1377: 0.0009308027820390804
Position 2946: 0.0007521860890937734
Position 1059: 0.0007435518193462334
Position 1483: 0.0007328884484634417
Position 1135: 0.0006438647071184197
Position 2141: 0.0006096517072408331
Position 681: 0.0006043664181269118
Position 1942: 0.0004475188796913806
Position 1123: 0.00044570105021897395
Position 1996: 0.00042394915631444204
Position 1318: 0.000391155240545366
Position 2058: 0.00038404759857226027
Position 2668: 0.0003245346533860394
Position 3398: 0.00031623853704224194
Position 2048: 0.000313598823601321
Position 2087: 0.00024806649799098327
Position 3053: 0.0002282489586777509
Position 2183: 0.00016894084347034494
Position 2352: 0.00016255755347772827
Position 1092: 0.00016211292638442437
Position 551: 0.00014920533735906743
Position 1359: 0.00012430137922411422
Position 1078: 0.00012076541146706028
Position 1120: 0.00011475241349189081
Position 2808: 0.00010907160666199836
Position 1233: 0.0001083957853437488
Position 1295: 0.00010256639400598975
Position 3298: 9.960266931187853e-05
Position 496: 9.544542149788062e-05
Position 267: 9.318598407843424e-05
Position 1838: 8.553111823932059e-05
Position 1206: 8.549653403824185e-05
Position 335: 8.336394792138998e-05
Position 2293: 8.051822095010674e-05
Position 1589: 7.644957412971577e-05
Position 817: 6.130457351560284e-05
Position 1272: 5.90590636365982e-05
Position 848: 5.707823274470794e-05
Position 570: 5.508486158702872e-05
Position 2455: 5.4884399477550335e-05
Position 2695: 5.376992931620122e-05
Position 201: 5.108655522160694e-05
Position 765: 4.9241750771759464e-05
Position 921: 4.639315803993118e-05
Position 1019: 4.5120613305275416e-05
Position 702: 4.350129106459667e-05
Position 290: 3.7402087972196976e-05
Position 2510: 3.453279902275303e-05
Position 293: 3.4245914729358436e-05
Position 372: 2.888711035972039e-05
Position 223: 2.7126426475902862e-05
Position 2620: 2.675452813243425e-05
Position 2895: 2.519096343259794e-05
Position 734: 1.8783103132893182e-05
Position 404: 1.759770253664023e-05
Position 3421: 1.5899792307158817e-05
Position 972: 1.5700939478316657e-05
Position 1153: 1.3748240041902675e-05
Position 1132: 1.3011327537779777e-05
Position 1883: 1.0942785376267277e-05
Position 1453: 1.0112148613942103e-05
Position 2348: 9.876450269324186e-06
Position 120: 8.83134076889778e-06
Position 1516: 6.615673046833408e-06
Position 296: 6.337604562710963e-06
Position 1048: 5.945991936675244e-06
Position 2561: 5.941441227524613e-06
Position 282: 5.627772912121272e-06
Position 1032: 5.572414970016586e-06
Position 1140: 5.487191515358949e-06
Position 95: 4.5192516251517504e-06
Position 2536: 3.7131399178795462e-06
Position 479: 3.4357576654837226e-06
Position 1817: 3.402550001799242e-06
Position 618: 3.252995618374506e-06
Position 1501: 3.0118041089343885e-06
Position 656: 2.850253332021257e-06
Position 270: 2.315104828496526e-06
Position 749: 2.1728899144472313e-06
Position 299: 2.1606181425686734e-06
Position 2072: 2.1330581874167127e-06
Position 958: 1.884387163989001e-06
Position 2195: 1.534808259355782e-06
Position 218: 1.4747861871339166e-06
Position 792: 1.3970220706340981e-06
Position 585: 1.2288693972943012e-06
Position 1593: 1.1290282983092001e-06
Position 92: 1.0594207441876344e-06
Position 2483: 1.0408999407241283e-06
Position 302: 8.661842333648236e-07
Position 342: 8.142417003862367e-07
Position 2501: 7.968822680347542e-07
Position 575: 7.474877880307423e-07
Position 411: 7.469663067321544e-07
Position 935: 6.448543170503947e-07
Position 2384: 5.755683050480285e-07
Position 375: 5.679626305585245e-07
Position 755: 5.465430053592777e-07
Position 650: 5.228183490757707e-07
Position 2444: 5.204669875637802e-07
Position 77: 4.5105442605954453e-07
Position 141: 4.437039680631585e-07
Position 2448: 4.090695290957986e-07
Position 927: 3.771523731404407e-07
Position 1847: 3.469812365260357e-07
Position 1970: 3.0474672561397575e-07
Position 2428: 2.306264024628519e-07
Position 1950: 2.3003665841645012e-07
Position 130: 2.0840803390468895e-07
Position 106: 1.358530875636014e-07
Position 305: 1.0555159409645663e-07
Position 2462: 7.813787152710871e-08
Position 1925: 7.551803789994138e-08
Position 2411: 7.432144037660349e-08
Position 147: 7.014590101733287e-08
Position 326: 6.917074267856097e-08
Position 180: 5.913622405392503e-08
Position 2198: 3.298855386364351e-08
Position 263: 2.95125307988285e-08
Position 187: 2.0065875953560286e-08
Position 150: 1.8340287535185677e-08
Position 153: 6.3888909173681295e-09
Position 683: 4.485634268175464e-11
Position 795: 3.456261299194826e-11
Position 665: 7.63172568029928e-12
Position 832: 3.345895866903676e-12
Position 580: 4.378173051749937e-13
Position 591: 1.819733551588912e-13
