Gene = da
Position 551: 1.709190028941288e-05
Position 887: 1.692316550825182e-05
Position 126: 1.624674035207543e-05
Position 1448: 1.5103214081968852e-05
Position 1356: 1.4347391054696254e-05
Position 708: 1.340405619174199e-05
Position 411: 1.2946891641977225e-05
Position 146: 1.1015377311617299e-05
Position 2152: 8.621127188187363e-06
Position 783: 6.810543395849238e-06
Position 841: 5.8131683078153615e-06
Position 643: 5.339513943920768e-06
Position 331: 5.275917702984876e-06
Position 863: 5.05782617580289e-06
Position 2240: 4.844379666575194e-06
Position 285: 4.568142624212946e-06
Position 898: 3.36870898475722e-06
Position 1093: 3.1520724040298826e-06
Position 456: 2.4279099893429075e-06
Position 1275: 2.199619159539331e-06
Position 856: 2.0365151748429372e-06
Position 1989: 1.923578967332005e-06
Position 998: 1.8694365335750686e-06
Position 1098: 1.77002166027209e-06
Position 2199: 1.7266523144371257e-06
Position 229: 1.2768869231438458e-06
Position 235: 1.2445756448847948e-06
Position 924: 1.2317283546497983e-06
Position 1309: 1.0421943211014976e-06
Position 2341: 8.808364941049711e-07
Position 220: 6.419117720086328e-07
Position 128: 6.384655027705081e-07
Position 355: 5.499027066271522e-07
Position 187: 4.23991626365742e-07
Position 1154: 3.717493654262677e-07
Position 1011: 3.2310497394170223e-07
Position 365: 1.7901038103088268e-07
Position 680: 1.076642997103651e-07
Position 839: 8.708141666493662e-08
Position 820: 3.497477135151655e-08
Position 754: 2.1906478354121153e-08
Position 592: 1.2072546022569672e-08
Position 518: 9.07374764106734e-09
Position 478: 8.294059768522903e-09
Position 288: 6.518877511249244e-09
Position 760: 3.3382924802230554e-09
Position 526: 1.1166161023093587e-10
Position 535: 1.004420920708929e-10
Position 467: 9.663505260917064e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1943: 0.7390382313812807
Position 4718: 0.2866114573283865
Position 1265: 0.21739010830441924
Position 4919: 0.11164805778574545
Position 1707: 0.1036123676799397
Position 475: 0.017260475209838602
Position 1079: 0.013530434185416112
Position 2566: 0.008431477627668736
Position 5061: 0.007496911122385586
Position 4038: 0.007047864620400138
Position 2544: 0.006892188727257436
Position 4964: 0.0061268595327115885
Position 1907: 0.0049086448368554384
Position 1584: 0.004582667624564626
Position 4862: 0.0042587931251049285
Position 4008: 0.003755848498977113
Position 1744: 0.003663186537259426
Position 558: 0.0031990845516022873
Position 2524: 0.002566944614478353
Position 2212: 0.0025563490152589975
Position 2004: 0.0021033620163529135
Position 1448: 0.0020715975397880963
Position 1269: 0.0020391493831413026
Position 4487: 0.0019480740964354928
Position 1113: 0.0018767378365846005
Position 2733: 0.0018591563675600137
Position 1033: 0.0018462738644983347
Position 2323: 0.0018011934401226605
Position 2708: 0.0016057800007997622
Position 4412: 0.0014995020413312308
Position 5035: 0.0013800757128953403
Position 1231: 0.0013753736230115666
Position 1528: 0.001375147552000955
Position 229: 0.0012882305317647633
Position 1860: 0.0012553655242121082
Position 732: 0.0011948803488632921
Position 1428: 0.0011916252076271752
Position 3045: 0.00102128450129546
Position 1225: 0.0008127890057788674
Position 1084: 0.0007732645532460886
Position 1606: 0.0007328552980121664
Position 1609: 0.0007282778308355266
Position 965: 0.0006682532737558099
Position 1303: 0.0005090048780883544
Position 1911: 0.0004982275778369754
Position 1661: 0.00044957988172702134
Position 1853: 0.0004473163350918848
Position 184: 0.0004206747223650074
Position 895: 0.0003976629581290128
Position 324: 0.000393845869149001
Position 668: 0.00033560000734008234
Position 4041: 0.0003205765823385008
Position 4162: 0.0003096073667953011
Position 4625: 0.00029314213222094294
Position 4361: 0.000285001776052828
Position 1887: 0.00028272397210730456
Position 1379: 0.0001932616333579665
Position 901: 0.00018275720658497276
Position 3017: 0.00017685977649899444
Position 3372: 0.00017660959103729743
Position 1731: 0.0001754959636946329
Position 3244: 0.0001727474032579113
Position 3350: 0.00015341192836012575
Position 1801: 0.00013493861435897385
Position 1667: 9.904738498618569e-05
Position 2096: 8.760008879622495e-05
Position 461: 8.60053414278606e-05
Position 2126: 6.144520661755974e-05
Position 1594: 5.298030809500445e-05
Position 942: 5.268620120199915e-05
Position 1967: 4.850500502192877e-05
Position 974: 4.1200026374158945e-05
Position 2199: 4.016779203498067e-05
Position 704: 3.0984681279133815e-05
Position 387: 2.3909064135414042e-05
Position 402: 2.103878281585837e-05
Position 326: 1.927692406557956e-05
Position 913: 1.7189094296135903e-05
Position 2292: 1.635705905814438e-05
Position 2023: 1.527406239518864e-05
Position 690: 1.278806394270906e-05
Position 856: 1.227795114898528e-05
Position 930: 1.0233126988830237e-05
Position 793: 9.992744380238927e-06
Position 1133: 9.476989899595591e-06
Position 301: 7.987039791710149e-06
Position 1240: 5.862476934695383e-06
Position 235: 4.066742280864385e-06
Position 1137: 2.48499868349483e-06
Position 421: 1.5962773161610836e-06
Position 264: 1.267412599730533e-06
Position 157: 1.127677149818129e-06
Position 1093: 9.081830164539891e-07
Position 411: 8.5002661369586e-07
Position 783: 8.368613978382822e-07
Position 1193: 5.912798154887455e-07
Position 126: 4.314705850596972e-09
Position 159: 3.6531059644913353e-09
Position 427: 9.755194546553963e-14
