Gene = Ced-12
Position 1290: 5.60652904379891e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1588: 0.9921313485831332
Position 2203: 0.9495653047175538
Position 517: 0.9484414332955274
Position 1092: 0.17825976565954282
Position 2748: 0.11849504737595287
Position 654: 0.07337396190235095
Position 1785: 0.07077188646212498
Position 660: 0.04597960027310463
Position 866: 0.018226826696383855
Position 675: 0.013808143271888777
Position 1159: 0.00882599805742386
Position 1196: 0.007113520937775613
Position 311: 0.006575190443883019
Position 2824: 0.006121784406043873
Position 1998: 0.004854322591723972
Position 579: 0.004636074010726424
Position 969: 0.0043960125299038555
Position 1326: 0.0036997107578837906
Position 1461: 0.003396630493247497
Position 1641: 0.0032305751183446347
Position 1597: 0.003156497244498316
Position 2939: 0.0031432157896760927
Position 1031: 0.002480219818273202
Position 1995: 0.0023394944729673646
Position 819: 0.0022291497648214142
Position 474: 0.002208357673122679
Position 2697: 0.0021283721060733397
Position 1299: 0.0020056508652083844
Position 2501: 0.001520135412014835
Position 2244: 0.0010882942983837976
Position 1904: 0.0008256922814855546
Position 491: 0.000814632034748682
Position 720: 0.00078109519140525
Position 603: 0.0007801725368240379
Position 1156: 0.0007151594905548628
Position 271: 0.0007100412107570289
Position 2954: 0.0006983043342552063
Position 2019: 0.0006906607918726093
Position 1938: 0.0006189069545117074
Position 2357: 0.0006007458597851407
Position 1296: 0.0006000161387319145
Position 554: 0.0005410380584775619
Position 321: 0.0004988253122141628
Position 1206: 0.00045088202617471577
Position 1129: 0.00044939168102498645
Position 528: 0.0002640318972612002
Position 2403: 0.0002514400801107323
Position 1974: 0.0002506987975734744
Position 1863: 0.00024776674908090837
Position 2283: 0.00022459018929113202
Position 2766: 0.0002192498810581315
Position 350: 0.00019852753203497903
Position 407: 0.00018360241077964256
Position 1065: 0.00018234879110798976
Position 1332: 0.000168286803617945
Position 1243: 0.000167852035546378
Position 274: 0.00016236292780915317
Position 1314: 0.00015359393658208998
Position 1257: 0.00014064143675706934
Position 1884: 0.00013214927518916702
Position 2779: 0.00012868813540381258
Position 369: 0.00011807039666485034
Position 875: 0.00011639270736064904
Position 2558: 0.0001124553123314349
Position 618: 0.0001028674703103986
Position 1920: 9.918256363258196e-05
Position 758: 9.427936323994994e-05
Position 713: 9.425954475346306e-05
Position 333: 8.146195473770754e-05
Position 2250: 7.137522235615955e-05
Position 840: 6.625638891597615e-05
Position 1943: 5.864326918804981e-05
Position 127: 5.6220092869316546e-05
Position 1662: 5.029998442442296e-05
Position 2704: 4.639278275215223e-05
Position 636: 4.086401163991638e-05
Position 792: 4.040500112993869e-05
Position 1892: 3.870149155106039e-05
Position 564: 3.245268262020045e-05
Position 1056: 3.096620903033657e-05
Position 1506: 2.977968895928157e-05
Position 1553: 2.9534481272481454e-05
Position 318: 2.8035465938385173e-05
Position 2168: 2.7334330856805006e-05
Position 2053: 2.469092380078794e-05
Position 2016: 2.448421454309751e-05
Position 2313: 2.375804535046388e-05
Position 1650: 2.3633056802192462e-05
Position 2377: 2.232083220583773e-05
Position 783: 1.9154906936685396e-05
Position 373: 1.91072829764577e-05
Position 2022: 1.8318434891256558e-05
Position 726: 1.8212094386692904e-05
Position 2367: 1.6482606435941532e-05
Position 424: 1.5395187962125306e-05
Position 2331: 1.504965272151652e-05
Position 1347: 1.4057397185067514e-05
Position 355: 1.3068338984239395e-05
Position 2562: 1.1997655875931459e-05
Position 347: 1.1527321773721981e-05
Position 1014: 1.1362771925704567e-05
Position 1725: 8.780895093688165e-06
Position 2343: 8.736581124019659e-06
Position 1203: 6.822578776272563e-06
Position 696: 6.245538309446493e-06
Position 1658: 6.2407481843174134e-06
Position 2115: 6.18330792270521e-06
Position 2070: 6.158111440179919e-06
Position 723: 5.508482918589127e-06
Position 161: 5.208661303591124e-06
Position 1071: 4.757295481810969e-06
Position 1473: 4.535792957343283e-06
Position 66: 3.04998676084511e-06
Position 795: 2.568453216252399e-06
Position 741: 2.35896008985912e-06
Position 798: 2.0161397736279545e-06
Position 103: 2.001736065136198e-06
Position 1950: 1.243155839634233e-06
Position 478: 1.1976767895599866e-06
Position 2082: 1.1807004818235101e-06
Position 2034: 1.0282988239557221e-06
Position 284: 9.768055200402443e-07
Position 282: 9.387872355230513e-07
Position 1818: 9.255100723078692e-07
Position 1689: 8.559547972740848e-07
Position 2901: 6.279791746017152e-07
Position 2112: 6.158690804191575e-07
Position 2466: 6.099938633105781e-07
Position 850: 2.1978593769263273e-07
Position 210: 1.8207409097407672e-07
Position 190: 1.0024190811950437e-07
Position 139: 9.947875563496779e-08
Position 185: 6.175546409683592e-08
Position 251: 3.732124947368388e-09
Position 588: 2.3668552918552004e-09
Position 268: 1.8092818834969386e-09
Position 2230: 1.4196360590034931e-09
Position 57: 1.1024424227230333e-09
Position 105: 1.3203851962046967e-10
Position 236: 3.403260839225166e-11
Position 630: 1.575678894109101e-11
Position 225: 1.2069372909369583e-11
Position 175: 1.195233159195508e-11
Position 173: 1.3027974478921263e-12
Position 169: 2.1707667116865856e-13
Position 229: 1.4713501482894894e-16
