Gene = Mcr
Position 4406: 0.0004883165514200553
Position 321: 0.00046150220354817384
Position 4827: 0.00044967265671337164
Position 2515: 0.00043107080577413153
Position 8405: 0.0004232615057730809
Position 855: 0.00042006913123278475
Position 7961: 0.0003812100760494592
Position 4795: 0.0003753156458962842
Position 8642: 0.0003425998785980655
Position 3985: 0.00033971909301660705
Position 1094: 0.0003201148837646247
Position 54: 0.00031185593088875816
Position 4078: 0.000294451627063044
Position 3607: 0.00029045747047145437
Position 1122: 0.0002722169258036963
Position 678: 0.00023122329598579863
Position 3480: 0.00021852939376704566
Position 643: 0.0002138460911698015
Position 7345: 0.00020553940815760816
Position 4075: 0.00019706921732416395
Position 261: 0.00017612054023933681
Position 52: 0.0001713442543730875
Position 7537: 0.00016818579098465953
Position 1612: 0.0001527651954949662
Position 3718: 0.00015101305008730263
Position 7997: 0.00014270482606756644
Position 1345: 0.0001370787084766705
Position 2405: 0.00013099004703853552
Position 2084: 0.00012937848063417515
Position 632: 0.00012791937063292332
Position 3635: 0.00012774524246813584
Position 1550: 0.00012474627854398992
Position 1328: 0.00011800536927884023
Position 691: 0.0001174328311099761
Position 598: 0.00011640466305917201
Position 2097: 0.00011369434021160062
Position 8087: 0.00010536093458261865
Position 4034: 9.86445237041299e-05
Position 8625: 9.718259227698671e-05
Position 8479: 8.43545653904074e-05
Position 7983: 7.500600378798037e-05
Position 8199: 7.460099765593162e-05
Position 429: 7.280525846969104e-05
Position 7897: 6.887746742120333e-05
Position 7701: 6.699668939389071e-05
Position 4141: 6.37732992793957e-05
Position 360: 6.334614520368274e-05
Position 5372: 6.191812488718694e-05
Position 230: 5.334583386340733e-05
Position 3768: 5.215707099185857e-05
Position 5875: 4.844449921564663e-05
Position 8254: 4.505729087428422e-05
Position 354: 4.384156856392393e-05
Position 1806: 4.300467282585221e-05
Position 267: 4.208913864166116e-05
Position 5427: 4.1786557100480286e-05
Position 7517: 3.595103706931465e-05
Position 4014: 3.427384446489354e-05
Position 7869: 3.3592412836261765e-05
Position 238: 3.3537142579000514e-05
Position 7313: 3.305599910053227e-05
Position 7324: 3.2616630613916244e-05
Position 4056: 3.197962617124277e-05
Position 18: 3.166640044310995e-05
Position 4471: 3.113508304261249e-05
Position 3430: 2.7975601809083296e-05
Position 7480: 2.6798219893030027e-05
Position 4495: 2.6154657944828943e-05
Position 33: 2.5935536984309464e-05
Position 259: 2.5448857059632595e-05
Position 269: 2.4379713655128057e-05
Position 5577: 2.3159754244342397e-05
Position 92: 2.1224141920652217e-05
Position 8350: 1.8902498000081422e-05
Position 8139: 1.7757947790697206e-05
Position 4944: 1.63929036549585e-05
Position 484: 1.6168420577167143e-05
Position 3867: 1.5563975817080944e-05
Position 5213: 1.5355635041103604e-05
Position 176: 1.5158288156531181e-05
Position 80: 1.5093569368973228e-05
Position 6824: 1.5046961515759703e-05
Position 1260: 1.5045220964856593e-05
Position 8242: 1.4550334478918969e-05
Position 284: 1.4305275380752018e-05
Position 8119: 1.357634839182706e-05
Position 474: 1.3343808441390396e-05
Position 388: 1.297722155559077e-05
Position 5613: 1.2105920172043684e-05
Position 8093: 1.1725425823901976e-05
Position 4403: 1.1609487427359671e-05
Position 5965: 1.0950681257285619e-05
Position 281: 1.080477234646972e-05
Position 8493: 1.0750019482038003e-05
Position 8108: 1.0204382944194044e-05
Position 57: 1.0162392055902829e-05
Position 7306: 9.943665359700558e-06
Position 8569: 9.887850019679581e-06
Position 3501: 9.501801241912505e-06
Position 1075: 9.280885324303681e-06
Position 5040: 9.227266939788882e-06
Position 1299: 9.113671337258443e-06
Position 8323: 7.789918787846377e-06
Position 3466: 7.753194410611965e-06
Position 3419: 7.141706791150709e-06
Position 278: 6.2369091163923296e-06
Position 557: 6.149712316083946e-06
Position 2957: 5.75774861594105e-06
Position 8633: 5.738023837166253e-06
Position 8529: 5.446927450130288e-06
Position 164: 5.0658698667073824e-06
Position 7290: 4.618581606195112e-06
Position 5341: 4.14302046073064e-06
Position 4959: 3.844253887500427e-06
Position 7891: 3.7949923515049184e-06
Position 4726: 3.741438750063119e-06
Position 1643: 3.678313152661128e-06
Position 2053: 3.363665978498971e-06
Position 124: 3.0515042714102505e-06
Position 4146: 2.9281990750140437e-06
Position 3872: 2.9008460400238787e-06
Position 8374: 2.853785109062726e-06
Position 7221: 2.8290252635220516e-06
Position 630: 2.765498169025599e-06
Position 4067: 2.684237265992273e-06
Position 4190: 2.6324403564627373e-06
Position 4831: 2.6263409955581976e-06
Position 301: 2.4713764801951233e-06
Position 545: 2.4424056025628884e-06
Position 8337: 2.371384006375878e-06
Position 4: 2.182179380624846e-06
Position 7356: 1.8748728483720035e-06
Position 228: 1.7200780192451759e-06
Position 8136: 1.7146315052186161e-06
Position 109: 1.6191458548258508e-06
Position 1221: 1.2581337659890489e-06
Position 1666: 1.2290167745888875e-06
Position 272: 1.1333023836974263e-06
Position 395: 1.1258743767474963e-06
Position 287: 9.500060097676728e-07
Position 1085: 8.950983683207815e-07
Position 2438: 8.039226902345394e-07
Position 1021: 7.513152370261262e-07
Position 7343: 6.581055438378666e-07
Position 1073: 5.859195781487953e-07
Position 1091: 5.50922041175699e-07
Position 112: 4.788919766770589e-07
Position 8364: 3.4356960742605985e-07
Position 8267: 2.870618060194104e-07
Position 7200: 2.813437925118651e-07
Position 3345: 2.139255117693717e-07
Position 8211: 2.08718337973157e-07
Position 8187: 1.846206529897342e-07
Position 7876: 1.7173628205953648e-07
Position 7195: 1.396750789868581e-07
Position 7420: 7.13293551664792e-08
Position 1601: 6.611671248237586e-08
Position 8142: 5.599098291067573e-08
Position 7240: 5.465634071215517e-08
Position 1606: 5.216575250390703e-08
Position 1566: 3.5936646119265606e-08
Position 1354: 3.37105010976888e-08
Position 1215: 2.9563793409252964e-08
Position 945: 2.13304177450081e-08
Position 8150: 1.97404340736243e-08
Position 7942: 1.8350357417088877e-08
Position 7207: 1.801719948098636e-08
Position 8122: 1.3897493112477615e-08
Position 7936: 1.132304340900638e-08
Position 8129: 8.02409392391916e-09
Position 7608: 7.920961061078523e-09
Position 3329: 5.39537040517048e-09
Position 7667: 3.755713043089077e-09
Position 7663: 3.282978146281913e-09
Position 7398: 3.163290983137648e-09
Position 1371: 2.7953169398372678e-09
Position 440: 4.57899480274806e-10
Position 8110: 1.5730403075962136e-10
Position 921: 1.2839129067418047e-10
Position 7644: 6.129799959750582e-11
Position 7685: 5.577540226215289e-11
Position 5680: 4.405596345532618e-11
Position 8221: 3.4987101955642124e-11
Position 4992: 8.639682801308798e-12
Position 7674: 2.5434317640842278e-12
Position 7153: 3.1774672332805625e-13
Position 7598: 2.4272268014507985e-13
Position 7642: 2.42514580979071e-13
Position 7429: 4.513515354337345e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7814: 0.9986681649735962
Position 7622: 0.9958953028871331
Position 7379: 0.9870941870088761
Position 3314: 0.9818553214285409
Position 7125: 0.9773442530035881
Position 2369: 0.29571575134591044
Position 2258: 0.2832650618249812
Position 896: 0.27953929645173226
Position 5890: 0.14127609457721796
Position 2834: 0.10025129004301422
Position 2583: 0.08654326624450272
Position 2862: 0.07720461349436708
Position 2601: 0.056570370434901276
Position 2839: 0.05369964501320235
Position 5564: 0.04696582950740706
Position 6592: 0.03777039612869772
Position 3076: 0.031645569392403386
Position 8703: 0.029987744999121463
Position 4609: 0.028197073745153466
Position 2812: 0.0281206543872319
Position 7132: 0.0211297670858908
Position 6557: 0.019000250031607453
Position 4726: 0.01654380405824997
Position 5857: 0.014329167638069792
Position 3120: 0.01409458226648622
Position 2533: 0.011568402129161463
Position 7404: 0.010221902549820177
Position 854: 0.009480429501524737
Position 4853: 0.00893566510967374
Position 2117: 0.008732424235414508
Position 6002: 0.00845540420952583
Position 3101: 0.00691304911475438
Position 3696: 0.00627749642643625
Position 399: 0.006156180353482568
Position 4383: 0.006101545492711755
Position 6153: 0.006098051028843804
Position 4572: 0.00570756059745644
Position 1142: 0.005428062106637309
Position 1858: 0.005046647017950752
Position 5758: 0.0049581238714987205
Position 2754: 0.004790942180432902
Position 5541: 0.004078271269300262
Position 4188: 0.004047408956779707
Position 1208: 0.00399952949557314
Position 2889: 0.0039981178360073075
Position 4101: 0.003946217892318266
Position 2306: 0.003797560230560768
Position 419: 0.0034816835378088536
Position 8672: 0.003233668544411058
Position 1721: 0.0028957913300180506
Position 521: 0.0028814644237345416
Position 8456: 0.0026731858219691054
Position 5785: 0.0026386370858936113
Position 7959: 0.0024937943274057016
Position 1816: 0.0022669480938167013
Position 3773: 0.002106336079761236
Position 1893: 0.001919328379084208
Position 2473: 0.0018920671492796619
Position 1122: 0.0018433588845062367
Position 8122: 0.0018414720621822023
Position 5240: 0.0018022658389216083
Position 1724: 0.0015952513996359869
Position 3052: 0.0015620927420096698
Position 8142: 0.0014127674204551725
Position 7188: 0.001204877238494614
Position 2066: 0.0011778682009497196
Position 4972: 0.0011580763544126722
Position 2955: 0.0011288603550575454
Position 1643: 0.0011002555919538
Position 1699: 0.0009615261442262851
Position 500: 0.0009246054629867134
Position 1601: 0.0008770437081568835
Position 8329: 0.0008422653724239435
Position 164: 0.0007608018264265926
Position 8211: 0.0007120276221980582
Position 1211: 0.0006794652638863514
Position 8264: 0.0006498912180238506
Position 143: 0.0004555820754637713
Position 835: 0.00043812735482275187
Position 8625: 0.00043600956563642947
Position 8326: 0.0004236973724604787
Position 1482: 0.0003817759656944435
Position 873: 0.00033348204639563046
Position 3192: 0.0003296622319900277
Position 1746: 0.00030608546937890217
Position 2122: 0.0003034366665856978
Position 7411: 0.0003019649292001043
Position 2793: 0.00030142732997559394
Position 7152: 0.0003003770301369415
Position 1846: 0.00029361292980032387
Position 5224: 0.00028811763482902095
Position 8717: 0.0002796251996154258
Position 2272: 0.00022201898819642604
Position 2515: 0.0002209710041654267
Position 2093: 0.00021680811443502973
Position 2639: 0.0001963815316934978
Position 2408: 0.00019603722298461992
Position 8221: 0.00018542881869325125
Position 908: 0.00018213889860500015
Position 1655: 0.0001774458297585626
Position 8759: 0.00016242414388662203
Position 8392: 0.00016067668558504596
Position 1085: 0.00014309143058221984
Position 1553: 0.00014177966592333717
Position 384: 0.00014107496929043645
Position 2182: 0.00011858394871331525
Position 8463: 0.00011682089606351227
Position 8307: 0.00011587594639648399
Position 1012: 0.00011425247535887365
Position 2084: 0.00010805097744219783
Position 7873: 0.00010490495750908642
Position 1606: 9.33983087234293e-05
Position 7884: 9.081315283045344e-05
Position 4454: 8.358628477461102e-05
Position 2290: 7.87521426157896e-05
Position 699: 7.661302048393166e-05
Position 8026: 7.582994677991375e-05
Position 373: 7.493253464477534e-05
Position 4368: 7.437990349719197e-05
Position 2316: 7.350946438597503e-05
Position 8493: 6.541673239216002e-05
Position 8340: 5.97038517099942e-05
Position 8267: 5.9640319053410886e-05
Position 7458: 5.7882179608149357e-05
Position 8569: 5.550502371752253e-05
Position 1271: 5.460833199007137e-05
Position 1434: 4.322287403104673e-05
Position 7461: 3.4670391430169614e-05
Position 8584: 3.459404711841303e-05
Position 7559: 3.3948615730862605e-05
Position 4067: 3.222002796870918e-05
Position 3397: 2.9842636406548743e-05
Position 7363: 2.9744301399883304e-05
Position 7398: 1.9703475312157903e-05
Position 255: 1.9087593919316968e-05
Position 5084: 1.7044382614847142e-05
Position 1091: 1.6436965596400604e-05
Position 92: 1.5130409375086804e-05
Position 8857: 1.495910774108987e-05
Position 7674: 1.43011420766314e-05
Position 1146: 1.2904567472609527e-05
Position 3536: 1.2747739463221272e-05
Position 7200: 1.2064706071054151e-05
Position 8785: 1.1545630195126191e-05
Position 975: 1.0124285157572372e-05
Position 8808: 9.894939142078732e-06
Position 8473: 9.714003820569572e-06
Position 3599: 7.829671669175147e-06
Position 259: 5.5834534450100835e-06
Position 3515: 4.618674195263817e-06
Position 8361: 4.210670957760651e-06
Position 7164: 3.2434446447546796e-06
Position 8136: 3.231095883111578e-06
Position 3759: 3.144931051277495e-06
Position 945: 3.0384318053959473e-06
Position 3833: 2.3521992888596923e-06
Position 3363: 2.281842626055481e-06
Position 8501: 2.134107948605069e-06
Position 7634: 1.6913043118772223e-06
Position 152: 1.6220898044051703e-06
Position 7283: 1.4287254737214213e-06
Position 388: 9.634985097648531e-07
Position 7487: 7.296218618475436e-07
Position 80: 5.458453400491928e-07
Position 321: 5.200945009922936e-07
Position 3738: 5.18486873854233e-07
Position 429: 3.1013632999662084e-07
Position 977: 3.0759302026479125e-07
Position 179: 1.798592147206071e-07
Position 147: 1.521020778607931e-07
Position 1019: 1.2615242823639604e-07
Position 3447: 1.0188753081747634e-07
Position 7349: 9.445273725677207e-08
Position 970: 7.434419737481119e-08
Position 3345: 5.216627402555762e-08
Position 318: 4.663331104201451e-08
Position 989: 3.101410417747078e-08
Position 7511: 2.69571184747572e-08
Position 7525: 2.596357270117589e-08
Position 88: 2.1782874874100825e-08
Position 140: 1.5938772687484264e-08
Position 7661: 1.2239259149477075e-08
Position 195: 9.200509943446873e-09
Position 7983: 5.462727118737814e-09
Position 750: 4.824593943585528e-09
Position 734: 4.591929071977006e-09
Position 7891: 1.6905029294998909e-09
Position 8053: 8.625692336962491e-10
Position 171: 1.7088475303473877e-10
Position 7765: 5.5994065684443715e-11
Position 7760: 1.4657244338875876e-11
Position 176: 2.4241355973380675e-12
Position 8030: 2.5667936273194233e-13
Position 433: 1.3811624539535566e-13
