Gene = fbp
Position 480: 2.2103471379306416e-05
Position 253: 1.9103708478163685e-05
Position 42: 9.845705260298022e-06
Position 302: 9.367891187230117e-06
Position 304: 7.817493991656196e-06
Position 388: 7.645412280313427e-06
Position 64: 6.68522609208325e-06
Position 238: 4.72112459564888e-06
Position 2460: 4.335253713760424e-06
Position 219: 1.3313586266408657e-06
Position 842: 1.2622415499385134e-06
Position 660: 1.2622280311670356e-06
Position 1201: 7.297434380024393e-07
Position 720: 6.719166039951808e-07
Position 699: 6.443967432367593e-07
Position 2104: 3.9442354293575403e-07
Position 2041: 3.9139424499461727e-07
Position 1576: 3.564802528673387e-07
Position 1888: 3.4947487015817065e-07
Position 2033: 3.3773343311486313e-07
Position 21: 2.858432246612356e-07
Position 56: 2.2323438637819277e-07
Position 613: 1.7440421143217008e-07
Position 1601: 1.715715775738725e-07
Position 973: 1.663200473399714e-07
Position 1541: 1.602769570383313e-07
Position 1384: 1.4912422799611653e-07
Position 976: 1.268589101269141e-07
Position 4: 9.016574911424258e-08
Position 412: 6.49443099563794e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1830: 0.6466562346980785
Position 1781: 0.33107060416028844
Position 1321: 0.13962208116322894
Position 1060: 0.1177538863557504
Position 1304: 0.1139300784862032
Position 391: 0.10629512097509218
Position 656: 0.06683850062481443
Position 1090: 0.06376853836852993
Position 1372: 0.046372118110806
Position 253: 0.036755357294631585
Position 969: 0.020997802381318986
Position 767: 0.02084713548251688
Position 211: 0.01790619854089644
Position 2301: 0.017478053753296224
Position 638: 0.007093960158789697
Position 1375: 0.006232055319152774
Position 434: 0.006120427128504949
Position 2312: 0.006015875804677548
Position 1378: 0.0039415109049028675
Position 1104: 0.0038964446543627794
Position 1945: 0.003590406650137982
Position 2367: 0.003536365773896652
Position 1414: 0.0034855342005864916
Position 898: 0.003050238681540801
Position 1170: 0.002469545542607504
Position 1432: 0.0023026617411197707
Position 871: 0.0020422046585034056
Position 1923: 0.0014449836808383748
Position 1879: 0.0012140535781864153
Position 855: 0.001127405165136355
Position 400: 0.0009825126170868084
Position 471: 0.0007989945328388207
Position 2149: 0.0007041712033885216
Position 564: 0.0006804215303600939
Position 2337: 0.0005479217080980441
Position 995: 0.0004897171017874384
Position 528: 0.0004382123080926313
Position 1205: 0.00023308592809414
Position 1201: 0.0002215434581005862
Position 1760: 0.000220179940608613
Position 509: 0.00018752894697000028
Position 593: 0.0001712964444973786
Position 1724: 0.00012324195460264553
Position 490: 0.00011687234228852667
Position 294: 0.00011649885843956815
Position 702: 0.0001016541560391612
Position 1116: 8.405862024667734e-05
Position 1218: 8.195569574508632e-05
Position 1731: 7.403415958710399e-05
Position 1472: 7.18931661658606e-05
Position 159: 5.788992742917157e-05
Position 699: 5.5631031356149485e-05
Position 1712: 5.2976268797652846e-05
Position 119: 5.043029248935338e-05
Position 2424: 4.548736792633464e-05
Position 2527: 3.992896098978291e-05
Position 2014: 3.8319226656039596e-05
Position 2511: 3.4523784602319294e-05
Position 2452: 2.7143734686720238e-05
Position 1177: 2.5971026742291804e-05
Position 906: 2.3575459414740907e-05
Position 412: 2.0427551964930176e-05
Position 1232: 1.759800824882688e-05
Position 1928: 1.712084165497854e-05
Position 2139: 1.6896931276273744e-05
Position 1962: 1.5885453946292304e-05
Position 723: 1.5113220950880075e-05
Position 102: 1.2211709397543889e-05
Position 408: 1.0482545976014069e-05
Position 534: 9.388617270301014e-06
Position 2421: 8.550977539740072e-06
Position 274: 4.357676427036387e-06
Position 77: 3.7352452040080666e-06
Position 316: 3.3200822906808588e-06
Position 137: 3.23592886834314e-06
Position 328: 2.6797652620243286e-06
Position 2115: 2.2525083544451942e-06
Position 909: 1.9496036194769355e-06
Position 187: 1.842715486020169e-06
Position 179: 1.144484629260304e-06
Position 1974: 8.634758268304866e-07
Position 530: 8.142444661453336e-07
Position 540: 2.999424640893189e-07
Position 1950: 2.9849498513730245e-07
Position 480: 1.8937865607757934e-07
Position 151: 1.1701356573910001e-07
Position 473: 2.0032141001047028e-08
Position 658: 1.6457703416660587e-09
Position 50: 5.490366570822775e-10
Position 189: 3.3557154289526955e-10
Position 71: 8.336082150695811e-11
Position 52: 3.550753471902897e-12
Position 393: 2.793131616854324e-14
