Gene = l(2)34Fd
Position 1186: 1.7816510429242359e-06
Position 305: 1.737729332053291e-06
Position 185: 1.6406839279858289e-06
Position 34: 1.535232981479477e-06
Position 476: 1.3960082189054967e-06
Position 327: 1.2496490853897973e-06
Position 50: 1.1749274859319084e-06
Position 855: 9.663835621162892e-07
Position 1052: 9.484173540984948e-07
Position 197: 9.255448844931295e-07
Position 254: 8.154475953099765e-07
Position 1489: 7.905629600307203e-07
Position 844: 7.621266196135377e-07
Position 1995: 4.696989382624274e-07
Position 56: 3.3484814508891247e-07
Position 1354: 3.3299500472910056e-07
Position 11: 3.1150392801831853e-07
Position 2391: 2.4231883671301553e-07
Position 2377: 2.334093497587269e-07
Position 211: 1.6878759738586613e-07
Position 642: 1.5146151910467838e-07
Position 1291: 1.5079953363179576e-07
Position 235: 9.977388602231908e-08
Position 637: 9.840968863566191e-08
Position 478: 3.472099810134435e-08
Position 9: 3.215123462080723e-08
Position 174: 1.8663998220561447e-08
Position 500: 1.1692922414631072e-08
Position 1649: 2.7632138423401115e-09
Position 1746: 1.4378243120432268e-09
Position 1279: 9.83768432353163e-10
Position 1282: 4.857887595277095e-10
Position 1016: 3.050404843873211e-10
Position 1492: 3.0140323875898416e-10
Position 699: 1.9331585047655228e-10
Position 1207: 1.7669615030045036e-10
Position 1836: 1.6896357473510345e-10
Position 1220: 2.872953170889132e-11
Position 1242: 2.7919431384941678e-11
Position 1813: 1.661031457697577e-11
Position 78: 3.652805267513155e-12
Position 1312: 1.052547001268093e-14
Position 1045: 9.125726575571085e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.995953989610293
Position 666: 0.9814866290628945
Position 211: 0.9380104592506173
Position 847: 0.025209871440139583
Position 1649: 0.021638768247715462
Position 728: 0.00870113723700183
Position 1038: 0.00614105331782032
Position 690: 0.002553811617535107
Position 2280: 0.0020091945721152963
Position 456: 0.0018869387655409584
Position 1617: 0.001814776983563887
Position 340: 0.001111331845910273
Position 254: 0.0008487960808042524
Position 1466: 0.0008147745062518196
Position 1174: 0.0007429934696593235
Position 271: 0.0005549638688517385
Position 241: 0.0005402874026196981
Position 2208: 0.0005335755116189121
Position 1791: 0.0005017709374324304
Position 1052: 0.000475623056697066
Position 1014: 0.0004399558376395028
Position 2084: 0.0003229527846430209
Position 286: 0.00028302451327945365
Position 1525: 0.00027692886476913457
Position 1225: 0.00023220822948206142
Position 1308: 0.00018634948413452724
Position 468: 0.00017819199972234415
Position 1659: 0.00016578196540452793
Position 534: 0.0001578339005185133
Position 2164: 0.00015089166865371766
Position 2304: 0.0001284606164759694
Position 969: 0.0001272550853921555
Position 748: 0.00012647397872617676
Position 775: 0.00011833227472386874
Position 699: 0.0001160709273509337
Position 757: 0.00011224172419194559
Position 415: 0.00010139322203822493
Position 1594: 9.510392786108476e-05
Position 1485: 8.762809524303629e-05
Position 1179: 8.340634222836099e-05
Position 315: 7.291855857974848e-05
Position 1746: 7.026166531443923e-05
Position 1905: 6.606834535498905e-05
Position 822: 6.295400014997257e-05
Position 799: 5.586130924559697e-05
Position 433: 4.972455401653952e-05
Position 2004: 4.852503100245125e-05
Position 1726: 4.6300282822037356e-05
Position 1361: 4.220540845374549e-05
Position 1480: 3.965450732692733e-05
Position 2091: 3.930520746781565e-05
Position 1318: 3.353452962389892e-05
Position 1734: 3.297093767340017e-05
Position 2301: 3.070619770949973e-05
Position 103: 2.850997815607753e-05
Position 654: 2.7397249996596323e-05
Position 117: 2.4200048342567348e-05
Position 2310: 2.1471796203738128e-05
Position 1530: 2.1313016307493503e-05
Position 987: 1.886244922920057e-05
Position 870: 1.882085890260781e-05
Position 379: 1.5918423113619014e-05
Position 472: 1.580240233959555e-05
Position 1673: 1.5383473332645677e-05
Position 1633: 1.4788776839511287e-05
Position 802: 1.4286662101252783e-05
Position 2331: 1.4264733729031887e-05
Position 922: 1.3668851221579345e-05
Position 1374: 1.3503389249063982e-05
Position 1797: 1.3326353054033993e-05
Position 1584: 1.295757719211363e-05
Position 232: 1.2613787994292499e-05
Position 1992: 1.0529610280264704e-05
Position 2293: 1.0341092838978778e-05
Position 2328: 7.863693281306367e-06
Position 1967: 7.731768110212483e-06
Position 185: 7.348678904810665e-06
Position 1603: 7.035171059638598e-06
Position 855: 6.874987326096884e-06
Position 1089: 6.479300975415548e-06
Position 1860: 5.441899143869212e-06
Position 1278: 5.217965173179277e-06
Position 505: 4.6749758561894785e-06
Position 367: 4.4718837579797585e-06
Position 1656: 4.290444611510262e-06
Position 1809: 4.222501106453595e-06
Position 1191: 3.970905690888498e-06
Position 1923: 3.6443463396963916e-06
Position 87: 3.5816603973171704e-06
Position 790: 3.5692531051269485e-06
Position 2316: 3.3227480715941974e-06
Position 2171: 3.2970953618102355e-06
Position 2307: 3.218340133280812e-06
Position 2052: 2.8557517340605797e-06
Position 1806: 2.8153331405760056e-06
Position 568: 2.767092077802686e-06
Position 2232: 2.659332455382763e-06
Position 2184: 2.553509031062559e-06
Position 2105: 2.231702400246783e-06
Position 2168: 2.123395791905575e-06
Position 2181: 1.7998052576011848e-06
Position 1698: 1.7043729074196125e-06
Position 2031: 1.5354000398361805e-06
Position 642: 1.5125236028935511e-06
Position 759: 1.444769937368933e-06
Position 277: 1.4426720589412214e-06
Position 540: 1.1828570360281458e-06
Position 448: 1.037101066258499e-06
Position 1489: 9.761012138219105e-07
Position 2055: 9.718721161538985e-07
Position 1989: 9.27012662620058e-07
Position 267: 9.195406134241055e-07
Position 1980: 8.362306389222344e-07
Position 2442: 7.836684422218963e-07
Position 2028: 7.779272056801489e-07
Position 1540: 7.650216651323804e-07
Position 1550: 7.414028102201253e-07
Position 2010: 7.171715114845439e-07
Position 873: 6.573047386784635e-07
Position 787: 6.197267735559565e-07
Position 1560: 5.633843564446884e-07
Position 582: 4.6025984592875843e-07
Position 577: 4.2760297674699337e-07
Position 1101: 3.3402029964417925e-07
Position 1710: 3.0456417665639567e-07
Position 1605: 2.391324587489263e-07
Position 151: 2.3099917713238402e-07
Position 182: 2.2362718327137207e-07
Position 197: 1.76973783497768e-07
Position 388: 1.6898734258471762e-07
Position 327: 1.3862986920431003e-07
Position 141: 1.3487240393813046e-07
Position 161: 1.1985225213236027e-07
Position 612: 2.7313239138287206e-08
Position 69: 2.202364902575623e-08
Position 605: 4.636018014378442e-10
Position 131: 3.9257086359437943e-10
Position 165: 7.475427592402636e-14
Position 158: 1.6518401312415916e-14
