Gene = mbm
Position 1543: 2.3961067475030006e-06
Position 1016: 1.9057326870889329e-06
Position 400: 1.4930196417033865e-06
Position 1764: 1.375868879688515e-06
Position 286: 4.34856433368158e-07
Position 460: 3.9540263234463624e-07
Position 1121: 3.4016508004681387e-07
Position 288: 3.0595845688888493e-07
Position 995: 1.7358875453537256e-07
Position 123: 5.4635610854474266e-08
Position 281: 2.2944361221597844e-08
Position 237: 1.358614671518716e-08
Position 130: 7.4492289603448485e-09
Position 360: 5.600685680065074e-09
Position 363: 5.002582449981569e-09
Position 178: 4.586432156424601e-09
Position 330: 2.9219933960241258e-09
Position 175: 1.1973697578159753e-09
Position 328: 7.117590717005129e-10
Position 169: 5.550889020877053e-10
Position 348: 4.182795768618445e-10
Position 402: 3.891575669686016e-10
Position 205: 3.492391217703483e-10
Position 260: 2.6944288933108303e-10
Position 252: 5.400546576561e-11
Position 199: 9.125486062608055e-12
Position 183: 4.0527349315579174e-13
Position 193: 3.884189150290043e-13
Position 125: 3.207963985581393e-13
Position 195: 2.5715298125970053e-16
