Gene = Eip75B
Position 3843: 0.003446807946995792
Position 487: 0.003290171850551106
Position 13635: 0.0032116099055886603
Position 3775: 0.003098234291790336
Position 7784: 0.0025669848035544773
Position 2728: 0.0023052647485275438
Position 137: 0.0020923408148240804
Position 5654: 0.0020395403442472785
Position 3351: 0.0019916520279677045
Position 3927: 0.001962358103554428
Position 2103: 0.001863548271812355
Position 5567: 0.0017383393623438324
Position 4560: 0.0017252665239363579
Position 900: 0.0016500624662141546
Position 5821: 0.001622493427318123
Position 440: 0.0012859100810708214
Position 2542: 0.0012465472561807656
Position 1789: 0.0012237480208320654
Position 4840: 0.0011713807925562403
Position 1066: 0.0011036980175089376
Position 4730: 0.0010745654947210894
Position 2342: 0.0009514916919305624
Position 5651: 0.0008860288036667435
Position 1941: 0.0008715257542633302
Position 1141: 0.0008114597184965873
Position 3751: 0.0007963032422874008
Position 4566: 0.0007015532487772062
Position 4347: 0.000693123246342137
Position 457: 0.0006857680530576544
Position 558: 0.0006639477192144402
Position 4843: 0.0006442844256407346
Position 3099: 0.0006226127608972795
Position 5163: 0.0006200429610121365
Position 5047: 0.0005709100552542758
Position 3694: 0.0005462127922976158
Position 1658: 0.0005406967802424274
Position 4454: 0.0005072600975803588
Position 1362: 0.0004907012819466983
Position 1219: 0.0003950789123091932
Position 922: 0.0003514198935055921
Position 4624: 0.00034347226387974406
Position 299: 0.0003176006388241409
Position 707: 0.00031146748391983487
Position 3388: 0.00029545777036615016
Position 1435: 0.0002851544582408273
Position 782: 0.00028428701504945017
Position 1092: 0.0002829555617710707
Position 1583: 0.0002743412324882126
Position 2257: 0.00025723298470051804
Position 826: 0.00023482398677644883
Position 830: 0.0002278747529435339
Position 3249: 0.00021652082213047353
Position 1381: 0.0002002899468059478
Position 985: 0.00019974615497836897
Position 1887: 0.00013937006028290352
Position 4668: 0.0001288418386417726
Position 1540: 0.00011280741568468187
Position 2041: 0.00010817243032654395
Position 1388: 9.861845637976851e-05
Position 1858: 9.121924902271602e-05
Position 357: 8.156469268556438e-05
Position 4600: 7.779816714906635e-05
Position 25522: 7.515610101982209e-05
Position 402: 7.232922447905496e-05
Position 8255: 7.227577905674283e-05
Position 2015: 6.961882332307802e-05
Position 336: 6.348669566495016e-05
Position 717: 5.912929859365825e-05
Position 737: 5.685916413539297e-05
Position 1641: 5.315705583914559e-05
Position 1197: 4.846229003689394e-05
Position 257: 3.070905821075433e-05
Position 1963: 2.7125311296831847e-05
Position 7215: 2.701694253431542e-05
Position 5851: 2.2708213588292066e-05
Position 4432: 2.205747838519716e-05
Position 596: 1.914617575140729e-05
Position 4533: 1.7902117350808882e-05
Position 2045: 1.7676130307965635e-05
Position 799: 1.6499057545898306e-05
Position 120: 1.374979651167581e-05
Position 94: 1.214283056211111e-05
Position 6839: 8.730238156524918e-06
Position 322: 8.134761274604653e-06
Position 961: 7.773677042771047e-06
Position 7192: 6.34081990348725e-06
Position 753: 4.89543704916305e-06
Position 264: 4.811414758943812e-06
Position 677: 3.5685290573679596e-06
Position 4921: 1.7350703440193563e-06
Position 576: 1.4401391579008156e-06
Position 1460: 1.3505041506561327e-06
Position 869: 6.136996399598388e-07
Position 779: 3.309727849923944e-07
Position 4777: 2.675939335273669e-07
Position 623: 3.156591624522875e-08
Position 19455: 2.463582704976342e-08
Position 18281: 9.332371993615832e-09
Position 275: 4.182908468845073e-09
Position 15281: 4.022491718667461e-09
Position 641: 3.355085006902523e-09
Position 17180: 1.995423137358773e-09
Position 147: 1.821553649125801e-09
Position 204: 1.3104375326906926e-09
Position 15194: 1.2701314800725392e-09
Position 100: 1.201017849701108e-09
Position 16187: 7.609271605282541e-10
Position 14795: 6.175795963054255e-10
Position 14881: 3.6617675343930735e-10
Position 15406: 3.0915337601749704e-10
Position 304: 2.223431986232705e-10
Position 15103: 1.7979037521334655e-10
Position 13820: 1.0919435329878315e-10
Position 15323: 6.016238794195231e-11
Position 727: 4.515467035650226e-11
Position 14096: 2.2025886103067794e-11
Position 208: 2.1457797855819464e-11
Position 684: 1.5678198822641535e-11
Position 269: 1.4798970424961884e-11
Position 172: 2.683429195456018e-12
Position 10351: 1.5804225496454882e-12
Position 10327: 1.4419901329597658e-12
Position 11011: 8.283969879599648e-13
Position 10552: 8.048396901842173e-13
Position 9875: 7.89135635665874e-13
Position 8675: 5.337521716248972e-13
Position 10669: 5.077816146581161e-13
Position 11203: 2.903505837664117e-13
Position 8956: 6.184416256793103e-14
Position 8903: 5.578642847283305e-14
Position 7013: 2.4842960470852885e-14
Position 8884: 2.4757762876300875e-14
Position 8909: 1.573988068768893e-14
Position 7423: 1.4640054488752842e-14
Position 7499: 1.2800626087548772e-14
Position 6649: 6.034228503777476e-15
Position 6983: 5.568093275702371e-15
Position 7259: 4.925907780618122e-15
Position 7317: 2.704261287683156e-15
Position 6926: 1.552329988879027e-15
Position 4706: 9.915080548729891e-17
Position 4780: 9.779237897917684e-17
Position 210: 1.5254698169418018e-25
