Gene = dos
Position 3910: 2.526289079181034e-05
Position 5989: 2.286435949719178e-05
Position 3079: 2.18222408785981e-05
Position 5030: 1.9182182852671925e-05
Position 4821: 1.8777815764246037e-05
Position 3576: 1.8102695982689287e-05
Position 4506: 1.8023900283249117e-05
Position 4908: 1.7832566968110032e-05
Position 4950: 1.778897058104339e-05
Position 5552: 1.6928917205940153e-05
Position 4863: 1.5647075580610185e-05
Position 1232: 1.5327963851355392e-05
Position 5743: 1.372033366044537e-05
Position 1019: 9.042167875925798e-06
Position 3901: 8.78326942964363e-06
Position 5056: 8.413489179302072e-06
Position 5808: 8.38498620600744e-06
Position 5901: 8.136212423096836e-06
Position 3744: 7.691560029456286e-06
Position 5464: 6.235353259836372e-06
Position 4475: 6.08226265373194e-06
Position 713: 5.0374037215147196e-06
Position 6083: 4.835439469913244e-06
Position 4051: 4.379008715765948e-06
Position 5274: 4.126057350121001e-06
Position 5733: 3.5747875862203185e-06
Position 5510: 2.347114129548658e-06
Position 5686: 2.3021794948454512e-06
Position 855: 2.1864635566115867e-06
Position 4931: 2.1409841472849043e-06
Position 4905: 2.0783753979795384e-06
Position 4202: 1.8684881548903434e-06
Position 3835: 1.7764675427125604e-06
Position 3579: 1.7584354314548735e-06
Position 5154: 1.6024585632382547e-06
Position 472: 1.4599416428793793e-06
Position 5817: 1.4547294658410299e-06
Position 4956: 1.2998724089948894e-06
Position 4740: 1.290296275602245e-06
Position 5968: 1.1019733029137943e-06
Position 5931: 9.996636842656519e-07
Position 5549: 7.490953401529099e-07
Position 5710: 6.748462175138373e-07
Position 5876: 6.099727053500417e-07
Position 5925: 6.014654754995805e-07
Position 4171: 5.343062502532099e-07
Position 5942: 4.7012391959607906e-07
Position 5680: 4.5832830407021717e-07
Position 1149: 4.5388718901894883e-07
Position 5017: 3.881179762127014e-07
Position 4981: 3.6978867679738776e-07
Position 4267: 3.070831019289562e-07
Position 1265: 2.969801203838775e-07
Position 700: 2.6047547616381587e-07
Position 5065: 2.4817754626497534e-07
Position 941: 2.4687874303114264e-07
Position 499: 2.2509766304796318e-07
Position 1815: 2.2430973767984635e-07
Position 1796: 2.2035285203612654e-07
Position 1578: 2.1193189051988086e-07
Position 482: 1.638807724001685e-07
Position 723: 1.2889219445283517e-07
Position 2918: 1.054919223351883e-07
Position 2912: 8.720291276998564e-08
Position 492: 7.45996543555513e-08
Position 197: 5.5409126291166865e-08
Position 1048: 5.438354878918943e-08
Position 848: 5.073201343108916e-08
Position 630: 4.360536490939473e-08
Position 420: 4.170364779589527e-08
Position 684: 3.870579264932966e-08
Position 292: 3.785311798754167e-08
Position 572: 3.47708394839645e-08
Position 3999: 3.4176581131103195e-08
Position 31: 3.384676198425375e-08
Position 3603: 2.9531893091680545e-08
Position 997: 2.5523378294739703e-08
Position 3932: 2.311681933150531e-08
Position 820: 1.8342677737924632e-08
Position 17: 1.7315279204105552e-08
Position 800: 1.6624735727944413e-08
Position 694: 1.3158409029863507e-08
Position 1287: 7.83554791409065e-09
Position 552: 6.538102790419377e-09
Position 857: 6.484526867417837e-09
Position 55: 3.036768295286367e-09
Position 544: 2.9181240918650537e-09
Position 652: 2.7655003815431373e-09
Position 4964: 2.707079645848746e-09
Position 1081: 2.4160289470527427e-09
Position 280: 2.2401706137039863e-09
Position 5145: 2.1546144173608684e-09
Position 1054: 1.762391271234714e-09
Position 4248: 5.836238483015972e-10
Position 5019: 5.211035120320627e-10
Position 4194: 3.957039155355557e-10
Position 4614: 2.731695124410734e-10
Position 4686: 8.836910230953459e-11
Position 315: 7.572649031909894e-11
Position 369: 4.9960343327306546e-11
Position 859: 1.864253988733032e-11
Position 882: 1.2609108698511984e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5107: 0.9966464226664579
Position 3973: 0.9832211955253534
Position 2747: 0.9645111873131569
Position 4450: 0.9466483733954876
Position 4146: 0.935289468443711
Position 3138: 0.9350946688021764
Position 4647: 0.13472602298480726
Position 4211: 0.05224929813119722
Position 3481: 0.05164414172222513
Position 2500: 0.05112315733230584
Position 3413: 0.015943387978228436
Position 4797: 0.011956748321913183
Position 2337: 0.011579750015831683
Position 1872: 0.008850543024087715
Position 1302: 0.008403011774331573
Position 3762: 0.006561857811010408
Position 4171: 0.0058171522528483
Position 4472: 0.0056897569642809995
Position 2286: 0.005670670869871027
Position 5507: 0.005562657375595622
Position 1287: 0.004751417137199574
Position 1262: 0.004725607559904807
Position 787: 0.0041665545711599625
Position 231: 0.0035528260702568275
Position 2080: 0.0035452945718786404
Position 5254: 0.00285829406409696
Position 3617: 0.002714186438308527
Position 3410: 0.002657499332020821
Position 1138: 0.002580882393109371
Position 2345: 0.002423826973023028
Position 4135: 0.0024192353910996796
Position 3437: 0.0023592322014193705
Position 1202: 0.0021541258929111563
Position 1847: 0.002115912619346519
Position 1583: 0.0020500049842623845
Position 1339: 0.0020299205714148154
Position 3614: 0.0020264015848189434
Position 1648: 0.0019591936115588085
Position 5850: 0.0019510514200500372
Position 1081: 0.0019445782949544196
Position 2026: 0.0013357265642613874
Position 2077: 0.001330350974475097
Position 3057: 0.0013139089396161964
Position 3999: 0.00130719033359689
Position 524: 0.0012359288635205238
Position 3237: 0.0012140374008483472
Position 1188: 0.0011999703003424925
Position 1767: 0.0011660976389270153
Position 1989: 0.0011527047934613678
Position 2251: 0.0011091932393262303
Position 2936: 0.0010444917950357359
Position 1912: 0.0009595875365501628
Position 3887: 0.0009284675068839627
Position 3706: 0.0009041740546283932
Position 1892: 0.000877304987705162
Position 1665: 0.0008377555451216778
Position 4153: 0.0006865920445800913
Position 1232: 0.0006732180961553841
Position 3500: 0.0006519923626809113
Position 4847: 0.0006342287549263501
Position 275: 0.0006213343734751674
Position 5733: 0.0005954111573355769
Position 5973: 0.0005889111053420068
Position 2215: 0.0005787196862803931
Position 2173: 0.0005771908349816045
Position 1006: 0.0005575726435191436
Position 2780: 0.0004852341446027783
Position 3434: 0.00044518217907433405
Position 3114: 0.00042455717362025434
Position 5694: 0.0003679602387471989
Position 3849: 0.00033673674831146474
Position 4029: 0.0002960952496789661
Position 4986: 0.00028212220770845996
Position 292: 0.0002775717099181283
Position 4880: 0.00027058740225777904
Position 5780: 0.00026560594251317555
Position 2646: 0.0002599512848324065
Position 3495: 0.0002520895431110179
Position 1507: 0.00025037943802355
Position 552: 0.0002457262685805146
Position 2777: 0.00023987418369950532
Position 4959: 0.00023787058731140824
Position 1370: 0.00023302694497257358
Position 1248: 0.00022909464972762064
Position 2382: 0.0002221527139940964
Position 4886: 0.00020917195548954425
Position 2023: 0.00018050998424286598
Position 4236: 0.00017896243198653507
Position 2864: 0.00017706902782709604
Position 3169: 0.00017499493929305752
Position 5445: 0.00016599360260911213
Position 2389: 0.00015080699531876444
Position 3342: 0.00014715922559681906
Position 203: 0.00014645126435408146
Position 3072: 0.00013602726214535576
Position 952: 0.00013383316786457516
Position 1251: 0.0001333978209254133
Position 4239: 0.00012484847059862641
Position 5274: 0.0001222154837238849
Position 3815: 0.00011945716049475055
Position 4257: 0.00011431004456505103
Position 2671: 0.00011285213254348347
Position 3370: 0.00011017381355511641
Position 2873: 0.00010265047046362096
Position 1398: 0.00010119185320773962
Position 4808: 9.349696848392525e-05
Position 5668: 9.14228177840879e-05
Position 3011: 8.420397478529097e-05
Position 4595: 8.026074989709065e-05
Position 919: 8.007602435590161e-05
Position 1832: 7.898281409022286e-05
Position 4232: 7.477588359839626e-05
Position 3730: 7.105893408497764e-05
Position 2476: 6.863443982956076e-05
Position 5210: 6.787786887162282e-05
Position 4561: 6.12648288752164e-05
Position 3710: 6.0103509187047686e-05
Position 4281: 6.010066853910014e-05
Position 4736: 5.98970831912935e-05
Position 544: 5.981433131789113e-05
Position 4911: 5.782795402396645e-05
Position 6011: 5.7043672249178534e-05
Position 3565: 5.385026398228381e-05
Position 1591: 5.250696204489457e-05
Position 2452: 5.107804730483864e-05
Position 3835: 5.095235305737151e-05
Position 4126: 4.9844662742734125e-05
Position 1878: 4.720245471330656e-05
Position 5474: 4.662671386433989e-05
Position 3724: 4.4238495847804547e-05
Position 684: 4.189438845576823e-05
Position 4701: 4.077685921096583e-05
Position 1106: 4.0734854522157895e-05
Position 3245: 4.047519651300366e-05
Position 311: 3.559748092662509e-05
Position 2591: 3.3998842418347145e-05
Position 5283: 3.298906494670013e-05
Position 2755: 3.279150312031693e-05
Position 2517: 3.1193919787408785e-05
Position 5348: 3.10428646558235e-05
Position 5318: 3.0999667546352355e-05
Position 6052: 3.077808476432908e-05
Position 306: 2.9465558641741807e-05
Position 210: 2.6816140003433636e-05
Position 5302: 2.5774389853299668e-05
Position 343: 2.3621973873292966e-05
Position 4759: 2.331922139402616e-05
Position 2461: 2.126326592735862e-05
Position 5345: 2.0992309535768333e-05
Position 2200: 1.8176618974002618e-05
Position 3181: 1.7495688081512403e-05
Position 2587: 1.590469555933172e-05
Position 585: 1.567803278207906e-05
Position 4278: 1.5323750491127755e-05
Position 3060: 1.5128817778823832e-05
Position 5230: 1.4185493097274704e-05
Position 3536: 1.2918255092569025e-05
Position 6130: 1.1567777486170993e-05
Position 2438: 1.1119041141736642e-05
Position 4287: 1.1021759706517076e-05
Position 4844: 1.0569587208121015e-05
Position 1237: 1.0233954129224319e-05
Position 3303: 9.964740572665705e-06
Position 4574: 9.265919338135003e-06
Position 3937: 8.713868634325866e-06
Position 1383: 8.479158874177675e-06
Position 4541: 8.035568397624517e-06
Position 4707: 8.012327372449943e-06
Position 5362: 7.033493478399335e-06
Position 3163: 6.973803763429742e-06
Position 4376: 6.626626543343183e-06
Position 2154: 5.539736896805463e-06
Position 4571: 5.133054723178221e-06
Position 4997: 4.719539615685993e-06
Position 5000: 4.597295618251579e-06
Position 4614: 4.234721664557373e-06
Position 4686: 3.842977501220417e-06
Position 5750: 3.7840539095370535e-06
Position 5559: 3.7430896452823976e-06
Position 4546: 3.6044758279539806e-06
Position 5451: 2.7298446563797718e-06
Position 5017: 2.30144131908197e-06
Position 4943: 1.4984203323262813e-06
Position 4265: 1.4526983021062896e-06
Position 5646: 1.424538509876878e-06
Position 4274: 1.0588458084600825e-06
Position 468: 9.96833454522713e-07
Position 4905: 9.76851930773892e-07
Position 5699: 8.660096138203525e-07
Position 1265: 6.257916659218201e-07
Position 5578: 5.876108701662933e-07
Position 1038: 5.816187178578277e-07
Position 4621: 5.739807573395094e-07
Position 4928: 5.725368212739574e-07
Position 4299: 5.661988798367817e-07
Position 446: 5.488691123683045e-07
Position 588: 5.473594534009678e-07
Position 4284: 5.201090210989608e-07
Position 5026: 3.856846634024787e-07
Position 572: 3.788074580479554e-07
Position 6136: 2.643842348210546e-07
Position 1392: 1.6413431272298013e-07
Position 4379: 1.0694069210560574e-07
Position 1054: 5.515172107163052e-08
Position 929: 5.260026763460617e-08
Position 166: 8.78519636994716e-09
Position 108: 3.6000601950449677e-10
Position 313: 1.8320573814295453e-10
