Gene = TBCD
Position 3975: 1.8613558344777046e-05
Position 1664: 1.8382326012972594e-05
Position 654: 1.7101033395419203e-05
Position 717: 1.4172222698357516e-05
Position 3230: 1.4031439616248032e-05
Position 3384: 1.1499797776367531e-05
Position 2667: 1.1260883241282586e-05
Position 3045: 1.1209432942392954e-05
Position 3155: 1.0606840270676913e-05
Position 668: 9.563380778209598e-06
Position 489: 8.855405033476123e-06
Position 98: 8.506602703918616e-06
Position 9: 8.398079529974764e-06
Position 2764: 8.252098124167783e-06
Position 2843: 7.77611685376465e-06
Position 3408: 6.858245934877589e-06
Position 287: 6.643143077353507e-06
Position 3997: 5.464919803301039e-06
Position 118: 4.7582012648244756e-06
Position 3722: 4.4762472926888475e-06
Position 3246: 4.1301007108887306e-06
Position 781: 3.7196754852960863e-06
Position 2777: 3.6228940237832146e-06
Position 1224: 3.6009030378495546e-06
Position 2875: 3.5925734605416865e-06
Position 649: 3.1316124367303813e-06
Position 2948: 3.0739559274625956e-06
Position 3607: 2.400566408905289e-06
Position 1656: 2.3913233447889043e-06
Position 11: 2.3359150934046407e-06
Position 149: 2.264450402012359e-06
Position 2630: 2.1147315522867193e-06
Position 2237: 1.8516003358095645e-06
Position 3886: 1.6963614103674844e-06
Position 3994: 1.6459538249076913e-06
Position 2929: 8.9869410689615e-07
Position 1955: 4.926967307334479e-07
Position 1971: 4.776795885100821e-07
Position 2791: 4.5312303362093986e-07
Position 2639: 3.779306168194538e-07
Position 2692: 3.750054822976046e-07
Position 1087: 2.324303399397109e-07
Position 3504: 2.0945057284570604e-07
Position 1326: 7.228385744226086e-08
Position 848: 3.629668503684172e-08
Position 1227: 2.685231683545606e-08
Position 3057: 2.287198396811939e-08
Position 141: 4.861463764823485e-09
Position 2999: 4.53926245196513e-09
Position 131: 4.176221734815883e-09
Position 3367: 2.6270891009994224e-09
Position 3190: 2.3521362192194226e-09
Position 84: 1.2404167268147951e-09
Position 2857: 1.0475336538080152e-09
Position 1117: 6.31979847824136e-12
Position 2585: 1.0463664051341276e-12
Position 3641: 9.786475281003443e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2810: 0.9899752113787549
Position 3329: 0.9896647636237327
Position 2323: 0.8814419670138397
Position 1128: 0.8773030403390087
Position 1955: 0.35895043802329263
Position 2479: 0.1945813618180519
Position 2154: 0.12431381169937865
Position 1505: 0.05313752612692576
Position 649: 0.049864214345939635
Position 1869: 0.04362994017471382
Position 1662: 0.021178140056324683
Position 2209: 0.017768584841067792
Position 3019: 0.017521073531559468
Position 2571: 0.017047601689383397
Position 1440: 0.01593593816584854
Position 1160: 0.013603515579926012
Position 2981: 0.011507476940196734
Position 781: 0.01050053290171118
Position 4082: 0.009685685242597209
Position 1173: 0.00955158026180632
Position 2334: 0.008474854429734951
Position 668: 0.007706955963240758
Position 1117: 0.006502972750467473
Position 1016: 0.006305256958828863
Position 1906: 0.004574359863271002
Position 3534: 0.003908086112269241
Position 2862: 0.0037320540850755523
Position 3686: 0.0033024602350148163
Position 2485: 0.003299268750209864
Position 3463: 0.0026886567836533273
Position 2620: 0.002567895433453128
Position 2617: 0.002338051787907081
Position 606: 0.0021869216286656105
Position 4031: 0.001744357553712144
Position 2585: 0.001636594881942519
Position 2037: 0.0015356410931517315
Position 2206: 0.001477649813265235
Position 2431: 0.0014248036572695546
Position 2842: 0.0013326705898343222
Position 1880: 0.0011815747881303905
Position 1816: 0.0011784820594421665
Position 601: 0.001166894517572332
Position 1832: 0.0010947928334191404
Position 1594: 0.0010719982998717748
Position 3053: 0.0009775453681567104
Position 509: 0.000930395493081574
Position 126: 0.0009226762846645026
Position 1874: 0.0008748747563315894
Position 1712: 0.0008179958101644469
Position 3335: 0.0007667367435037416
Position 710: 0.0006129339947357452
Position 944: 0.0005890209189120632
Position 833: 0.0005381359076935635
Position 2073: 0.000518562821978107
Position 123: 0.0005152902256304299
Position 674: 0.0005109331922197409
Position 3346: 0.0005058929053882069
Position 4007: 0.000500242321010929
Position 3547: 0.000498284708425169
Position 739: 0.0004381919990232781
Position 3629: 0.00041877691129985826
Position 2438: 0.00031414173790781334
Position 742: 0.00028796544537720945
Position 3620: 0.0002876978440689331
Position 2338: 0.00023017850019102566
Position 3662: 0.00022913455188309535
Position 3088: 0.0002031294833925017
Position 767: 0.00020312389151076258
Position 1792: 0.00020143736625385963
Position 1619: 0.00017626285906174625
Position 332: 0.0001594058870970525
Position 989: 0.000136451404703344
Position 962: 0.00013179417620467728
Position 533: 0.00013044281473585084
Position 1346: 0.00012943862287947307
Position 485: 0.00012416157187128692
Position 3669: 0.00011894357867470463
Position 147: 0.00011433471552676423
Position 3498: 0.00011229153827821687
Position 2983: 0.00010940082310463353
Position 1054: 0.00010835438236694442
Position 896: 0.00010504160254588314
Position 1176: 0.00010486319602428279
Position 791: 0.00010430644585728199
Position 968: 0.0001028165561181015
Position 2791: 0.00010164588103225549
Position 292: 0.00010156247657107808
Position 259: 9.027785651108926e-05
Position 359: 8.808076200548434e-05
Position 2094: 8.730245828211497e-05
Position 1349: 8.286863795930471e-05
Position 1923: 8.281229508751839e-05
Position 1040: 7.985875919436506e-05
Position 1676: 7.96899634033237e-05
Position 2873: 7.581535703998038e-05
Position 399: 6.825179681693373e-05
Position 2658: 5.8870911496763034e-05
Position 1704: 5.761418703991579e-05
Position 3404: 4.9888476028228155e-05
Position 429: 4.2800001273446657e-05
Position 299: 4.2114681015141405e-05
Position 3894: 4.041423988744999e-05
Position 3246: 3.8024664026718154e-05
Position 305: 3.6069473215940456e-05
Position 1687: 3.4964257446116453e-05
Position 879: 3.3658258315388416e-05
Position 443: 3.3385999927273136e-05
Position 3994: 2.9271310901183875e-05
Position 269: 2.899776604442663e-05
Position 1566: 2.875442223759211e-05
Position 521: 2.786089320354808e-05
Position 455: 2.4560612653161037e-05
Position 3413: 2.3255479549349727e-05
Position 3228: 2.2987927231069962e-05
Position 1196: 2.2834073240235974e-05
Position 912: 2.122234762320851e-05
Position 3914: 2.077022702851166e-05
Position 3519: 1.959020518116413e-05
Position 2875: 1.775591483570425e-05
Position 281: 1.6851417553374684e-05
Position 1242: 1.6684822489430104e-05
Position 263: 1.6533063495415813e-05
Position 683: 1.427453103634706e-05
Position 1838: 1.4186780889284028e-05
Position 3031: 1.3928985306407512e-05
Position 272: 1.3695003831760362e-05
Position 806: 1.3442760643538421e-05
Position 203: 1.3374393091631619e-05
Position 2688: 1.1470333285014113e-05
Position 372: 1.044810723869339e-05
Position 1245: 9.364951166448859e-06
Position 1314: 8.295657419871994e-06
Position 206: 7.524146720369023e-06
Position 524: 7.435631272072976e-06
Position 1453: 6.977841076052944e-06
Position 3875: 5.5047276131448e-06
Position 4092: 5.3167380263836915e-06
Position 302: 4.8383688083105024e-06
Position 3569: 4.520772213977717e-06
Position 155: 4.442938913256976e-06
Position 995: 3.180397109454746e-06
Position 2987: 2.3258232861356208e-06
Position 1018: 2.2247680292096384e-06
Position 830: 2.0169323005816588e-06
Position 2864: 1.876518771757484e-06
Position 860: 1.3447145481794986e-06
Position 378: 1.1780589250093957e-06
Position 1208: 8.58813565514871e-07
Position 368: 8.38365132212879e-07
Position 1185: 5.499914214465215e-07
Position 1268: 4.910721719911293e-07
Position 161: 3.9028979343878443e-07
Position 3759: 1.7755577685778022e-07
Position 3729: 1.2580769800057765e-07
Position 3818: 7.030751034039253e-08
Position 3563: 2.8591110111488167e-08
Position 3290: 2.6019170555222137e-08
Position 407: 9.049409040910954e-09
Position 51: 3.884806204726923e-09
Position 387: 2.623038065484326e-09
Position 185: 2.2401454320078318e-10
Position 149: 3.13856811682971e-12
Position 215: 1.2373281423581224e-13
Position 335: 3.5528359447948745e-14
