Gene = Dref
Position 318: 0.0005148814097493807
Position 315: 0.0004959701350074559
Position 1997: 0.0004690069074542191
Position 1793: 0.0004379559922584535
Position 2042: 0.0004133832875668192
Position 1048: 0.0003331467005164225
Position 1818: 0.00031157182946245604
Position 2180: 0.0003113684215972192
Position 2641: 0.0002992950260311838
Position 535: 0.00024994867972219314
Position 1622: 0.0002105137885191327
Position 607: 0.0001794931848148794
Position 2232: 0.00017495166563754995
Position 929: 0.00015184867667279186
Position 973: 0.0001503285690607059
Position 2425: 0.00013788747516527917
Position 1649: 0.0001318291345152729
Position 1144: 0.00012977073502084383
Position 2151: 0.00012016120000984486
Position 1697: 0.00011807656002923388
Position 447: 0.00011675108428772519
Position 610: 0.00011158888575892555
Position 91: 0.00010186887724752937
Position 1670: 9.022868103925765e-05
Position 595: 8.668177234808404e-05
Position 1348: 8.345758596613848e-05
Position 910: 7.927085066356962e-05
Position 2542: 5.631432575199853e-05
Position 2971: 5.4441309842327186e-05
Position 2226: 5.21313120143851e-05
Position 2015: 5.195289707341023e-05
Position 1319: 4.9200921687274215e-05
Position 2444: 4.814935508464507e-05
Position 770: 3.665535350709807e-05
Position 2824: 3.64829646122004e-05
Position 1658: 3.3202863929849255e-05
Position 2621: 2.5567591409614624e-05
Position 2923: 2.339983495870911e-05
Position 878: 2.274752697697974e-05
Position 1246: 2.2309801562443728e-05
Position 1180: 2.1020418889033505e-05
Position 2554: 2.0047251882664774e-05
Position 1629: 1.8576941471885813e-05
Position 2422: 1.8438466257027018e-05
Position 1306: 1.6390812641558413e-05
Position 685: 1.6005635448676707e-05
Position 2684: 1.4645762894826867e-05
Position 1823: 1.3730768432045579e-05
Position 3004: 1.0651022750246704e-05
Position 649: 9.921870970913683e-06
Position 2471: 9.318049855755501e-06
Position 945: 7.977255811557943e-06
Position 1706: 7.921421209655638e-06
Position 1941: 7.803040769268698e-06
Position 619: 7.0255162002754655e-06
Position 1887: 6.905169445500369e-06
Position 2211: 4.882974375239812e-06
Position 2242: 4.751188452260944e-06
Position 362: 4.7199323598461305e-06
Position 1509: 3.690332406228832e-06
Position 2390: 3.4959840799972784e-06
Position 2791: 2.300818843732327e-06
Position 1730: 2.292830408618372e-06
Position 493: 2.1998446965903032e-06
Position 2856: 2.1237761652852525e-06
Position 2412: 2.1228700931484987e-06
Position 718: 1.7184217076243147e-06
Position 835: 1.579539838303398e-06
Position 2878: 1.3308393187998982e-06
Position 622: 1.2856552971594414e-06
Position 2797: 1.2710954236672303e-06
Position 3006: 1.2331725210979543e-06
Position 68: 1.2330701801013923e-06
Position 2262: 8.844301108911995e-07
Position 2504: 7.418225110987518e-07
Position 409: 6.517568654725225e-07
Position 1775: 6.515538454445334e-07
Position 391: 6.417405040064904e-07
Position 2459: 6.145033346408062e-07
Position 2588: 4.659488690562543e-07
Position 2258: 3.8497300642643285e-07
Position 1858: 3.38167167716424e-07
Position 343: 2.1904336659430174e-08
Position 119: 2.1301587043485396e-08
Position 49: 6.111742464263043e-09
Position 353: 3.844060703334023e-09
Position 397: 8.74997234098621e-10
Position 121: 8.39910650429417e-10
Position 802: 3.5611015432099193e-10
Position 88: 5.835411801531346e-11
Position 348: 2.751617469736318e-16
