Gene = Pvf3
Position 21632: 0.0007549692933657974
Position 20712: 0.0002719753545718617
Position 20000: 0.00020557807597193191
Position 20268: 0.00012506487117136072
Position 19906: 9.572566220552392e-05
Position 18599: 8.945119456802348e-05
Position 18558: 7.857179015248842e-05
Position 18780: 2.60435786705774e-05
Position 17962: 1.5595053165709752e-05
Position 16994: 5.859287550732375e-06
Position 12384: 3.224252212280493e-06
Position 16900: 2.896752983512182e-06
Position 14509: 2.3067306205134235e-06
Position 15947: 1.980077559044244e-06
Position 16136: 8.035841860150709e-07
Position 16099: 7.751889765952804e-07
Position 10990: 7.727899691070363e-07
Position 14539: 7.646326119724237e-07
Position 14806: 7.239421471509738e-07
Position 10722: 6.303824078598143e-07
Position 12822: 5.263584956342507e-07
Position 12648: 3.914968580337823e-07
Position 9993: 2.1844265309900852e-07
Position 11182: 2.181199688871581e-07
Position 11677: 2.0487588482797208e-07
Position 15129: 1.9908107179054096e-07
Position 13514: 1.8585822963650294e-07
Position 2019: 1.8140101064729772e-07
Position 14616: 1.7764505199743725e-07
Position 13769: 1.0558828187922338e-07
Position 802: 1.0506717390038795e-07
Position 13893: 8.495017553879782e-08
Position 2685: 7.87746069739608e-08
Position 11198: 7.616849544247804e-08
Position 10959: 7.51783051238679e-08
Position 14120: 7.022826961452085e-08
Position 2094: 6.626876580127797e-08
Position 1985: 6.623125778888301e-08
Position 10908: 6.411727141800906e-08
Position 11028: 5.62753530973247e-08
Position 11711: 5.320543301321074e-08
Position 13029: 4.710365603979774e-08
Position 13784: 4.345763756827045e-08
Position 12853: 4.217496627878728e-08
Position 1317: 3.727280665100179e-08
Position 10992: 3.572010413929851e-08
Position 1952: 3.4673270177023615e-08
Position 11101: 3.134400740716832e-08
Position 1544: 2.8272262306675046e-08
Position 11052: 2.586104106981982e-08
Position 7861: 2.1914106426302885e-08
Position 11209: 2.149637904515848e-08
Position 11699: 2.1200097450260433e-08
Position 9003: 1.5046960854386308e-08
Position 1076: 1.3092885273471487e-08
Position 12204: 1.2560474369615435e-08
Position 1502: 1.1699589284676261e-08
Position 1731: 1.1140681638931482e-08
Position 5147: 1.0814138692373697e-08
Position 1758: 1.0641418623654838e-08
Position 836: 1.006889682387639e-08
Position 12695: 9.582851643662766e-09
Position 12608: 9.519846468203067e-09
Position 12611: 8.417188057727117e-09
Position 612: 8.162613897420122e-09
Position 1227: 7.950513773751278e-09
Position 1170: 7.46026049222081e-09
Position 9504: 7.109719418854121e-09
Position 3293: 6.6659742721327095e-09
Position 1563: 5.94623425643689e-09
Position 2126: 5.799621259963862e-09
Position 6990: 5.777461858026987e-09
Position 6785: 5.66180678768616e-09
Position 2663: 5.496492415379471e-09
Position 1392: 5.015346861717665e-09
Position 1487: 4.846264802784401e-09
Position 1707: 4.317435893870342e-09
Position 1957: 4.028197094444362e-09
Position 7605: 4.0224462236757665e-09
Position 1460: 3.6770190146465458e-09
Position 1787: 3.6330162841627896e-09
Position 1042: 3.4032728673755525e-09
Position 7194: 2.9413359317682487e-09
Position 883: 2.728785190359055e-09
Position 1320: 2.6845910361035494e-09
Position 4432: 2.5401710151200893e-09
Position 1079: 2.511537098564278e-09
Position 1114: 2.498371063091638e-09
Position 1395: 2.4631860930905538e-09
Position 3302: 2.262559363811398e-09
Position 8472: 2.202842761027855e-09
Position 2130: 2.10232896326522e-09
Position 710: 2.0295994842211195e-09
Position 8906: 2.0087473167973487e-09
Position 6821: 1.971620096291e-09
Position 851: 1.929930158372596e-09
Position 2059: 1.7078343627138932e-09
Position 380: 1.5612415516798958e-09
Position 2286: 1.5430932002089515e-09
Position 1710: 1.4962538165104912e-09
Position 5240: 1.484836762270557e-09
Position 2702: 1.443866193224571e-09
Position 9398: 1.4025406572623558e-09
Position 605: 1.337029189313617e-09
Position 1149: 1.3099487839235726e-09
Position 2379: 1.284947685903457e-09
Position 2689: 1.15763189663836e-09
Position 6182: 1.109997909306122e-09
Position 1799: 1.1022341744910938e-09
Position 7983: 1.062096646591817e-09
Position 1883: 1.0326587401497739e-09
Position 1054: 1.000599652382007e-09
Position 9800: 9.683902807416102e-10
Position 1688: 9.568370244470025e-10
Position 7165: 9.370022810322207e-10
Position 1111: 9.137400999927912e-10
Position 1566: 8.932556142917121e-10
Position 7309: 8.428514558435909e-10
Position 1146: 8.167583323821313e-10
Position 914: 8.053896548922926e-10
Position 3340: 7.776557352824017e-10
Position 7407: 7.575972256233544e-10
Position 5169: 7.08215356443672e-10
Position 7242: 7.049617632890657e-10
Position 439: 6.569504213881694e-10
Position 3151: 6.063376577643577e-10
Position 4403: 5.794075532713613e-10
Position 2644: 5.793017641578303e-10
Position 3282: 5.519558642780041e-10
Position 4730: 5.43672645412023e-10
Position 4655: 5.411159432474288e-10
Position 1836: 5.007246049909677e-10
Position 3797: 5.005062025886092e-10
Position 9685: 4.691893462929952e-10
Position 1200: 4.347661903584099e-10
Position 1260: 4.242735958035355e-10
Position 4799: 4.168530119607524e-10
Position 1089: 3.928537804891252e-10
Position 10223: 3.88650642244473e-10
Position 3321: 3.865098229382809e-10
Position 2192: 3.736398987306241e-10
Position 1546: 3.5738113746127204e-10
Position 3201: 3.5264830529869824e-10
Position 2930: 3.4382478239450455e-10
Position 549: 3.426989057923184e-10
Position 638: 3.282342647925431e-10
Position 5043: 3.2017468816102364e-10
Position 3082: 3.1964507190530403e-10
Position 2035: 3.1472371682955454e-10
Position 5067: 3.0910821830876974e-10
Position 962: 2.864463965691541e-10
Position 1152: 2.674227270498882e-10
Position 5022: 2.663384543801808e-10
Position 1777: 2.2102077060591894e-10
Position 3098: 1.4254742780435315e-10
Position 8607: 1.3801757309817343e-10
Position 2433: 1.3342142061854497e-10
Position 2841: 1.3013679916969336e-10
Position 2603: 1.2518817221574007e-10
Position 955: 1.1612882188035637e-10
Position 9173: 1.1117190960049809e-10
Position 3462: 9.098351291663897e-11
Position 8652: 8.769966816539084e-11
Position 5487: 8.411020796360935e-11
Position 7939: 6.73670614140109e-11
Position 7692: 6.719029536765032e-11
Position 6073: 6.429562046616498e-11
Position 7559: 6.299640422681519e-11
Position 2488: 6.262949999025746e-11
Position 4032: 4.556292608434695e-11
Position 1891: 4.235641996667123e-11
Position 1197: 4.1744519922423656e-11
Position 7013: 4.132617780518198e-11
Position 3761: 4.000935950602356e-11
Position 2508: 3.359513626381795e-11
Position 2519: 3.2282850640816944e-11
Position 2383: 2.7561163526446046e-11
Position 5865: 2.214580765477887e-11
Position 5549: 2.0301185947891166e-11
Position 7799: 1.8890825686315842e-11
Position 5582: 1.3536785785734975e-11
Position 7025: 1.25741720368166e-11
Position 6019: 1.044299405401813e-11
Position 5805: 8.425361346622661e-12
Position 194: 8.02363303372064e-12
Position 2781: 6.177383847434904e-12
Position 1173: 5.607035447351499e-12
Position 2073: 5.403537417790685e-12
Position 4572: 4.861388537435299e-12
Position 960: 4.590850465924608e-12
Position 728: 4.589204512622725e-12
Position 1136: 4.406557612798802e-12
Position 1365: 4.276156015457045e-12
Position 2133: 4.118828362366112e-12
Position 387: 4.007959939114961e-12
Position 3930: 4.0031472404721734e-12
Position 6438: 3.461209736417015e-12
Position 1905: 3.2991893727456487e-12
Position 4137: 3.222153608155509e-12
Position 971: 3.1891406833244656e-12
Position 1814: 3.1557318174286633e-12
Position 3498: 2.9871882672129206e-12
Position 667: 2.9484521135770784e-12
Position 5916: 2.6373538693443304e-12
Position 1595: 2.5030194368014614e-12
Position 5802: 2.1082358660418807e-12
Position 5590: 2.0348728870175605e-12
Position 4517: 1.6990177482970745e-12
Position 4367: 1.4722107001565139e-12
Position 279: 1.4193085182362642e-12
Position 5285: 1.253054222741299e-12
Position 3553: 1.2036858444978403e-12
Position 4520: 1.1597007879925306e-12
Position 489: 1.038343501122469e-12
Position 1248: 1.035525147415619e-12
Position 4743: 7.987162650925555e-13
Position 5060: 7.319343673385101e-13
Position 3903: 7.0552050088474e-13
Position 401: 6.396148753529722e-13
Position 979: 5.733496093664533e-13
Position 4314: 4.100628590316597e-13
Position 172: 3.691618737146158e-13
Position 3684: 2.331361151223701e-13
Position 3471: 1.4403077787514426e-13
Position 2251: 9.452498486246942e-14
Position 1161: 7.740569837932254e-15
Position 1446: 7.385111326958326e-15
Position 919: 6.946991588738727e-15
Position 1287: 5.935776780025939e-15
Position 3223: 2.6836723621063687e-15
Position 3091: 9.18812892239932e-16
Position 447: 2.610756532710265e-17
Position 328: 1.4355593369294894e-17
Position 333: 1.304589762319023e-17
Position 394: 7.916675245527118e-18
Position 491: 4.085853689443391e-18
Position 232: 2.0966980183164366e-18
Position 180: 1.9282790782637053e-18
Position 675: 1.3511765918278507e-18
Position 209: 6.046510965801782e-20
Position 92: 5.751014403777376e-20
Position 358: 3.680312317102689e-20
Position 81: 9.01334874914429e-21
Position 50: 2.779944232513734e-29
