Gene = Hip14
Position 312: 1.3604780728903397e-07
Position 2880: 1.1494850789456196e-07
Position 3016: 1.1380102979792093e-07
Position 1918: 1.0849617652877917e-07
Position 1758: 7.410949895790014e-08
Position 1575: 3.869845307170448e-08
Position 431: 3.147204157023787e-08
Position 1773: 2.454611602813271e-08
Position 2440: 1.4976305797092076e-08
Position 2096: 8.150131977002992e-09
Position 2429: 5.986958756908964e-09
Position 2236: 4.219288258914911e-09
Position 2306: 3.4216502539381847e-09
Position 869: 4.641084155907418e-10
Position 1168: 3.4553374422287103e-10
Position 893: 1.3137121940070244e-10
Position 1645: 5.537787361951054e-11
Position 1121: 4.19990777348131e-11
Position 101: 2.6985194774835593e-11
Position 1705: 1.6752751195608054e-11
Position 1643: 1.6480855441520842e-11
Position 1119: 1.4336661822122636e-11
Position 106: 9.826579221719234e-13
Position 429: 2.784102723619012e-13
Position 103: 7.659428081866722e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1892: 0.9990489090625114
Position 1149: 0.9720598545241911
Position 2226: 0.9718790655530274
Position 1013: 0.16463103747793448
Position 2408: 0.1398202300681915
Position 2982: 0.05543001691766795
Position 3016: 0.03303856826926373
Position 3609: 0.02734093641911909
Position 3818: 0.012744670685973306
Position 1037: 0.008531859605719621
Position 3648: 0.005135822817058797
Position 4165: 0.005095732377604729
Position 1446: 0.004827655575009029
Position 2819: 0.0045866574587971765
Position 1383: 0.004574415136527426
Position 2450: 0.004190363156135209
Position 3179: 0.004060827052208056
Position 3098: 0.0038801026074756235
Position 3110: 0.0036078614863568788
Position 3125: 0.003601349755142623
Position 113: 0.0033412213176060583
Position 1603: 0.003199394840303384
Position 2836: 0.003151461338681124
Position 3945: 0.0028921607042012502
Position 3314: 0.0028608761002820843
Position 3164: 0.002753311844995755
Position 2697: 0.0022716345710593108
Position 1422: 0.002053940275942778
Position 3639: 0.0020356723314860106
Position 116: 0.0019234671133510973
Position 3051: 0.00174443877630315
Position 2414: 0.0017395666873223107
Position 2345: 0.0013665642159775787
Position 2840: 0.0013278396557884601
Position 2071: 0.0012606947972359228
Position 660: 0.0012099832545985826
Position 2013: 0.0011433455586782458
Position 3984: 0.0009684087282832557
Position 3293: 0.0009669683211033099
Position 1348: 0.0009627104879182721
Position 884: 0.0008829221731921312
Position 1168: 0.0008698008321497943
Position 3212: 0.0008595787912599151
Position 3205: 0.0007874261402038766
Position 869: 0.0006296603250411723
Position 754: 0.000582350610841402
Position 1375: 0.0005653929632261076
Position 3333: 0.0005302970333484897
Position 2336: 0.0005235253776242764
Position 3517: 0.0005088830715561026
Position 850: 0.0004820319959146976
Position 2476: 0.0003637262858732381
Position 3739: 0.00034898917516632623
Position 3192: 0.00033725718247241444
Position 1078: 0.0003289747926261777
Position 2495: 0.00029640482876344915
Position 2843: 0.0002891067756405433
Position 3774: 0.00026324260413402033
Position 1083: 0.00025041733546086586
Position 1404: 0.00023711280536144901
Position 4101: 0.00023335441667502656
Position 89: 0.0002243563449195598
Position 3300: 0.00022239101967547474
Position 3552: 0.00022205557572341
Position 1290: 0.00020414092865630014
Position 3948: 0.00020181720860280893
Position 3247: 0.0001990193121313411
Position 1662: 0.0001985128351628371
Position 409: 0.0001890059259490422
Position 1554: 0.00018510321278858885
Position 291: 0.00016729877643352346
Position 797: 0.00016202680210391517
Position 1770: 0.00015266145883719766
Position 1356: 0.00013663326937593542
Position 2197: 0.00013178751484160437
Position 688: 0.0001274239829020857
Position 1059: 0.00012464946130828186
Position 2471: 0.00011647709520864344
Position 1643: 0.00011607582224615933
Position 4172: 0.00011457789661695051
Position 3965: 0.0001118403151407818
Position 1808: 9.864294792642316e-05
Position 3100: 9.715320004482586e-05
Position 3214: 6.669026459241174e-05
Position 541: 6.638501315715712e-05
Position 1469: 6.308199073401993e-05
Position 607: 5.303862264513877e-05
Position 98: 4.5182440781185737e-05
Position 2063: 4.354049458886917e-05
Position 3257: 4.255788913930239e-05
Position 550: 3.537358863610231e-05
Position 330: 3.289708654697971e-05
Position 67: 2.85573624913249e-05
Position 1913: 2.4466535415400857e-05
Position 1985: 2.3072390816014074e-05
Position 362: 2.1930899530237442e-05
Position 134: 2.1142400114559135e-05
Position 2425: 1.9744601263213933e-05
Position 1117: 1.919635006030873e-05
Position 335: 1.8813902115947675e-05
Position 1402: 1.5183877848286572e-05
Position 1296: 1.3245500931809502e-05
Position 140: 1.1083013444229618e-05
Position 451: 7.210692920070722e-06
Position 910: 7.037615943454e-06
Position 685: 5.1132124113603836e-06
Position 889: 4.017064400036926e-06
Position 382: 3.3082884510951115e-06
Position 159: 2.587527965862511e-06
Position 522: 2.0204289709815354e-06
Position 2589: 1.85328371038032e-06
Position 615: 1.8371646482700568e-06
Position 1102: 1.5500564497793343e-06
Position 448: 1.1992630942485212e-06
Position 1815: 1.155320441112158e-06
Position 569: 1.0627319502094982e-06
Position 2501: 1.0474446765508418e-06
Position 1192: 9.94175903557303e-07
Position 515: 9.460986959199756e-07
Position 2549: 8.852152499970641e-07
Position 2564: 7.938230972259972e-07
Position 2177: 7.91680030670219e-07
Position 810: 7.005382261503254e-07
Position 1099: 5.164361890383265e-07
Position 2017: 4.772368723821766e-07
Position 2621: 4.112017675957507e-07
Position 2627: 3.99082088611446e-07
Position 156: 3.310488972326739e-07
Position 369: 3.227965670103657e-07
Position 397: 3.0551011751528073e-07
Position 577: 2.9745784244469063e-07
Position 2138: 1.7602518827156023e-07
Position 294: 1.2214457666110383e-07
Position 399: 1.1612922870672283e-07
Position 1904: 7.418967632902726e-08
Position 1934: 6.306500358270231e-08
Position 322: 3.550257621779799e-08
Position 469: 1.7028942867634514e-08
Position 142: 1.5971357735925514e-08
Position 2561: 9.95754400130495e-09
Position 127: 3.141572400103649e-13
Position 386: 5.91254478485437e-14
Position 152: 5.139294678263236e-14
Position 379: 1.5912662781200342e-14
