Gene = RapGAP1
Position 12378: 0.00013125089894012123
Position 476: 0.00011795711058416461
Position 4563: 0.00011750615207839755
Position 5146: 0.00011718594663739186
Position 5106: 0.00011399336071109597
Position 7055: 0.00010337225573971372
Position 1192: 0.00010167921301710995
Position 384: 8.833957448547621e-05
Position 5039: 8.357131480516351e-05
Position 4390: 7.61947340871169e-05
Position 4636: 7.131626495247545e-05
Position 4957: 6.910347484148143e-05
Position 4545: 6.620847958603514e-05
Position 4724: 6.047243596951958e-05
Position 8367: 5.304655976429197e-05
Position 1167: 5.0010845040911775e-05
Position 1049: 4.805618207059562e-05
Position 554: 4.756294745277948e-05
Position 816: 4.0268364238696226e-05
Position 346: 3.861322478594038e-05
Position 5122: 3.806992030980205e-05
Position 7980: 3.588789798197066e-05
Position 173: 2.8067167096588777e-05
Position 646: 2.677684028109032e-05
Position 2577: 2.520067521720741e-05
Position 8146: 2.265463082500527e-05
Position 22106: 2.2276846048288585e-05
Position 505: 2.2163331971464076e-05
Position 2226: 1.7554701346995428e-05
Position 584: 1.666255335687622e-05
Position 7647: 1.6414480281384805e-05
Position 1522: 1.4741291405861162e-05
Position 588: 1.4211077883483293e-05
Position 7781: 1.313088211145252e-05
Position 19722: 1.2597626206195447e-05
Position 2255: 1.0887327392993245e-05
Position 8626: 8.68243761501546e-06
Position 8977: 7.870118807241635e-06
Position 4209: 7.337178168538677e-06
Position 4462: 7.1873005713611616e-06
Position 9352: 6.088068678808121e-06
Position 4693: 5.004327414763542e-06
Position 3775: 4.309893387614165e-06
Position 7105: 4.211024926789319e-06
Position 4645: 4.167589126446561e-06
Position 3795: 3.833021603720954e-06
Position 1206: 3.7543135109821502e-06
Position 18592: 3.7426082099853322e-06
Position 18244: 3.4381221978091957e-06
Position 7246: 3.345170329254768e-06
Position 1617: 3.248476419194474e-06
Position 14231: 3.1045282175201624e-06
Position 853: 2.4912496939259456e-06
Position 7674: 2.274214489217997e-06
Position 2377: 2.096474704626532e-06
Position 1127: 2.0696945490379766e-06
Position 3725: 1.8201585099583207e-06
Position 1389: 1.7022786215439646e-06
Position 2276: 1.6577328596017255e-06
Position 2598: 1.6532749493961558e-06
Position 823: 1.5760278078585583e-06
Position 991: 1.3919989559933129e-06
Position 2176: 1.1906453645422522e-06
Position 509: 1.106762624228519e-06
Position 179: 1.0780640910459886e-06
Position 894: 1.0775776413309567e-06
Position 1944: 6.277571022047273e-07
Position 19059: 6.224035972696247e-07
Position 18911: 4.753041617770936e-07
Position 2553: 4.2054007561862044e-07
Position 15985: 2.995848966183342e-07
Position 14732: 2.6985621985026846e-07
Position 353: 2.6725809552233425e-07
Position 17842: 1.9296445233871472e-07
Position 14773: 1.0984313663136145e-07
Position 14475: 1.0000246202992305e-07
Position 17494: 8.557231792117005e-08
Position 17267: 7.266257188697408e-08
Position 15087: 5.827778171791326e-08
Position 16021: 5.0013384211493614e-08
Position 14760: 2.5278055657700756e-08
Position 16084: 1.1182817186808927e-08
Position 15768: 8.260996114276215e-09
Position 14316: 5.708420040543821e-09
Position 14690: 3.5887156909646535e-09
Position 14207: 3.3531643519278732e-09
Position 15151: 3.2136605479894784e-09
Position 14262: 2.3745192372303525e-09
Position 13198: 1.470891251001806e-09
Position 13120: 8.179401204957458e-10
Position 13138: 3.752025358046175e-10
Position 13217: 3.2445804558297437e-10
Position 10595: 3.0670429676165445e-10
Position 10623: 2.387898282781021e-10
Position 11111: 1.975929876590142e-10
Position 8873: 1.920749550029146e-11
Position 10720: 1.2577406143862742e-11
Position 6229: 7.665853996854554e-12
Position 6879: 3.763654894929304e-12
Position 5556: 3.440585488727422e-12
Position 5770: 2.4721099751180595e-12
Position 8024: 2.3653298239888653e-12
Position 7207: 2.3244772918609615e-12
Position 6527: 1.957772893158141e-12
Position 8836: 1.9535736557903465e-12
Position 8262: 1.7693640824792324e-12
Position 8185: 1.401719288461817e-12
Position 5839: 1.2159911105620927e-12
Position 6573: 9.701926398774435e-13
Position 5761: 8.940669578725125e-13
Position 5587: 8.908754317859725e-13
Position 7032: 8.205614387072758e-13
Position 6533: 7.336869588121698e-13
Position 7721: 6.791155197879847e-13
Position 8053: 6.075957190573569e-13
Position 7785: 4.957982646639173e-13
Position 6414: 4.774332480492807e-13
Position 7005: 3.2507867374310366e-13
Position 6550: 2.7242793785687487e-13
Position 6850: 2.484612827462914e-13
Position 6714: 2.438435333801396e-13
Position 6970: 2.4021467110903223e-13
Position 6204: 1.9550425633105015e-13
Position 6817: 1.8749466628069708e-13
Position 6186: 1.408975374537374e-13
Position 5592: 1.0340503488285431e-13
Position 5690: 1.0253576718464524e-13
Position 6744: 8.975410480410472e-14
Position 6455: 8.852016451281768e-14
Position 5713: 8.472027962163663e-14
Position 6181: 6.68716609929111e-14
Position 5735: 5.826126370359784e-14
Position 6306: 5.5120711195632495e-14
Position 2778: 3.0194523385557233e-14
Position 5607: 2.6267642125171848e-14
Position 5644: 2.2202485250222546e-14
Position 3297: 9.980116107406289e-15
Position 4712: 7.017920747920543e-15
Position 4679: 6.982521495337634e-15
Position 2815: 6.8571922946887e-15
Position 3569: 4.71846774707138e-15
Position 3326: 4.040643958888881e-15
Position 4109: 3.7160724519459155e-15
Position 5488: 3.5340992533253147e-15
Position 4374: 3.2537454502484357e-15
Position 3331: 2.8490775741784737e-15
Position 1064: 2.685354128177198e-15
Position 2906: 2.2355093172195537e-15
Position 1229: 1.9854262452812473e-15
Position 3118: 1.904437924997352e-15
Position 3199: 1.7814352350153024e-15
Position 1364: 1.348041562041047e-15
Position 2839: 1.0858684345385256e-15
Position 997: 7.813204563027562e-16
Position 2020: 6.323915600245317e-16
Position 1957: 6.006889134845376e-16
Position 1530: 5.203705397052326e-16
Position 2624: 5.166825439931757e-16
Position 1061: 3.4864484512799194e-16
Position 904: 3.2174224695479774e-16
Position 1926: 3.073368097827833e-16
Position 1845: 2.4470749717216967e-16
Position 1421: 1.159896470569526e-16
Position 2630: 4.2123097386227125e-17
Position 189: 1.2884928249437566e-17
Position 1258: 1.1309325413701368e-17
Position 540: 1.059304788200089e-17
Position 473: 8.03118643230857e-18
Position 1297: 6.02404897683236e-18
Position 264: 4.8180392874860375e-18
Position 497: 3.6849355043984465e-18
Position 137: 2.353225831028923e-18
Position 690: 1.995485807095252e-18
Position 674: 1.9117446241856267e-18
Position 640: 1.585368902527949e-18
Position 519: 3.090079157809329e-19
Position 861: 1.669432156132448e-19
Position 425: 1.3560852851787258e-19
Position 600: 1.2336583887325536e-19
Position 870: 6.879842319665988e-20
Position 733: 3.968484437353886e-20
Position 668: 3.8210121575435616e-20
Position 201: 3.79554586728012e-20
Position 590: 1.8921762282522237e-20
Position 653: 1.3735993330017435e-20
Position 112: 8.451219012513222e-21
Position 186: 7.318051959232042e-21
Position 154: 6.93897100194032e-21
Position 199: 3.7470718155423794e-21
Position 659: 1.6802351590739456e-21
Position 97: 7.927249438663067e-22
Position 770: 2.8723093338026555e-22
Position 855: 1.520693147635294e-23
