Gene = ntc
Position 2290: 0.00047490621512887775
Position 2224: 0.00043071927008438024
Position 681: 0.00035568256685137385
Position 1727: 0.0003320367853771215
Position 2457: 0.000324398884856944
Position 1732: 0.00032133993968344414
Position 441: 0.0003196338727443148
Position 1655: 0.0002861523377724714
Position 1152: 0.0002588444699195395
Position 1311: 0.00021695255613058526
Position 1705: 0.00021614672914911344
Position 904: 0.00020697872312710507
Position 2329: 0.00015677769704278269
Position 2260: 0.00014243956155933287
Position 1471: 0.00013926172943619586
Position 1708: 0.00013537516059799004
Position 1132: 9.980598783741234e-05
Position 1822: 8.73436394894623e-05
Position 1792: 8.464209583758294e-05
Position 1483: 7.470477026022021e-05
Position 1352: 7.159474328458829e-05
Position 2062: 6.488049801581324e-05
Position 301: 6.055128955858267e-05
Position 2461: 5.612903857410845e-05
Position 2001: 5.139163675023303e-05
Position 293: 3.5568416400737e-05
Position 1009: 3.093705712210966e-05
Position 1921: 2.6845269174279625e-05
Position 453: 2.648750075174998e-05
Position 1490: 2.546068327486216e-05
Position 1552: 2.4212239531580597e-05
Position 2413: 2.1416305445873e-05
Position 121: 1.537902972615505e-05
Position 1729: 1.5368937456119598e-05
Position 2230: 9.713081123806098e-06
Position 188: 9.287624525187803e-06
Position 2579: 9.194786455544999e-06
Position 314: 8.888631241743486e-06
Position 2409: 8.276829464393314e-06
Position 382: 8.208491761182812e-06
Position 586: 7.829858900665774e-06
Position 583: 5.573487887635359e-06
Position 180: 4.5569534183808006e-06
Position 2567: 4.5356132512255845e-06
Position 806: 2.8689229629507414e-06
Position 238: 2.0867483319658343e-06
Position 616: 1.1832199071509435e-07
Position 660: 5.610867045101795e-08
Position 637: 8.7631790351156e-09
Position 804: 5.9968940550850415e-09
Position 626: 5.037369089573203e-09
Position 602: 2.851362967487065e-10
