Gene = tai
Position 849: 8.471875730853826e-05
Position 1548: 8.322744410311445e-05
Position 500: 8.228406613305635e-05
Position 103: 8.020459539045748e-05
Position 665: 7.001913364627448e-05
Position 62: 6.486564464970262e-05
Position 424: 6.064323241036162e-05
Position 427: 5.8967594304755534e-05
Position 1135: 5.545118751364613e-05
Position 305: 4.430888153904855e-05
Position 439: 4.2396505216403786e-05
Position 2105: 4.2165175198015865e-05
Position 763: 3.947535964542204e-05
Position 2304: 3.885141504283466e-05
Position 2309: 3.2468837805486724e-05
Position 2061: 3.073574659515104e-05
Position 2351: 2.885597560038971e-05
Position 2100: 2.675041051811049e-05
Position 726: 2.644211994583487e-05
Position 34: 2.4077108110164694e-05
Position 551: 2.187868914782673e-05
Position 2257: 2.145350299333072e-05
Position 2150: 2.0514274720734402e-05
Position 2197: 1.9438527770501034e-05
Position 2336: 1.913566198928492e-05
Position 422: 1.8049385568532027e-05
Position 492: 1.3908941072808206e-05
Position 1818: 1.3737802634816921e-05
Position 220: 1.2409424631796508e-05
Position 389: 1.0729336235811456e-05
Position 1257: 9.946396210204007e-06
Position 87: 8.954097581462875e-06
Position 476: 8.460716964620225e-06
Position 497: 7.967714458175817e-06
Position 890: 7.896472441014043e-06
Position 879: 7.758362842629471e-06
Position 1484: 7.4324873802915775e-06
Position 1251: 6.498951649669661e-06
Position 282: 2.150830283914894e-06
Position 892: 1.7944439660722019e-06
Position 303: 1.7353660064341178e-06
Position 3: 1.520648136225362e-06
Position 484: 1.3234460772559815e-06
Position 146: 5.12256800305042e-07
Position 382: 4.7487056437177197e-07
Position 460: 4.5935040721181873e-07
Position 558: 4.33788160098535e-07
Position 1137: 1.9886578470703258e-07
Position 1479: 1.8368699266930078e-07
Position 284: 1.0245988266023357e-07
Position 553: 6.758819118127204e-08
Position 457: 3.6466048783478763e-09
Position 487: 5.109643391883231e-10
Position 17060: 1.178995853213424e-12
Position 2876: 1.6258411467912076e-14
Position 11593: 1.2907660085189812e-14
Position 10821: 1.1254787424433986e-14
Position 10853: 8.26324321722325e-15
Position 10832: 4.848855722090632e-15
Position 10954: 1.6368389194005694e-15
Position 11096: 1.19929750180749e-15
Position 10816: 5.657300950109482e-16
Position 9566: 1.2303227156364413e-16
Position 5525: 9.343092746110265e-18
Position 5208: 7.381609183354562e-18
Position 3177: 3.818086044510597e-19
Position 3612: 2.9027609249896875e-19
Position 4614: 2.85887577734165e-19
Position 3724: 2.33978314694495e-19
Position 2873: 1.874081676443323e-19
Position 3639: 1.482972259072399e-19
Position 4170: 1.0287542974750602e-19
Position 3643: 6.75275902588421e-20
Position 3015: 3.609737651316501e-20
Position 3517: 1.0675100576046869e-21
Position 3191: 5.515112921569251e-22
Position 3142: 2.161337844752597e-22
Position 2898: 2.02035593585071e-26
Position 448: 2.3758244827340055e-31
Position 410: 1.4884272020310545e-36

Sorted 3' Splice Sites (High to Low Probability):
Position 24836: 0.999999999212312
Position 37156: 0.8953862558113186
Position 1755: 0.8555219021412624
Position 2652: 0.43118012790243454
Position 2741: 0.2213163638208171
Position 2725: 0.1975494827632883
Position 986: 0.14195242429441882
Position 35664: 0.10424961382189575
Position 2574: 0.09351362998847973
Position 35842: 0.04823094802779107
Position 2683: 0.031046977059613658
Position 1517: 0.030202760878120988
Position 726: 0.029530747175771168
Position 2185: 0.014563606062456637
Position 336: 0.012380848630425295
Position 942: 0.011482256956589316
Position 374: 0.0059279002320977905
Position 107: 0.005348747875966763
Position 885: 0.0046229923787607435
Position 735: 0.003343917283130641
Position 1977: 0.0027307768528424562
Position 2779: 0.0026336255667480505
Position 1274: 0.0020934110351388964
Position 958: 0.0019013547536849299
Position 2351: 0.0016841703065746908
Position 2385: 0.0016142651861100433
Position 2437: 0.0011621340182261602
Position 1455: 0.0011126913063549413
Position 2514: 0.0010465872790355168
Position 1818: 0.0009402419352830115
Position 1305: 0.0008963890034605208
Position 2286: 0.0008823818140473266
Position 2599: 0.0007457749012208205
Position 1878: 0.0007161164945085972
Position 1289: 0.0004483737322863429
Position 773: 0.0003227178555190432
Position 2049: 0.0002689940323001856
Position 861: 0.0002675777872409786
Position 32279: 0.00025987825162946423
Position 2197: 0.0002210672565069373
Position 2795: 0.00019948315503958306
Position 1989: 0.0001746555484275312
Position 1913: 0.00014985799257342182
Position 840: 0.00012470345305393398
Position 2444: 0.00012121856820744616
Position 1554: 0.00011628927073234016
Position 609: 0.00011411614733015802
Position 116: 0.00010790302438200947
Position 343: 0.00010671324672698772
Position 31459: 6.913556633500624e-05
Position 161: 6.878951633194467e-05
Position 2757: 6.258959157653985e-05
Position 818: 5.943011964836834e-05
Position 2081: 5.907139782081957e-05
Position 1077: 5.36408340679023e-05
Position 1537: 4.709155650752223e-05
Position 2664: 4.661617892571622e-05
Position 29419: 2.2386007823779363e-05
Position 849: 1.844221906352349e-05
Position 1163: 1.8274787226342997e-05
Position 665: 1.2695138547011987e-05
Position 1603: 1.2119619316324251e-05
Position 505: 9.982411614419998e-06
Position 996: 9.793764936539296e-06
Position 174: 9.10929110176137e-06
Position 158: 8.486009532120508e-06
Position 27687: 6.360643082682052e-06
Position 419: 4.779753929539566e-06
Position 349: 2.7944193455060506e-06
Position 25376: 1.6834687025435826e-06
Position 27723: 1.1787542291911056e-06
Position 514: 1.1501033960658772e-06
Position 355: 1.1261666665712129e-06
Position 508: 1.0397011320044957e-06
Position 569: 9.597130513215497e-07
Position 180: 8.405781299801713e-07
Position 25769: 8.372611951581974e-07
Position 26059: 7.171196951735366e-07
Position 26782: 3.0255835766957203e-07
Position 25351: 2.9205076555879165e-07
Position 25098: 2.0850361046088194e-07
Position 26445: 2.0246519932662238e-07
Position 26405: 1.8402648757435862e-07
Position 26225: 1.4466055841030558e-07
Position 25947: 1.3375235348595628e-07
Position 1312: 1.2329754953183632e-07
Position 1190: 9.890422647970347e-08
Position 25440: 7.514103472535786e-08
Position 25546: 6.067694818571219e-08
Position 25396: 5.3293300514426054e-08
Position 624: 1.0657646622796653e-08
Position 630: 5.8653620257046685e-09
Position 650: 5.4058916276345855e-09
Position 626: 5.173708250653103e-09
Position 21307: 3.2527107171293364e-10
Position 21062: 1.505794549362748e-10
Position 19656: 1.475374935642626e-10
Position 20800: 1.04138568663685e-10
Position 19601: 2.388430521972152e-11
Position 16962: 1.400391746400772e-11
Position 18390: 8.903170523799676e-12
Position 18269: 5.121960623767405e-12
Position 17423: 4.25927062017349e-12
Position 17127: 1.1789958532134072e-12
Position 16328: 8.088894551844212e-13
Position 13095: 5.346785830247953e-13
Position 16190: 4.4734531483614826e-13
Position 15684: 3.3758182106508093e-13
Position 14655: 3.0132427156447574e-13
Position 15958: 2.4140690734667116e-13
Position 14522: 2.1735850699309586e-13
Position 14169: 1.7472870344204344e-13
Position 13502: 1.5667194618832921e-13
Position 14947: 1.507079586778143e-13
Position 12264: 1.3928639709589312e-13
Position 11928: 1.1736294728470086e-13
Position 13856: 9.196630658558015e-14
Position 14330: 5.4097016984486235e-14
Position 10786: 5.2597450504314936e-14
Position 14274: 3.0066645970108315e-14
Position 10897: 2.9909347658838156e-14
Position 11067: 2.919531339530554e-14
Position 14073: 2.642196010992629e-14
Position 12406: 1.8942223148771846e-14
Position 12268: 1.494500030179432e-14
Position 11281: 9.839931311956677e-15
Position 12494: 9.262849159661911e-15
Position 10017: 5.8450281656076436e-15
Position 12078: 3.925580440737462e-15
Position 10565: 3.3370074093968877e-15
Position 11340: 2.9732808898501203e-15
Position 11126: 2.630844248365276e-15
Position 11145: 1.8997438968001306e-15
Position 10607: 1.815755955084545e-15
Position 10343: 1.3036794720644644e-15
Position 9311: 1.1472071374581151e-15
Position 10882: 1.1153224375321947e-15
Position 8376: 9.549704795857308e-16
Position 11036: 8.363774359815344e-16
Position 9092: 7.457133896734295e-16
Position 11135: 7.037097333968381e-16
Position 9396: 4.579329379770584e-16
Position 9935: 3.5390610233007293e-16
Position 8915: 3.467038365080354e-16
Position 10346: 2.344583342639402e-16
Position 10221: 1.9194516800369688e-16
Position 9153: 1.354938684617017e-16
Position 9625: 1.2303227156364502e-16
Position 8478: 1.1510531132445742e-16
Position 8040: 1.0805851010094658e-16
Position 9476: 1.0670771828615367e-16
Position 8398: 9.424964756276574e-17
Position 9043: 7.511880299258619e-17
Position 7903: 6.603195825149649e-17
Position 7730: 5.856567306576433e-17
Position 7066: 5.410717795563752e-17
Position 8067: 5.3719624469330416e-17
Position 5776: 5.344415886791115e-17
Position 9184: 4.9623030722699815e-17
Position 7323: 4.9173549526192035e-17
Position 5265: 4.698176775004259e-17
Position 6871: 3.9451469622911896e-17
Position 7034: 3.8337851496509594e-17
Position 8972: 3.826473444394725e-17
Position 8318: 3.5674556616592656e-17
Position 5583: 3.448176061222965e-17
Position 4815: 2.835081909594809e-17
Position 8531: 2.6889310951838307e-17
Position 7891: 2.4739942798232477e-17
Position 6319: 2.3716223784279404e-17
Position 6178: 1.9389217014100236e-17
Position 7578: 1.8779642568069427e-17
Position 6288: 1.3748955219769282e-17
Position 6950: 1.2705382651139998e-17
Position 5727: 1.2256275908309709e-17
Position 4767: 1.1756233043902192e-17
Position 7848: 9.298178611629729e-18
Position 4247: 9.053626652143071e-18
Position 6516: 8.456698231361434e-18
Position 3447: 8.080873549722459e-18
Position 7438: 7.246648718522482e-18
Position 5364: 6.96484030530567e-18
Position 3980: 6.1580269298572746e-18
Position 3090: 6.07134884533402e-18
Position 4357: 5.802021791463812e-18
Position 3945: 4.178748272297691e-18
Position 5891: 3.585961289590776e-18
Position 5502: 3.1687911068836e-18
Position 6277: 3.0508800994128624e-18
Position 3803: 2.930573958624429e-18
Position 4574: 2.8466819522773753e-18
Position 6894: 2.7479690452243457e-18
Position 3018: 2.6839136471986654e-18
Position 4421: 2.4769361897507367e-18
Position 6469: 2.360917286319735e-18
Position 6294: 2.154802943169364e-18
Position 3015: 2.0811068550679612e-18
Position 4577: 1.92159831255587e-18
Position 3283: 1.9185493084254353e-18
Position 5290: 1.8899778647503817e-18
Position 3516: 1.8539121496082323e-18
Position 5391: 1.8018812739090932e-18
Position 6374: 1.7569612502895416e-18
Position 3865: 1.6167910185554694e-18
Position 2977: 1.6077176248490283e-18
Position 4613: 1.4370383904174524e-18
Position 5647: 1.429828689744399e-18
Position 4297: 1.3819338815696232e-18
Position 6334: 1.3552596970725894e-18
Position 3241: 1.2958781546866973e-18
Position 3211: 1.2380535858017053e-18
Position 5846: 1.2140119396209283e-18
Position 4235: 1.1717503521133087e-18
Position 2980: 1.0680514018079859e-18
Position 5731: 1.0315314272709926e-18
Position 5586: 1.0111154557484522e-18
Position 5980: 1.0068653050919445e-18
Position 3544: 5.328064170429713e-19
Position 5270: 4.394510015929776e-19
Position 3556: 4.299424832324935e-19
Position 3330: 3.833821107640328e-19
Position 3900: 3.0527945858595463e-19
Position 3418: 2.8954139240796106e-19
Position 3253: 2.6039934688163167e-19
Position 4194: 2.1891566774257726e-19
Position 4221: 1.8660309950982935e-19
Position 4300: 1.3566615506110906e-19
Position 2622: 1.0913833569077977e-19
Position 3825: 9.192396522673069e-20
Position 3626: 8.016247121888407e-20
Position 3257: 7.335098581547053e-20
Position 3399: 5.531035019570772e-20
Position 2543: 1.727872067452992e-21
Position 2654: 1.4621304430275128e-21
