Gene = bdl
Position 1882: 0.09247285476963465
Position 6251: 0.05319098100632252
Position 2066: 0.032736022841836715
Position 6182: 0.031392318414572046
Position 3915: 0.027816806375327276
Position 1390: 0.026501264063386685
Position 1265: 0.012418929599491804
Position 7270: 0.012327098294542767
Position 4389: 0.010757728092955445
Position 3482: 0.010455621181806696
Position 4413: 0.01033949046128266
Position 4202: 0.01003741034543568
Position 6489: 0.008628136420892472
Position 6290: 0.0074484782066521395
Position 828: 0.006841279325906881
Position 5629: 0.006652021432294194
Position 752: 0.00615679023146008
Position 6224: 0.0059374739499298305
Position 7195: 0.005244283826286391
Position 4605: 0.00491280096443376
Position 6177: 0.0047369750326236824
Position 2798: 0.004264010848221675
Position 4410: 0.004258692087001704
Position 5535: 0.004107226784680419
Position 2675: 0.0032947018926419514
Position 3612: 0.003237581783377952
Position 1395: 0.003080885719005503
Position 4784: 0.0029568129489957926
Position 5257: 0.002655470822790595
Position 5762: 0.00262153634429268
Position 1533: 0.0026084437347228023
Position 6514: 0.0025628030949646505
Position 1108: 0.002509160315829413
Position 1143: 0.002442780430377612
Position 4686: 0.0023629806011125146
Position 899: 0.001953342518214312
Position 3683: 0.001848564419286359
Position 3012: 0.0017009836582335617
Position 5571: 0.0016889139413863291
Position 4334: 0.001576175613664313
Position 2209: 0.001398808957528066
Position 1123: 0.001229940383370233
Position 783: 0.0010888774022745464
Position 1307: 0.0010407804206492921
Position 5606: 0.0009668409110449352
Position 1416: 0.0008459874550286151
Position 6352: 0.0008268097432047065
Position 2379: 0.0007894620464123215
Position 3661: 0.0007834066627800428
Position 6162: 0.0007613135413201537
Position 6838: 0.0007110958242242205
Position 1910: 0.0006556568573420014
Position 5575: 0.0005999453834751782
Position 2639: 0.0005106723229106655
Position 6952: 0.00047298002323506016
Position 5436: 0.000439169474560988
Position 1870: 0.00042852494302802086
Position 2681: 0.00040496720377906974
Position 923: 0.0004009359124884149
Position 6704: 0.0003931261556822847
Position 4988: 0.0003835667588786981
Position 6535: 0.00036079020093521963
Position 1518: 0.00035987771395838724
Position 1380: 0.0003336346935393149
Position 632: 0.0003323559227897727
Position 6922: 0.0002819286414992025
Position 3400: 0.00022210126333873468
Position 2880: 0.0002181935653585661
Position 2519: 0.00021343495310725385
Position 3455: 0.00019664665821239697
Position 713: 0.00019650966801163585
Position 3569: 0.0001886351669277001
Position 4967: 0.00018660143033303496
Position 5660: 0.00017326111404050351
Position 629: 0.00017268970582180168
Position 993: 0.0001722949445836679
Position 6068: 0.00015493383969143455
Position 5787: 0.00015376039023078602
Position 1957: 0.00013957107694978228
Position 6588: 0.00013791221278951319
Position 1626: 0.00013178267059185913
Position 7251: 0.00012466777470752954
Position 6927: 0.0001213771659578798
Position 6311: 0.00011751589266643594
Position 5463: 0.00011378513069826289
Position 5952: 0.00011260782210500342
Position 1690: 0.00010393506024442216
Position 1216: 0.00010315617860919636
Position 5613: 0.00010136787088345081
Position 6356: 9.561764333873191e-05
Position 6061: 9.314281795051534e-05
Position 313: 8.87602524771005e-05
Position 5793: 8.56110045777103e-05
Position 5009: 8.528695414762876e-05
Position 1923: 6.463529397639782e-05
Position 2182: 6.409650067735223e-05
Position 5770: 5.6912770612196044e-05
Position 4961: 5.4650993718077924e-05
Position 373: 5.0846696610053564e-05
Position 1248: 4.807069240073403e-05
Position 6320: 4.682995847302539e-05
Position 6727: 4.2632189804592075e-05
Position 6957: 4.239601089115848e-05
Position 1451: 4.146627778702575e-05
Position 1609: 4.0968768474653735e-05
Position 6511: 3.7897183922104184e-05
Position 466: 3.564779970307596e-05
Position 5872: 3.51747251289058e-05
Position 6867: 3.141678925642472e-05
Position 1710: 3.0025460917465993e-05
Position 360: 3.0019335980559656e-05
Position 962: 2.8917589455926315e-05
Position 5454: 2.6091868110351275e-05
Position 370: 2.543047746536344e-05
Position 637: 2.076708503720874e-05
Position 1663: 2.009085797869496e-05
Position 4914: 1.82939336028937e-05
Position 6631: 1.7018303593231635e-05
Position 999: 1.6878174775538734e-05
Position 5539: 1.6165783174939534e-05
Position 277: 1.5704107465266823e-05
Position 6807: 1.3310097531825326e-05
Position 6598: 1.1272865392277734e-05
Position 5983: 1.0985202473834752e-05
Position 1697: 9.422284172998123e-06
Position 6034: 9.15577290514401e-06
Position 5547: 5.789248755173141e-06
Position 1723: 4.943816039172876e-06
Position 1727: 4.104179979794809e-06
Position 852: 2.969091464905352e-06
Position 5477: 2.5334033655968702e-06
Position 308: 2.0714141229789413e-06
Position 491: 1.5254516870397578e-06
Position 2778: 1.4726733712637033e-06
Position 572: 1.364222406111503e-06
Position 330: 1.339478479200611e-06
Position 2643: 1.270407851533545e-06
Position 448: 1.2079570892513894e-06
Position 159: 3.789139803763178e-07
Position 1028: 3.2057628771638527e-07
Position 1051: 1.8694351625660066e-07
Position 1069: 1.3671610779171805e-07
Position 6845: 1.2648743816427986e-07
Position 67: 8.298922967940548e-08
Position 299: 8.13010192518039e-08
Position 7092: 6.559922141973488e-08
Position 610: 5.866655317348568e-08
Position 184: 3.952274887679672e-08
Position 120: 3.151554533042968e-08
Position 602: 1.566333136873578e-08
Position 473: 5.954917699811092e-09
Position 52: 2.903244664188819e-09
Position 1218: 2.013391940287737e-09
Position 485: 3.6060313679382453e-10
Position 591: 2.6456564677149944e-10
Position 321: 1.0593637633129973e-10
Position 580: 3.7196378424634435e-11
Position 199: 3.099808247758756e-11
