Gene = comm3
Position 1652: 2.097355132061703e-14
Position 1088: 1.9331060205002836e-14
Position 160: 1.8611979520045302e-14
Position 6002: 1.4895249461763396e-14
Position 206: 1.438780499792436e-14
Position 454: 1.2296887259300344e-14
Position 2458: 1.1889699988990926e-14
Position 1402: 1.1332598212262649e-14
Position 1931: 1.0086019801308414e-14
Position 979: 8.323895197037738e-15
Position 1896: 7.595398646491636e-15
Position 1604: 7.484141454068767e-15
Position 1345: 7.409650415628371e-15
Position 1747: 7.393294493876152e-15
Position 196: 6.977969711031219e-15
Position 123: 5.998947808047828e-15
Position 2364: 4.914218642927422e-15
Position 169: 4.753284241832843e-15
Position 1574: 4.7149676633947286e-15
Position 167: 4.6271591989083555e-15
Position 35: 4.3655051786292835e-15
Position 5829: 4.104573410197432e-15
Position 5704: 3.501608565199899e-15
Position 209: 2.609392862026561e-15
Position 567: 2.520911919995582e-15
Position 438: 2.2305624468772023e-15
Position 199: 2.172868182158732e-15
Position 328: 1.4363440215674485e-15
Position 6466: 1.3847096179071213e-15
Position 7: 1.1246804302657928e-15
Position 15: 1.083806862438096e-15
Position 385: 6.584227529849346e-16
Position 229: 6.181375402679236e-16
Position 461: 4.602632677469747e-16
Position 67: 3.5510718054246516e-16
Position 376: 3.1625332801041377e-16
Position 456: 2.3867514942167754e-16
Position 536: 1.5538177389750062e-16
Position 443: 1.316703133433914e-16
Position 418: 3.483023688911809e-17
Position 1164: 3.094443472306703e-17
Position 477: 2.8748187439008564e-17
Position 4467: 1.5590907700535913e-17
Position 3866: 3.0521844463993826e-18
Position 3645: 1.5234344060924153e-18
Position 1226: 1.0614799691453473e-19
Position 874: 8.531441819677554e-20
Position 683: 3.772087223454943e-20
Position 1427: 2.947583946481928e-20
Position 669: 2.8986737481456076e-20
Position 1033: 1.7593189656206212e-20
Position 1794: 1.3499217484844262e-20
Position 1479: 1.2404713978121008e-20
Position 1017: 5.583018309997216e-21
Position 2107: 5.442253194185209e-21
Position 1186: 4.649421235065152e-21
Position 601: 9.886059602272571e-22
Position 613: 7.794401171245702e-22
Position 1774: 4.0267892294688988e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 33739: 0.9941251435666609
Position 8718: 0.16932305273114073
Position 8691: 0.007228763154741312
Position 30078: 0.005485061869194831
Position 8733: 0.0028746732875573077
Position 8445: 0.0021020255940515827
Position 8483: 0.0012601756237393587
Position 8603: 0.001248529791833597
Position 6748: 0.0011141056055103845
Position 7701: 0.0005014658798883137
Position 28538: 0.00037339806405739084
Position 26199: 1.599431828695573e-05
Position 23368: 3.7914415889569196e-07
Position 19669: 9.562262686476837e-09
Position 19831: 6.248825193486144e-09
Position 16215: 5.531792141944264e-09
Position 14553: 1.1694562352697245e-09
Position 628: 1.115324039435576e-09
Position 18112: 7.779944237524722e-10
Position 16952: 3.9943928325738583e-10
Position 15291: 2.7782639229264295e-10
Position 8899: 1.9397001957639224e-10
Position 16502: 1.8276188695763034e-10
Position 16487: 1.773181047319517e-10
Position 4933: 7.408275529815673e-11
Position 2495: 6.328775202825e-11
Position 160: 4.958921906553856e-11
Position 2622: 4.239768634514158e-11
Position 4897: 3.1044118582674963e-11
Position 2539: 2.919335519649028e-11
Position 4640: 2.6874252812406645e-11
Position 5064: 2.6512885485167084e-11
Position 8964: 2.5374819828385406e-11
Position 5104: 2.4855509333427872e-11
Position 8887: 2.0209230854022015e-11
Position 12637: 1.500178167050305e-11
Position 6089: 1.3990183968728827e-11
Position 4977: 1.3550551204008769e-11
Position 2595: 1.3496324531103821e-11
Position 14133: 1.2008549333296745e-11
Position 7674: 1.1919646928683623e-11
Position 1468: 1.1462130579629352e-11
Position 4567: 1.0777164822260314e-11
Position 1233: 1.0236856791696005e-11
Position 4762: 9.886234151000194e-12
Position 376: 9.190141195973257e-12
Position 5089: 9.078863827888991e-12
Position 5167: 7.980249140623634e-12
Position 6778: 7.821594356430573e-12
Position 2562: 7.742897369721425e-12
Position 14064: 7.49588630720226e-12
Position 236: 6.124210414585229e-12
Position 5036: 4.97040620581329e-12
Position 10047: 4.14524847058251e-12
Position 4302: 4.037784536023111e-12
Position 7745: 3.89724740918702e-12
Position 10778: 3.675503935139912e-12
Position 223: 3.621395982323415e-12
Position 100: 3.288645687184893e-12
Position 10899: 3.0056021792721876e-12
Position 178: 2.988211646968927e-12
Position 1441: 2.783799360122793e-12
Position 7375: 2.4227736792262474e-12
Position 4980: 2.0376265364935317e-12
Position 2137: 2.006994708620078e-12
Position 2520: 1.7866323907057437e-12
Position 6868: 1.7092860069212968e-12
Position 7127: 1.5007973344902705e-12
Position 12595: 1.4676819113718898e-12
Position 7705: 1.203584665463704e-12
Position 9032: 1.1526771112882812e-12
Position 507: 1.0678797841292117e-12
Position 5369: 1.0671304280649057e-12
Position 206: 1.0565349341199403e-12
Position 1527: 9.716805696219617e-13
Position 5323: 9.614798204677996e-13
Position 2177: 9.404374998926115e-13
Position 11354: 8.341538489007054e-13
Position 6173: 7.724383506991812e-13
Position 5437: 7.718261723035735e-13
Position 9867: 7.658127772316949e-13
Position 9113: 7.621710954470151e-13
Position 4434: 7.603941405403871e-13
Position 5075: 7.588486772709963e-13
Position 4144: 7.392747262068556e-13
Position 217: 7.005666862004464e-13
Position 2347: 6.687848012386005e-13
Position 6062: 6.674654904804863e-13
Position 4827: 6.127976161331402e-13
Position 899: 5.583110862661962e-13
Position 9789: 5.18570605121692e-13
Position 2095: 5.117646307286561e-13
Position 6300: 5.03146532390066e-13
Position 1729: 4.5244479690326584e-13
Position 4688: 4.4624015665394845e-13
Position 5452: 4.1303589675841007e-13
Position 11953: 3.0475839956910054e-13
Position 4466: 2.6002272636185256e-13
Position 3735: 2.513647145451969e-13
Position 4599: 2.481725905412559e-13
Position 10354: 2.4075607670421257e-13
Position 4184: 1.9065221669171182e-13
Position 11419: 1.8556539635932592e-13
Position 5383: 1.4885242550078276e-13
Position 2265: 1.456362046252652e-13
Position 10836: 1.455718983683201e-13
Position 11055: 1.3836077460428538e-13
Position 11321: 1.3014264827570786e-13
Position 4112: 9.618585759816161e-14
Position 10978: 9.501695508145266e-14
Position 3929: 8.546226659036413e-14
Position 3938: 7.933581531571084e-14
Position 3322: 7.710417719085146e-14
Position 1857: 7.09829273958051e-14
Position 4648: 5.942734407522297e-14
Position 3962: 5.817420929881117e-14
Position 1137: 5.0194572984287994e-14
Position 891: 4.8465639632379613e-14
Position 3078: 4.1333526123654434e-14
Position 320: 3.80604214646963e-14
Position 10274: 3.2057098847536105e-14
Position 9814: 1.9141723606963972e-14
Position 9792: 1.7365817917649076e-14
Position 9422: 1.3134860095387734e-14
Position 874: 1.191328123470486e-14
Position 2152: 1.0901430268867208e-14
Position 2098: 1.043030866893369e-14
Position 4120: 1.0156262347645687e-14
Position 2038: 9.282213026777833e-15
Position 1482: 7.831515121153816e-15
Position 1583: 7.09049342466247e-15
Position 8923: 6.177302030254452e-15
Position 1600: 6.1213114315492524e-15
Position 8980: 5.543892431298878e-15
Position 1337: 5.3955723636935026e-15
Position 1766: 5.1573112763521785e-15
Position 1553: 4.841695644965445e-15
Position 906: 4.3432610811671096e-15
Position 2364: 4.299868318669387e-15
Position 710: 4.161424065718924e-15
Position 353: 3.893089134429415e-15
Position 80: 3.726208531711484e-15
Position 438: 3.5618118138526585e-15
Position 741: 3.0538424977666045e-15
Position 2058: 2.984218760126418e-15
Position 1377: 2.005036494455403e-15
Position 1215: 1.965892219176292e-15
Position 923: 1.915842725424425e-15
Position 1662: 1.6652974074144012e-15
Position 838: 1.4356135128374132e-15
Position 1067: 1.3581631344434908e-15
Position 747: 1.3134259610883609e-15
Position 1449: 1.2655920876852515e-15
Position 7410: 1.1782340688103414e-15
Position 7254: 1.1520298235240903e-15
Position 6488: 1.0316580335713331e-15
Position 5415: 1.0131817052508681e-15
Position 1406: 9.848401261060227e-16
Position 6679: 9.304153579011082e-16
Position 2141: 9.293171379496308e-16
Position 258: 7.007811876458135e-16
Position 132: 5.710256288116678e-16
Position 128: 4.775496126662955e-16
Position 482: 4.72579211117254e-16
Position 6926: 4.711759791714679e-16
Position 6370: 2.5632416994332664e-16
Position 1276: 2.54038001497193e-16
Position 990: 2.4289521947539003e-16
Position 471: 1.247803370515623e-16
Position 1909: 8.180337127877068e-17
Position 2935: 7.001114543313933e-17
Position 452: 6.94527456196427e-17
Position 2903: 2.6359559017241565e-17
Position 3404: 2.4163400651985987e-17
Position 992: 2.3203796990106886e-17
Position 3665: 2.1920073117556444e-17
Position 835: 2.138480012893418e-17
Position 3797: 1.9541258150376482e-17
Position 3083: 1.901557023313196e-17
Position 1345: 1.890838766747569e-17
Position 1566: 1.8698675968835292e-17
Position 3254: 1.630481748797183e-17
Position 2769: 1.232728295498156e-17
Position 985: 1.2155982086287027e-17
Position 3566: 1.011368296482524e-17
Position 802: 1.0100582061105273e-17
Position 3280: 5.401727953046411e-18
Position 916: 4.04562809682082e-18
Position 904: 3.623259432656282e-18
Position 517: 3.5694583954833815e-18
Position 49: 3.282250336065722e-18
Position 536: 5.693684024936832e-19
Position 322: 5.2477208931819695e-19
Position 797: 5.106895183682544e-19
Position 1086: 5.042103844459127e-19
Position 342: 9.728499585296898e-20
Position 669: 4.2959924647464796e-20
Position 136: 9.49960094488362e-21
Position 768: 9.021938548823547e-23
Position 595: 4.800712022860941e-23
Position 562: 1.233916001259984e-23
Position 738: 8.338046342355871e-24
Position 758: 7.4617358859131615e-25
Position 659: 3.5742245070814287e-25
Position 576: 1.7251224485713425e-26
