Gene = swm
Position 336: 0.002256372695763191
Position 2457: 0.002013016355202532
Position 1126: 0.0016483180442030164
Position 2215: 0.001579247833575298
Position 4053: 0.0015617350199239259
Position 472: 0.001544813590149347
Position 285: 0.0013747679054169886
Position 4324: 0.001363822360963309
Position 2633: 0.0013628843019140957
Position 984: 0.0012760540449922462
Position 2938: 0.001224502129145218
Position 2572: 0.0011860188738956755
Position 3942: 0.0010992187035090513
Position 333: 0.0010644841933468326
Position 4033: 0.0009741625526947691
Position 3740: 0.0009741351503797095
Position 427: 0.0009236719745066056
Position 3189: 0.0008326672395092883
Position 646: 0.0008269936218954244
Position 4037: 0.0006387965912176582
Position 1342: 0.0005910962911862501
Position 1884: 0.0005154066841597297
Position 617: 0.00048022263566757455
Position 2581: 0.00046743853727853317
Position 1638: 0.00042685018212815397
Position 1321: 0.000413140538100506
Position 124: 0.0003915152634804199
Position 302: 0.00035953766702156043
Position 1810: 0.0003553587593001902
Position 180: 0.00033535085154656443
Position 2544: 0.00033221307899494767
Position 4362: 0.0002700964284625207
Position 2791: 0.0002490302871648602
Position 4589: 0.00023875160046043926
Position 113: 0.00023643805452599356
Position 1133: 0.00022288740439595
Position 416: 0.00020068145434945275
Position 3105: 0.0001978020996932725
Position 1562: 0.0001935358015846027
Position 1014: 0.00018190306135732249
Position 3882: 0.00015514877752026315
Position 4249: 0.0001295878052632855
Position 1104: 0.0001136437956112293
Position 4426: 9.822597476165188e-05
Position 292: 9.38253961544894e-05
Position 4368: 9.258427200502691e-05
Position 1379: 9.054537335477943e-05
Position 1196: 9.02577857834088e-05
Position 836: 8.732211259091443e-05
Position 4043: 7.010157847648098e-05
Position 570: 6.871402468195825e-05
Position 943: 6.31933851495453e-05
Position 430: 6.0853840412354585e-05
Position 2289: 5.981017800517962e-05
Position 424: 5.469495181274801e-05
Position 1192: 5.3233107959104266e-05
Position 4714: 5.287027796026176e-05
Position 878: 5.1484906944027194e-05
Position 4002: 4.74134656541592e-05
Position 3730: 4.1809785429774875e-05
Position 4553: 3.404086260622262e-05
Position 445: 3.16035539059166e-05
Position 620: 3.143116711306987e-05
Position 3968: 3.013797697752265e-05
Position 131: 2.4968830029297548e-05
Position 2042: 2.491918454198101e-05
Position 4661: 2.4468809134265635e-05
Position 475: 2.309294488105319e-05
Position 4057: 2.158118648120843e-05
Position 899: 1.8999496641221033e-05
Position 902: 1.774031597748176e-05
Position 833: 1.6638183181570822e-05
Position 1052: 1.6420149866984317e-05
Position 4627: 1.5462966685527516e-05
Position 3997: 1.5055079825190844e-05
Position 539: 1.4889438300625894e-05
Position 1699: 1.4791625226235401e-05
Position 3981: 1.2962731611795195e-05
Position 4607: 1.2497143926630475e-05
Position 860: 6.900721588117843e-06
Position 1139: 5.853111629066102e-06
Position 1227: 5.391919756118977e-06
Position 991: 4.8804373687777185e-06
Position 581: 4.833479972840736e-06
Position 1022: 3.889803345083139e-06
Position 386: 3.2630763650954965e-06
Position 312: 3.0782209888614587e-06
Position 584: 2.9026449752187206e-06
Position 671: 2.4784596825272582e-06
Position 852: 2.1160436543310818e-06
Position 147: 1.945380759132332e-06
Position 350: 1.8449339063499335e-06
Position 4680: 1.776066238711299e-06
Position 363: 1.7188872541854006e-06
Position 1394: 1.6338191938314433e-06
Position 1391: 1.4891181358028033e-06
Position 347: 1.3005623332514722e-06
Position 947: 9.308123109710908e-07
Position 1143: 7.924502752100338e-07
Position 1148: 6.393291146329384e-07
Position 480: 6.313198299947696e-07
Position 1397: 6.102937233639431e-07
Position 1484: 4.140275948135091e-07
Position 449: 3.8372415322562525e-07
Position 1182: 3.190423042491029e-07
Position 677: 2.970328178050373e-07
Position 1007: 2.311623378635022e-07
Position 659: 1.962166346137112e-07
Position 1200: 1.1859373498400634e-07
Position 228: 1.1540878934457591e-07
Position 495: 1.0889322160208382e-07
Position 1165: 1.0124552688716379e-07
Position 374: 6.872724719657938e-08
Position 1170: 6.643426105117222e-08
Position 456: 4.5148485930221496e-08
Position 360: 4.0593255061699796e-08
Position 72: 2.918621845024222e-08
Position 721: 1.706915728294891e-08
Position 367: 1.2819283759971164e-09
Position 344: 9.584799085219885e-10
