Gene = corn
Position 3249: 0.0005058867176322317
Position 13642: 0.0004713382784188356
Position 12434: 0.00046876271657660384
Position 6865: 0.00045384002434810454
Position 11716: 0.0004378778997779092
Position 13328: 0.00041288664780190517
Position 155: 0.00034985067599156906
Position 12064: 0.00029915738595721745
Position 13509: 0.0002978682632342677
Position 11622: 0.00029242292477455785
Position 10496: 0.000289207454379344
Position 708: 0.00028512538428546316
Position 1796: 0.00028470729067660923
Position 736: 0.0002789647432211131
Position 323: 0.00027680450827744944
Position 13349: 0.00027205611371807864
Position 11710: 0.0002646768427162412
Position 6021: 0.0002619360184860733
Position 6274: 0.00024296753874531176
Position 11297: 0.0002204778079783238
Position 3163: 0.00020915507816594424
Position 12034: 0.00020287265724981614
Position 509: 0.0001925095169862801
Position 1400: 0.00019220459765789674
Position 12704: 0.00018789421717158313
Position 706: 0.00018205631526091993
Position 13530: 0.00017639124933790354
Position 9499: 0.00014575969347278936
Position 157: 0.00013796830803743785
Position 10138: 0.00012978527216088892
Position 13323: 0.00012747709135663563
Position 2815: 0.00011676541698361815
Position 12052: 0.00011036430241807218
Position 485: 0.00010894927771789893
Position 1300: 9.800457068997793e-05
Position 511: 9.723411458728606e-05
Position 12458: 9.232985508187746e-05
Position 12385: 8.881767831077018e-05
Position 12510: 7.682274967424211e-05
Position 3083: 7.659429102795714e-05
Position 12293: 7.130570265808109e-05
Position 3255: 6.305351272352487e-05
Position 12502: 6.270565590720206e-05
Position 1780: 6.249847435542802e-05
Position 150: 6.23831996325881e-05
Position 9508: 5.8541451585969066e-05
Position 13699: 5.772588028130426e-05
Position 423: 4.6698811051268754e-05
Position 519: 4.483703941916207e-05
Position 11258: 4.4066870169935546e-05
Position 2338: 4.173020255930184e-05
Position 688: 4.078245992157496e-05
Position 1432: 3.966684815965002e-05
Position 499: 3.8814743087348156e-05
Position 12421: 3.38575231621984e-05
Position 1465: 3.369307554942119e-05
Position 13364: 3.324273479137645e-05
Position 11982: 3.282399882560669e-05
Position 44: 3.106174965358425e-05
Position 1932: 2.7396152037997138e-05
Position 7484: 2.673881004375381e-05
Position 11416: 2.456500102843146e-05
Position 759: 1.973882795440899e-05
Position 12427: 1.9134130755726017e-05
Position 1290: 1.8627784891137354e-05
Position 77: 1.8545759356263974e-05
Position 11749: 1.8472446324581547e-05
Position 12507: 1.7201326877983116e-05
Position 1247: 1.5368521569215012e-05
Position 12955: 1.450874365053666e-05
Position 344: 1.4497883973696427e-05
Position 1257: 1.3530722394705027e-05
Position 6502: 1.3335343462545987e-05
Position 1788: 1.3018169065491773e-05
Position 577: 1.0940609015810893e-05
Position 11610: 9.291565891719489e-06
Position 1166: 8.990521008709603e-06
Position 12115: 8.588946650431619e-06
Position 1142: 8.401096923031356e-06
Position 11655: 7.254536921823604e-06
Position 12004: 7.194454864863884e-06
Position 550: 6.460550582820139e-06
Position 12022: 5.4645172107857615e-06
Position 100: 4.897162511090341e-06
Position 11440: 4.728992415439559e-06
Position 12001: 4.425148810293422e-06
Position 11512: 3.839941437410054e-06
Position 12513: 3.071377506908776e-06
Position 1294: 3.008502084673231e-06
Position 11612: 2.666230030196732e-06
Position 12121: 2.6190893333215902e-06
Position 13949: 2.028654008659687e-06
Position 493: 1.3928078324052153e-06
Position 513: 1.3567508391633526e-06
Position 12373: 1.2340699514035014e-06
Position 12922: 1.199308869282195e-06
Position 11281: 1.0347302966917284e-06
Position 1800: 9.475800027928547e-07
Position 255: 8.65010972445061e-07
Position 1365: 6.916159560948642e-07
Position 35: 6.285264440831694e-07
Position 11354: 4.981529548210324e-07
Position 293: 2.624059054043348e-07
Position 241: 2.6123804552321763e-07
Position 11885: 4.4506105385983946e-08
Position 13136: 3.651693686895625e-08
Position 12555: 2.712910603785584e-08
Position 2141: 2.6076727914836113e-08
Position 12672: 2.4209534936736443e-08
Position 13018: 2.342445013449665e-08
Position 13054: 2.3033756117031774e-08
Position 523: 2.187598188622888e-08
Position 11859: 1.8345748566427386e-08
Position 12982: 1.8096507663497353e-08
Position 11933: 1.42147153221932e-08
Position 2028: 1.1110068941962282e-08
Position 548: 9.816623747901126e-09
Position 268: 7.384426539050072e-09
Position 13283: 6.2724888619972516e-09
Position 13197: 5.455795711377486e-09
Position 13021: 4.15305193498281e-09
Position 545: 1.7297834265718887e-09
Position 13097: 1.6523347354866447e-09
Position 13145: 9.511966190463303e-10
Position 12133: 9.159323491894363e-10
Position 1189: 2.9046743183769786e-10
Position 244: 1.7039605351108974e-10
Position 12223: 1.2275763516663492e-10
Position 263: 1.133662713398962e-10
Position 12569: 1.4192198823645731e-11
Position 12944: 1.115859001337661e-11
Position 625: 2.914676736744937e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 11172: 0.9996730137754065
Position 12164: 0.9986383086112602
Position 11900: 0.9984029987145657
Position 11544: 0.9930648105011298
Position 13066: 0.948967423682907
Position 12791: 0.8171275572469068
Position 9208: 0.8163136145695709
Position 757: 0.32520868243807255
Position 9162: 0.16420053369828128
Position 8885: 0.1090283391268345
Position 449: 0.1005482741943331
Position 12896: 0.07156194327583236
Position 12566: 0.07139548141610857
Position 1518: 0.04584854013423821
Position 12502: 0.041661703316062094
Position 13084: 0.04121896357455862
Position 255: 0.02948312278586714
Position 8642: 0.02919724907746724
Position 554: 0.02882725105059615
Position 12507: 0.02752051088985674
Position 7130: 0.021402257932470498
Position 6636: 0.021047584610916072
Position 12438: 0.01861245242062492
Position 13367: 0.017577770493927048
Position 406: 0.01709930249878944
Position 1045: 0.015109620616641298
Position 8011: 0.014616458866950876
Position 1200: 0.014255333753546023
Position 6243: 0.012174828178553579
Position 8404: 0.012134560867253012
Position 662: 0.011392245765732657
Position 12402: 0.011299704538148814
Position 988: 0.009128767761286644
Position 12835: 0.00892557230521765
Position 2961: 0.008204945471399617
Position 3493: 0.0074267029915368555
Position 5200: 0.006879349450377751
Position 13110: 0.006805786514946185
Position 6077: 0.006655361212936582
Position 573: 0.0064832105008672865
Position 412: 0.005778143317334613
Position 1567: 0.004971898670078965
Position 12832: 0.004941764965333603
Position 12513: 0.004162955039935337
Position 2932: 0.004091368678786753
Position 8309: 0.0038013862347940257
Position 434: 0.0034384754712831274
Position 12572: 0.0033169951039718638
Position 12672: 0.002939926543956826
Position 3340: 0.0028084166333717806
Position 13567: 0.0028018379481100286
Position 855: 0.0026220527945433458
Position 6360: 0.0025251104500414925
Position 11688: 0.0024339282751442972
Position 789: 0.002372430805312221
Position 13399: 0.0023339440504302855
Position 11768: 0.002096987930164208
Position 13692: 0.0018783654444909613
Position 13758: 0.0017046735719698732
Position 5175: 0.001601720853907215
Position 6041: 0.0015408317454149768
Position 1079: 0.0015202519577037828
Position 13546: 0.0013575134938039182
Position 5805: 0.0010972566064880091
Position 913: 0.0009948095719255763
Position 1129: 0.0009147260501277667
Position 5597: 0.0008744660092743181
Position 363: 0.00086256163240863
Position 1851: 0.0008583956816002972
Position 12177: 0.000849083829311641
Position 1413: 0.0008336495803914169
Position 12950: 0.0007854876250776531
Position 920: 0.0007722898813075753
Position 13418: 0.0007531546437129377
Position 11397: 0.0007404969089027513
Position 12908: 0.0007330502608462307
Position 479: 0.000690042253575787
Position 3425: 0.0006514147103815806
Position 883: 0.0005927696490769314
Position 13717: 0.0005433968526888672
Position 276: 0.0005271726831238826
Position 1424: 0.0004978705676798447
Position 889: 0.0004967140451822538
Position 3316: 0.00048655697710694
Position 13906: 0.00043295385009720197
Position 12684: 0.00035398210741741445
Position 2814: 0.0003092633312794421
Position 12692: 0.00029922415814688535
Position 13619: 0.0002841379851148356
Position 11719: 0.00023921879656839244
Position 13371: 0.00023756299699659414
Position 11579: 0.00023600953400282028
Position 585: 0.00023072067169811102
Position 13627: 0.000211706333814717
Position 12180: 0.00020671071895127054
Position 613: 0.00019968233936300706
Position 5600: 0.00019741001453919919
Position 11780: 0.00019130436337234518
Position 11191: 0.0001782867954609969
Position 1076: 0.0001766675548383242
Position 5931: 0.00016205349053829044
Position 1253: 0.00015132453144066054
Position 13054: 0.00014471850217291098
Position 1304: 0.00012908598581543729
Position 13189: 0.00011956631936389641
Position 12715: 0.00011213317006495519
Position 668: 0.00011198555678996454
Position 13555: 0.00011138030181350803
Position 13132: 0.00010322377610981538
Position 542: 0.00010077461115059832
Position 13484: 9.914320083005465e-05
Position 12803: 9.268411067629839e-05
Position 13440: 9.259665271384888e-05
Position 11254: 8.687521070729114e-05
Position 1682: 8.4851666020268e-05
Position 1109: 6.382188220258374e-05
Position 11726: 5.930303427727394e-05
Position 13444: 5.7088743284102134e-05
Position 11188: 5.279522220047723e-05
Position 12555: 4.676878493567976e-05
Position 11322: 4.289051875326633e-05
Position 11798: 3.4977296191175143e-05
Position 13732: 3.071814729804083e-05
Position 4612: 2.8990080718620046e-05
Position 485: 2.568539353390763e-05
Position 360: 2.4844804619139123e-05
Position 206: 2.3675880380163647e-05
Position 13456: 2.340747502491316e-05
Position 11710: 2.2177426597998003e-05
Position 13931: 2.1186520352410246e-05
Position 2620: 1.9620898164156627e-05
Position 1494: 1.8025535345990717e-05
Position 577: 1.394389986665914e-05
Position 12069: 1.3375824170370229e-05
Position 128: 1.1868944391354825e-05
Position 11618: 1.1824008155464946e-05
Position 393: 1.1050133653857517e-05
Position 1455: 1.100980097528536e-05
Position 11928: 1.0346106421432402e-05
Position 12999: 9.440027311267081e-06
Position 11510: 9.341972843033503e-06
Position 12264: 8.125288655368054e-06
Position 336: 8.088026571656763e-06
Position 11987: 6.372305855437034e-06
Position 3365: 4.609492558366762e-06
Position 1014: 4.0283390585071475e-06
Position 13924: 3.976292721443861e-06
Position 12211: 3.846058586127401e-06
Position 12240: 3.0254656688506765e-06
Position 12103: 2.3589510896511605e-06
Position 12186: 2.201211138318751e-06
Position 14009: 2.0286540086596877e-06
Position 12012: 1.6785453199996343e-06
Position 2090: 1.59077227967015e-06
Position 2247: 1.495294752717177e-06
Position 519: 1.4554093657998204e-06
Position 12136: 1.3401256629007789e-06
Position 1189: 1.154856893755369e-06
Position 718: 1.011640425076449e-06
Position 11925: 9.888172525853776e-07
Position 2148: 9.4506097003907e-07
Position 1082: 8.869633851929256e-07
Position 11982: 7.128236083284478e-07
Position 595: 6.148796042559065e-07
Position 12189: 4.988173439549042e-07
Position 12219: 4.1827980533599806e-07
Position 12234: 3.859419798936392e-07
Position 12052: 3.759389558388769e-07
Position 11997: 2.7663733706465084e-07
Position 11933: 1.239569436092834e-07
Position 12349: 8.640129636506012e-08
Position 13201: 6.625752053769382e-08
Position 155: 5.922618620078743e-08
Position 12267: 5.501338466179159e-08
Position 373: 3.430459858895086e-08
Position 1382: 3.279690436481913e-08
Position 1526: 1.7812307752361312e-08
Position 11846: 1.559675211738506e-08
Position 12845: 1.4142741882246835e-08
Position 1696: 8.008293971139436e-09
Position 12121: 2.8003074764978113e-09
Position 180: 8.194515601086698e-10
Position 493: 8.159954704675634e-10
Position 12315: 6.243648262122974e-10
Position 12279: 2.4763600827114557e-10
Position 12201: 1.8170520169629572e-10
Position 12303: 1.202638834625329e-10
Position 12293: 1.0245877477713151e-10
Position 100: 9.961478951250328e-11
Position 12366: 7.124628174716156e-11
Position 12284: 6.679292063222452e-11
Position 186: 5.354326643926965e-11
Position 12111: 2.0642989594341364e-11
Position 1531: 3.5623224728533083e-13
Position 1483: 2.696492255654676e-13
