Gene = CycY
Position 590: 1.1186249154610627e-05
Position 549: 1.0333797722840864e-05
Position 704: 9.475856089912864e-06
Position 155: 7.3126864506738995e-06
Position 859: 6.211178622579373e-06
Position 316: 5.279009281733981e-06
Position 231: 4.424418947216568e-06
Position 617: 3.780938513294302e-06
Position 637: 3.4318241737333584e-06
Position 646: 3.0379240787668715e-06
Position 463: 1.4703611696739223e-06
Position 1041: 2.1184505543479447e-07
Position 234: 1.6227826328091424e-07
Position 151: 6.939511071143317e-08
Position 521: 4.965998130886957e-08
Position 466: 4.549979989158326e-08
Position 337: 4.396992270373064e-08
Position 526: 4.15149602482314e-08
Position 345: 3.649433556805621e-08
Position 334: 3.083896315562187e-08
Position 1183: 3.064016650531351e-08
Position 424: 3.0580041354699364e-08
Position 460: 1.7411285338567203e-08
Position 225: 6.558965239871478e-09
Position 252: 6.541139640539946e-09
Position 469: 4.541108681732446e-09
Position 325: 1.7586510353061396e-09
Position 503: 1.104577450331152e-09
Position 472: 1.07964281393823e-09
Position 330: 1.411715408365145e-10
Position 261: 6.242069543313798e-12
