Gene = FucTA
Position 5471: 9.244850381901065e-09
Position 5728: 8.90014156544119e-09
Position 1124: 6.966229331517855e-09
Position 159: 6.926076942109385e-09
Position 5459: 6.7905773138616085e-09
Position 5500: 4.003676753080418e-09
Position 5266: 1.9761232321908856e-09
Position 1158: 1.9049848800311074e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5482: 0.9992638772099927
Position 5232: 0.9806547051255261
Position 4330: 0.9487689866424258
Position 6114: 0.6748508093845169
Position 3674: 0.5595925695991356
Position 6343: 0.37268777515611545
Position 6454: 0.22264892813347564
Position 1320: 0.11136235271864994
Position 1759: 0.1054248908881387
Position 6314: 0.08223655598584287
Position 3737: 0.07496460784133116
Position 6697: 0.06395148492379324
Position 5744: 0.062374540885315605
Position 1171: 0.058069249490852175
Position 6458: 0.05323230787132694
Position 3389: 0.04533240768828241
Position 6858: 0.04175941133540673
Position 5806: 0.03489572029264403
Position 341: 0.03362173420957406
Position 6304: 0.03192022185855759
Position 458: 0.028506808098328285
Position 6877: 0.02709173175181595
Position 583: 0.027082758191046136
Position 398: 0.022803895084444106
Position 4373: 0.02179421084257279
Position 642: 0.02158902565559395
Position 1709: 0.020022751210479188
Position 5190: 0.017525817524590537
Position 2591: 0.017446988532324965
Position 3916: 0.017425368276536648
Position 586: 0.017292656981722648
Position 2550: 0.01584247854603022
Position 3496: 0.01459246323911345
Position 366: 0.013949490810233311
Position 322: 0.012220749068292082
Position 6839: 0.010063372370732284
Position 1119: 0.009286559346881567
Position 3464: 0.008522150435400985
Position 3410: 0.008269865928657975
Position 980: 0.00807957814185565
Position 4276: 0.007565154032055466
Position 1227: 0.006982200899817228
Position 3936: 0.006526767273134093
Position 6080: 0.006350447354793247
Position 372: 0.005453351155702988
Position 141: 0.005348619203996007
Position 1440: 0.004749977342306874
Position 6725: 0.004117207853188098
Position 6676: 0.004031578882147573
Position 619: 0.003940574743736153
Position 1156: 0.0028363424104597256
Position 2563: 0.0023340227234886373
Position 7244: 0.0019052751735625644
Position 2572: 0.0018980591962386324
Position 1346: 0.0017241942632476063
Position 4385: 0.0016653377647604776
Position 646: 0.0015674588226874955
Position 770: 0.00156744043862182
Position 146: 0.0014811715357716585
Position 4174: 0.0014711943388201493
Position 1380: 0.0013901766470392875
Position 6984: 0.00138915308629551
Position 4715: 0.0013499454065768362
Position 3967: 0.0013067895143458544
Position 732: 0.001232249373088915
Position 6563: 0.0012084982231167142
Position 3858: 0.0011201424631986845
Position 6900: 0.0010817122184896828
Position 554: 0.0010525940654494042
Position 6646: 0.0009303100550094834
Position 6360: 0.0009093474468934045
Position 3921: 0.0008909044739712564
Position 6943: 0.0008384459019978544
Position 5266: 0.0008207567799134841
Position 828: 0.0008046332511409709
Position 1355: 0.0008010838876307044
Position 430: 0.0007818253015358058
Position 3001: 0.0007412129790970845
Position 1409: 0.0007317909294615041
Position 2493: 0.0007290112491254311
Position 186: 0.0007213138665336493
Position 5875: 0.0006191037630636568
Position 1816: 0.0005958674163437248
Position 5526: 0.0005648760853204833
Position 2753: 0.0005609903209439708
Position 4836: 0.0005593636455150853
Position 6912: 0.0005575190104872004
Position 5147: 0.0005549426001893654
Position 6402: 0.0005382297932524891
Position 3940: 0.0005161241614815178
Position 2007: 0.0005016330180121592
Position 1124: 0.0004877560835529856
Position 3559: 0.0004844218112604474
Position 4913: 0.00047792513262274203
Position 3262: 0.0004443705770493587
Position 4841: 0.0004396421257717188
Position 2794: 0.0004223705229371951
Position 3505: 0.00040258667681723444
Position 1233: 0.000379894662628126
Position 5746: 0.00036378033802327454
Position 3417: 0.00034534219348708015
Position 7076: 0.00034240888751194826
Position 1612: 0.0003164080024955891
Position 3075: 0.0003027159502979374
Position 1019: 0.00029544584553493425
Position 3211: 0.000256003386260996
Position 115: 0.00023465081751646385
Position 6055: 0.00020443186331593413
Position 1129: 0.00019749090464336974
Position 4021: 0.00018902695647147374
Position 1849: 0.00017056388909199177
Position 475: 0.00015742965935792685
Position 4153: 0.00015543898402216476
Position 4388: 0.00015427115653671126
Position 5812: 0.00012510131259141737
Position 3988: 0.00012054951806916816
Position 1635: 0.00011966879278881004
Position 879: 0.00011871880073004456
Position 5643: 0.00011279072687617226
Position 207: 0.00010902135763325051
Position 374: 0.00010545352519205808
Position 5272: 0.00010138916312727688
Position 1794: 0.00010106165926621528
Position 462: 9.994260842969908e-05
Position 426: 9.77430841696326e-05
Position 6508: 9.499091367948076e-05
Position 4418: 9.19102518750066e-05
Position 6020: 8.997632790262291e-05
Position 6666: 7.814428969946502e-05
Position 6462: 7.584488641623475e-05
Position 5241: 7.498999049546144e-05
Position 6662: 7.066578131174156e-05
Position 7067: 6.88516411851938e-05
Position 798: 5.767458075150097e-05
Position 6498: 5.1489775925399176e-05
Position 5890: 5.1300280514009455e-05
Position 5968: 5.052234264509824e-05
Position 1274: 4.4855596770002525e-05
Position 4117: 4.4338040005028635e-05
Position 1373: 4.370409458338592e-05
Position 5206: 4.18366970842224e-05
Position 5108: 3.9678792500354697e-05
Position 6031: 3.6928810974080495e-05
Position 297: 3.180219261675837e-05
Position 436: 2.8222244190115992e-05
Position 4030: 2.6533424478403434e-05
Position 5157: 2.5617745350498615e-05
Position 5997: 2.4311854376980288e-05
Position 5296: 1.9226610694206818e-05
Position 5287: 1.857565336038482e-05
Position 5646: 1.798702985793474e-05
Position 6013: 1.4829638781480536e-05
Position 1453: 1.4019381078502752e-05
Position 5138: 1.3646153889572344e-05
Position 1176: 1.1730769164481899e-05
Position 5293: 1.1008554782961013e-05
Position 5824: 1.0072338022716257e-05
Position 203: 8.832538036295803e-06
Position 5531: 8.795862637946941e-06
Position 840: 8.2133934308082e-06
Position 313: 7.761544786462286e-06
Position 1501: 7.3265008626660025e-06
Position 5515: 6.517978572998449e-06
Position 5299: 5.851180060156066e-06
Position 5602: 4.954103373169583e-06
Position 1444: 4.787902080775125e-06
Position 1534: 4.735720805555346e-06
Position 1522: 4.627127188896863e-06
Position 1180: 3.9167532913720546e-06
Position 595: 3.6816992968065107e-06
Position 5785: 3.4781380908665483e-06
Position 517: 2.9499243148352658e-06
Position 5444: 2.913334378158651e-06
Position 668: 2.7506976916120516e-06
Position 5329: 2.1172664309857693e-06
Position 5977: 2.0049391651436586e-06
Position 5988: 1.8711706141040505e-06
Position 5124: 1.5754157383627365e-06
Position 5404: 1.2764889271245926e-06
Position 811: 8.750307586371627e-07
Position 5678: 6.745706812631205e-07
Position 5302: 5.967248876669512e-07
Position 5441: 5.664734711478041e-07
Position 521: 5.46181161216441e-07
Position 5498: 4.658080367611362e-07
Position 213: 4.122028508941841e-07
Position 5706: 2.240117152322682e-07
Position 5569: 2.1885298554918576e-07
Position 486: 2.0363863065404766e-07
Position 5119: 1.6144432352736958e-07
Position 5335: 1.3350580390346147e-07
Position 171: 1.0940870640837678e-07
Position 5680: 7.569264396101881e-08
Position 157: 6.591608496932295e-08
Position 5620: 4.489137987151838e-08
Position 715: 3.971721195790636e-08
Position 6199: 2.879469787190558e-08
Position 706: 2.6369946116848228e-08
Position 780: 1.853727625628368e-08
Position 498: 1.4830840841878839e-08
Position 530: 7.039054487845863e-09
Position 221: 1.964571932534381e-09
Position 216: 1.6332145352464264e-09
Position 5539: 5.297408936235748e-10
Position 5755: 3.7069280537331046e-10
Position 5689: 1.2450879799072792e-11
Position 62: 6.987341454967916e-12
Position 270: 3.782519453147824e-12
Position 408: 1.4703298924613516e-12
