Gene = Top2
Position 3111: 0.000310535811308994
Position 2919: 0.0002927035227633746
Position 1053: 0.00028974231935976065
Position 2560: 0.00028907374811694143
Position 2873: 0.00024408507434167217
Position 2665: 0.0002432684909665162
Position 2610: 0.00023171715483442736
Position 1713: 0.00021779888555074052
Position 51: 0.0002040134277864336
Position 2461: 0.00020117612512929827
Position 620: 0.00018974376101965385
Position 5748: 0.00018957997729725896
Position 5547: 0.000186838819936846
Position 1992: 0.00015582881364705915
Position 2192: 0.0001500538647233826
Position 2830: 0.00013392424216904556
Position 1926: 0.00012661156961189172
Position 450: 0.00012617839034921135
Position 267: 0.00011685498319703368
Position 758: 0.00011577859620338973
Position 2078: 0.00010544960827991756
Position 670: 9.84170113433157e-05
Position 2222: 9.688513744866477e-05
Position 2135: 9.583767230751964e-05
Position 1495: 8.155416027405904e-05
Position 2354: 8.008676261036191e-05
Position 603: 7.486577188370413e-05
Position 1757: 7.372868220727878e-05
Position 251: 6.619600881518671e-05
Position 696: 6.461920847304776e-05
Position 1309: 5.389440769523795e-05
Position 36: 5.31377903275226e-05
Position 5637: 5.300344883345983e-05
Position 5902: 5.020495501689312e-05
Position 1415: 4.984099064403007e-05
Position 26: 4.798882826687452e-05
Position 5914: 4.5674745656388695e-05
Position 1069: 4.508308712382725e-05
Position 850: 4.193741039318717e-05
Position 1044: 3.991269913254837e-05
Position 5075: 3.593636263138599e-05
Position 187: 3.564159817581921e-05
Position 284: 3.118009657343117e-05
Position 3999: 3.0967863356159584e-05
Position 2091: 3.0206039537557925e-05
Position 5555: 2.9554002098307153e-05
Position 2248: 2.771426816398406e-05
Position 677: 2.759732009176564e-05
Position 22: 2.7182620055630577e-05
Position 1012: 2.702675039817634e-05
Position 705: 2.6498628731901997e-05
Position 712: 2.4941769905694892e-05
Position 3288: 2.405266652632043e-05
Position 2189: 2.293719344937215e-05
Position 801: 1.5779059480986176e-05
Position 70: 1.5058587538658212e-05
Position 2069: 1.4328893667370414e-05
Position 519: 1.2974801357010702e-05
Position 580: 1.2921692042263593e-05
Position 1910: 1.2879773001454853e-05
Position 3926: 9.491874436305001e-06
Position 1879: 8.75072017183195e-06
Position 135: 8.365603689433025e-06
Position 1033: 8.166429358131095e-06
Position 3088: 7.925646374490645e-06
Position 1304: 7.659093509514765e-06
Position 80: 7.402685972356241e-06
Position 476: 5.524362034117283e-06
Position 1808: 5.520973636296135e-06
Position 2999: 4.324390124708001e-06
Position 633: 4.138232792860526e-06
Position 344: 4.053451696232904e-06
Position 2172: 3.887498942136113e-06
Position 152: 3.808340572633507e-06
Position 2518: 3.4683820771744225e-06
Position 2262: 3.3346769701252327e-06
Position 2482: 3.082406737673431e-06
Position 1682: 2.8916419161457824e-06
Position 46: 2.76197393555486e-06
Position 279: 2.7503885247178382e-06
Position 86: 2.7323041339376766e-06
Position 419: 2.729387932696553e-06
Position 2264: 2.5463450153081053e-06
Position 1526: 2.417829189111968e-06
Position 55: 2.2541068900050097e-06
Position 349: 2.2535153714246554e-06
Position 29: 2.1168503682203797e-06
Position 39: 2.06474214084954e-06
Position 432: 1.7075295699272994e-06
Position 171: 1.599072198328981e-06
Position 2360: 9.481197667300818e-07
Position 2140: 9.311875131160074e-07
Position 19: 8.998130851427067e-07
Position 1575: 7.191304594248605e-07
Position 119: 6.958105747782603e-07
Position 110: 6.089731958288283e-07
Position 1243: 5.097081197083532e-07
Position 125: 4.343905977418378e-07
Position 5604: 3.1747838810723287e-07
Position 1379: 2.9030725646783817e-07
Position 302: 1.7773304174293017e-07
Position 4449: 1.7612526495250875e-07
Position 2492: 1.4395612042407902e-07
Position 2310: 1.3147860395603529e-07
Position 190: 1.2501315622171163e-07
Position 4135: 1.2465799967587252e-07
Position 2445: 9.581676413716392e-08
Position 150: 9.178438319349149e-08
Position 796: 7.830007358184998e-08
Position 5459: 7.597019019793238e-08
Position 3441: 7.201405300689155e-08
Position 3755: 6.23328766002674e-08
Position 3197: 4.939724518364016e-08
Position 2443: 4.708790676683344e-08
Position 2180: 3.847030656599125e-08
Position 1591: 1.7800425863546335e-08
Position 1893: 1.5943693922165926e-08
Position 1493: 6.173196131302998e-09
Position 1499: 5.643827146663934e-09
Position 464: 5.114523080033051e-09
Position 3145: 3.721480282860204e-09
Position 3422: 3.1136591313005453e-09
Position 138: 2.257122179879024e-09
Position 2144: 4.549724652329638e-10
Position 1255: 1.0356994893202959e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5428: 0.9982929869830979
Position 1819: 0.9731875885630337
Position 2309: 0.9731358168481986
Position 1174: 0.7851791092855256
Position 4031: 0.5307835415748372
Position 756: 0.3704384008054482
Position 3754: 0.33405913588784375
Position 1427: 0.2587390324014999
Position 4762: 0.09382241599779087
Position 1180: 0.08074745996051287
Position 696: 0.07681346736227651
Position 1674: 0.05396281270838478
Position 3417: 0.051832188474335184
Position 4214: 0.04307353977379549
Position 5771: 0.0406527269309357
Position 5944: 0.035679275117757855
Position 4179: 0.03552982490293149
Position 2398: 0.02751731516950671
Position 5753: 0.025920944470698114
Position 1240: 0.02196018988275436
Position 516: 0.018093814951186615
Position 4334: 0.017215702205603135
Position 1006: 0.015730346653586257
Position 2803: 0.015293732513186406
Position 2888: 0.011092819870432934
Position 1789: 0.010658428801712068
Position 3472: 0.008881912283398838
Position 2156: 0.008094221443026602
Position 2830: 0.007352007693633787
Position 5975: 0.007329754657659413
Position 4270: 0.007259397192158376
Position 435: 0.0068312210833927235
Position 476: 0.00567316092839319
Position 2032: 0.005351978442235049
Position 3235: 0.005274776200631088
Position 4733: 0.005253979480229787
Position 1465: 0.005082076256318998
Position 4537: 0.0048309610925371844
Position 4447: 0.004719892368681116
Position 1825: 0.004696465255468753
Position 1863: 0.004693485816439205
Position 1615: 0.0038548404009349194
Position 1396: 0.003323392273689771
Position 491: 0.0031137232293337075
Position 1808: 0.0028482890204108214
Position 3356: 0.0025740932206675133
Position 2065: 0.0025584077252299928
Position 4140: 0.0025407920256262403
Position 5990: 0.0024017282002592555
Position 2335: 0.002366772239098976
Position 3184: 0.0023418145504326
Position 2428: 0.0023298573042983173
Position 563: 0.0023131579379066097
Position 287: 0.0021979457946384017
Position 1072: 0.0020746605719604893
Position 1612: 0.0018475528469209504
Position 138: 0.0016518211590790806
Position 1618: 0.0016232112651053102
Position 333: 0.001502484184501418
Position 1186: 0.0014422214745797289
Position 1069: 0.0014196532331452072
Position 2117: 0.0013390399253614801
Position 4288: 0.001307588445148663
Position 1033: 0.001251931512777053
Position 3004: 0.0012323701192921191
Position 2873: 0.0011855889550977524
Position 2827: 0.0011683320737886557
Position 858: 0.0011339863043597484
Position 3136: 0.001114243620047948
Position 1438: 0.0010377708377519667
Position 3562: 0.0010081312866520023
Position 5474: 0.0008854818064359031
Position 1543: 0.0007527949019221225
Position 1483: 0.000743154845545514
Position 3100: 0.0006225598368175595
Position 419: 0.0006117545017893796
Position 3155: 0.0006048734002957095
Position 5797: 0.0005805432063256647
Position 1191: 0.0005523861928163346
Position 2954: 0.0005232782408908372
Position 861: 0.0005051376067559606
Position 5785: 0.0005034998674804861
Position 1200: 0.00043284835157549815
Position 3232: 0.000369015402767848
Position 1222: 0.000344363431271744
Position 3133: 0.0003419689896570267
Position 5995: 0.00033661443489438976
Position 3109: 0.000325846156556822
Position 503: 0.00022091034001623394
Position 1252: 0.0002058007139223196
Position 1546: 0.00019932323075516774
Position 1632: 0.00019879620964523192
Position 4038: 0.00019738065015322866
Position 826: 0.00019646426837744265
Position 2008: 0.00018585569495789886
Position 3311: 0.00016863510781722768
Position 6057: 0.0001670749143819321
Position 1540: 0.00016680370602813166
Position 2899: 0.00016549379481169637
Position 1197: 0.0001601065531522706
Position 2375: 0.00015890888743189723
Position 2167: 0.0001558229107451002
Position 2069: 0.0001451172745363473
Position 5782: 0.00014456249596452204
Position 3586: 0.0001351963471100784
Position 1904: 0.000132765076703449
Position 1047: 0.00012835516568410283
Position 1879: 0.00010809314017412153
Position 1369: 9.697762682588802e-05
Position 1549: 8.402621523024701e-05
Position 3331: 8.268528703219091e-05
Position 740: 7.919089070270133e-05
Position 384: 7.229341203428335e-05
Position 5803: 7.100716928909207e-05
Position 1516: 6.78148960984081e-05
Position 1435: 6.742192816073015e-05
Position 640: 5.6348405174075094e-05
Position 2461: 5.103806562764639e-05
Position 5437: 5.0423081322449664e-05
Position 6061: 4.312126169164083e-05
Position 1363: 4.1567756886663645e-05
Position 125: 3.925940586575536e-05
Position 392: 3.910239225473427e-05
Position 92: 3.803026206792348e-05
Position 5609: 3.4960996056602044e-05
Position 1249: 3.0785197211326314e-05
Position 5494: 2.761020434075529e-05
Position 2134: 2.693523060886314e-05
Position 2212: 2.6833081775636446e-05
Position 98: 2.574989678661176e-05
Position 2404: 2.499335908933243e-05
Position 1723: 2.3985647723218084e-05
Position 5992: 2.147269502317182e-05
Position 670: 2.0220184568851603e-05
Position 1123: 1.9724429861953165e-05
Position 618: 1.8226622922857805e-05
Position 1044: 1.776998038739833e-05
Position 169: 1.52660945340638e-05
Position 5583: 1.433649340527964e-05
Position 1885: 1.419844705013057e-05
Position 5602: 1.2972373773262626e-05
Position 1255: 1.2866445175579394e-05
Position 1957: 1.1561897697390811e-05
Position 1366: 1.1428019996544776e-05
Position 913: 1.055850528719038e-05
Position 2407: 1.011466137282758e-05
Position 1762: 9.91553347877568e-06
Position 2195: 9.069765245165855e-06
Position 102: 8.152837313482976e-06
Position 453: 5.90971289437298e-06
Position 66: 5.310518247499144e-06
Position 2443: 5.301356033429272e-06
Position 1079: 4.716108300910478e-06
Position 2209: 4.184173855686865e-06
Position 295: 3.1609967082487573e-06
Position 2893: 3.057618218248328e-06
Position 86: 2.5926473178580507e-06
Position 2545: 1.591990577566391e-06
Position 645: 1.4390035576016498e-06
Position 105: 1.3994714328905489e-06
Position 867: 1.3896387274146205e-06
Position 2587: 1.0075584929601562e-06
Position 2917: 9.270569580895378e-07
Position 578: 9.085191037840514e-07
Position 2482: 8.183606828278841e-07
Position 1210: 8.0313223883243e-07
Position 70: 7.151428810186297e-07
Position 200: 6.081183120717242e-07
Position 442: 4.705198392304427e-07
Position 2727: 3.674893463728781e-07
Position 239: 2.2957226457248203e-07
Position 2518: 1.9668392144283758e-07
Position 2326: 7.140125242184961e-08
Position 592: 5.4654695034467346e-08
Position 870: 5.06282933751831e-08
Position 2524: 2.7135762459154018e-08
Position 270: 1.9331009126540508e-08
Position 648: 1.6884947753908403e-08
Position 2617: 5.814154810666823e-09
Position 204: 4.796352821798337e-09
Position 75: 4.784527885597859e-09
Position 1098: 3.7323226730477e-09
Position 171: 1.8877322707745943e-09
Position 247: 2.818930397197307e-10
Position 244: 2.795900932912859e-10
Position 297: 1.3568133191454177e-11
Position 209: 1.62649310505925e-12
Position 251: 4.0623715648775704e-13
