Gene = PAPLA1
Position 2351: 0.0002518188372930573
Position 2863: 0.00023705886886312048
Position 2310: 0.00023400936503073635
Position 6772: 0.00023307764587647957
Position 2973: 0.0002316597642258693
Position 670: 0.0002309801102035893
Position 3002: 0.00022906400988920947
Position 5603: 0.00021900556864682614
Position 1716: 0.0002040027312169113
Position 1817: 0.00019471361899741843
Position 6856: 0.00018774084943690584
Position 1680: 0.00016960493137108912
Position 340: 0.00016265196473112467
Position 14471: 0.0001436865524899209
Position 216: 0.00013657071805757155
Position 13676: 0.00012651819642303127
Position 608: 0.00012643272490799574
Position 1210: 0.00012274560841008523
Position 1031: 0.00010790597615965032
Position 13223: 0.00010024424784207405
Position 3161: 8.754658916705704e-05
Position 6936: 8.568440621636368e-05
Position 503: 8.464506301756484e-05
Position 334: 8.333508667363999e-05
Position 1193: 6.914582687536885e-05
Position 1055: 6.827606839592326e-05
Position 2559: 6.068967227978935e-05
Position 5337: 5.8127883911906126e-05
Position 5606: 5.704841657888493e-05
Position 13207: 4.166825103308384e-05
Position 710: 3.5022401149381865e-05
Position 2457: 3.2082885744268474e-05
Position 1959: 2.9744186462332945e-05
Position 1040: 2.6796688909590174e-05
Position 885: 2.627728263719582e-05
Position 1171: 2.310246442518425e-05
Position 2076: 2.307427544016107e-05
Position 512: 2.0419268027727317e-05
Position 2291: 1.936816056507807e-05
Position 1343: 1.5311503333933272e-05
Position 1782: 9.313335377495536e-06
Position 1141: 8.440045354495362e-06
Position 1666: 6.87505636546409e-06
Position 1531: 6.618012637749329e-06
Position 597: 6.452429867460689e-06
Position 1371: 5.727772277732931e-06
Position 291: 5.5095871203368265e-06
Position 2649: 4.2190912090182465e-06
Position 383: 3.8254570660464495e-06
Position 2658: 3.093590420910717e-06
Position 1703: 2.480110619236995e-06
Position 9907: 2.127470140124626e-06
Position 2592: 1.6007795441400058e-06
Position 66: 1.4558482519973973e-06
Position 350: 1.3791251877160904e-06
Position 2325: 1.3779106715021273e-06
Position 1804: 1.3671716565478843e-06
Position 8273: 1.0990299827070634e-06
Position 9273: 1.0779076577955774e-06
Position 1502: 8.584020299016786e-07
Position 10467: 8.369623182463975e-07
Position 1897: 7.561052300263564e-07
Position 2279: 7.113407652546749e-07
Position 2261: 6.812434995227509e-07
Position 1877: 6.709012197281785e-07
Position 1930: 5.826118621140926e-07
Position 1713: 5.46202264704971e-07
Position 9966: 4.957420086467707e-07
Position 1787: 4.925237839791749e-07
Position 9100: 3.917534970926474e-07
Position 9293: 2.6893557605049636e-07
Position 2116: 6.301926098332924e-08
Position 8362: 6.267483699423135e-08
Position 312: 4.4171947886150245e-08
Position 7596: 3.398151301657863e-08
Position 7230: 2.28423448210712e-08
Position 47: 1.694598754686737e-08
Position 1614: 1.3529488430029634e-08
Position 5216: 1.3132385670800927e-08
Position 2481: 1.1327938844866504e-08
Position 1595: 4.7222244881603195e-09
Position 5231: 4.372293812840302e-09
Position 4730: 8.582933160741866e-10
Position 4799: 5.210706521316054e-10
Position 424: 5.068937678408192e-10
Position 458: 3.542873271476484e-12
