Gene = amd
Position 2474: 5.439734537127594e-05
Position 201: 4.442781418480528e-05
Position 1809: 4.420427670253984e-05
Position 1657: 3.990737954879873e-05
Position 3656: 3.834014777218369e-05
Position 3630: 3.264658411933545e-05
Position 1204: 2.8485335289973072e-05
Position 9: 2.5306966655791587e-05
Position 783: 2.399027429023633e-05
Position 829: 1.3805159486858045e-05
Position 2033: 1.3396791250685515e-05
Position 2896: 1.3042946893417724e-05
Position 2002: 1.0112428506239495e-05
Position 475: 8.55449246490831e-06
Position 136: 8.34422417932128e-06
Position 581: 5.987916317538039e-06
Position 161: 4.207460000828456e-06
Position 1478: 4.11373196337754e-06
Position 764: 4.008884887938618e-06
Position 1075: 2.6101588409729374e-06
Position 854: 2.4647992746229027e-06
Position 947: 1.952849261609513e-06
Position 1073: 9.188982729820408e-07
Position 131: 9.062155290674862e-07
Position 913: 8.78968652106033e-07
Position 903: 8.373351601498812e-07
Position 575: 7.792995410761139e-07
Position 429: 7.298579234981711e-07
Position 242: 5.643030325080941e-07
Position 1037: 4.250151385908473e-07
Position 707: 2.6245380788099507e-07
Position 628: 2.3481893823299726e-07
Position 2784: 2.0337032738400633e-07
Position 244: 1.9196311711421655e-07
Position 665: 1.4948008602310627e-07
Position 420: 1.409158540916922e-07
Position 718: 1.1457517822730721e-07
Position 289: 1.1185535938039098e-07
Position 1307: 7.693758365270749e-08
Position 1419: 6.347755049442367e-08
Position 1489: 6.315399323521951e-08
Position 595: 4.6842018661550145e-08
Position 3033: 3.4474673446477705e-08
Position 3525: 2.2140765586470314e-08
Position 262: 3.859071298565751e-09
Position 630: 2.5794047965040313e-11
Position 720: 1.1725079669018738e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2639: 0.9949308731197052
Position 257: 0.989150471232626
Position 1608: 0.3239208780376811
Position 1282: 0.15405294351032114
Position 911: 0.04689762880915905
Position 3719: 0.02801652348741322
Position 3408: 0.020112021933291403
Position 639: 0.017536007911203126
Position 1140: 0.012511238082709054
Position 866: 0.011471847382139005
Position 1798: 0.01127194488100749
Position 1468: 0.009758215885568003
Position 718: 0.007010165728440121
Position 1979: 0.005131702587992179
Position 3567: 0.004777912229808155
Position 1842: 0.0036917300135046634
Position 1061: 0.003667087801704923
Position 773: 0.0035893037165375635
Position 2410: 0.002956270523593571
Position 1692: 0.002797127807817938
Position 752: 0.0027914542361815115
Position 3749: 0.0024362323796223153
Position 2094: 0.002193961299431137
Position 984: 0.001959242414013178
Position 3590: 0.0018898300391283623
Position 1523: 0.0016976193565690575
Position 1629: 0.0015357427077616222
Position 837: 0.001494634503619652
Position 3620: 0.00139049723960389
Position 300: 0.001205526666446591
Position 2915: 0.0011983392598884208
Position 660: 0.0011871681105431724
Position 112: 0.001066682158070246
Position 1047: 0.0010590436444013686
Position 1024: 0.0009161203299515181
Position 2435: 0.0007292577942124867
Position 1818: 0.000706895522515587
Position 3494: 0.0006912761123463709
Position 1612: 0.0006709652862266151
Position 3233: 0.000660628448364289
Position 852: 0.0006301653828219126
Position 1163: 0.0006232607116862059
Position 2977: 0.0006180257479796324
Position 3485: 0.000579945605650016
Position 324: 0.0005507213655914505
Position 839: 0.0005179309993816482
Position 1312: 0.0005060937174382346
Position 81: 0.00048202363077831537
Position 3943: 0.0004073180520958359
Position 1033: 0.0003802071628197815
Position 2062: 0.0003353989640790968
Position 2647: 0.00031872488352970577
Position 2661: 0.0003045915648344197
Position 1898: 0.00030351421571306965
Position 272: 0.00028141673026409295
Position 1879: 0.00027978479484929217
Position 2028: 0.0002361246419818698
Position 2568: 0.00022687665577660293
Position 3119: 0.0001658119140897552
Position 3812: 0.00016463660005885746
Position 1539: 0.00015776252251841388
Position 3617: 0.0001565146398110938
Position 998: 0.00015255750431738245
Position 1428: 0.00015055831941939351
Position 3191: 0.0001461295712264446
Position 3464: 0.00014162943066302734
Position 1346: 0.0001406069824642429
Position 1704: 0.00012843500634884141
Position 3722: 0.00011574407379471415
Position 601: 0.00011121513653475659
Position 2827: 0.00010606929665335483
Position 1186: 9.946573007107227e-05
Position 3635: 9.248256248419552e-05
Position 1858: 8.780396302914956e-05
Position 1391: 8.002543802835973e-05
Position 1571: 6.767634559247142e-05
Position 3912: 6.424963108265365e-05
Position 312: 5.7319666133515384e-05
Position 3274: 5.716244566368164e-05
Position 533: 5.4765545252431965e-05
Position 1120: 5.419457107818273e-05
Position 1809: 4.047303822804423e-05
Position 2157: 3.6195014398637733e-05
Position 3326: 3.552517305676516e-05
Position 1548: 3.444493725856988e-05
Position 3287: 2.431311201316301e-05
Position 1952: 2.371767350084867e-05
Position 3885: 2.0928599847170724e-05
Position 2796: 1.825389740181195e-05
Position 309: 1.6886118036332777e-05
Position 2041: 1.6265649060034225e-05
Position 3506: 1.4273392671166035e-05
Position 1646: 1.3612779619746256e-05
Position 1560: 1.2679631932571568e-05
Position 1073: 8.285315782470495e-06
Position 530: 7.951738633248712e-06
Position 2287: 6.891330727161829e-06
Position 665: 5.108639361004672e-06
Position 2511: 5.1055233995073875e-06
Position 613: 3.909520181013651e-06
Position 854: 3.364316180599586e-06
Position 1198: 3.003007470133433e-06
Position 1327: 2.572103633439909e-06
Position 1170: 2.1889617238958647e-06
Position 913: 1.4805805075047687e-06
Position 131: 4.1716512152032054e-07
Position 351: 4.0694218538568655e-07
Position 3298: 1.3458852918911893e-07
Position 1912: 6.500949842149593e-08
Position 1364: 5.586876032525165e-08
Position 488: 4.370644464818474e-08
Position 1552: 3.7482783686405774e-08
Position 497: 2.154806889897619e-08
Position 868: 1.901184171150127e-08
Position 161: 1.8664456773122206e-08
Position 360: 1.7374750528823323e-08
Position 194: 7.410384059822087e-09
Position 342: 2.520285092595869e-09
Position 321: 1.9748676064865414e-09
Position 181: 7.605720268581075e-10
Position 453: 5.1607228716816804e-11
Position 224: 3.7252169579230825e-11
Position 52: 3.847141775997578e-12
Position 196: 6.295079519025551e-13
Position 475: 9.106715283097385e-14
