Gene = Bdp1
Position 767: 1.9663011060984474e-06
Position 15: 1.944976153884147e-06
Position 1686: 1.4393560802726763e-06
Position 2270: 7.498991437819614e-07
Position 1762: 3.81975310073441e-07
Position 189: 7.986855177482443e-08
Position 228: 2.0603392350362768e-09
Position 1646: 9.579284281270617e-10
Position 1920: 8.832980107767166e-10
Position 1841: 8.904750612768714e-11
Position 495: 8.18267269829208e-11
Position 1691: 3.7289717126429856e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1253: 0.9675724995847832
Position 1636: 0.9586808591556472
Position 1468: 0.1524608130905269
Position 960: 0.07287168264833661
Position 1651: 0.026386689807015376
Position 879: 0.023856804055981746
Position 2129: 0.019591175863765888
Position 1483: 0.015605224803986725
Position 1654: 0.006208075214503962
Position 731: 0.005408390731451435
Position 1068: 0.004981498579530107
Position 2426: 0.004516391072097532
Position 2453: 0.004132617890028535
Position 1060: 0.003874027792933725
Position 1012: 0.003137854800667763
Position 118: 0.003074924752725839
Position 471: 0.0029558436708697912
Position 2255: 0.001852064868050963
Position 2135: 0.0015786407360905846
Position 2442: 0.0013889663731548494
Position 784: 0.001263000972469416
Position 906: 0.0011138012735950383
Position 894: 0.0011080856348446525
Position 936: 0.0009740268389517033
Position 2081: 0.0009729715796709317
Position 503: 0.0009716815039410148
Position 1329: 0.0009156920140825275
Position 1920: 0.000825980040643415
Position 2052: 0.0006992488690792914
Position 1282: 0.0005335155747057323
Position 1438: 0.0005225079363886399
Position 1997: 0.0004940779903810146
Position 609: 0.0004689065344939618
Position 1074: 0.0004358891294271741
Position 1888: 0.0003948105431225309
Position 2098: 0.0003835234068274086
Position 2102: 0.0003174954234110293
Position 675: 0.00031589021641615663
Position 1451: 0.0003157651877181733
Position 1847: 0.00024561429028745993
Position 1646: 0.0001999593800794191
Position 678: 0.00017431324258829998
Position 2374: 0.0001631080264111801
Position 1841: 0.0001438353390970159
Position 474: 0.00014257814743887077
Position 787: 0.00014238226367491624
Position 2411: 0.00013997677573119314
Position 2061: 0.00011610730834414121
Position 2083: 9.497873794253127e-05
Position 1752: 8.496092349627367e-05
Position 681: 8.366502033638479e-05
Position 1885: 7.606728916847107e-05
Position 507: 7.217049259253818e-05
Position 1671: 6.679016350511388e-05
Position 2257: 6.587524996880312e-05
Position 1708: 6.163257175370645e-05
Position 1035: 6.140124200628702e-05
Position 1039: 5.777030161238603e-05
Position 1834: 4.381565244680288e-05
Position 390: 3.628313898276397e-05
Position 552: 2.9959442381666742e-05
Position 1492: 2.945447997628986e-05
Position 1948: 2.7424943063937005e-05
Position 2222: 2.6662194859704954e-05
Position 1256: 2.2803630158269185e-05
Position 1092: 2.1631871715793198e-05
Position 1726: 1.8757472312777705e-05
Position 1336: 1.7514532743228688e-05
Position 837: 1.6318445889877916e-05
Position 1206: 1.4859975623193795e-05
Position 1119: 1.405342756077659e-05
Position 2339: 1.311919444060274e-05
Position 1860: 1.262997659155826e-05
Position 563: 1.0501579082424729e-05
Position 587: 1.0333899376664605e-05
Position 978: 1.008936188591187e-05
Position 1016: 9.246550401391753e-06
Position 2413: 8.544992346772737e-06
Position 1417: 8.374682100168631e-06
Position 459: 7.414966299154223e-06
Position 1402: 6.715218922707913e-06
Position 1309: 4.755284885722938e-06
Position 254: 4.6016877825396196e-06
Position 1137: 3.6372230934805518e-06
Position 1659: 3.2165304518475946e-06
Position 2212: 2.7964217788873e-06
Position 2008: 2.792778905271477e-06
Position 1813: 2.7552690515384484e-06
Position 1486: 2.3647514423870755e-06
Position 1222: 1.8617708357593226e-06
Position 2380: 8.540056426746604e-07
Position 2378: 7.534608094971638e-07
Position 246: 6.007415812548504e-07
Position 522: 3.141046091121047e-07
Position 63: 2.413301336064538e-07
Position 597: 1.1653337531050622e-07
Position 647: 5.570689213967581e-08
Position 1663: 3.2846380712580136e-08
Position 791: 3.038940339172566e-08
Position 163: 3.024796894351686e-08
Position 401: 2.720225546875852e-08
Position 367: 1.5347593959690522e-08
Position 1597: 7.051579010797683e-09
Position 213: 6.222046978586963e-09
Position 166: 6.211985001360225e-09
Position 414: 5.561249216068074e-09
Position 204: 5.341811279479706e-09
Position 185: 5.017687883620554e-09
Position 1735: 4.437528258806588e-09
Position 444: 4.130863840849155e-09
Position 616: 2.2157989266346783e-09
Position 181: 1.9811417346807416e-10
Position 369: 1.4397716769363094e-10
Position 514: 1.2635588356350803e-10
Position 258: 1.1189468764329255e-10
Position 1768: 9.938842155083741e-11
Position 279: 9.565433615419797e-11
Position 172: 3.167702404802382e-11
Position 288: 2.8749428573370488e-11
Position 282: 1.1891148120230385e-11
Position 294: 3.754967668974727e-12
Position 291: 2.185759068946231e-12
Position 316: 1.821636200697266e-12
Position 297: 5.677707911363183e-13
Position 261: 2.4226705931044675e-13
Position 318: 6.112318012447549e-14
Position 324: 4.718767463823458e-14
Position 421: 1.7165873778258595e-14
Position 155: 9.561317748836653e-15
Position 174: 4.7710258531910785e-15
Position 313: 3.6067615217008e-15
