Gene = Bsg
Position 31133: 0.01631254513794353
Position 481: 0.01492176602188223
Position 29476: 0.014004147892300539
Position 26138: 0.012818154649229892
Position 29542: 0.010774870362340384
Position 32349: 0.010635165578558849
Position 31962: 0.010360805242073307
Position 1323: 0.009981750608913686
Position 24727: 0.0068237192219542
Position 32137: 0.006674278198563896
Position 29991: 0.006506215008843026
Position 31677: 0.0062091968118957305
Position 28095: 0.005865838254334111
Position 24671: 0.00567855829754221
Position 1525: 0.005557209480662076
Position 543: 0.005273418886647329
Position 30886: 0.005221988960270476
Position 33056: 0.004939318270313373
Position 32481: 0.004507106405246175
Position 30567: 0.004427128798315871
Position 654: 0.004287043641896794
Position 31082: 0.004170964805472407
Position 32978: 0.003893185205097905
Position 31043: 0.003539092893940656
Position 27060: 0.0035083813698169254
Position 31334: 0.0034476554233023407
Position 30722: 0.0033992061564403764
Position 31105: 0.003237869440180715
Position 32429: 0.00319520840895219
Position 30916: 0.0031800998835151252
Position 30491: 0.0030856614462292367
Position 29456: 0.0024497007851940616
Position 31932: 0.002242918048306558
Position 28950: 0.0021500299782899685
Position 24196: 0.0021279791312974
Position 31376: 0.002057627487419723
Position 30929: 0.0020109699220280937
Position 29276: 0.0018682215887859438
Position 31163: 0.001820018853551452
Position 29994: 0.001797537641813561
Position 27742: 0.0017919811084562312
Position 29151: 0.0017030522342340094
Position 28684: 0.0015626349428751291
Position 23923: 0.0013898851697383336
Position 630: 0.0012342095845738984
Position 24075: 0.0012001039712245907
Position 31773: 0.0011169018883748377
Position 29621: 0.0010374230838583805
Position 29639: 0.000979642129385822
Position 30122: 0.0009643020119030862
Position 1230: 0.0009616345832168891
Position 29932: 0.0008914033008735921
Position 29362: 0.0008515646936001241
Position 31311: 0.0007700237074478962
Position 28032: 0.0006483480364492944
Position 28497: 0.0005807038094894154
Position 24651: 0.0005540536225717083
Position 29676: 0.0005500450370592377
Position 26226: 0.0005487517183363224
Position 22807: 0.0005441933573801771
Position 27987: 0.00046978694871583184
Position 29096: 0.00040194989545344335
Position 27590: 0.0003665607868413527
Position 30425: 0.00034820010007165556
Position 24611: 0.00031994936694697734
Position 28855: 0.0003184398872935049
Position 30626: 0.0003120066050068171
Position 24627: 0.0003043364942910911
Position 26416: 0.0002542359539827852
Position 27770: 0.0002541439133588349
Position 775: 0.0002469960967035407
Position 28463: 0.0002233202997640548
Position 494: 0.00021154619365538005
Position 26706: 0.00018920506364461897
Position 25876: 0.0001831209734081593
Position 26102: 0.00018071840518506512
Position 27708: 0.00017047944283567342
Position 1527: 0.00015509148467271981
Position 24686: 0.00015220427147087987
Position 24630: 0.00014823678538730963
Position 29919: 0.00013774567901618198
Position 24204: 0.00013541300931468742
Position 27711: 0.00013074207932620805
Position 28719: 0.00011956119950630037
Position 29040: 0.00011824097452524318
Position 554: 0.00011479012725915237
Position 25643: 0.00011023023622408926
Position 28275: 0.00010824369461378789
Position 27517: 0.0001070093236228958
Position 313: 9.977842648389809e-05
Position 24183: 9.628942607875508e-05
Position 29069: 8.71833889216152e-05
Position 28029: 7.729398842433092e-05
Position 1422: 7.70392383979183e-05
Position 27218: 7.490048374111598e-05
Position 28245: 7.179409474326084e-05
Position 24410: 7.088062137116048e-05
Position 26395: 7.068809270413966e-05
Position 847: 6.736487632784793e-05
Position 26268: 6.518610318129975e-05
Position 27476: 6.197837067621234e-05
Position 25787: 5.974191879257548e-05
Position 25742: 5.964476125553326e-05
Position 28751: 5.7504425770287317e-05
Position 26668: 5.3900321954041236e-05
Position 27776: 4.8588471259131005e-05
Position 27671: 4.7920268017756645e-05
Position 27616: 4.199999496197149e-05
Position 26740: 3.206630574987221e-05
Position 24371: 3.0681706123377766e-05
Position 27746: 2.8525021759702288e-05
Position 24284: 2.545069532826856e-05
Position 28481: 2.3863500308408256e-05
Position 24968: 1.8998214973579306e-05
Position 26051: 1.6840016301529745e-05
Position 25473: 1.6676272586952617e-05
Position 24680: 1.665681357200912e-05
Position 27763: 1.6408438007731416e-05
Position 25504: 1.589701524244497e-05
Position 25716: 1.4758044142570982e-05
Position 27787: 1.1456124609143621e-05
Position 25402: 9.766987943409356e-06
Position 27251: 9.56256433640998e-06
Position 24839: 8.97989275681366e-06
Position 24017: 8.351243989657463e-06
Position 25671: 7.799565725416273e-06
Position 26193: 6.515737889984635e-06
Position 27535: 5.626418214710176e-06
Position 24822: 5.589205410473097e-06
Position 26870: 5.5830881630527205e-06
Position 25435: 5.370139246637869e-06
Position 27031: 3.6557912285955046e-06
Position 26291: 3.296819962694109e-06
Position 25624: 2.9017734273883754e-06
Position 25941: 2.413087276163908e-06
Position 25180: 2.247548837366778e-06
Position 25674: 1.6548938369160266e-06
Position 25744: 1.5635610113928531e-06
Position 24940: 1.1643389180227356e-06
Position 25013: 2.5612804355742365e-07
Position 25019: 2.463932811544578e-07
Position 24772: 2.3528006856031167e-07
Position 24701: 2.0147837524709143e-07
Position 25583: 9.253483108906448e-08
Position 28098: 8.694331198641115e-08
Position 28051: 7.000844259338683e-08
Position 24407: 5.4183209423427396e-08
Position 25523: 5.364596297015266e-08
Position 24696: 2.5892246796479612e-08
Position 24750: 2.1997903510325593e-08
Position 25238: 1.6720042678018538e-08
Position 25230: 1.614788942440956e-08
Position 25085: 6.6014306827885526e-09
Position 24456: 4.1018793450479754e-09
Position 25184: 5.962681524877818e-10
Position 25091: 1.8673657860828295e-10
Position 24747: 4.8453741460940987e-11
Position 24917: 4.271889443156939e-11
Position 1671: 2.8537727572079583e-19
Position 461: 4.793320268067711e-23
Position 1097: 4.51672021300826e-23
Position 1077: 4.055570133986317e-23
Position 1481: 3.7829250205621106e-23
Position 1457: 3.380554517574192e-23
Position 911: 3.300429197991522e-23
Position 139: 1.8246232147560944e-23
Position 1255: 1.6141499937971722e-23
Position 805: 1.4955789655125244e-23
Position 316: 1.1928231757566531e-23
Position 663: 1.0872792146419206e-23
Position 1119: 7.739787299865369e-24
Position 145: 4.585932378341161e-24
