Gene = Charon
Position 722: 2.457789937913835e-06
Position 586: 1.908832502339187e-06
Position 165: 1.6844135392850565e-06
Position 1666: 1.6409231381044249e-06
Position 695: 1.4474025479532417e-06
Position 191: 1.3907761177660284e-06
Position 282: 1.277097344753677e-06
Position 194: 1.2391675620591703e-06
Position 332: 1.1509105201966644e-06
Position 74: 1.113889894475082e-06
Position 1084: 1.0251312734041444e-06
Position 1116: 8.925226040318907e-07
Position 1805: 8.765862555445268e-07
Position 833: 8.489944773533327e-07
Position 1315: 7.052061437872246e-07
Position 1366: 6.786463145556488e-07
Position 767: 5.619363806172315e-07
Position 737: 5.238559637870385e-07
Position 725: 4.467760053479338e-07
Position 1906: 3.7440078206429975e-07
Position 731: 3.315553296406056e-07
Position 1531: 2.752981812476217e-07
Position 483: 2.730369822003095e-07
Position 1675: 1.8083275778653455e-07
Position 1062: 1.732739256563254e-07
Position 826: 1.5924495016894834e-07
Position 1814: 1.5150265968036348e-07
Position 1273: 1.4396740313129936e-07
Position 1621: 1.32078454413509e-07
Position 1023: 1.2451115167695613e-07
Position 772: 1.0677469732321738e-07
Position 162: 8.58200287289646e-08
Position 1968: 6.767752507728521e-08
Position 1081: 5.806235563413135e-08
Position 103: 5.644563057908434e-08
Position 1811: 4.212716733877925e-08
Position 1774: 4.2126580239650247e-08
Position 1417: 4.154836449694939e-08
Position 353: 3.846326059036387e-08
Position 1985: 2.4342633735360498e-08
Position 812: 2.3568458258949424e-08
Position 1794: 2.003132075297754e-08
Position 1766: 1.4905715418226974e-08
Position 49: 1.4781241267608894e-08
Position 809: 1.3597292964800515e-08
Position 1996: 5.7951709555005325e-09
Position 156: 1.6146752348270073e-11
Position 425: 1.0311572844747845e-11
