Gene = barc
Sorted 3' Splice Sites (High to Low Probability):
Position 11841: 0.9968664514604552
Position 12276: 0.9728510413304949
Position 12079: 0.9629375582108485
Position 11606: 0.7756822796552434
Position 8503: 0.5637055403501007
Position 8477: 0.40447418804388274
Position 7714: 0.1694498118344151
Position 11063: 0.1301067866138875
Position 11016: 0.09495564137791702
Position 9456: 0.08455870676216605
Position 7588: 0.0682580412656486
Position 4252: 0.05980757610678118
Position 398: 0.044834776748104675
Position 11640: 0.03890434472458924
Position 9948: 0.030451275566183926
Position 572: 0.023563685210270385
Position 4418: 0.02165363527996826
Position 6257: 0.019478162835592946
Position 9013: 0.017397853758601388
Position 12338: 0.015283796349177769
Position 2021: 0.010834524574364061
Position 8773: 0.010260525468634072
Position 9578: 0.008806502782549406
Position 9177: 0.008278313424565007
Position 2078: 0.008216056401034158
Position 12067: 0.007582196468514249
Position 12098: 0.007331070355433293
Position 11225: 0.007078876950968034
Position 102: 0.006948642228456028
Position 10049: 0.006546300352960621
Position 10992: 0.00620486877017999
Position 9164: 0.006042077486378759
Position 2393: 0.005511105021145904
Position 9232: 0.005468436215410818
Position 4455: 0.00530573757745126
Position 4715: 0.005292488782504505
Position 8917: 0.004987355251458246
Position 9136: 0.004356453367566847
Position 12344: 0.004014529413470585
Position 4556: 0.0038170448398359147
Position 3690: 0.0037690517117694804
Position 1203: 0.003576319224095915
Position 11666: 0.003204032758347116
Position 450: 0.0030098823856505794
Position 2661: 0.002932192753570396
Position 9180: 0.0028784583015374074
Position 593: 0.002876633072155551
Position 121: 0.002617838639273409
Position 12283: 0.0025690208984763306
Position 10473: 0.0023181377308202143
Position 3456: 0.002286286702654179
Position 4843: 0.0022675191079274495
Position 8942: 0.0020797965973632345
Position 6882: 0.002015261232504206
Position 4582: 0.001750457602455268
Position 7918: 0.0017432229006011895
Position 3495: 0.0017357255853074768
Position 11861: 0.0016206768559451183
Position 9221: 0.001505707486628881
Position 9909: 0.001433763251652189
Position 4818: 0.00133163817766937
Position 11927: 0.0013269522374761708
Position 9743: 0.0012681864919048531
Position 3666: 0.0012066136956791005
Position 156: 0.0011412097546421348
Position 3813: 0.0009384728192190116
Position 3740: 0.0009167669795305949
Position 4861: 0.0009166279844149439
Position 3653: 0.0008726076866131954
Position 10250: 0.0008124640464569313
Position 425: 0.0007868722061017224
Position 5023: 0.000733217655234514
Position 8254: 0.0006646641466695402
Position 9589: 0.00064564623866256
Position 10268: 0.0005897667028469894
Position 12103: 0.0005774532345077304
Position 7998: 0.0005004233631120752
Position 8886: 0.00040699232629922636
Position 12510: 0.0003737308243736302
Position 6416: 0.00036899653829419716
Position 2617: 0.0003551969087288766
Position 325: 0.0003376268803943031
Position 1796: 0.0003129318903184822
Position 2113: 0.00031145240340174147
Position 12590: 0.00030509709514202994
Position 4182: 0.0002920064915795413
Position 8016: 0.0002807543802214627
Position 10563: 0.0002802943403383911
Position 6318: 0.0002800802284812344
Position 664: 0.00025264195830188696
Position 12406: 0.0002520639270795302
Position 2399: 0.00023560154425637927
Position 12290: 0.0002273072368773226
Position 3507: 0.00022541450276526291
Position 4622: 0.0002230246891660877
Position 9229: 0.00022205856729946852
Position 364: 0.00021790983216840267
Position 11193: 0.00018234161064031878
Position 10710: 0.00017952953942052197
Position 12341: 0.00017326801718489036
Position 250: 0.0001659033557832464
Position 4574: 0.00016251079288840775
Position 4948: 0.00016128984331025822
Position 12049: 0.00015205355561185468
Position 12419: 0.00014012993934711128
Position 1428: 0.0001303509242487031
Position 10233: 0.00012662639659939055
Position 6570: 0.00012420359721771165
Position 10254: 0.0001027842038353073
Position 2365: 9.985965120592459e-05
Position 10217: 8.813516658887318e-05
Position 10926: 8.733346649560813e-05
Position 10188: 8.59373448980096e-05
Position 1724: 8.431563002220737e-05
Position 9824: 7.372414899571323e-05
Position 126: 7.236953170720184e-05
Position 10338: 7.116319710271404e-05
Position 5148: 6.330278080753665e-05
Position 3147: 6.27009221548108e-05
Position 12154: 5.8578184790232284e-05
Position 12470: 5.7542233769075426e-05
Position 12585: 5.0377463563480336e-05
Position 1652: 4.838527450533296e-05
Position 12603: 4.588851459082761e-05
Position 5199: 4.169058078698243e-05
Position 5978: 4.022994249385264e-05
Position 12540: 3.505148265758766e-05
Position 10461: 3.247407402374208e-05
Position 3421: 3.241812724018101e-05
Position 10542: 3.178026009345737e-05
Position 2333: 3.139167778597696e-05
Position 12531: 3.108574618876448e-05
Position 12479: 3.093617907643458e-05
Position 12522: 3.089918849118806e-05
Position 9665: 2.9671047998838337e-05
Position 12737: 2.20047948495449e-05
Position 12416: 2.1140120923292586e-05
Position 4568: 1.5120255641363212e-05
Position 3588: 1.4474526470550493e-05
Position 4200: 1.3597720830025883e-05
Position 1919: 1.2360608305344144e-05
Position 131: 1.2268492951195256e-05
Position 5477: 1.1702431495413363e-05
Position 3801: 1.0320460413833343e-05
Position 12042: 9.272050648134968e-06
Position 5227: 8.265732218563186e-06
Position 2213: 8.122654301697356e-06
Position 12433: 7.74667012641323e-06
Position 1406: 6.518798989923148e-06
Position 12359: 6.129333802523943e-06
Position 2737: 5.176490367265603e-06
Position 12376: 4.197992670915771e-06
Position 9184: 3.809905087057487e-06
Position 9469: 3.6281520803941605e-06
Position 12711: 3.3742668595936106e-06
Position 2283: 3.034445152375456e-06
Position 9273: 3.029478882165557e-06
Position 1535: 2.961692801351955e-06
Position 1350: 2.9221148632354965e-06
Position 1592: 2.652899183345166e-06
Position 2234: 2.5802420575276468e-06
Position 6263: 2.561103194928076e-06
Position 6831: 2.423664220729561e-06
Position 2623: 2.318472517204029e-06
Position 12741: 2.138740927504527e-06
Position 4984: 2.0579293418648273e-06
Position 11941: 1.9435820983922533e-06
Position 12128: 1.6441941367908723e-06
Position 12172: 1.622542012477638e-06
Position 12697: 1.5454888489355903e-06
Position 12124: 1.1695486234176544e-06
Position 11887: 1.1006881868306137e-06
Position 510: 1.0980277369763666e-06
Position 1019: 1.0173579297932734e-06
Position 1136: 9.809792228849659e-07
Position 12693: 9.547420416916103e-07
Position 1505: 9.260654836918567e-07
Position 670: 8.345466151643158e-07
Position 771: 8.286186171193379e-07
Position 12642: 6.049531888740944e-07
Position 279: 5.024850840373627e-07
Position 209: 4.684862495772963e-07
Position 809: 3.359669720262818e-07
Position 2231: 3.221083281000528e-07
Position 1691: 2.728824340431529e-07
Position 12033: 2.1132187384319632e-07
Position 287: 2.0735747681656184e-07
Position 12651: 1.352475168193281e-07
Position 1556: 9.584090964449476e-08
Position 284: 8.044768751356923e-08
Position 311: 5.493127820980444e-08
Position 527: 4.048278445257057e-08
Position 61: 3.026777588091373e-08
Position 523: 1.8224332599345255e-08
Position 166: 1.2900435073640508e-08
Position 294: 5.1070999344207615e-09
Position 263: 4.327650304456853e-09
Position 541: 2.115195181510133e-09
Position 512: 1.2556052911719157e-09
Position 2772: 1.1940447973724118e-09
Position 299: 1.1931157899804177e-09
Position 586: 1.1819402551918705e-09
Position 138: 3.467784622905554e-10
Position 595: 1.1447423826511451e-10
