Gene = obst-E
Position 1007: 4.352467203762334e-07
Position 234: 3.000246496874193e-07
Position 1233: 2.461369834627546e-07
Position 891: 1.37082951233746e-07
Position 475: 1.4367619941710033e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2773: 0.8393497163332013
Position 696: 0.34084961159393334
Position 444: 0.31398596683073926
Position 1870: 0.30332275527393765
Position 927: 0.2248330744926523
Position 1808: 0.12344545519120757
Position 265: 0.04989062559358686
Position 365: 0.038655409194113026
Position 1381: 0.025950033331515736
Position 3354: 0.018770491271508316
Position 1081: 0.015405448430033275
Position 1522: 0.010585435057751467
Position 613: 0.00712926376447731
Position 1126: 0.003726749002328784
Position 1373: 0.0034434267083171574
Position 1310: 0.003298563951090727
Position 717: 0.00215210949107511
Position 704: 0.0021388951534541496
Position 944: 0.001980419875553372
Position 561: 0.001545088021950977
Position 952: 0.0014893113795453666
Position 1386: 0.0011787454967979955
Position 329: 0.001148890444285209
Position 982: 0.00110206778477855
Position 1399: 0.0010813127292083374
Position 564: 0.0010644549387372093
Position 739: 0.0006654123993391571
Position 1629: 0.0006384804144304472
Position 1107: 0.0005989593313720343
Position 373: 0.0005040593721594738
Position 1271: 0.00038448775274021996
Position 2845: 0.00037597277435285514
Position 3381: 0.00027674254811760394
Position 1677: 0.00023117298160287882
Position 316: 0.00019862439627354978
Position 701: 0.00018055832884315763
Position 1638: 0.0001609062309389104
Position 275: 0.00015425189367001982
Position 2355: 0.00015114725802847372
Position 2718: 0.00014416311561122713
Position 3542: 0.00012033920345334788
Position 451: 9.912910831740671e-05
Position 83: 4.5771646798096676e-05
Position 3273: 3.861654456847605e-05
Position 825: 3.4991493240174376e-05
Position 400: 3.193233588858598e-05
Position 902: 2.6706805840686773e-05
Position 2904: 2.2227219779089593e-05
Position 590: 2.1734648875303636e-05
Position 746: 1.3551213089568243e-05
Position 1815: 1.350919494245897e-05
Position 1819: 1.3152526938211966e-05
Position 146: 1.1890877990796435e-05
Position 1318: 1.0776839992149207e-05
Position 1131: 9.40261271462475e-06
Position 1185: 8.519919378001446e-06
Position 1348: 8.387504788569247e-06
Position 629: 5.375056845573187e-06
Position 284: 4.836099847310735e-06
Position 615: 2.9495715977825118e-06
Position 708: 2.2565735782977768e-06
Position 625: 1.9892909264570574e-06
Position 852: 1.3525123588367776e-06
Position 599: 1.343379062449153e-06
Position 186: 1.198703479263067e-06
Position 458: 1.1641601726284516e-06
Position 196: 9.962884451643301e-07
Position 633: 7.177098605327077e-07
Position 71: 3.0407987020148845e-07
Position 281: 2.1851485217791576e-07
Position 112: 1.544845984143488e-07
Position 114: 4.934377253415172e-08
Position 57: 6.414006506969482e-09
Position 60: 3.593466762371649e-09
Position 49: 1.048988407256511e-17
