Gene = roq
Position 595: 0.0032099569533550545
Position 5586: 0.003043829893908067
Position 5093: 0.0027366847445876
Position 4697: 0.0026622429459643555
Position 928: 0.002642564909106681
Position 323: 0.002579465228196963
Position 637: 0.0024221249798488656
Position 527: 0.0021988670010248184
Position 5202: 0.0021679496336829023
Position 7274: 0.002057612942186943
Position 3311: 0.0018938415822922923
Position 943: 0.001843020683283566
Position 446: 0.001715488111677522
Position 288: 0.0015345088693263407
Position 1819: 0.0014820057983114933
Position 7401: 0.0014223685650045198
Position 4476: 0.0013673329130700692
Position 4103: 0.0013459007401780694
Position 7434: 0.0013445825385961794
Position 354: 0.0013080709847909076
Position 2128: 0.0012618502722735365
Position 3223: 0.001248043784529665
Position 5945: 0.001204856106716815
Position 2071: 0.0011583920289770988
Position 4484: 0.0011573982910172847
Position 640: 0.001142645469254662
Position 4312: 0.001056779007232418
Position 3948: 0.0009106969134072926
Position 954: 0.0008727437826314737
Position 252: 0.000845713435811349
Position 3165: 0.0008405904221648661
Position 1569: 0.0007507663022559328
Position 1918: 0.0007003075223177552
Position 3921: 0.0006972157595321026
Position 2258: 0.0006066835485918217
Position 201: 0.0005955215793622017
Position 198: 0.0005759210144904633
Position 3821: 0.000568455123279997
Position 3348: 0.0005316688277291119
Position 3145: 0.0005307053573287754
Position 2095: 0.0004940647952834364
Position 134: 0.0004710578793797011
Position 2191: 0.00044438645073817233
Position 1159: 0.0004413458813529039
Position 178: 0.0003941805162776369
Position 968: 0.0003754152704245312
Position 2048: 0.0003605755180393722
Position 1399: 0.00034795446665768996
Position 497: 0.000317960983365766
Position 5883: 0.0003021936363815737
Position 1195: 0.00025972485355945177
Position 4468: 0.0002501433314473153
Position 576: 0.0002486241379770827
Position 3907: 0.00024290369240092746
Position 904: 0.00023736005591125072
Position 1121: 0.00021911181253820474
Position 2791: 0.00017529778906472877
Position 4463: 0.00016072137029438376
Position 1047: 0.00014633893913030893
Position 546: 0.0001377505326732347
Position 1883: 0.00012185932288197238
Position 1475: 0.0001110719074354334
Position 2392: 9.29196894858498e-05
Position 643: 8.509633873284397e-05
Position 392: 8.309318278465065e-05
Position 538: 7.344649302531181e-05
Position 4431: 7.101934393473726e-05
Position 791: 5.4106674429663206e-05
Position 2155: 4.795141366318806e-05
Position 1210: 4.587096893638034e-05
Position 2461: 4.0340185343043915e-05
Position 3944: 3.503819686719312e-05
Position 450: 3.109664178805002e-05
Position 1266: 1.6195775730999123e-05
Position 506: 9.789711846223687e-06
Position 1250: 7.554404811983088e-06
Position 4837: 5.616536423579382e-06
Position 1417: 5.474139398037263e-06
Position 469: 3.3552594355934755e-06
Position 1403: 3.037466161992946e-06
Position 419: 2.9889217696695986e-06
Position 1618: 2.50157129367524e-06
Position 2145: 8.535720784062149e-07
Position 1738: 8.230481323433833e-07
Position 1656: 6.041406259724803e-07
Position 396: 5.197173548212118e-07
Position 1663: 2.3604010235948201e-07
Position 423: 1.7158847845509664e-07
Position 702: 1.3718432540491865e-07
Position 1627: 1.2714145699598128e-07
Position 1666: 1.201156785264238e-07
Position 1990: 8.488488066905819e-08
Position 1636: 6.883841949582537e-08
Position 1705: 2.116087110068222e-08
Position 550: 7.661301830046285e-09
Position 210: 7.5678347895685e-09
Position 1859: 2.0036938836590323e-09
Position 143: 3.2785008018455444e-10
Position 148: 2.396335287634122e-10
Position 236: 1.492514289496341e-10
Position 154: 6.751228746808599e-11
Position 203: 2.7054101492339948e-11
Position 240: 1.4794166406469132e-12
Position 139: 9.998781484518476e-13
Position 238: 4.740943656991491e-17
