Gene = GlcAT-P
Sorted 3' Splice Sites (High to Low Probability):
Position 19004: 0.9994500202848322
Position 18597: 0.9214987594166333
Position 13327: 0.8127497034916842
Position 17819: 0.5419889736527531
Position 18154: 0.4594497849587788
Position 13633: 0.20368585549302903
Position 13116: 0.15328109295197948
Position 12148: 0.14956820887907743
Position 12214: 0.14269304791341966
Position 660: 0.11593277144998562
Position 17501: 0.10649595271325672
Position 17460: 0.09962287305291923
Position 19347: 0.08296732630708104
Position 19435: 0.07239553881743209
Position 18555: 0.0668374446357765
Position 12610: 0.06252718892539544
Position 2493: 0.0447324246073189
Position 12177: 0.032623654630747234
Position 845: 0.02560425666709899
Position 503: 0.020874063851647907
Position 1106: 0.01996480987718834
Position 866: 0.018142770303455184
Position 19556: 0.016712868725158137
Position 914: 0.014126360159087574
Position 13585: 0.013971529651750622
Position 12467: 0.013872308170403514
Position 4779: 0.013694955821632668
Position 20186: 0.013166520849951398
Position 11930: 0.010768441674924174
Position 1953: 0.010518871956773469
Position 20326: 0.00843915793366548
Position 11785: 0.00838906126741538
Position 18071: 0.00758069874077311
Position 11674: 0.005718616597182522
Position 19459: 0.005651669739824519
Position 11290: 0.005323173654736327
Position 19591: 0.005151887315314362
Position 5213: 0.004838621870684659
Position 16812: 0.004803895702677172
Position 6041: 0.004752496994126637
Position 1612: 0.00432204969436647
Position 1142: 0.004283159320307798
Position 11744: 0.004228598641496552
Position 6026: 0.003813664701453425
Position 6146: 0.003517912667781193
Position 14149: 0.0035089382509896415
Position 19522: 0.003493151661681855
Position 19617: 0.0025766710133208665
Position 5847: 0.0024317337544173673
Position 9852: 0.0023484916058415096
Position 14260: 0.0022746255603404587
Position 2666: 0.002240894258227571
Position 197: 0.0019068899052680657
Position 20493: 0.0017383282963085462
Position 20197: 0.0017099619450879628
Position 14216: 0.0016813141447721822
Position 20460: 0.0015406119131140112
Position 19172: 0.0015118115121394917
Position 19405: 0.0014676522993704723
Position 12724: 0.0014434099975972616
Position 13348: 0.0014251759437239975
Position 14257: 0.0011377576585834665
Position 1733: 0.001134767365891581
Position 4623: 0.001070153918968926
Position 4796: 0.0010168335202476782
Position 19477: 0.0010064487354730673
Position 20015: 0.0009846543787369985
Position 19300: 0.000950837835290782
Position 19442: 0.0009313550812048751
Position 20423: 0.0009001019909395109
Position 19185: 0.0008786465252826074
Position 98: 0.0008734718430650022
Position 6211: 0.0007644344426745555
Position 807: 0.0007281739094650014
Position 1262: 0.0006363501556252277
Position 745: 0.0006159022322702486
Position 20116: 0.0005911871331321468
Position 2238: 0.0005787059477372842
Position 301: 0.0005528131619295183
Position 821: 0.00054838201383785
Position 2655: 0.0005309858577302691
Position 811: 0.0005239520272876244
Position 19025: 0.00048303970079993235
Position 19535: 0.0003642420673122617
Position 886: 0.0003597910593772788
Position 19204: 0.00034354093342936547
Position 2274: 0.00033658553250868605
Position 19544: 0.0003014488205970881
Position 9901: 0.00027854840320843733
Position 721: 0.0002610990347299086
Position 19595: 0.0002338540283954981
Position 1151: 0.00022829220905402553
Position 4829: 0.00022814851472250386
Position 19768: 0.00022621030638803692
Position 2628: 0.00022317104805455936
Position 825: 0.00021753511294857786
Position 298: 0.00021278008161864135
Position 1346: 0.00018325151757360824
Position 1330: 0.00017647988491197077
Position 2433: 0.00017553116755534393
Position 1223: 0.00016668466121237284
Position 19304: 0.00015677233894707503
Position 2515: 0.00014343603488087164
Position 232: 0.0001404371149886596
Position 1914: 0.00013122760877623104
Position 20200: 0.00013019321562802506
Position 429: 0.0001222900609463116
Position 1420: 0.00010804915364999469
Position 4677: 0.00010273882781918595
Position 5650: 9.965351517571767e-05
Position 1454: 9.634296058596036e-05
Position 1535: 9.086437466546389e-05
Position 2295: 8.439210768004969e-05
Position 4718: 7.976113000372997e-05
Position 1228: 6.595775726477281e-05
Position 18964: 6.410163815724092e-05
Position 14050: 6.38521274196532e-05
Position 19662: 6.080581432067867e-05
Position 938: 5.7606499807197525e-05
Position 1697: 5.65554243804546e-05
Position 2336: 5.338731387136381e-05
Position 181: 5.0914970192957e-05
Position 1116: 4.8202631570125235e-05
Position 678: 4.696990423778496e-05
Position 724: 4.224412004928216e-05
Position 3931: 3.348701106371719e-05
Position 2616: 3.1086732157295105e-05
Position 5742: 2.2474962587947592e-05
Position 19217: 2.2391310160169334e-05
Position 3236: 1.4098133670698467e-05
Position 4660: 5.235758943498639e-06
Position 1814: 5.126909337748632e-06
Position 178: 5.099393240701344e-06
Position 2122: 4.423876257624444e-06
Position 1617: 4.327798195295758e-06
Position 128: 3.982208441582487e-06
Position 1405: 3.956276237105116e-06
Position 1706: 2.445757141390244e-06
Position 14892: 2.2331640441585795e-06
Position 103: 1.9138395860548136e-06
Position 2472: 1.6824356739363925e-06
Position 1990: 1.3587801130080642e-06
Position 236: 9.330407933448258e-07
Position 81: 8.373049089632533e-07
Position 1213: 7.287526341369465e-07
Position 1297: 5.598073000266709e-07
Position 829: 5.532947578727237e-07
Position 364: 5.242276461279171e-07
Position 326: 4.537204976446462e-07
Position 1294: 2.71833418042398e-07
Position 170: 2.711211049723919e-07
Position 16205: 2.623139836155256e-07
Position 19049: 2.2066618897580384e-07
Position 305: 1.8586208863439719e-07
Position 246: 1.1555815471337414e-07
Position 15016: 9.439726825206699e-08
Position 1520: 8.414105179778818e-08
Position 1485: 7.260330774361764e-08
Position 1495: 6.127839347882992e-08
Position 969: 5.612897669873956e-08
Position 188: 5.494462162938468e-08
Position 911: 5.297320282399378e-08
Position 950: 5.2207286922341486e-08
Position 19151: 5.1993979919715864e-08
Position 1241: 2.2312654158831223e-08
Position 1305: 1.4216392775963672e-08
Position 14388: 9.142906160276785e-09
Position 436: 8.540135221209868e-09
Position 1744: 8.261988987407629e-09
Position 7151: 8.04823175437308e-09
Position 9007: 6.49358537423432e-09
Position 61: 1.5738320126671498e-09
Position 14095: 6.729786417262938e-10
Position 346: 9.364083850108226e-11
Position 2637: 3.8022947342694856e-11
Position 2868: 3.0715279467797934e-11
Position 3250: 1.1418118802740017e-11
Position 65: 4.700855587249028e-12
Position 328: 4.3037091918205146e-12
Position 2679: 8.880645968999259e-14
Position 1201: 5.611867741434797e-15
Position 1032: 5.6065757758946334e-15
Position 318: 9.51833827415324e-23
