Gene = Fie
Position 823: 5.03705124606946e-05
Position 588: 4.3141217388780404e-05
Position 760: 4.163537749669379e-05
Position 1698: 3.759430915070002e-05
Position 2134: 3.602069626656887e-05
Position 291: 2.7586140158851495e-05
Position 2243: 2.4070463259080827e-05
Position 829: 2.1194792183757768e-05
Position 1648: 1.9016143502363142e-05
Position 2145: 1.8795327226884616e-05
Position 804: 1.735307849550167e-05
Position 797: 1.7246790447119767e-05
Position 1444: 1.6492292423297322e-05
Position 826: 1.4314960782105024e-05
Position 1978: 1.1436878880747622e-05
Position 1024: 1.1359896894568972e-05
Position 877: 1.1228764701533093e-05
Position 1051: 9.82773909788204e-06
Position 863: 9.75866016080835e-06
Position 871: 7.967061867028538e-06
Position 74: 5.885210410427278e-06
Position 1844: 5.733363279939935e-06
Position 1908: 4.9025040731322175e-06
Position 2014: 4.590226060824307e-06
Position 2031: 4.377804593733557e-06
Position 1836: 4.372084396176757e-06
Position 660: 4.104691710696285e-06
Position 740: 3.9008856607836404e-06
Position 461: 3.7908660649662686e-06
Position 1033: 3.6215848229982177e-06
Position 623: 3.3057336226354744e-06
Position 1857: 2.8393438455762884e-06
Position 1618: 2.729721693225321e-06
Position 2142: 2.647640805421923e-06
Position 668: 2.5803718269055786e-06
Position 785: 1.9012945822314312e-06
Position 810: 1.8275139890578038e-06
Position 1529: 1.641124576364603e-06
Position 880: 1.4462765251785722e-06
Position 1825: 1.19990734686517e-06
Position 446: 1.1267841078305383e-06
Position 1252: 1.0896753510372053e-06
Position 221: 8.570884704405987e-07
Position 443: 8.451965397276485e-07
Position 111: 7.951379031003845e-07
Position 926: 6.827661061967912e-07
Position 681: 5.992576889223045e-07
Position 192: 4.964382754564458e-07
Position 151: 4.852579288081327e-07
Position 100: 4.7343329387339775e-07
Position 1492: 3.733571735655843e-07
Position 1135: 3.5721570882163113e-07
Position 512: 3.394246521025322e-07
Position 529: 3.287140615973702e-07
Position 412: 2.4238493000548313e-07
Position 1575: 2.2121154603922176e-07
Position 1358: 1.3259549737463447e-07
Position 1535: 1.2380380153157772e-07
Position 381: 7.805256949313537e-08
Position 717: 7.001479479180893e-08
Position 160: 5.35949882022058e-08
Position 373: 5.154052855355818e-08
Position 1499: 2.3257100393049946e-08
Position 1373: 2.3215982377766472e-08
Position 1538: 6.227580086396784e-09
Position 1501: 5.4355674602609514e-09
Position 1473: 2.5033980388635165e-09
Position 420: 4.054340450859478e-14
Position 402: 2.6735437879125414e-14
