Gene = mEFTs
Position 1202: 0.016890224991038982
Position 1141: 0.007461189055975028
Position 1452: 0.006577201845821976
Position 1443: 0.0027522358923432323
Position 1557: 0.0019343173432761168
Position 1157: 0.0016205334813263086
Position 742: 0.0014234980395301572
Position 1482: 0.0011196321010570047
Position 1491: 0.0005056989747718514
Position 1383: 0.00038487418673584044
Position 1748: 0.0003243191380729593
Position 1560: 0.0002058523565835641
Position 1515: 0.00016490891662860927
Position 1602: 0.00013567065089285685
Position 1581: 9.653341749572666e-05
Position 1509: 9.538265207755392e-05
Position 86: 8.143156894615488e-05
Position 127: 8.119082681300729e-05
Position 1819: 5.138067714436592e-05
Position 1530: 4.563067458897713e-05
Position 846: 3.7541249923216e-05
Position 247: 3.6187340301884746e-05
Position 303: 2.645256941274666e-05
Position 1305: 2.4361957306372407e-05
Position 451: 2.3069292072551324e-05
Position 1115: 2.2742327447666895e-05
Position 1641: 2.2312563318413328e-05
Position 1722: 2.1340505000896314e-05
Position 1689: 2.1139063155938133e-05
Position 1756: 2.0819870262678905e-05
Position 264: 2.0237545718959977e-05
Position 412: 1.2692831762105988e-05
Position 93: 1.2385851624552854e-05
Position 1539: 1.1792766234787194e-05
Position 831: 1.1780776015722588e-05
Position 352: 1.17000284002951e-05
Position 297: 1.1316173528416545e-05
Position 976: 9.12604043339654e-06
Position 1454: 8.6516606378446e-06
Position 1372: 8.263869183159515e-06
Position 1695: 7.146421697843697e-06
Position 1408: 6.397563968178215e-06
Position 843: 4.8257261094326195e-06
Position 1323: 3.924687342968463e-06
Position 524: 3.886596251902575e-06
Position 996: 2.7801510372315833e-06
Position 392: 2.658205269056887e-06
Position 916: 2.5236763846546836e-06
Position 980: 2.1993575165719155e-06
Position 672: 2.177770091615608e-06
Position 1664: 1.714946215546016e-06
Position 870: 1.5644834349835334e-06
Position 1762: 1.5162018177610444e-06
Position 204: 1.3974170121647037e-06
Position 1605: 1.3533708478807303e-06
Position 1218: 1.192665690786726e-06
Position 1392: 1.0246512485121704e-06
Position 1648: 8.302010923401214e-07
Position 98: 8.263174638044623e-07
Position 143: 7.67189633239616e-07
Position 1719: 5.177603021681048e-07
Position 349: 4.869202164061769e-07
Position 1524: 3.752140360019531e-07
Position 852: 3.6369479886247863e-07
Position 879: 3.362925968864351e-07
Position 886: 3.151770397430729e-07
Position 328: 2.9101696405690105e-07
Position 578: 1.647433516932559e-07
Position 1711: 1.540324318626048e-07
Position 1729: 7.697267089354185e-08
Position 581: 7.411239932239824e-08
Position 892: 5.578587269755339e-08
Position 1671: 3.907933877964621e-08
Position 358: 3.857170623346579e-08
Position 963: 3.691215760322068e-08
Position 1060: 2.450903127622555e-08
Position 521: 2.202459999871473e-08
Position 217: 1.4549373082317704e-08
Position 544: 5.804614876647146e-09
Position 653: 3.5177341875800925e-09
Position 645: 2.2923098181169378e-09
Position 336: 2.088740030772802e-09
Position 674: 2.0678471881350437e-09
Position 548: 1.9895348119973525e-09
Position 1071: 1.4857319288234401e-09
Position 633: 1.398984211273828e-09
Position 951: 8.316990347035224e-10
Position 360: 4.833011474817625e-10
Position 622: 3.3421042563498743e-10
Position 220: 1.7959241278930098e-10
Position 593: 8.339342725012793e-11
Position 1272: 4.006615919739858e-11
Position 526: 2.721501943770506e-11
Position 590: 1.1156130808455761e-11
Position 1221: 7.168512997286463e-13
