Gene = nesd
Position 535: 5.837835641531864e-09
Position 1101: 5.520933474609623e-09
Position 1051: 5.515468472135939e-09
Position 245: 4.798083089302357e-09
Position 1152: 4.1388062308148784e-09
Position 1877: 3.9962767133874645e-09
Position 1906: 3.7177658582763407e-09
Position 1303: 3.4587943103143784e-09
Position 1718: 3.2903232646260923e-09
Position 719: 2.5201821628929653e-09
Position 446: 4.408492018992319e-10
Position 496: 3.9861667848304713e-10
Position 613: 6.369834124600405e-11
Position 598: 6.17569082200525e-11
Position 744: 8.242766908510606e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.9179814633456602
Position 466: 0.6210655971236043
Position 78: 0.5979117165176545
Position 1885: 0.0815502710643489
Position 1851: 0.06317651936458578
Position 1769: 0.0581983852121838
Position 93: 0.057696175214784415
Position 1486: 0.037074811125506146
Position 2063: 0.03599157385448313
Position 906: 0.026718164491784088
Position 1598: 0.017954656388602705
Position 1344: 0.01117496427263484
Position 603: 0.00882385772701756
Position 2112: 0.007843029332868246
Position 1057: 0.005681126337280466
Position 1806: 0.0036082511709601855
Position 1696: 0.0031678344805510716
Position 230: 0.0028452628011309132
Position 1439: 0.002413020712683926
Position 1186: 0.00229401849867072
Position 903: 0.0017581816522914157
Position 474: 0.001662275865757669
Position 646: 0.0014141543740106173
Position 1365: 0.001190169541926498
Position 1043: 0.001173691484131503
Position 795: 0.0011442704344339298
Position 820: 0.000911829549681859
Position 1219: 0.0008716359412403999
Position 111: 0.0008574794885953892
Position 1776: 0.0008037806232409569
Position 2053: 0.000744149055464428
Position 1445: 0.0007416459459012853
Position 555: 0.0007149373707168005
Position 425: 0.0006847182380551541
Position 507: 0.0006289099209586893
Position 935: 0.0006282936917364554
Position 1856: 0.000496603128577352
Position 833: 0.00048226442403258995
Position 672: 0.00042260491608782846
Position 1458: 0.00041057191533687214
Position 1266: 0.00038179517242016515
Position 1524: 0.00035569751560466463
Position 1269: 0.00034592583130043915
Position 804: 0.0003417862625990595
Position 1791: 0.00033574924915885277
Position 2235: 0.00031269667628282705
Position 889: 0.0002237899434213446
Position 2079: 0.0002106067633939913
Position 1142: 0.00020228264364828745
Position 1272: 0.00020084943146700382
Position 1517: 0.00019953376842702319
Position 1419: 0.0001873771518166901
Position 576: 0.0001677638460300586
Position 1922: 0.00014612393817412534
Position 675: 0.00011849124788957198
Position 977: 0.00010856039809740547
Position 1094: 0.00010120804290233275
Position 669: 9.794093666608328e-05
Position 1955: 8.466511955745103e-05
Position 837: 7.431576757953945e-05
Position 1235: 6.513480231946292e-05
Position 1326: 6.007290120858274e-05
Position 1296: 5.562342411622629e-05
Position 1190: 5.532948020952289e-05
Position 762: 5.093547440668407e-05
Position 1287: 3.630758384471174e-05
Position 1529: 3.613354234899985e-05
Position 285: 3.5168246257887006e-05
Position 1009: 3.224105239867251e-05
Position 2092: 2.811339193100111e-05
Position 1927: 2.3283406477865324e-05
Position 332: 2.102381505057306e-05
Position 985: 1.552462589717597e-05
Position 1160: 1.4248005985666022e-05
Position 282: 1.1792072650098196e-05
Position 1475: 1.1541517691737469e-05
Position 170: 1.0920813399553465e-05
Position 2040: 8.583720978991248e-06
Position 257: 8.50721760141669e-06
Position 2214: 7.069571233128159e-06
Position 100: 6.548768129507263e-06
Position 272: 6.46176431698662e-06
Position 243: 1.3810805342788857e-06
Position 552: 4.85861791822898e-07
Position 608: 3.9738996251074325e-07
Position 290: 1.5059556565708326e-07
Position 381: 4.567623631625089e-08
Position 312: 1.1876308833900907e-09
Position 386: 2.0791658455033247e-10
Position 308: 4.959033167605702e-11
Position 344: 4.635866802195133e-11
Position 374: 2.0215450563571153e-15
