Gene = Fuca
Position 3365: 2.8126681646700718e-05
Position 836: 2.616408132451157e-05
Position 1010: 2.5061994654272177e-05
Position 2869: 2.2305705653142887e-05
Position 3337: 2.08254716685826e-05
Position 311: 2.000152137196391e-05
Position 2963: 1.956250484170707e-05
Position 2175: 1.9505045120061134e-05
Position 47: 1.8974348569199066e-05
Position 3607: 1.784356621025684e-05
Position 1669: 1.7117205644331932e-05
Position 2707: 1.5670985123244197e-05
Position 2033: 1.3942519528294676e-05
Position 2960: 1.1988801040459901e-05
Position 1125: 1.1644760992877851e-05
Position 1540: 1.1029864816220807e-05
Position 660: 9.502519836696268e-06
Position 1804: 9.192069827641695e-06
Position 3859: 9.154729917955456e-06
Position 3469: 9.033123008624018e-06
Position 3648: 8.819465963640365e-06
Position 1893: 8.777431601136462e-06
Position 1375: 7.668448583626926e-06
Position 115: 7.479016116141279e-06
Position 2995: 7.3188533547547745e-06
Position 1931: 7.2926282917366075e-06
Position 1612: 7.085118326282958e-06
Position 636: 4.711349243528721e-06
Position 317: 4.700182974097824e-06
Position 2785: 4.6300033415968566e-06
Position 663: 4.532772125286802e-06
Position 364: 3.764204080137721e-06
Position 1279: 3.6821167640830974e-06
Position 2353: 3.3845298005939573e-06
Position 991: 3.0641829037265397e-06
Position 3282: 2.99517206993726e-06
Position 260: 2.7273819568993763e-06
Position 3233: 2.593172071536943e-06
Position 3121: 2.3592233322963867e-06
Position 3363: 2.173553019311679e-06
Position 3461: 1.5942045687091603e-06
Position 2840: 1.5627308530699474e-06
Position 3729: 1.4803139609107642e-06
Position 3113: 9.954017507817104e-07
Position 2917: 8.376235815238967e-07
Position 3567: 6.228439089484569e-07
Position 3240: 5.603013058714347e-07
Position 2761: 5.102856825998521e-07
Position 105: 5.098095029808851e-07
Position 3277: 4.311089006610947e-07
Position 2718: 2.9191842139495524e-07
Position 2943: 2.896423203923043e-07
Position 2848: 2.7484168734222685e-07
Position 1015: 2.012568402763177e-07
Position 239: 1.8912984800586412e-07
Position 2650: 8.814399657428729e-08
Position 466: 8.464142751334465e-08
Position 983: 6.013525887455356e-08
Position 961: 1.8814956971240154e-08
Position 242: 1.1262769004680225e-08
Position 626: 6.9291405016354185e-09
Position 3179: 2.8701030476421536e-10
Position 3042: 1.663443613886025e-10
Position 3263: 1.4650349673791675e-10
Position 3044: 1.251154394057346e-10
Position 3021: 9.392882921318968e-11
Position 3731: 1.106403088211156e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2277: 0.9929990140285754
Position 2678: 0.9928371859793796
Position 3218: 0.9849494515453265
Position 3698: 0.980485808808671
Position 2500: 0.9302798747626326
Position 206: 0.6839197037752146
Position 636: 0.1794285891073394
Position 1893: 0.1487802903429879
Position 1100: 0.06821835929606344
Position 1828: 0.030309322367244696
Position 2518: 0.029614064626918114
Position 242: 0.02687536811809147
Position 1669: 0.010522827167313807
Position 1480: 0.010503131793418913
Position 3220: 0.010139746649063858
Position 3853: 0.009613727440569894
Position 2027: 0.009423348270824314
Position 1804: 0.008756684534895996
Position 1231: 0.007941567019300672
Position 2797: 0.0064310866674263745
Position 1898: 0.005859978203939636
Position 796: 0.0049839938218355214
Position 1693: 0.004889117045408671
Position 1862: 0.00453393341752938
Position 579: 0.0038839676245405507
Position 2451: 0.0034865781875104323
Position 1622: 0.0034149407442542017
Position 1062: 0.003209769928425946
Position 2044: 0.0031051266548186335
Position 2342: 0.0029718113384555175
Position 597: 0.002723140770986614
Position 956: 0.002266410973280995
Position 2312: 0.0022142197135626564
Position 350: 0.002141783144394302
Position 3053: 0.0021068048924624914
Position 3859: 0.0020123908133839697
Position 3906: 0.0018819234962637263
Position 1140: 0.0013511202774628857
Position 1002: 0.0013244531382954456
Position 2169: 0.0011427699834531651
Position 565: 0.0011394372899545466
Position 1931: 0.001116050947685879
Position 1422: 0.0010132443731204765
Position 1575: 0.0008685444254717939
Position 76: 0.0007502704780583994
Position 1601: 0.0007452633674254553
Position 2680: 0.0007147796963716202
Position 1005: 0.0006227257570344484
Position 2128: 0.0005546002914253514
Position 779: 0.0005525793045862763
Position 983: 0.0005500558858361392
Position 2292: 0.0005242867490574567
Position 3469: 0.000521041399057236
Position 3277: 0.0005200418133249413
Position 495: 0.0003914572115556078
Position 2085: 0.00034484110314243754
Position 843: 0.00034374437574687024
Position 3061: 0.0003220387237321352
Position 3382: 0.0003123202880497081
Position 679: 0.0002944190377333197
Position 675: 0.00028942473704340606
Position 3514: 0.00027003263317639035
Position 660: 0.00024915431408481753
Position 2364: 0.0002363836592442392
Position 3424: 0.00022210725545419724
Position 2815: 0.0002105300001356908
Position 3093: 0.0001925835038578217
Position 3912: 0.00018489987812049934
Position 769: 0.00016961849611445558
Position 1912: 0.0001303519400827557
Position 2353: 9.832939666615054e-05
Position 2848: 8.853508234032323e-05
Position 3427: 7.921495062227556e-05
Position 2704: 6.525874031996143e-05
Position 480: 6.370078168902166e-05
Position 407: 4.899848340377308e-05
Position 3304: 3.8928926251591286e-05
Position 3591: 3.488467413784882e-05
Position 616: 2.6382369259575414e-05
Position 2943: 2.4726260694951845e-05
Position 450: 2.3037325131586472e-05
Position 93: 1.72158636830044e-05
Position 498: 1.4057674444640249e-05
Position 306: 1.3752896470199803e-05
Position 419: 1.0950511164011325e-05
Position 80: 8.232703700126373e-06
Position 531: 5.80189367717674e-06
Position 2555: 5.737571215464577e-06
Position 1159: 5.3243201063485954e-06
Position 2845: 5.226355909151419e-06
Position 2324: 4.972096789386095e-06
Position 1197: 4.554572030522573e-06
Position 1170: 4.441452792083338e-06
Position 1200: 3.963034955555392e-06
Position 3363: 3.8934453920293685e-06
Position 1247: 2.982849301445518e-06
Position 3803: 2.8632349144064405e-06
Position 705: 2.73305891351221e-06
Position 300: 2.4033596361815364e-06
Position 317: 2.2564375831167662e-06
Position 2560: 1.8314405500930668e-06
Position 460: 1.701742050849756e-06
Position 2952: 1.5813212004356928e-06
Position 3337: 1.5527272770333677e-06
Position 2294: 1.5214166370353798e-06
Position 3809: 1.4590814820707625e-06
Position 693: 1.4200360294080714e-06
Position 3760: 1.2353062688054963e-06
Position 3315: 8.816477793511978e-07
Position 3349: 7.19699920789624e-07
Position 3142: 7.062512963553014e-07
Position 51: 3.9793935263978284e-07
Position 255: 1.123730204241818e-07
Position 3648: 1.1111237946262214e-07
Position 3662: 7.697190331131745e-08
Position 47: 3.835533947660792e-08
Position 1019: 1.8117708630220677e-08
Position 144: 4.204607112007421e-09
Position 412: 1.5003170426663742e-09
Position 168: 4.646796352184829e-10
Position 707: 3.8105046229440047e-10
Position 162: 3.6988076625693813e-10
Position 149: 2.6667756760808637e-10
Position 567: 2.4758727156970726e-10
Position 173: 1.649102499298945e-10
Position 160: 1.1275130092878229e-10
Position 177: 1.0116452222358506e-10
Position 399: 1.8378482918345222e-12
Position 308: 1.5183896689136734e-16
