Gene = Rchy1
Position 5187: 0.9995830951181305
Position 6021: 0.9987061883659496
Position 4952: 0.9671090694261647
Position 5674: 0.9187431374557735
Position 816: 0.4493011281653134
Position 2071: 0.2379019832684102
Position 638: 0.225591326399716
Position 5511: 0.06381129197468177
Position 1878: 0.056240140075521736
Position 2219: 0.04757613973373077
Position 1186: 0.04516337807815745
Position 1806: 0.03895085844784846
Position 1157: 0.03357366535505159
Position 857: 0.029082689760901975
Position 2014: 0.02204959768881294
Position 1121: 0.01997546387686907
Position 4799: 0.018188629916831282
Position 1529: 0.016065519498052336
Position 794: 0.014226592318337597
Position 193: 0.012983246446226735
Position 205: 0.012814126341860186
Position 1278: 0.008999967480516357
Position 5547: 0.007129652963400079
Position 1241: 0.006840038766455443
Position 1014: 0.006424709856498276
Position 1961: 0.005882176299765898
Position 442: 0.005701530291973723
Position 1821: 0.00463078406447788
Position 2559: 0.004481246717135459
Position 3133: 0.0030038674282029387
Position 4529: 0.0026487003346289738
Position 412: 0.0025977567205698357
Position 5601: 0.0023483092628390784
Position 4509: 0.002070994823284314
Position 6482: 0.001954039829153002
Position 336: 0.0017120583637918114
Position 453: 0.0014651284575165908
Position 3966: 0.001457246999815908
Position 681: 0.0014355123384882673
Position 1812: 0.0013653622345507906
Position 2589: 0.0012867719132358191
Position 6057: 0.0011148684055673186
Position 5833: 0.0009651854936526362
Position 2123: 0.0008936296091120961
Position 6290: 0.0008058964196310942
Position 863: 0.0006623162360188923
Position 4179: 0.0006317066671149345
Position 4481: 0.0006076793500404324
Position 963: 0.0005830875284390124
Position 4907: 0.0005537176383930145
Position 3195: 0.000553080985114332
Position 6194: 0.0005414200237777504
Position 4345: 0.0005373807490988667
Position 3441: 0.000503376559484253
Position 4720: 0.0004978161358151101
Position 3014: 0.0004647742444879803
Position 4810: 0.00046043111890796374
Position 6200: 0.0004190381879229594
Position 3697: 0.00037005860643007585
Position 2757: 0.0003622399495357278
Position 5794: 0.00036170648758414173
Position 1776: 0.00034178969958737035
Position 4731: 0.00032079558820751527
Position 3836: 0.00031949775818895267
Position 3666: 0.0002990436941458343
Position 1333: 0.000294259148099818
Position 4694: 0.00027403977507674645
Position 1446: 0.00026783440490545427
Position 2653: 0.00025116449482733374
Position 1744: 0.0002395023562500969
Position 1927: 0.0002085621934214411
Position 5881: 0.00020707891889924093
Position 4770: 0.000192744547746395
Position 1328: 0.00017403920491803853
Position 525: 0.0001629726194995701
Position 3669: 0.0001541337845198925
Position 5162: 0.00012250743012223183
Position 731: 0.00012166176939754843
Position 5325: 0.00011449381191096416
Position 6090: 0.00011150343222019241
Position 4349: 9.210880384467421e-05
Position 6403: 8.69713893416754e-05
Position 6437: 7.627114020863843e-05
Position 4545: 7.322680631907266e-05
Position 6613: 6.486376757168681e-05
Position 1567: 6.446054672899762e-05
Position 3438: 6.433184490822428e-05
Position 457: 6.400595961345384e-05
Position 6164: 5.941436280130224e-05
Position 3694: 4.369363024398393e-05
Position 6553: 4.365770673447603e-05
Position 1199: 4.195080644887004e-05
Position 5389: 3.8873099339391265e-05
Position 3542: 3.5777944147506765e-05
Position 5579: 3.559850766803677e-05
Position 905: 3.545249123928706e-05
Position 234: 3.30102913882296e-05
Position 2777: 3.274068646823631e-05
Position 1208: 3.27184221906853e-05
Position 3554: 3.0456863318071624e-05
Position 4148: 2.6981293173770225e-05
Position 160: 2.4178418911202074e-05
Position 2641: 2.387076666951392e-05
Position 5432: 2.223541213585291e-05
Position 6418: 2.1438335122173417e-05
Position 6344: 2.0493931097342275e-05
Position 5232: 1.7748469128461196e-05
Position 6384: 1.6710108187001544e-05
Position 4003: 1.66244112058013e-05
Position 4031: 1.4933587227062345e-05
Position 6249: 1.3758535758473289e-05
Position 199: 1.3122049667473373e-05
Position 3175: 9.460440475584762e-06
Position 5908: 8.665301733935124e-06
Position 5683: 8.209990205879156e-06
Position 5403: 7.902772441986874e-06
Position 5779: 7.71475504561516e-06
Position 141: 7.285087061128127e-06
Position 5229: 6.40052309060635e-06
Position 6484: 5.929713147718228e-06
Position 5614: 5.862656671515938e-06
Position 242: 5.787202034253346e-06
Position 5552: 4.432159169121825e-06
Position 5235: 4.34838822528156e-06
Position 5442: 4.314632417626368e-06
Position 505: 3.9989235139398966e-06
Position 257: 3.988815569353794e-06
Position 239: 3.732429371216483e-06
Position 6302: 2.443687114865347e-06
Position 6255: 1.9227649642728297e-06
Position 6422: 1.77575403208627e-06
Position 6637: 1.4788457296001969e-06
Position 6170: 1.2927798399521603e-06
Position 5331: 1.247535594300771e-06
Position 564: 8.579898320547555e-07
Position 988: 7.592365650491992e-07
Position 1073: 6.634369273256191e-07
Position 221: 6.267502459755602e-07
Position 280: 6.223146576889856e-07
Position 5920: 5.210972879434677e-07
Position 6233: 4.879350102712111e-07
Position 711: 4.302834829302147e-07
Position 5992: 4.185381990239617e-07
Position 5131: 2.5691876011379496e-07
Position 5298: 1.7292781377217658e-07
Position 95: 1.2666606957802266e-07
Position 5351: 8.192809389381338e-08
Position 767: 7.426201087932328e-08
Position 2463: 7.285674553001377e-10
Position 296: 5.859246170324392e-10
Position 68: 3.5772605638867303e-12
Position 244: 1.4560086521408317e-16
