Gene = barr
Position 197: 2.5376151569058335e-05
Position 2483: 2.455521454134944e-05
Position 2884: 2.059313400736749e-05
Position 3013: 1.8235028058395923e-05
Position 125: 1.792314880858241e-05
Position 2573: 1.7428617547771644e-05
Position 2862: 1.7164954247767166e-05
Position 2976: 1.2371988787314263e-05
Position 990: 1.0229257655396792e-05
Position 279: 5.715348366140391e-06
Position 3102: 5.188076562553113e-06
Position 414: 5.093195742975316e-06
Position 2706: 4.750199484574563e-06
Position 710: 2.460432453812753e-06
Position 2416: 2.1743763535593306e-06
Position 2562: 2.12792641217496e-06
Position 2899: 2.1205776195944675e-06
Position 411: 2.0173575176813036e-06
Position 2826: 2.0137281602420985e-06
Position 3096: 1.9169425712122908e-06
Position 2291: 1.8916113289955856e-06
Position 373: 1.7482885433507645e-06
Position 155: 1.5817360308998887e-06
Position 3019: 1.1835521192467045e-06
Position 2656: 1.1251511978664786e-06
Position 3035: 1.060054386322007e-06
Position 2813: 9.568411811821026e-07
Position 1112: 9.319327278925877e-07
Position 2250: 9.02108863405101e-07
Position 2547: 7.735119806869147e-07
Position 696: 7.454466459504392e-07
Position 605: 6.93934888681777e-07
Position 1745: 6.391714632558561e-07
Position 3130: 5.271274821938297e-07
Position 811: 1.9431923116307737e-07
Position 978: 1.729560381408961e-07
Position 796: 1.4913183227084867e-07
Position 1424: 6.791336880355971e-08
Position 339: 2.631724329257339e-08
Position 2119: 1.8905172645360575e-08
Position 910: 8.580571052222225e-09
Position 2746: 3.683667630515952e-09
Position 1064: 3.544058842045894e-09
Position 1025: 1.4126591542063934e-09
Position 768: 1.1356128079924824e-09
Position 2605: 5.03788288242851e-10
Position 1626: 1.200201008838635e-10
Position 2312: 7.340577190339474e-11
Position 2527: 6.17483083027585e-11
Position 2422: 1.0793121419401107e-11
Position 1980: 9.760119125025524e-12
Position 2274: 9.378869998154015e-12
Position 1654: 9.093470775929939e-12
Position 1783: 5.951236992315058e-13
Position 1920: 5.667308159933022e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2640: 0.9972899283889085
Position 1017: 0.8502110494944835
Position 645: 0.44183447850051305
Position 316: 0.39698699583462155
Position 353: 0.22642823610955753
Position 665: 0.15029066017920045
Position 396: 0.10510215561085585
Position 1036: 0.10155500512302072
Position 2290: 0.05224301116870838
Position 289: 0.04180824072619725
Position 2250: 0.03974167402840978
Position 678: 0.033493078167266085
Position 328: 0.02660002438078718
Position 373: 0.023759511630473417
Position 787: 0.02121456186059823
Position 577: 0.01826126321878716
Position 2267: 0.01802941938356687
Position 1448: 0.014532878599496297
Position 2142: 0.01425968213457494
Position 1931: 0.010505559593725414
Position 1039: 0.010259369127068615
Position 1400: 0.00811399764943899
Position 140: 0.007805134695158683
Position 448: 0.0067273196682724875
Position 784: 0.003734601602928984
Position 357: 0.0032122123087830585
Position 745: 0.0031075424666260174
Position 1320: 0.0023137223651812067
Position 2727: 0.0016990797045948903
Position 1050: 0.0016459281771412683
Position 1626: 0.0015623484761636886
Position 2093: 0.0015363708548554679
Position 3102: 0.0013083968585932823
Position 2016: 0.0012035511189664781
Position 2028: 0.0011697403290505063
Position 1495: 0.0009365560585228971
Position 689: 0.0008982925085090846
Position 2670: 0.0008690367130110605
Position 149: 0.0008070748905697339
Position 2866: 0.0006677021917980959
Position 3013: 0.0006207437242061521
Position 1986: 0.0006046069317337376
Position 2003: 0.0005515488921694012
Position 3176: 0.0005229660197605318
Position 1900: 0.0005225165826950455
Position 1102: 0.0005201841681697078
Position 868: 0.00047878495467792634
Position 542: 0.0004424502417146976
Position 1280: 0.0003974340389080819
Position 1743: 0.0002967144482231237
Position 3019: 0.0002897615769692725
Position 529: 0.00027693887451269935
Position 1568: 0.00017346956525365976
Position 1918: 0.00017144337576212716
Position 3115: 0.00015126546739480096
Position 459: 0.00013341422413123234
Position 2823: 0.0001274516400429533
Position 1295: 0.00011790139516493748
Position 692: 0.00010978886335991564
Position 2943: 0.00010300210681703245
Position 2220: 9.800416827498892e-05
Position 2778: 9.789481053429822e-05
Position 753: 9.306191572852606e-05
Position 422: 8.88279768042152e-05
Position 1953: 8.244116907615042e-05
Position 2802: 7.060262170827255e-05
Position 2187: 6.2825963526074e-05
Position 1171: 5.647059294683953e-05
Position 1134: 5.244757817832411e-05
Position 1179: 5.057056851930685e-05
Position 2706: 5.0068514146767576e-05
Position 3195: 4.9993143440521404e-05
Position 940: 4.660088415914187e-05
Position 235: 4.314613100582521e-05
Position 1980: 4.237973778164007e-05
Position 1610: 4.0729692044943116e-05
Position 2820: 3.5849440431608456e-05
Position 703: 3.4124733655991977e-05
Position 1914: 3.266237687826745e-05
Position 1791: 3.056199009597213e-05
Position 2784: 2.8136270077237456e-05
Position 3130: 2.6409207771305946e-05
Position 1453: 2.5535840166349705e-05
Position 465: 2.4882296980756867e-05
Position 3153: 2.4275323152324297e-05
Position 2679: 1.2311110140098506e-05
Position 1513: 1.103695242967857e-05
Position 2946: 8.866460839975851e-06
Position 761: 7.230828549303083e-06
Position 811: 6.864079592091599e-06
Position 850: 6.06281605456987e-06
Position 829: 4.8239674017619075e-06
Position 2973: 3.867689350164859e-06
Position 2754: 2.8467858146130003e-06
Position 877: 2.684512542984918e-06
Position 2757: 2.5775460020589845e-06
Position 2686: 1.5450796977942469e-06
Position 2650: 1.41120190433777e-06
Position 820: 1.1534851123965235e-06
Position 3180: 7.918283924811065e-07
Position 546: 7.808451457873626e-07
Position 2694: 7.325743481373389e-07
Position 189: 6.740282562796921e-07
Position 696: 3.1881685762898303e-07
Position 223: 1.9705395446213305e-07
Position 216: 1.3043404168213308e-07
Position 706: 1.2204798320247012e-07
Position 1197: 7.254033642330877e-08
Position 174: 6.33629095284144e-08
Position 160: 5.5678615529000985e-08
Position 978: 4.3157063822016535e-08
Position 1216: 1.647091273979374e-08
Position 1473: 2.456891654588225e-09
Position 2813: 2.311151153501173e-10
