Gene = tam
Position 2571: 0.025845967386465628
Position 1378: 0.025546984240809374
Position 1227: 0.025170637168712703
Position 3419: 0.019198205615811217
Position 2859: 0.012765138878962197
Position 2980: 0.01014551931436367
Position 2793: 0.008999463100823673
Position 871: 0.007960839419425728
Position 1887: 0.006274709667489047
Position 1958: 0.005951338946960281
Position 1659: 0.0052228743794527546
Position 427: 0.005199139329503335
Position 1290: 0.004933457247394437
Position 1583: 0.004198384630496046
Position 251: 0.0035585818807196694
Position 3093: 0.0035293229188259416
Position 2983: 0.0022522269034570747
Position 1328: 0.0019667566090999416
Position 1839: 0.001842808556577969
Position 3332: 0.0015598969071216392
Position 995: 0.0015518586073116885
Position 2218: 0.0014930412471366016
Position 3462: 0.0014008881623029607
Position 1174: 0.0013860474191143468
Position 3289: 0.0013002395476688845
Position 1865: 0.0012971602316803074
Position 2145: 0.00119133118485963
Position 407: 0.0010125679651576986
Position 2254: 0.000909140525606504
Position 100: 0.0008378879546357095
Position 1842: 0.0008241074443931807
Position 2700: 0.0007895816900344468
Position 3030: 0.000711807069790214
Position 1909: 0.0006924279015378958
Position 3056: 0.0006755554087360063
Position 2574: 0.0006486279210863837
Position 1773: 0.0006314006297999188
Position 765: 0.000608638115565867
Position 1683: 0.0006019043766704671
Position 756: 0.0005938645320413549
Position 3772: 0.000592023700561097
Position 467: 0.0005658546583558727
Position 1478: 0.0005152977832557413
Position 567: 0.0004788721315094268
Position 783: 0.0004521796849428773
Position 521: 0.000448607149593033
Position 3679: 0.0004443002395221101
Position 2719: 0.0004183261220908923
Position 952: 0.00040608203226814204
Position 1739: 0.0003629062623865411
Position 1751: 0.0003562744290898362
Position 257: 0.0003023981807944966
Position 1045: 0.0002706438007551769
Position 3777: 0.0002691899447864233
Position 2526: 0.0002579329217878236
Position 297: 0.0002536538598628795
Position 1460: 0.0002409022361148178
Position 1415: 0.00021593872792942376
Position 3351: 0.00021434834567561894
Position 2889: 0.00019924119974512773
Position 641: 0.00019803536729448185
Position 3113: 0.00018295767432397123
Position 2865: 0.00016025568334966506
Position 470: 0.00014790411753324987
Position 1671: 0.00014764267713287247
Position 2196: 0.0001319686599127279
Position 2382: 0.0001294545792225865
Position 992: 0.00012815167364560112
Position 1517: 0.00011064201495029842
Position 2826: 0.00010700980361524228
Position 3758: 0.0001047425037701704
Position 1348: 9.948258882976574e-05
Position 2234: 9.313955293565762e-05
Position 2395: 9.288371313546016e-05
Position 579: 9.228108171162238e-05
Position 307: 8.839189398381303e-05
Position 1424: 8.055064058884861e-05
Position 3545: 8.043799371748927e-05
Position 320: 7.608735945674465e-05
Position 2030: 7.40313079390383e-05
Position 2758: 7.246018650325112e-05
Position 2116: 6.602419049019465e-05
Position 2309: 5.8757005060402564e-05
Position 3221: 5.6180683855015876e-05
Position 2328: 5.6118032320321014e-05
Position 3145: 5.531597419340708e-05
Position 2211: 5.4224886834748576e-05
Position 182: 5.16439993581336e-05
Position 1380: 4.4671330182540664e-05
Position 1666: 4.365888464801349e-05
Position 2832: 4.299781335614171e-05
Position 86: 4.241200085404846e-05
Position 3661: 3.976074815342176e-05
Position 2675: 3.9529829256222305e-05
Position 1031: 3.807684375881455e-05
Position 200: 3.570700620498802e-05
Position 170: 3.393006434056183e-05
Position 591: 3.318463037428593e-05
Position 323: 3.213347471930927e-05
Position 1967: 2.920603947986077e-05
Position 104: 2.6992090931267976e-05
Position 964: 2.406331134903341e-05
Position 3728: 2.3264699842704455e-05
Position 2543: 2.27080186312821e-05
Position 197: 2.066020888631406e-05
Position 444: 2.0421910109024723e-05
Position 2907: 1.919138426038086e-05
Position 3479: 1.8784340721051557e-05
Position 1596: 1.7934155410515872e-05
Position 1475: 1.7815928007468073e-05
Position 1553: 1.742267333215087e-05
Position 1559: 1.7357942653402347e-05
Position 2157: 1.6097911946647434e-05
Position 3668: 1.3921019390807652e-05
Position 890: 1.3888148483244571e-05
Position 2352: 1.3365457534651033e-05
Position 1094: 1.1960635961220149e-05
Position 1097: 1.1793132352002164e-05
Position 1565: 1.0816230675169034e-05
Position 2419: 1.0329871236461097e-05
Position 2654: 6.374125276368519e-06
Position 3648: 5.996736034367228e-06
Position 620: 5.100643439212912e-06
Position 3683: 4.72576066395715e-06
Position 79: 4.361466225759721e-06
Position 3554: 3.7987611378223177e-06
Position 2388: 3.478697848175164e-06
Position 3646: 2.779232972169284e-06
Position 145: 2.323554833997989e-06
Position 742: 1.956058585598115e-06
Position 688: 1.7976843258939244e-06
Position 722: 1.7945238271444588e-06
Position 581: 1.349876994042366e-06
Position 479: 1.0086453603291722e-06
Position 112: 7.10248481841958e-07
Position 348: 6.941957375354997e-07
Position 142: 5.634495123718256e-07
Position 539: 4.6175738556068707e-07
Position 121: 2.7143445652624967e-07
Position 338: 1.5651622489019612e-07
Position 617: 1.1617443386846342e-07
Position 971: 8.538454787841567e-08
Position 887: 7.711210120948899e-08
Position 530: 7.001047429577877e-08
Position 317: 2.2711882634836676e-08
Position 518: 1.9943625047491244e-08
Position 353: 4.965708030102557e-09
Position 117: 4.762815548031913e-09
Position 382: 2.8504020439362316e-09
Position 662: 2.2478164108099316e-09
Position 3095: 2.1123746214128064e-09
Position 474: 1.2553313894307912e-09
Position 139: 1.0766881117037774e-09
