Gene = SuUR
Position 461: 1.5874450564637834e-06
Position 1698: 1.267898012973121e-06
Position 1953: 9.503604898848228e-07
Position 528: 4.7629369903155855e-07
Position 1366: 2.909887831115376e-07
Position 198: 2.7162648684266995e-07
Position 1129: 1.9350320920522658e-07
Position 2619: 1.907507071145817e-07
Position 2512: 1.5439865099716663e-07
Position 1409: 1.5195181478419713e-07
Position 1605: 1.3357996068212166e-07
Position 862: 1.0355568553697527e-07
Position 1111: 3.0441829806132404e-08
Position 1084: 2.0552365448715672e-08
Position 1087: 1.802199494850258e-08
Position 1104: 1.6722047853652954e-08
Position 1337: 7.395666352915846e-09
Position 1613: 1.2413499830042568e-10
Position 1393: 3.8621655283146475e-13
Position 1384: 2.7144280309708665e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 838: 0.9901206236679918
Position 1104: 0.85972731674466
Position 1369: 0.837850527872336
Position 1078: 0.1356676638505512
Position 3338: 0.12850571046530673
Position 2825: 0.036296271741214574
Position 2666: 0.031660472108387246
Position 399: 0.02644606001048556
Position 2613: 0.024687736132466494
Position 3243: 0.022585312854245598
Position 127: 0.017878716651263223
Position 1527: 0.012694455756576045
Position 646: 0.009709314271354939
Position 860: 0.009497858879786629
Position 1951: 0.008033162058835286
Position 3142: 0.006323215550186579
Position 2421: 0.006266450991437987
Position 1569: 0.005747372777712662
Position 3973: 0.004553298842994831
Position 2227: 0.0044587723803816166
Position 4017: 0.004260128951842488
Position 3080: 0.00387375969924543
Position 1801: 0.003050145090734504
Position 2428: 0.0028487736154682963
Position 1848: 0.0022184049514474245
Position 2619: 0.0019209353603666368
Position 3698: 0.0016477738851793705
Position 2793: 0.0014280277406977923
Position 2803: 0.0013458332640905197
Position 1777: 0.001253584846451272
Position 2224: 0.001067913339497429
Position 3356: 0.0009354540455550697
Position 3811: 0.0009176674832369618
Position 2942: 0.000890410724002233
Position 2230: 0.0008739930616955087
Position 3888: 0.0008522360872849153
Position 3976: 0.0007855649821294473
Position 2182: 0.0006633808059598964
Position 1665: 0.0006524979139888613
Position 2194: 0.0006403463527434616
Position 2678: 0.000594938035171473
Position 3641: 0.0005833067907761265
Position 3260: 0.0005570572866048755
Position 1409: 0.0005419566271326126
Position 3931: 0.0005352253115393961
Position 73: 0.0005301176531482852
Position 3053: 0.0005232993872134211
Position 1115: 0.0005163764063883404
Position 2588: 0.0004637411176550677
Position 2641: 0.0004546891750024974
Position 2191: 0.00044722865041105773
Position 1204: 0.00041536359603450325
Position 3624: 0.0004139249012070232
Position 2865: 0.00040288657356062806
Position 2031: 0.00038117144785761956
Position 1827: 0.00036026368223812243
Position 2273: 0.0003315111916679389
Position 1695: 0.0002714414516634032
Position 3951: 0.00026181333557794494
Position 3197: 0.0002576276277342093
Position 2873: 0.00024758817395499876
Position 1594: 0.000247493913465119
Position 3749: 0.00024246527509419664
Position 1544: 0.00023275095172899674
Position 1705: 0.00020978093773375516
Position 1662: 0.00020773387932593928
Position 3832: 0.0002076552370306321
Position 167: 0.00019819834009459297
Position 3171: 0.0001922977394006475
Position 2434: 0.00018357364917660003
Position 2279: 0.00018320780544404884
Position 1882: 0.0001748183330355186
Position 3655: 0.0001634335370578215
Position 1990: 0.00016277012166487914
Position 706: 0.0001547340178457469
Position 3085: 0.00014205806254610873
Position 104: 0.0001329690918613038
Position 2249: 0.00012628731792355894
Position 2140: 0.00011821812161562767
Position 2888: 0.00011775905634515074
Position 2468: 0.00010751832663781724
Position 1472: 0.00010579099356293236
Position 2177: 9.610779358894782e-05
Position 1579: 9.318215365970259e-05
Position 1477: 8.637828235312468e-05
Position 1922: 8.248147209544879e-05
Position 3433: 8.085205942811585e-05
Position 158: 7.915125676982658e-05
Position 2654: 7.526153305766184e-05
Position 3050: 7.526090522016642e-05
Position 3466: 7.280501821889543e-05
Position 3471: 7.233788929106986e-05
Position 3474: 7.119034601277417e-05
Position 2201: 6.756582595258433e-05
Position 1735: 6.736013288543556e-05
Position 2241: 6.447163047241442e-05
Position 2737: 5.9577345964945456e-05
Position 580: 5.3802931201530244e-05
Position 2399: 5.379272858020293e-05
Position 2478: 5.24893542892777e-05
Position 2381: 4.4234539188825875e-05
Position 2327: 3.271277242521241e-05
Position 481: 2.8024321739817624e-05
Position 2628: 2.6725419808150237e-05
Position 1899: 2.5091785484918144e-05
Position 2357: 2.2742913802803317e-05
Position 2310: 2.261586562678829e-05
Position 1677: 2.212968839375879e-05
Position 965: 2.1703029416533817e-05
Position 424: 1.7016474244149577e-05
Position 436: 1.3553736432954637e-05
Position 490: 1.247786098739815e-05
Position 538: 1.1370276394941473e-05
Position 449: 1.0084021235281993e-05
Position 1271: 5.804534416551998e-06
Position 1333: 5.006085653363536e-06
Position 2054: 4.64039150264896e-06
Position 606: 3.37470517134127e-06
Position 1025: 3.360916583121039e-06
Position 881: 2.6994125615656872e-06
Position 1234: 2.239451787798292e-06
Position 1212: 1.7978709764508684e-06
Position 1257: 1.458044654121436e-06
Position 990: 1.4418312828297944e-06
Position 2035: 1.3037400760511883e-06
Position 1972: 9.683132220808465e-07
Position 721: 8.694011205524677e-07
Position 1631: 8.304612565651369e-07
Position 766: 5.750402170678929e-07
Position 918: 4.956883224525338e-07
Position 1161: 4.117070651375673e-07
Position 1254: 3.9377197852419146e-07
Position 1850: 3.640879125514968e-07
Position 185: 2.9633129248941996e-07
Position 281: 2.511472395132722e-07
Position 908: 2.2085432356777178e-07
Position 1886: 1.8623529246820927e-07
Position 2070: 1.8229633667116303e-07
Position 1500: 1.3948866326659598e-07
Position 1215: 1.0532337926035794e-07
Position 565: 1.0213467851037836e-07
Position 1337: 8.988438258748369e-08
Position 1275: 6.503388420621506e-08
Position 1790: 6.248026814983106e-08
Position 1433: 4.955394879707534e-08
Position 2088: 3.4493607548272934e-08
Position 1927: 2.9718718019242013e-08
Position 1169: 2.896991976702175e-08
Position 1223: 2.6594986067345664e-08
Position 1227: 2.334540729826165e-08
Position 245: 2.127652346160555e-08
Position 454: 9.544430153571931e-09
Position 1242: 9.485311372088612e-09
Position 1284: 7.172405803447453e-09
Position 999: 2.976321437941458e-09
Position 1483: 2.9235004173881854e-09
Position 1287: 7.391869131208433e-10
Position 1589: 6.021256293170525e-10
Position 1323: 1.732102466133233e-10
Position 1296: 8.839514841481685e-11
Position 1481: 7.820100166893365e-11
Position 1306: 6.996019682196345e-11
Position 893: 1.7439111160488785e-11
Position 468: 5.7923896100297304e-12
Position 492: 1.9455908142806097e-12
Position 567: 2.4132723849915745e-13
