Gene = Tig
Position 1164: 0.0007746553175223956
Position 5344: 0.000769887302582374
Position 470: 0.0007476195459152709
Position 148: 0.0006910234866601388
Position 4768: 0.0006466113530338699
Position 5254: 0.0006095435592138401
Position 146: 0.000590048476324083
Position 5848: 0.0005784020010126059
Position 604: 0.0005344651022055316
Position 2262: 0.0005080336619058446
Position 7149: 0.0004639910958876507
Position 396: 0.00042881819010678467
Position 6730: 0.00040467698716238143
Position 733: 0.00039253228130685375
Position 1203: 0.00037133897806470293
Position 6501: 0.0003316847442445861
Position 8069: 0.00033060044692600484
Position 1105: 0.0003223563320328958
Position 137: 0.0003221664390520172
Position 132: 0.00031238625326304845
Position 747: 0.00031074321896604965
Position 6246: 0.00029208061289718516
Position 6512: 0.0002817957244176979
Position 6444: 0.0002597323806168168
Position 187: 0.00024909884546106656
Position 3029: 0.00023132006403141355
Position 5852: 0.00022161096290250148
Position 347: 0.00021536898673588442
Position 97: 0.00020358718806105325
Position 5902: 0.00020085804493000874
Position 5182: 0.00019592518899254558
Position 564: 0.00018972116287265732
Position 4638: 0.00017219650056923523
Position 68: 0.00016810237255357273
Position 1563: 0.00016559102799760817
Position 38: 0.00015562793810809775
Position 478: 0.00015197923050258715
Position 5877: 0.0001498427853761313
Position 7818: 0.00014954332645519225
Position 1048: 0.00014486366305883512
Position 130: 0.00014231704314599295
Position 535: 0.0001356126883224293
Position 1192: 0.00013511702812500956
Position 6515: 0.0001321633989503668
Position 4875: 0.00012597813332503773
Position 5278: 0.00012439749298765823
Position 376: 0.00011876615538496503
Position 910: 0.00011411717812627123
Position 5175: 0.00010489549220176457
Position 208: 8.403794305492714e-05
Position 1640: 8.050621878001397e-05
Position 6933: 7.048690792484636e-05
Position 5188: 7.020404584803295e-05
Position 1569: 6.529693229844638e-05
Position 4806: 6.436413106077891e-05
Position 4840: 6.24260704974594e-05
Position 889: 6.202698334432882e-05
Position 6302: 6.117558382907967e-05
Position 2055: 6.026650553635888e-05
Position 1989: 5.585989318707164e-05
Position 2026: 5.499245739204557e-05
Position 1151: 5.491229940953937e-05
Position 157: 5.312183574059356e-05
Position 411: 5.1571184469409906e-05
Position 2864: 5.116887993124645e-05
Position 6836: 4.7344323567860615e-05
Position 5061: 4.2979207310710695e-05
Position 7057: 4.245432676065747e-05
Position 5820: 4.213585965544217e-05
Position 1107: 3.992552093093172e-05
Position 1710: 3.935207617613149e-05
Position 5059: 3.9164841053608485e-05
Position 99: 3.7000757926848844e-05
Position 5870: 3.4187742023406894e-05
Position 6376: 2.9815169544412606e-05
Position 2700: 2.9043247309786168e-05
Position 6249: 2.6732688277290702e-05
Position 2116: 2.660725166894723e-05
Position 2978: 2.57954117025263e-05
Position 4956: 2.5712059806881734e-05
Position 1037: 2.4023661623620098e-05
Position 8055: 2.294730214374615e-05
Position 235: 2.2503797246645574e-05
Position 5121: 2.2316918722197258e-05
Position 2183: 2.1922095757597873e-05
Position 305: 2.1280949412906226e-05
Position 6362: 1.7217484877151245e-05
Position 406: 1.719300119841264e-05
Position 1206: 1.648779769994782e-05
Position 2492: 1.640157876768032e-05
Position 1539: 1.5560479457944863e-05
Position 6452: 1.5505146646043607e-05
Position 2469: 1.5020988453352731e-05
Position 481: 1.4840215350612092e-05
Position 1856: 1.4790609327710854e-05
Position 1055: 1.440325119224194e-05
Position 6406: 1.3733285289022441e-05
Position 7661: 1.3711204148905437e-05
Position 1696: 1.3001454781897735e-05
Position 4886: 1.2901548869070327e-05
Position 635: 1.2026294337874845e-05
Position 6196: 1.1951459729332808e-05
Position 3800: 1.0235701019835101e-05
Position 5632: 9.745023057075996e-06
Position 6187: 9.218489903280265e-06
Position 3587: 9.181883021519988e-06
Position 6389: 9.00987401513803e-06
Position 6524: 8.328746347060654e-06
Position 5956: 8.273156736522958e-06
Position 1928: 8.101571156578766e-06
Position 6166: 7.4221450329193775e-06
Position 2032: 7.003803386355552e-06
Position 5762: 6.1348188459161675e-06
Position 921: 6.0275723822033545e-06
Position 349: 5.778020711647557e-06
Position 1931: 5.671885033009879e-06
Position 5404: 5.376543367676919e-06
Position 369: 5.258404714738178e-06
Position 5191: 5.22302822471756e-06
Position 1545: 4.699218333688383e-06
Position 1002: 4.478184893912672e-06
Position 307: 4.226441571574799e-06
Position 12: 4.05675412436324e-06
Position 7667: 3.861451102483756e-06
Position 4928: 3.716414892550185e-06
Position 8049: 3.6240854850492545e-06
Position 4969: 3.2495735832423075e-06
Position 1836: 3.1728499533162395e-06
Position 7812: 3.0859216866765587e-06
Position 5089: 2.765325889201534e-06
Position 6: 2.501924147614836e-06
Position 5067: 2.4991701888244057e-06
Position 8073: 2.4526286106597885e-06
Position 2516: 2.408789903493218e-06
Position 3581: 2.3090441856548335e-06
Position 5009: 2.175848490517982e-06
Position 4830: 2.0219234540406205e-06
Position 8006: 2.001653799443253e-06
Position 2180: 1.8671979508429812e-06
Position 2924: 1.6272372313729407e-06
Position 5859: 1.4434827123272349e-06
Position 2874: 1.4242165457671326e-06
Position 212: 1.375301179072186e-06
Position 2889: 1.363469995841987e-06
Position 5626: 1.303195612313306e-06
Position 2613: 8.294054515326148e-07
Position 5685: 8.206421473510989e-07
Position 4039: 8.135259645806079e-07
Position 2692: 7.54564317728324e-07
Position 403: 7.059473537664076e-07
Position 3149: 4.465104601176517e-07
Position 1887: 3.677319873935627e-07
Position 3132: 2.991306255629484e-07
Position 877: 2.1270729230622782e-07
Position 759: 1.6852381181278403e-07
Position 5963: 9.624541875142084e-08
Position 6876: 9.404336589022673e-08
Position 6351: 7.95904935926412e-08
Position 893: 5.002760022874886e-08
Position 1433: 4.228173706632891e-08
Position 847: 3.714060896829963e-08
Position 6020: 2.5587884803492727e-08
Position 6356: 1.4377332151285203e-08
Position 6179: 1.1650492373957919e-08
Position 6031: 6.757574585082276e-09
Position 896: 5.2831403615549796e-09
Position 5442: 4.401622060602099e-09
Position 5116: 4.167665386428381e-09
Position 4986: 3.600965296324704e-09
Position 1859: 2.8854748110163565e-09
Position 2210: 2.719197511599129e-09
Position 2738: 2.300203199925992e-09
Position 1904: 1.9157188533025866e-09
Position 3358: 1.650705247404442e-09
Position 1753: 1.601791851469906e-09
Position 3136: 1.5319730163513514e-09
Position 2780: 1.3278686905038802e-09
Position 1661: 1.2059698169416566e-09
Position 7797: 9.464028487442985e-10
Position 5986: 8.514933763335401e-10
Position 4756: 5.777475819377231e-10
Position 2751: 5.649960253324624e-10
Position 2329: 5.514598359883914e-10
Position 2521: 4.53273681239156e-10
Position 2030: 4.3600161982045696e-10
Position 5447: 3.685208743090324e-10
Position 5450: 2.0596989557697984e-10
Position 5205: 1.236406237620874e-10
Position 5419: 1.1434231322654205e-10
Position 1410: 8.936856590329737e-11
Position 6660: 5.979304905744267e-11
Position 4741: 4.805673617039121e-11
Position 1583: 1.0119488283618255e-12
Position 837: 5.063663358616205e-13
Position 5726: 4.1775629290484034e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5725: 0.9991240015911501
Position 4692: 0.9983833220161595
Position 789: 0.9493368851079297
Position 7811: 0.864152189146582
Position 4330: 0.7299265286342429
Position 1358: 0.5348385860858255
Position 1370: 0.422782819799367
Position 8006: 0.16507421651511545
Position 2515: 0.09707402097599399
Position 3931: 0.043496757572135676
Position 1633: 0.02159104547662267
Position 1104: 0.021102140725354098
Position 2491: 0.018004395906297526
Position 2266: 0.01737084555132487
Position 8040: 0.014295650360168067
Position 7210: 0.01406321221186562
Position 2341: 0.009363136007838196
Position 4510: 0.008674106993557858
Position 2902: 0.008243496833484201
Position 6565: 0.0072771595038483745
Position 6976: 0.006469127732422341
Position 1770: 0.005286332348080718
Position 1119: 0.004947982448247903
Position 2272: 0.004912801173657008
Position 3793: 0.0043827030535150725
Position 3780: 0.004181937200050037
Position 3385: 0.0038164732744800627
Position 799: 0.003769367194200607
Position 2722: 0.00341466577298734
Position 3988: 0.003356460421136356
Position 5457: 0.003328136788059644
Position 1639: 0.0031740389735757453
Position 2692: 0.0031170716234383915
Position 4306: 0.0028791019401781955
Position 2923: 0.0027832509431983264
Position 7042: 0.0026000105407689893
Position 6712: 0.0025981336757391507
Position 4114: 0.0024903312652542467
Position 2047: 0.002377007094745279
Position 4153: 0.0023663022082332326
Position 604: 0.002254329935070751
Position 3586: 0.002233493434651046
Position 7546: 0.0022128479481343276
Position 6709: 0.002146609215402088
Position 3283: 0.00207153080018301
Position 8012: 0.0020698555308241427
Position 1377: 0.0020453915646004963
Position 4156: 0.002012657425465236
Position 2644: 0.0019740585051209927
Position 3346: 0.0019246828986776974
Position 3499: 0.0019059411945417497
Position 4977: 0.0018285732234436293
Position 3148: 0.001789473590848109
Position 2044: 0.001766343839143204
Position 4021: 0.001693501507923496
Position 4734: 0.0015874748563702902
Position 278: 0.0015811696792004054
Position 3111: 0.0014981557571684008
Position 2770: 0.0014700194298231182
Position 2443: 0.001354040878627335
Position 722: 0.0013346753780443818
Position 5242: 0.001326348678828579
Position 1750: 0.0012942061304057847
Position 3799: 0.0012418604559313628
Position 1900: 0.0012389227820397593
Position 6994: 0.0012066922939334601
Position 6667: 0.0011567470684384906
Position 2284: 0.0010924167684010068
Position 4009: 0.0010288240944702409
Position 220: 0.0010246831930864648
Position 6886: 0.00100379373118306
Position 6604: 0.0009654636932621694
Position 4956: 0.0009318704484142402
Position 1980: 0.000870761672101224
Position 1164: 0.0008421210643260546
Position 1188: 0.0008092533871130634
Position 3196: 0.0007989742222775163
Position 6376: 0.0007825169110155601
Position 8123: 0.000769675271487785
Position 3496: 0.0007196640052440647
Position 7693: 0.0007149614677273398
Position 1747: 0.0007089614094572756
Position 7336: 0.0007059260745441579
Position 5899: 0.0006340608214882317
Position 1135: 0.0005790628848106815
Position 7000: 0.0005787114144132527
Position 5316: 0.000552771225441161
Position 1685: 0.0005485121088022866
Position 235: 0.0005317937828635558
Position 5944: 0.000507678386867021
Position 2252: 0.0005024273934895058
Position 2842: 0.0005014361573815635
Position 2764: 0.0004887295458886081
Position 2698: 0.00046312257444534427
Position 3088: 0.00045474952825744636
Position 1417: 0.00044929546205173205
Position 6679: 0.00044800136950135644
Position 3718: 0.0004330745635909653
Position 3634: 0.00042006185321122574
Position 2359: 0.0004068794022469488
Position 6254: 0.00038328723063887264
Position 4836: 0.0003821659561816456
Position 245: 0.000371653176656275
Position 8069: 0.00035570035740022294
Position 7003: 0.00034043336639721146
Position 6952: 0.0003303925173095158
Position 3142: 0.00031229229204555217
Position 5734: 0.0003110743906898341
Position 2059: 0.0003083798279315978
Position 5842: 0.0002981868485471468
Position 5868: 0.0002412620462658668
Position 3304: 0.00023739668044663842
Position 3190: 0.0002373118467644456
Position 1128: 0.00023281759976785343
Position 1876: 0.00022503646902481236
Position 3022: 0.00022429689184931136
Position 1014: 0.00021806672519905385
Position 3559: 0.0002171371588746338
Position 2767: 0.0002044176876938206
Position 6865: 0.00020046505286186152
Position 6751: 0.00019862085270612467
Position 646: 0.00019780084009448707
Position 2083: 0.0001929966394242476
Position 284: 0.00019057657627966036
Position 5319: 0.00018168778598869924
Position 313: 0.00017958490569051585
Position 564: 0.00017717079041046647
Position 3451: 0.0001743536578332715
Position 7633: 0.0001619912161490284
Position 883: 0.00015668237615187755
Position 2008: 0.00015484849056310676
Position 1798: 0.00014201807624514607
Position 2593: 0.00013912457691407496
Position 2977: 0.000137923186027951
Position 1396: 0.0001376507896394162
Position 2452: 0.00013753384913864784
Position 2446: 0.000134588624954477
Position 1291: 0.00013374257087699822
Position 2668: 0.00013338510630198802
Position 5322: 0.00011761715534145039
Position 5484: 0.00011683464009877963
Position 137: 0.0001101718568899737
Position 1654: 0.0001053791087886522
Position 1480: 0.00010296860689239851
Position 3226: 0.00010282948433751159
Position 5343: 9.989688958805131e-05
Position 6455: 9.558882475970048e-05
Position 7817: 8.684096924718184e-05
Position 7166: 8.643996277767676e-05
Position 1767: 8.616570929955033e-05
Position 6844: 8.554294711610674e-05
Position 6268: 8.39772675859618e-05
Position 1288: 8.36858400542782e-05
Position 6324: 8.254731436782148e-05
Position 5021: 8.008047433622101e-05
Position 1422: 7.608123150285117e-05
Position 1720: 7.020720102790804e-05
Position 6079: 6.90978682572068e-05
Position 8049: 6.570672050561482e-05
Position 1158: 6.345748954861863e-05
Position 2992: 6.169315017585743e-05
Position 2803: 5.972269891919862e-05
Position 8076: 5.835198408233539e-05
Position 6469: 5.609659840607251e-05
Position 5007: 5.501674407702097e-05
Position 6859: 4.912962914151195e-05
Position 6417: 4.5705356866801806e-05
Position 5277: 4.46280990777724e-05
Position 6913: 4.2899806482066896e-05
Position 511: 4.172859830059124e-05
Position 1192: 3.577155857420395e-05
Position 5382: 3.3793421708233004e-05
Position 1212: 3.331573795299831e-05
Position 5475: 3.0679125611488024e-05
Position 171: 2.9259570552145774e-05
Position 4941: 2.8985877878188354e-05
Position 146: 2.6727902895363554e-05
Position 1795: 2.5889158992724767e-05
Position 5848: 2.5755648740961636e-05
Position 1887: 2.5047898753383076e-05
Position 4881: 2.4290798166020158e-05
Position 6541: 2.3415019364269898e-05
Position 1693: 2.323638184861799e-05
Position 5082: 2.2310648475911544e-05
Position 199: 2.2223195914765026e-05
Position 5827: 2.1769391974447056e-05
Position 5583: 2.152192288584506e-05
Position 2005: 2.1178203008012693e-05
Position 1612: 1.944737041220651e-05
Position 5777: 1.926800189827967e-05
Position 5217: 1.8674276234184524e-05
Position 249: 1.866255617488579e-05
Position 6232: 1.7221392162613137e-05
Position 851: 1.5109420585119477e-05
Position 5998: 1.5000351202563491e-05
Position 6151: 1.4629478694750417e-05
Position 2152: 1.4284494821945262e-05
Position 5902: 1.398120422656345e-05
Position 8098: 1.3788229502129124e-05
Position 889: 1.3572952768227913e-05
Position 4974: 1.2883024969599632e-05
Position 5163: 1.2093892712544675e-05
Position 5881: 1.149416113806573e-05
Position 5464: 1.068627992267144e-05
Position 5040: 1.035764288450935e-05
Position 7918: 1.0166124978655485e-05
Position 1710: 9.951551987777789e-06
Position 1267: 9.492311462904685e-06
Position 4902: 9.046386649247341e-06
Position 921: 8.725793518476619e-06
Position 396: 8.602692889150944e-06
Position 470: 8.577696789125653e-06
Position 6841: 8.320127286291253e-06
Position 962: 8.228827770073027e-06
Position 446: 7.586484391775845e-06
Position 1501: 7.221310189498236e-06
Position 5196: 7.127484232454388e-06
Position 6490: 6.898947729544782e-06
Position 1836: 6.6054933351896555e-06
Position 4818: 6.186725541031961e-06
Position 992: 6.134997851072087e-06
Position 877: 5.693192286052655e-06
Position 291: 4.405912071513727e-06
Position 4875: 3.834864973872336e-06
Position 5247: 3.735534853731142e-06
Position 4886: 3.665170780787315e-06
Position 1197: 3.5196329429259874e-06
Position 518: 3.5131697479021474e-06
Position 5048: 3.0615159173961356e-06
Position 5058: 3.0261107726631152e-06
Position 196: 2.8405133494769056e-06
Position 97: 2.60491405219629e-06
Position 869: 2.5529748161105192e-06
Position 5289: 2.5064475912702215e-06
Position 726: 2.3028175419987317e-06
Position 320: 2.2566281559637197e-06
Position 1206: 1.971651286916854e-06
Position 300: 1.910382068242814e-06
Position 5127: 1.857402818879878e-06
Position 2295: 1.8501438933051203e-06
Position 4908: 1.8146007223634549e-06
Position 703: 1.6365402547524275e-06
Position 411: 1.600117135945188e-06
Position 989: 1.3231833888203815e-06
Position 2095: 1.3182761053974488e-06
Position 2155: 1.2710704822528585e-06
Position 630: 1.142137810583146e-06
Position 2302: 1.1100463951668744e-06
Position 4752: 8.994579847440133e-07
Position 4776: 8.471194341705829e-07
Position 1822: 8.303552167990168e-07
Position 8085: 7.61411876480047e-07
Position 5738: 7.31788918132328e-07
Position 909: 7.241369599918582e-07
Position 178: 6.91479169238636e-07
Position 2308: 6.491696130240006e-07
Position 4860: 5.894871687717925e-07
Position 860: 5.642509456331221e-07
Position 1606: 5.386107284183721e-07
Position 805: 5.180123840632504e-07
Position 971: 4.3009159835324787e-07
Position 4812: 3.8247337295850186e-07
Position 1555: 3.5496319007049567e-07
Position 1429: 1.4588780038551834e-07
Position 1451: 1.4290703901591951e-07
Position 533: 1.2502250468804e-07
Position 1384: 1.0596954061369657e-07
Position 1438: 9.251147516569626e-08
Position 6076: 4.463417815987535e-08
Position 58: 3.708240345611571e-08
Position 68: 3.003625720205207e-08
Position 2377: 2.8988390206357455e-08
Position 187: 1.9382860783821437e-08
Position 2188: 1.0933058030281341e-08
Position 1495: 8.961069108908385e-09
Position 74: 7.527641502167216e-09
Position 5929: 4.769617410926817e-09
Position 5956: 3.08028383055426e-09
Position 5698: 4.3030360204173654e-10
Position 611: 3.752551794490516e-10
Position 5688: 2.673474435130472e-10
Position 157: 4.841588678622146e-12
