Gene = Pfas
Position 2258: 7.657747317563596e-07
Position 1699: 4.89455537698505e-07
Position 1571: 3.7765371850189723e-07
Position 1858: 3.5614658876446326e-07
Position 2400: 2.6980815603094713e-07
Position 230: 7.98786418622667e-08
Position 12: 7.858850767525068e-08
Position 1246: 5.1467273389156004e-08
Position 1291: 4.0902957866093235e-08
Position 829: 3.544889835355164e-08
Position 1556: 3.5143656845560655e-08
Position 1542: 3.4913642962921304e-08
Position 969: 3.239540010898182e-08
Position 1652: 3.0845746259164105e-08
Position 882: 3.06916246507589e-08
Position 4193: 1.9890189893605637e-08
Position 536: 1.757770352739728e-08
Position 845: 1.5813931029897665e-08
Position 991: 1.2687008004603554e-08
Position 3648: 9.422215249016763e-09
Position 709: 8.334143209324616e-09
Position 748: 5.335514849877912e-09
Position 1445: 5.166560087553792e-09
Position 588: 5.1581587581723855e-09
Position 1277: 4.714105309618567e-09
Position 6: 3.881569475929107e-09
Position 4216: 1.7933529335093556e-09
Position 557: 3.645453462633177e-10
Position 2998: 3.0241892625926615e-10
Position 2878: 2.7455515501562654e-10
Position 1400: 4.594052774472409e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4038: 0.9932596985366221
Position 1698: 0.9228666248660073
Position 523: 0.6805133724698423
Position 3504: 0.17279606436957853
Position 3162: 0.12199146857592322
Position 197: 0.12162723205734378
Position 2897: 0.08715988036098321
Position 2782: 0.07784214191097544
Position 2573: 0.07306876063546555
Position 1496: 0.023853970168648896
Position 1763: 0.02295046040407506
Position 859: 0.017783218102201064
Position 1430: 0.013408253826001755
Position 3861: 0.012854220062513825
Position 2395: 0.012345743052579267
Position 1509: 0.010298656194706412
Position 562: 0.00872977616389796
Position 4540: 0.007908614431964122
Position 3143: 0.0077485132397194165
Position 3354: 0.004695987123153109
Position 2491: 0.003601209195923191
Position 248: 0.0030240634760902584
Position 1393: 0.0026236837956915976
Position 1321: 0.002617059767913198
Position 3398: 0.0019300632063655229
Position 1219: 0.0018750492615051662
Position 2816: 0.00158637208329121
Position 1015: 0.0015623734813602352
Position 407: 0.001505126397575582
Position 1078: 0.0012412850637715967
Position 2180: 0.0012263884630043566
Position 2166: 0.0011183585868628563
Position 205: 0.0009757991017542813
Position 3587: 0.0009614127541063845
Position 1033: 0.0008766676686136891
Position 4500: 0.0008269080454732979
Position 1400: 0.0008208633766927236
Position 1171: 0.0007724426534932073
Position 1174: 0.000731189969866335
Position 3643: 0.0006114478102746991
Position 259: 0.0006046752541729124
Position 1285: 0.0006005207225416322
Position 2902: 0.0005568687648198537
Position 934: 0.0005361561310364358
Position 1351: 0.0005194155678324215
Position 4547: 0.0004983331875519825
Position 3214: 0.00043425748795365227
Position 4442: 0.0004047611320374687
Position 1441: 0.00038202591512704226
Position 3524: 0.00037878065174407684
Position 1552: 0.00036386876464967636
Position 2714: 0.0003451076979623808
Position 985: 0.00033010039475856557
Position 2366: 0.0003119015499307636
Position 1356: 0.00030692553245882746
Position 1709: 0.0002969733141690109
Position 769: 0.0002921498088478698
Position 2255: 0.0002814886720665483
Position 2084: 0.00027669962637472963
Position 947: 0.00026560076635633853
Position 1909: 0.0002585854497709917
Position 1365: 0.00023413688195999708
Position 4688: 0.00022069234375834675
Position 4090: 0.00021364611672798896
Position 1949: 0.00020063098649246737
Position 4223: 0.00018871895894886174
Position 4460: 0.0001720062821379017
Position 2720: 0.00016222748803935665
Position 453: 0.00015952499515497305
Position 4310: 0.0001351610657291908
Position 875: 0.00013452024743914516
Position 383: 0.00010590284682668664
Position 280: 9.918640372391726e-05
Position 297: 7.47769173846315e-05
Position 4252: 7.400252186773127e-05
Position 1111: 6.597541704699843e-05
Position 1003: 4.976017780998218e-05
Position 4163: 4.325581488588586e-05
Position 4048: 3.8457586245912764e-05
Position 309: 3.7294115674480295e-05
Position 4239: 3.485505915833847e-05
Position 102: 3.3198186867208945e-05
Position 292: 3.017273928498711e-05
Position 1368: 2.878115911943188e-05
Position 2585: 2.5862513173910315e-05
Position 4469: 2.2700937167394343e-05
Position 4656: 2.1782663458596417e-05
Position 2681: 2.1215828156532662e-05
Position 4340: 1.9419282431540914e-05
Position 666: 1.7242415915367114e-05
Position 583: 1.4961779387699606e-05
Position 4768: 1.4562857052031272e-05
Position 1858: 1.2331410090907929e-05
Position 1124: 1.2108097166295919e-05
Position 4745: 1.1271628146074558e-05
Position 4319: 1.1125345416764144e-05
Position 393: 8.536057274030519e-06
Position 1282: 8.33793602776446e-06
Position 1227: 8.127272763853757e-06
Position 477: 4.754962138032232e-06
Position 4607: 4.5446444994950995e-06
Position 4628: 4.127704761158119e-06
Position 1048: 4.027022663606842e-06
Position 721: 2.3780141910716012e-06
Position 134: 1.8570931679839106e-06
Position 1808: 9.947800311575942e-07
Position 1873: 2.622859843340485e-07
Position 661: 4.2614275628472234e-08
Position 737: 3.783832618081598e-08
Position 107: 1.8125416726399622e-08
Position 753: 1.6329329841727493e-08
Position 128: 9.66120012265664e-09
Position 877: 8.003365318636324e-09
Position 480: 5.07732383284897e-09
Position 799: 4.38628579240027e-09
Position 614: 3.3485622898003984e-09
Position 673: 6.948046117964212e-10
Position 72: 1.9218446091794657e-13
Position 61: 2.65036804778479e-17
Position 78: 1.2379035047349952e-17
Position 49: 7.4684336642820125e-19
