Gene = stv
Position 1485: 1.4430801368647198e-06
Position 1656: 1.394042118200494e-06
Position 173: 8.854449050967715e-07
Position 304: 8.092045729405868e-07
Position 5251: 8.032651855145381e-07
Position 1169: 7.796520623347748e-07
Position 1181: 5.654175916403518e-07
Position 926: 4.986751119327082e-07
Position 805: 4.773481686593109e-07
Position 538: 4.29906362619109e-07
Position 1003: 3.863994766093347e-07
Position 298: 1.0057504794116733e-07
Position 923: 8.277425710286261e-08
Position 941: 7.029497043429968e-08
Position 5233: 6.716428189449348e-08
Position 724: 6.376767020983322e-08
Position 881: 3.891799668745915e-08
Position 310: 3.880755025605652e-08
Position 224: 3.854976957780729e-08
Position 899: 2.9312516075807993e-08
Position 413: 9.51775328680139e-09
Position 175: 7.69218555254072e-09
Position 216: 7.484834194623704e-09
Position 313: 5.8635150704081295e-09
Position 334: 2.8975120924567345e-09
Position 340: 2.589248389098117e-09
Position 987: 2.5605888787001946e-09
Position 337: 2.527875206205762e-09
Position 623: 2.4095145476609802e-09
Position 369: 2.0975645872144295e-09
Position 956: 2.0938872260698676e-09
Position 386: 1.6772031292744322e-09
Position 319: 8.255099339950053e-10
Position 355: 7.015975101811594e-10
Position 316: 6.414037027989944e-10
Position 331: 5.557013440954801e-10
Position 884: 4.5903968773115045e-10
Position 322: 4.192873379300803e-10
Position 183: 3.780694554080297e-10
Position 908: 3.771827948572847e-10
Position 887: 3.6913299158850305e-10
Position 254: 5.278783073540454e-11
Position 343: 1.6361790947990052e-11
Position 79: 1.0190675963522863e-11
Position 905: 6.957300410078803e-12
Position 349: 2.8122778418020114e-12
Position 366: 2.472317358264417e-14
Position 177: 5.8796750761187895e-22
