Gene = M6
Position 963: 6.588818741203807e-06
Position 1013: 6.242767382173236e-06
Position 394: 3.887076712217694e-06
Position 288: 3.7739490501357385e-06
Position 1955: 3.7035873676438937e-06
Position 172: 3.4265377812827924e-06
Position 241: 2.1622856365548113e-06
Position 3558: 1.5933874237264604e-06
Position 1379: 1.0519236914702019e-06
Position 843: 8.256491554025336e-07
Position 183: 6.815129687536389e-07
Position 1279: 6.563609627535038e-07
Position 253: 6.527231546928185e-07
Position 73: 5.329083986598005e-07
Position 4419: 4.070332345014173e-07
Position 155: 2.1719871152513557e-07
Position 250: 1.706128946005215e-07
Position 189: 9.852487384661657e-08
Position 4423: 5.049956186874398e-08
Position 4317: 4.886829691387707e-08
Position 342: 3.863558258359137e-08
Position 3785: 2.9935076026709345e-08
Position 115: 1.930666511211711e-08
Position 3849: 8.772766944632623e-09
Position 106: 8.76598889200052e-09
Position 163: 4.8166411913119425e-09
Position 3870: 4.712502995930621e-09
Position 445: 4.278480441599593e-09
Position 3766: 3.3976175525529128e-09
Position 1110: 7.446511363372328e-10
Position 3858: 5.508308830854053e-10
Position 259: 2.690601499487603e-10
Position 1133: 2.086528843585357e-10
Position 255: 2.0731272983322412e-16
