Gene = CNMa
Position 684: 0.004185359120270504
Position 2682: 0.0035025123625195926
Position 4323: 0.0034099583124682867
Position 1777: 0.0033093614061386264
Position 3592: 0.0031489631756755924
Position 1916: 0.0030770644942207347
Position 83: 0.0025070526050446295
Position 3801: 0.002428203004003719
Position 1519: 0.0020804236701729237
Position 3748: 0.0020622616775347415
Position 1807: 0.0018317693126646596
Position 2970: 0.0018300312800615306
Position 4129: 0.0017687944120047432
Position 4195: 0.0017379832944460283
Position 697: 0.0012807041778592834
Position 754: 0.0012673520299684065
Position 741: 0.0011568806505803276
Position 3276: 0.0010591688522335566
Position 1668: 0.0009935750300048927
Position 4630: 0.00083083504940241
Position 3061: 0.0008221863530802019
Position 115: 0.000773405287200068
Position 804: 0.0007575036647341469
Position 3426: 0.0006920430758831361
Position 1197: 0.0006228152282442125
Position 778: 0.000613557242493434
Position 1395: 0.0005902497512280938
Position 1116: 0.0005878977109087045
Position 1314: 0.0005631682039688744
Position 3684: 0.00046359754517318855
Position 4398: 0.00043553405233875145
Position 4344: 0.0004043301490563805
Position 2540: 0.000393445994902397
Position 1751: 0.0003783726181329933
Position 2527: 0.0003452641822868062
Position 1585: 0.0003039358105688005
Position 4135: 0.00029033908241791117
Position 3263: 0.0002881683274985724
Position 2749: 0.00027956100051672284
Position 672: 0.00025170098208875965
Position 663: 0.00023777690950734754
Position 4295: 0.00018887569850767894
Position 2617: 0.00018612408184403567
Position 489: 0.00018531330711743743
Position 386: 0.00018020862992420888
Position 1302: 0.00017261828407566287
Position 2790: 0.0001668439437429263
Position 2828: 0.00016138285677046212
Position 1126: 0.00014635679009035164
Position 120: 0.00013006727210221057
Position 760: 0.00011678439817866128
Position 441: 9.93520250112669e-05
Position 1318: 7.764022418928168e-05
Position 1113: 6.675424329311163e-05
Position 186: 6.078324085151217e-05
Position 1860: 5.857749706606266e-05
Position 2481: 5.828999356563091e-05
Position 1185: 5.519629122291856e-05
Position 337: 4.087418691612084e-05
Position 4140: 3.80788588974515e-05
Position 4638: 3.7826651272959736e-05
Position 2503: 3.5977012738126104e-05
Position 4111: 3.4810933532971514e-05
Position 2181: 3.3915973694608465e-05
Position 4245: 3.3059672118813645e-05
Position 3009: 2.863080219915614e-05
Position 1226: 2.6967111808276926e-05
Position 2500: 2.5287781112950227e-05
Position 846: 2.458870151902727e-05
Position 3249: 2.3999967358652446e-05
Position 388: 2.282357372181272e-05
Position 818: 2.2503893654987973e-05
Position 772: 1.694659694351932e-05
Position 1077: 1.5666370727989264e-05
Position 340: 1.5654030173991245e-05
Position 1342: 1.420467034528404e-05
Position 2821: 1.291137169519123e-05
Position 3970: 1.1334631241507985e-05
Position 2877: 1.0535437809931919e-05
Position 1543: 1.033587936449815e-05
Position 749: 1.0266431543197728e-05
Position 2781: 8.862573345967006e-06
Position 1118: 8.364898313137618e-06
Position 127: 7.740495270473125e-06
Position 1339: 7.456983002089645e-06
Position 4261: 7.230998288005456e-06
Position 4422: 7.19788892347829e-06
Position 4550: 6.7724803305583425e-06
Position 62: 6.000193181051177e-06
Position 3967: 4.048310661446975e-06
Position 2486: 2.4725082294990796e-06
Position 1925: 2.2503168224456805e-06
Position 631: 1.32294729522314e-06
Position 1722: 1.1197015350844956e-06
Position 622: 9.688904068702203e-07
Position 707: 9.450686204626913e-07
Position 1017: 7.393647266927607e-07
Position 1612: 7.138054697958076e-07
Position 1757: 6.127274007666928e-07
Position 1260: 5.933238348282724e-07
Position 497: 5.748760065846166e-07
Position 345: 4.6505178525094766e-07
Position 785: 4.483609838529509e-07
Position 1180: 3.592811264472724e-07
Position 1546: 3.142095170463784e-07
Position 1786: 3.111206279385809e-07
Position 297: 2.7473692058802714e-07
Position 767: 2.4306714433582186e-07
Position 200: 1.962916957660319e-07
Position 831: 1.5769207972657785e-07
Position 1206: 1.36786258544947e-07
Position 1271: 1.367301041795863e-07
Position 320: 9.898969918401991e-08
Position 825: 9.037648463173088e-08
Position 1239: 8.214306133060811e-08
Position 1408: 7.226662757483688e-08
Position 914: 6.397028522689659e-08
Position 1212: 5.972246927591282e-08
Position 278: 4.037155128473344e-08
Position 124: 2.6143960097124367e-08
Position 555: 2.3374234205880053e-08
Position 1370: 2.040492971872561e-08
Position 1095: 1.565057088644369e-08
Position 1284: 1.4705265113434542e-08
Position 306: 8.256581227941836e-09
Position 294: 6.234124050573938e-09
Position 209: 4.436802493537838e-09
Position 451: 5.891423336218495e-10
Position 222: 1.917006135320238e-10
Position 283: 8.214681634199275e-11
Position 267: 7.515437984655571e-11
Position 239: 3.3449929224799736e-12
Position 263: 1.2576306386208855e-13
Position 280: 9.874295628881296e-14
