Gene = chb
Position 5094: 0.0007093753434070235
Position 7186: 0.0006430140700576346
Position 2867: 0.0005659323012212257
Position 4262: 0.0005384802856422092
Position 2834: 0.0005370493563455959
Position 6385: 0.0005312040089368625
Position 6567: 0.0005081112507540056
Position 2584: 0.0004967696601278952
Position 6530: 0.00043554482357713287
Position 8263: 0.00042421254686452663
Position 581: 0.0004163376681612231
Position 318: 0.00041184555262027705
Position 448: 0.0003950489438697187
Position 4541: 0.0003534312971171554
Position 6331: 0.00033942585057426176
Position 3453: 0.0003276029030406541
Position 6221: 0.0003046067187803123
Position 7814: 0.000294767423254523
Position 1331: 0.00027248023487007344
Position 3599: 0.00027127552336466207
Position 8095: 0.00026524388297195637
Position 5100: 0.0002621526432552815
Position 7708: 0.00025247933622124204
Position 5483: 0.00024056672324430925
Position 5823: 0.00023842380053462893
Position 8275: 0.00023219564227059715
Position 2887: 0.00021544207025961623
Position 5130: 0.0002076210992530088
Position 6605: 0.0002071923157824894
Position 6817: 0.00018218899269323513
Position 7137: 0.00017551334048947388
Position 2330: 0.00016906468254684312
Position 5524: 0.0001594121717094565
Position 8614: 0.00014938022246436598
Position 3916: 0.00013774581375669312
Position 6796: 0.00012995982391148824
Position 1188: 0.00012391645803371486
Position 6365: 0.0001116886884879252
Position 1382: 0.00010773716419434103
Position 4150: 0.00010704798810929933
Position 1450: 0.00010642999925430295
Position 1361: 0.00010631297160117706
Position 6831: 0.00010576997133972283
Position 2541: 0.00010343538204377058
Position 7026: 0.00010070288727729684
Position 4273: 0.00010066951345682204
Position 375: 9.678421745886339e-05
Position 5657: 9.556129671732339e-05
Position 1724: 9.075304591659704e-05
Position 141: 8.986061326154205e-05
Position 260: 8.556328866453216e-05
Position 6771: 8.465878191469672e-05
Position 4083: 8.046389428260865e-05
Position 6344: 7.812149826519502e-05
Position 3378: 7.089506674486635e-05
Position 6535: 6.759464138816547e-05
Position 4266: 6.561637162319296e-05
Position 3131: 6.125842444814279e-05
Position 6867: 6.039997283493192e-05
Position 288: 5.7007439065013735e-05
Position 1207: 5.638476889969294e-05
Position 5471: 5.193360715451995e-05
Position 3854: 4.887919060824544e-05
Position 2672: 4.809344254075046e-05
Position 964: 4.78503763328366e-05
Position 2680: 4.636199366762455e-05
Position 970: 4.635717386820093e-05
Position 3545: 4.336611281868842e-05
Position 6350: 4.2811986524200974e-05
Position 2511: 3.904413843395943e-05
Position 5321: 3.774464353907097e-05
Position 414: 3.586095762469753e-05
Position 3747: 3.5709487594463435e-05
Position 5584: 3.5493409498817824e-05
Position 5513: 3.386981243372503e-05
Position 2110: 2.920008015692669e-05
Position 7441: 2.606666201245693e-05
Position 5796: 2.513436665005264e-05
Position 423: 2.308720410089175e-05
Position 1534: 2.2873248820613472e-05
Position 3301: 2.2408314141613167e-05
Position 1870: 2.1676105584176985e-05
Position 5991: 2.145293106950019e-05
Position 5895: 2.06470882471705e-05
Position 6276: 1.943588394995009e-05
Position 7093: 1.9387939714193042e-05
Position 1409: 1.7222905760659413e-05
Position 3462: 1.585055491545876e-05
Position 2989: 1.534263192996396e-05
Position 6188: 1.4697223907431223e-05
Position 1832: 1.4586652176799147e-05
Position 1480: 1.419556445844718e-05
Position 2466: 1.3985197978269675e-05
Position 3266: 1.2622255463356751e-05
Position 709: 1.083228785668225e-05
Position 2367: 9.842443092899292e-06
Position 3252: 9.59025718855124e-06
Position 1791: 9.585628878401733e-06
Position 509: 9.210207363200968e-06
Position 429: 7.693784111043441e-06
Position 1741: 7.456937781378892e-06
Position 5641: 7.249135536950881e-06
Position 476: 7.000785516547514e-06
Position 335: 6.957792867927386e-06
Position 1941: 5.490075032733393e-06
Position 5768: 5.062929631709055e-06
Position 775: 5.055136099562834e-06
Position 1744: 5.001363353257257e-06
Position 5461: 4.337389258223931e-06
Position 1050: 4.238830365002478e-06
Position 5856: 3.987034659592197e-06
Position 1873: 3.95314262739318e-06
Position 5683: 3.432767987657804e-06
Position 973: 3.3835135559952646e-06
Position 5386: 2.431516954226196e-06
Position 2741: 2.3801471468492344e-06
Position 154: 2.3123537890571002e-06
Position 5357: 2.267444797516118e-06
Position 4904: 2.0070011697977868e-06
Position 3618: 1.9835443999706565e-06
Position 4868: 1.765838583039183e-06
Position 2724: 1.4841789369344037e-06
Position 4612: 1.1100744307286346e-06
Position 2350: 8.834753098801122e-07
Position 4588: 7.021355546061338e-07
Position 1738: 5.399972329099598e-07
Position 1660: 5.297642846592406e-07
Position 220: 4.509965989779869e-07
Position 1365: 4.023969193835212e-07
Position 1115: 3.14502311070386e-07
Position 3143: 3.099638740343622e-07
Position 1458: 8.225586229581221e-08
Position 241: 4.9137116316583986e-08
Position 1782: 4.114881367940902e-08
Position 340: 4.031644785330412e-08
Position 5268: 3.9816934396295366e-08
Position 1996: 3.95273649546047e-08
Position 5294: 3.819952828252286e-08
Position 655: 2.0242580607004294e-08
Position 781: 1.747316905470261e-08
Position 721: 1.1099733454874756e-08
Position 835: 8.469813947688388e-09
Position 1624: 3.2038830164807362e-09
Position 1477: 8.465760025290032e-10
Position 178: 8.118276314086801e-10
Position 344: 5.481234459812188e-10
Position 457: 5.366766637965276e-10
Position 71: 1.8318910400217997e-10
Position 1124: 1.0907613514982731e-10
Position 161: 1.0443403815985936e-10
Position 1803: 1.0401601291357304e-10
Position 1235: 9.116295611649908e-11
Position 611: 6.475159959155751e-11
Position 643: 5.2205258483923266e-11
Position 85: 4.9704558107777616e-11
Position 631: 4.1704971896081484e-11
Position 99: 3.138404537818108e-11
Position 385: 1.664775763881673e-11
Position 243: 1.959916839452992e-12
Position 197: 9.961635226528864e-13
Position 800: 8.356347845346735e-13
Position 899: 5.879448897042803e-13
Position 103: 1.2363969638362374e-13
Position 191: 2.6690180753080264e-14
Position 87: 2.1285103647587622e-14
Position 193: 3.301897923543197e-15
