Gene = Muc68D
Position 677: 0.00011673623489115155
Position 622: 8.724325060872133e-05
Position 746: 6.893573365736128e-05
Position 82: 4.9998501890263525e-05
Position 140: 3.077549609841177e-05
Position 1012: 2.9006813978892447e-05
Position 169: 2.327779630944969e-05
Position 855: 2.2811308131715915e-05
Position 49: 2.0909759173126472e-05
Position 488: 1.81112508037415e-05
Position 493: 1.3639381396404103e-05
Position 890: 1.177793585508968e-05
Position 800: 1.0430125184605446e-05
Position 1601: 5.293688374480647e-06
Position 954: 4.724476664586381e-06
Position 358: 3.6912083794278253e-06
Position 680: 3.6304555746559463e-06
Position 69: 2.2591976280218075e-06
Position 809: 1.9669951012777767e-06
Position 875: 9.38618648934471e-07
Position 153: 5.861057453192004e-07
Position 908: 3.6130278671643437e-07
Position 88: 4.1876676629999384e-08
Position 702: 4.1301145685127334e-08
Position 510: 1.9847820656305655e-10
Position 751: 6.753419265602629e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 82: 0.9305549371781878
Position 1123: 0.07631694074880305
Position 1366: 0.06626124831341913
Position 4389: 0.05969780924818661
Position 3073: 0.03546420239466324
Position 2272: 0.03394701579226087
Position 1570: 0.02794126174235608
Position 2773: 0.02742181564681074
Position 3274: 0.026058196252298563
Position 1468: 0.023612488646006357
Position 1975: 0.022963725603750033
Position 2971: 0.01852907445776947
Position 1771: 0.018049607636564095
Position 1060: 0.017707285877146057
Position 2074: 0.016724771125519452
Position 2470: 0.016683092802524516
Position 2173: 0.0163653935569343
Position 2569: 0.015840195784728738
Position 3172: 0.015810404793872416
Position 862: 0.012952739313021145
Position 2872: 0.012545773058309685
Position 1162: 0.010803399302529042
Position 1033: 0.009509954464397043
Position 886: 0.00887385487046073
Position 516: 0.007675234258538099
Position 2371: 0.007510022014348178
Position 410: 0.00725505277945575
Position 4741: 0.006659147315540022
Position 3553: 0.005413150613471655
Position 865: 0.005323008855996889
Position 875: 0.005298386577926701
Position 488: 0.004671870258844519
Position 3667: 0.00413932980371426
Position 1076: 0.004102410666950155
Position 270: 0.004047155881255025
Position 961: 0.003368880348413433
Position 120: 0.0032772265652740032
Position 709: 0.0031828018908113026
Position 4410: 0.00307814046833391
Position 3349: 0.0028016297766846375
Position 4157: 0.0027299036536619194
Position 934: 0.002708437043711923
Position 712: 0.0025769565029549585
Position 1339: 0.002119540065488546
Position 1645: 0.0020522083973689344
Position 69: 0.001963888695920731
Position 4162: 0.0019193384933678373
Position 1135: 0.0017262076385020427
Position 2947: 0.0013763947512699516
Position 3392: 0.0013415397233812955
Position 3776: 0.0011910071824847207
Position 1174: 0.0009872351209927784
Position 606: 0.0008864794332010665
Position 1846: 0.0008214436356496046
Position 1543: 0.000719859309118859
Position 3629: 0.0007123258757587106
Position 3515: 0.0005747358298560625
Position 557: 0.0005578879459897957
Position 1441: 0.0005523840458738307
Position 1237: 0.000524615868227529
Position 1086: 0.0004984366673907628
Position 3046: 0.00043703429827302573
Position 2644: 0.00039312053793332766
Position 1036: 0.0003899820997742433
Position 2746: 0.0003566530887178322
Position 893: 0.00035461529713142934
Position 1948: 0.00030259451769797227
Position 737: 0.0002783256802990812
Position 1342: 0.00021202552554734064
Position 596: 0.00019386357395466633
Position 785: 0.00017029871401253002
Position 823: 0.00017018226198357492
Position 1648: 0.000157167788640186
Position 721: 0.00015438262902048826
Position 1240: 0.00015365058686047235
Position 583: 0.00013231538927877627
Position 86: 0.00011997131365756256
Position 658: 0.00011690173615333248
Position 1264: 0.00010053294675675408
Position 973: 6.864755810335418e-05
Position 844: 6.127576161431004e-05
Position 330: 5.480712210773095e-05
Position 890: 4.8368721897132866e-05
Position 899: 3.8383083628220426e-05
Position 88: 3.5352816462301884e-05
Position 1144: 3.418427114245789e-05
Position 622: 1.978786340370301e-05
Position 662: 8.026029186007387e-06
Position 746: 8.006724818245236e-06
Position 691: 6.354425018264625e-06
Position 835: 5.342853446113855e-06
Position 686: 2.826937317986757e-06
Position 327: 2.53693607514257e-06
Position 240: 2.245710633660721e-06
Position 673: 2.0278285008782155e-06
Position 132: 1.491695464042129e-06
Position 164: 7.4750107652505e-07
Position 356: 5.641976124884526e-07
Position 169: 4.254807481364296e-07
Position 166: 2.8869051296671836e-07
Position 365: 2.7436832070788363e-07
Position 540: 2.505709729055845e-07
Position 534: 8.661089231633266e-08
Position 345: 5.1723663326389617e-08
Position 432: 3.015083755751333e-08
Position 543: 2.852000493260951e-08
Position 49: 1.228071988684238e-08
Position 181: 3.1686456166016734e-09
Position 334: 2.338670160959445e-12
