Gene = UQCR-C2
Position 347: 4.412731263502518e-05
Position 250: 2.534195719153132e-05
Position 158: 1.9247475082534145e-05
Position 1579: 1.8896041489387253e-05
Position 719: 1.613594736610563e-05
Position 151: 1.3982908587501918e-05
Position 1717: 1.3226143721842053e-05
Position 769: 1.3224388554209474e-05
Position 883: 1.2266524411572675e-05
Position 243: 7.96466595859697e-06
Position 135: 7.011177567435579e-06
Position 253: 4.315741611204908e-06
Position 1672: 4.237330887738987e-06
Position 1193: 4.138942860026664e-06
Position 1720: 2.7916003651736816e-06
Position 296: 2.5986050452198156e-06
Position 1810: 2.132582857200181e-06
Position 887: 2.0713928991756496e-06
Position 1621: 2.0389920427058673e-06
Position 1759: 1.8292591696263298e-06
Position 1530: 1.7178619472904413e-06
Position 1272: 1.4122481351807981e-06
Position 1642: 1.152715860341459e-06
Position 1255: 1.141846523660302e-06
Position 1417: 1.1272975176185932e-06
Position 1901: 1.0643165211665032e-06
Position 895: 1.0430079922513884e-06
Position 533: 9.925184350293968e-07
Position 1516: 7.539774318603878e-07
Position 1183: 7.287424886376349e-07
Position 356: 7.164966066839907e-07
Position 1394: 5.13892122837338e-07
Position 549: 4.7100455983865144e-07
Position 733: 4.6950648183325216e-07
Position 185: 3.8345592675235887e-07
Position 1281: 3.617490694655893e-07
Position 1653: 3.520553889673659e-07
Position 1591: 2.88066563626365e-07
Position 1435: 2.855539975940915e-07
Position 325: 2.467894507521674e-07
Position 1147: 1.4506024266718128e-07
Position 850: 1.0456603870041257e-07
Position 1813: 8.710734352543084e-08
Position 904: 3.68238035604654e-08
Position 603: 1.1561885860668228e-08
Position 673: 9.720022601554978e-09
Position 615: 2.7881397200018403e-09
Position 618: 6.741594233834166e-11
Position 1655: 4.559106131154307e-11
Position 1001: 3.028991889733986e-11
Position 1285: 1.2798556783244416e-11
Position 1159: 1.0878735397005172e-11
Position 990: 8.203700828182238e-12
