Gene = BicD
Position 10259: 0.9741766007911709
Position 8659: 0.9089483864551654
Position 11371: 0.8768386793891122
Position 9332: 0.8125109225624992
Position 12501: 0.4867480761170377
Position 758: 0.21728625217962985
Position 12149: 0.15537914931956093
Position 9298: 0.15266406325913753
Position 2114: 0.1037722160513599
Position 769: 0.08386893182412383
Position 898: 0.08277417694745612
Position 12316: 0.08204129067072337
Position 8686: 0.07157473443475308
Position 496: 0.07117516028842628
Position 6554: 0.06123405619311257
Position 8392: 0.04982803664273837
Position 11171: 0.04081169742361789
Position 696: 0.029888358061146342
Position 870: 0.025174323205665147
Position 2154: 0.02477877294095665
Position 11131: 0.02056402979166666
Position 11803: 0.014406500311544624
Position 12110: 0.014344989085368198
Position 4754: 0.01401055381565946
Position 11543: 0.01324038978247959
Position 11826: 0.013041332770537465
Position 10290: 0.012154212299788199
Position 13186: 0.011494016796583862
Position 6205: 0.010584583952310555
Position 12709: 0.00993735485084742
Position 9905: 0.00947775584830621
Position 6821: 0.009112746069034014
Position 12056: 0.007770613355275188
Position 9646: 0.007341814547506777
Position 2485: 0.007230971433600392
Position 12541: 0.006473451789770339
Position 5769: 0.006169536842239986
Position 1667: 0.005737308416580547
Position 11986: 0.005485819422824338
Position 12103: 0.005006834537836835
Position 6879: 0.004872919487673494
Position 9365: 0.004738460652619223
Position 2043: 0.003982429598743329
Position 450: 0.003947415831769571
Position 819: 0.0033267906627915443
Position 10007: 0.0030907725648543017
Position 11868: 0.00289535818369076
Position 9584: 0.0026046010412081075
Position 774: 0.0025104463061061465
Position 6159: 0.0024768012194247534
Position 13130: 0.002351239562478893
Position 9409: 0.0022696577349095933
Position 1228: 0.0022371525942173676
Position 8744: 0.0020839657913941274
Position 2538: 0.0020141109962111573
Position 9992: 0.0020076631593901207
Position 8770: 0.0018992512894040105
Position 8126: 0.001886802392873736
Position 3391: 0.0018679857076661427
Position 8465: 0.0017908640725433878
Position 4282: 0.0017478196752343945
Position 114: 0.0016493664460790884
Position 4728: 0.0014416392290296138
Position 4145: 0.0014041471587096445
Position 5810: 0.0013713668773031999
Position 904: 0.0013348854686089085
Position 143: 0.0013185589366421064
Position 1225: 0.0013102484632914941
Position 12167: 0.0012489867369864555
Position 3554: 0.0012259297180510617
Position 9424: 0.0011544596594012168
Position 10542: 0.0011404030459382674
Position 11791: 0.00109765152539229
Position 11205: 0.00102456376209327
Position 9362: 0.0010180005154603513
Position 9908: 0.0009709109972540905
Position 11178: 0.00095656183694256
Position 11306: 0.0009351544096565025
Position 9971: 0.0009340118061931215
Position 4457: 0.0008799037557082851
Position 3529: 0.0007866699639696501
Position 9738: 0.000763970842457285
Position 12570: 0.0006471322910468176
Position 9836: 0.0006355082354203426
Position 11551: 0.0005593146183564909
Position 10754: 0.0004931999679642639
Position 1615: 0.000475840491541672
Position 12647: 0.00043133232799451375
Position 1977: 0.0004219503202274928
Position 12567: 0.00041642986381148085
Position 5120: 0.0004033984525974988
Position 4183: 0.00040116127703207835
Position 786: 0.00038674245696699
Position 4932: 0.0003865049665995963
Position 1984: 0.00038166427741191596
Position 1998: 0.00035547767648270415
Position 10907: 0.0003511181316246609
Position 335: 0.0003391045672777956
Position 10611: 0.0003309625175799392
Position 11403: 0.0003166634699826481
Position 2510: 0.0002936434585901106
Position 10329: 0.00029251869312697955
Position 11807: 0.00029218070657096375
Position 9158: 0.00028709136139168243
Position 10668: 0.00028069417655419185
Position 1681: 0.00028038762468053923
Position 10054: 0.0002786048271781061
Position 10128: 0.00026880868621977024
Position 3264: 0.00024530260572719467
Position 9773: 0.00024141163795047852
Position 5168: 0.00024091567368838857
Position 4090: 0.00023413670570275713
Position 3343: 0.00020751256903797345
Position 777: 0.00020049452151307657
Position 11520: 0.00019378956477048703
Position 577: 0.00018802492645434736
Position 11718: 0.00018634469353172168
Position 410: 0.00018490511992196992
Position 983: 0.00018230916752223474
Position 4003: 0.00017189259831482145
Position 9743: 0.00016089787778487196
Position 9596: 0.00016070446460476578
Position 997: 0.00015892067998086125
Position 2525: 0.00015845235271442161
Position 12044: 0.00014990831974667014
Position 11696: 0.0001448884145707561
Position 9563: 0.00014472330062493088
Position 2973: 0.0001399971727972842
Position 10072: 0.00013860156229002874
Position 1301: 0.00013812768606763346
Position 675: 0.00013150485936076138
Position 11199: 0.0001309178357447788
Position 9866: 0.000130633914341424
Position 10106: 0.00012643335973617747
Position 939: 0.00011754589906828426
Position 2545: 0.00011130615623758241
Position 1527: 0.00010130237161550645
Position 13602: 9.94693826514671e-05
Position 2923: 8.577076815709148e-05
Position 12173: 7.405246579271932e-05
Position 10689: 6.65781400353015e-05
Position 1004: 6.626183177623148e-05
Position 1013: 6.14074999983468e-05
Position 10919: 5.0622493118656196e-05
Position 1744: 4.9462364330049225e-05
Position 10721: 4.8627515345136574e-05
Position 10552: 4.480492710116949e-05
Position 6513: 3.8564236761810785e-05
Position 431: 3.4815897732309685e-05
Position 11094: 3.447490739472584e-05
Position 528: 3.2901120004742074e-05
Position 473: 3.213537037327702e-05
Position 12062: 3.038142613842368e-05
Position 11963: 2.7367767993946623e-05
Position 510: 2.719159835036135e-05
Position 12164: 2.6999225016268395e-05
Position 10620: 2.4568285292118308e-05
Position 10695: 1.9491606189416406e-05
Position 584: 1.8369276251758478e-05
Position 3044: 1.6899978375047006e-05
Position 10578: 1.6367326595132104e-05
Position 1373: 1.596524498160448e-05
Position 426: 1.5878251851839015e-05
Position 10539: 1.54855438561298e-05
Position 10563: 1.3668725124372536e-05
Position 11101: 1.079237576435999e-05
Position 1172: 1.0433339026583172e-05
Position 11003: 1.0147901293456451e-05
Position 11000: 9.136073945705938e-06
Position 3608: 8.568995546210675e-06
Position 10946: 8.32058125254351e-06
Position 2754: 8.071115815492138e-06
Position 3300: 8.034100783647983e-06
Position 9433: 7.319988635379369e-06
Position 10323: 7.275464509858773e-06
Position 683: 6.972979577260191e-06
Position 11189: 6.761302940580013e-06
Position 1862: 6.339226534763587e-06
Position 4142: 6.262138596940589e-06
Position 10572: 6.1429395983580204e-06
Position 10467: 5.235793811579649e-06
Position 10647: 4.7607046954069364e-06
Position 2189: 4.7158265750976385e-06
Position 8201: 4.434678885172749e-06
Position 10979: 4.432434850223976e-06
Position 10496: 4.41662267546418e-06
Position 8611: 3.913646837089357e-06
Position 10575: 3.85487598373411e-06
Position 1055: 3.629205728493983e-06
Position 1246: 3.4542381043944633e-06
Position 8409: 3.1383423487770498e-06
Position 11691: 2.9909732017628945e-06
Position 1551: 2.915480805355013e-06
Position 1436: 2.834061892014305e-06
Position 10737: 2.7195303365598967e-06
Position 12068: 2.5980832627693984e-06
Position 10950: 2.338570154977704e-06
Position 4859: 2.232195524981204e-06
Position 9473: 2.206780022516674e-06
Position 246: 2.1652957325719234e-06
Position 1414: 2.099299620615174e-06
Position 9454: 1.9543939860377106e-06
Position 579: 1.8033511419794876e-06
Position 1034: 1.7678735015408728e-06
Position 10764: 1.7018085977474226e-06
Position 301: 1.6826150807071531e-06
Position 10710: 1.643646833448083e-06
Position 9689: 1.5915268060375587e-06
Position 9599: 1.5657439663567842e-06
Position 4286: 1.5430962417022984e-06
Position 8261: 1.482233931160484e-06
Position 3612: 1.474986956752951e-06
Position 1704: 1.44322560228153e-06
Position 382: 1.4350326087877073e-06
Position 5126: 1.3816124287432138e-06
Position 10904: 1.3771836776368202e-06
Position 10595: 1.3351256733589929e-06
Position 953: 1.2866690270750044e-06
Position 2258: 1.2415988273040456e-06
Position 613: 1.21568685874257e-06
Position 1052: 1.126034933502583e-06
Position 11443: 1.1021518349782288e-06
Position 10557: 1.0232734908137689e-06
Position 2243: 8.966616038320308e-07
Position 1040: 8.911124628454738e-07
Position 1305: 7.528994058568472e-07
Position 11408: 7.459524257043902e-07
Position 1645: 6.63434862919699e-07
Position 9344: 6.520875254175383e-07
Position 11495: 6.05083371378753e-07
Position 1058: 5.906451070119268e-07
Position 10554: 5.895494419993692e-07
Position 10701: 5.779653713139499e-07
Position 9869: 5.526631291916084e-07
Position 10119: 4.732424815026774e-07
Position 11006: 4.6127946301872284e-07
Position 1804: 4.4333411907937726e-07
Position 1753: 4.3050973065139966e-07
Position 10767: 4.0906122886916157e-07
Position 1626: 3.8553735843703257e-07
Position 1792: 2.4956300160956917e-07
Position 10953: 2.1823791789177862e-07
Position 256: 1.9367594479815187e-07
Position 1433: 1.6419471189397825e-07
Position 1562: 1.6010436142810387e-07
Position 2345: 1.5890715962380123e-07
Position 505: 1.545719323319469e-07
Position 799: 1.5036123025754658e-07
Position 796: 1.2060654718594347e-07
Position 2583: 1.193524055360384e-07
Position 2310: 6.670305547496602e-08
Position 1115: 6.102705444235822e-08
Position 188: 4.437835146688634e-08
Position 9494: 1.9935634475360157e-08
Position 177: 1.650099398060914e-08
Position 11700: 1.3332521694330554e-08
Position 193: 1.2656579926416917e-08
Position 216: 1.0098961676451956e-08
Position 624: 9.780142375055854e-09
Position 10819: 4.870886201648502e-09
Position 11021: 4.7617942920610006e-09
Position 261: 2.060885741021748e-09
Position 9444: 1.3522473875696184e-09
Position 211: 5.305074454923486e-10
Position 10955: 3.771691341015603e-10
Position 10967: 3.2369253258600296e-10
Position 629: 1.1979576351769823e-10
Position 10805: 7.902093418892465e-11
Position 190: 3.176384469894538e-11
Position 514: 7.853567473857327e-15
