Gene = Mob2
Position 37929: 0.005418411429634407
Position 35642: 0.0051997416674502885
Position 38393: 0.004398990115488549
Position 36700: 0.004008659111582517
Position 38987: 0.003694728380607839
Position 37547: 0.002967277666868192
Position 38403: 0.0026103261318721404
Position 36938: 0.0024725366844160763
Position 38748: 0.0024329323350877337
Position 35201: 0.0021721369277371383
Position 39150: 0.002126333918948241
Position 35526: 0.0018092039263443577
Position 39175: 0.0012479875471251372
Position 38462: 0.0011369385336193682
Position 38663: 0.0010776181071447707
Position 36913: 0.000883656957606068
Position 37032: 0.0008765211826415794
Position 37035: 0.0006576710983443135
Position 38613: 0.0006533389650472121
Position 37950: 0.0004933012923770526
Position 37972: 0.00032676236740634816
Position 39331: 0.00027928494126884057
Position 37155: 0.00024837376137291966
Position 36807: 0.00017728291747456723
Position 37904: 0.0001338134009963701
Position 36766: 9.481446006741601e-05
Position 37438: 9.183594616986352e-05
Position 37638: 9.182098602452335e-05
Position 37327: 6.724380995309035e-05
Position 36885: 5.4115610754412e-05
Position 36804: 4.725314094833744e-05
Position 23242: 1.570412255468878e-12
Position 17196: 2.2303761525509404e-15
Position 15819: 1.0363872375027117e-16
Position 15487: 8.999672318134604e-17
Position 15101: 4.3947834493147925e-17
Position 15022: 3.881823146224147e-17
Position 14923: 3.798689186725445e-17
Position 12171: 2.8131760081886e-17
Position 12726: 5.5910598679925805e-18
Position 8114: 4.54950510106895e-18
Position 586: 4.175161186564762e-18
Position 11888: 2.9587367466091527e-18
Position 3636: 2.910141392486183e-18
Position 9586: 2.7825781026711394e-18
Position 7178: 2.5714363966061235e-18
Position 7714: 2.2933459044684023e-18
Position 12772: 2.2843511898543506e-18
Position 12374: 2.2427102682304627e-18
Position 3300: 1.9796274193089914e-18
Position 8530: 1.5670572401089494e-18
Position 7799: 1.4912896503422723e-18
Position 9914: 1.3776119196753525e-18
Position 7841: 1.2007840437130258e-18
Position 3072: 7.25502332973409e-19
Position 419: 7.203663015943915e-19
Position 8542: 7.1771487115771805e-19
Position 10601: 5.978539249758935e-19
Position 617: 5.763563758422567e-19
Position 6987: 5.271411940353229e-19
Position 1222: 5.216322465928965e-19
Position 8276: 3.8638138390149737e-19
Position 2942: 2.851099270602995e-19
Position 8837: 2.7230268505189173e-19
Position 10214: 2.22477307580971e-19
Position 5040: 1.9800234012912415e-19
Position 3085: 1.7520783530291637e-19
Position 1525: 1.7076801439238228e-19
Position 3533: 1.5557039238437942e-19
Position 8177: 1.440706991010478e-19
Position 1019: 1.2092318761089212e-19
Position 2912: 1.1741512371369491e-19
Position 3306: 1.0217843686357715e-19
Position 3039: 9.960225943386911e-20
Position 9630: 8.805615245337026e-20
Position 3397: 8.338110091143591e-20
Position 3837: 8.257152536033696e-20
Position 3412: 8.25002727145886e-20
Position 6750: 7.945259870141606e-20
Position 7581: 7.842369736182667e-20
Position 1965: 7.043495963930408e-20
Position 1428: 6.324573848792921e-20
Position 1990: 5.626274443302648e-20
Position 9549: 5.558212298129127e-20
Position 3474: 5.509608219787472e-20
Position 2974: 5.329404013812581e-20
Position 1798: 5.227707592392986e-20
Position 1996: 4.651067208785232e-20
Position 8218: 4.6430745787794464e-20
Position 142: 4.2603331219378046e-20
Position 1562: 3.5137593642618826e-20
Position 2875: 3.4460191078873593e-20
Position 4849: 3.214810505274478e-20
Position 2381: 2.996218119937405e-20
Position 7555: 2.83915034033071e-20
Position 8169: 2.7540632183016086e-20
Position 4094: 2.656650188452253e-20
Position 4207: 2.635650067333005e-20
Position 682: 2.5443282313968643e-20
Position 840: 2.4557761951887315e-20
Position 8284: 2.4450704862017395e-20
Position 2054: 2.421302420470446e-20
Position 2309: 2.349530631535261e-20
Position 2276: 2.237792125233269e-20
Position 235: 1.9963005992376794e-20
Position 3220: 1.918536592283645e-20
Position 3163: 1.9117602514241986e-20
Position 1431: 1.910118894089254e-20
Position 6234: 1.8077120915886115e-20
Position 1575: 1.7796727788333912e-20
Position 6326: 1.7287908130241848e-20
Position 1079: 1.608387017846664e-20
Position 264: 1.5064304375237333e-20
Position 1488: 1.4569790767785636e-20
Position 2495: 1.448590260333888e-20
Position 3335: 1.4125050210159508e-20
Position 6782: 1.3629915966027434e-20
Position 2841: 1.3107502702062801e-20
Position 3371: 1.2838027088704206e-20
Position 4500: 1.2365519051429412e-20
Position 1824: 1.2022672706611456e-20
Position 8247: 1.1382900549619013e-20
Position 281: 1.0746728235213736e-20
Position 1415: 9.74058888114113e-21
Position 1225: 9.062784962838624e-21
Position 5077: 8.162822811929615e-21
Position 3515: 7.991921600209195e-21
Position 3126: 6.747198941343704e-21
Position 5768: 5.802383578992947e-21
Position 6374: 5.5648569613971706e-21
Position 5245: 5.48443433579499e-21
Position 261: 5.221936404475255e-21
Position 4228: 4.5950946126010634e-21
Position 874: 3.860427961814633e-21
Position 1626: 3.313310227838681e-21
Position 623: 2.9387938466001824e-21
Position 393: 2.7355926608381607e-21
Position 5526: 2.647480758363503e-21
Position 885: 2.471329243628029e-21
Position 731: 2.1221077016995594e-21
Position 4452: 1.952925543476529e-21
Position 1453: 1.894119743733129e-21
Position 5474: 1.6986590325708116e-21
Position 227: 1.694424908627804e-21
Position 6835: 1.406528322066067e-21
Position 1600: 1.2678759095911005e-21
Position 6271: 1.2190338599633152e-21
Position 4830: 1.0897462554031689e-21
Position 1616: 1.0816668248872636e-21
Position 1297: 9.00346347397578e-22
Position 6199: 8.69523953659982e-22
Position 4534: 8.564445240185931e-22
Position 6005: 8.517413824560187e-22
Position 1303: 6.789366766157747e-22
Position 4221: 6.747864589901214e-22
Position 1042: 6.679814057377868e-22
Position 1863: 5.559343263832466e-22
Position 5771: 5.253296636415659e-22
Position 844: 4.690452670673581e-22
Position 4661: 4.632221105456676e-22
Position 4602: 4.488691987564708e-22
Position 4161: 4.45263208628097e-22
Position 5562: 3.742144279964975e-22
Position 1398: 3.707408153037622e-22
Position 4097: 3.665144972012093e-22
Position 1594: 3.048953125422076e-22
Position 4420: 3.022533233895754e-22
Position 387: 2.611233716792392e-22
Position 1582: 2.2107512523518257e-22
Position 4267: 1.8949875137774092e-22
Position 4042: 1.8048944310830596e-22
Position 1457: 1.5826234545575141e-22
Position 1381: 1.444258857065692e-22
Position 79: 1.3026009585566179e-22
Position 75: 1.179806245976071e-22
Position 644: 1.0681321614504536e-22
Position 4581: 7.711098520404187e-23
Position 4270: 7.610901304311249e-23
Position 1022: 4.685095431696746e-23
Position 959: 4.2222966518657197e-23
Position 1367: 3.103161488203598e-23
Position 626: 2.943241065674315e-23
Position 2719: 2.8171552854204356e-23
Position 2506: 2.4963984901805752e-23
Position 852: 2.4412547490928537e-23
Position 1642: 8.889524044403879e-24
Position 2846: 8.730248221154744e-24
Position 1326: 4.9211216443954645e-24
Position 662: 7.464532203603881e-25
Position 698: 4.5941943237215725e-25
Position 1689: 4.548619492799846e-25
Position 295: 9.99376899159818e-26
Position 81: 1.7694086693984435e-26
Position 363: 1.7073858512154946e-26
Position 273: 1.6184408313225353e-26
Position 695: 1.270264304876452e-26
Position 213: 1.0378981538256427e-27
Position 733: 1.8931860734309761e-28
Position 215: 6.241710466153641e-29
Position 344: 6.363987045434613e-30
Position 160: 2.6563014619523857e-30
