Gene = wls
Position 2144: 4.557496101223689e-05
Position 1377: 4.394765302993944e-05
Position 1439: 4.118611352215188e-05
Position 1279: 4.1153825234132145e-05
Position 2465: 3.9260474135914246e-05
Position 2861: 3.7967769996787255e-05
Position 2997: 3.570005678641848e-05
Position 2975: 3.3532840542202217e-05
Position 2924: 3.234355185065123e-05
Position 2254: 3.0309935838569592e-05
Position 2687: 3.0139022757396076e-05
Position 2936: 2.78737558957335e-05
Position 896: 2.7419225745854023e-05
Position 1099: 2.4937878063455718e-05
Position 574: 2.4617458641111626e-05
Position 1987: 2.4405348317306758e-05
Position 1956: 1.642350632932666e-05
Position 586: 1.1345079769342985e-05
Position 179: 1.0233177530126205e-05
Position 387: 1.0008789641930355e-05
Position 2295: 7.762226715744978e-06
Position 820: 6.4757071871589945e-06
Position 2558: 6.446259975525665e-06
Position 84: 5.395670062019688e-06
Position 92: 4.877247357972372e-06
Position 218: 4.584067518815279e-06
Position 1023: 4.440837761522305e-06
Position 1724: 3.3470249089743645e-06
Position 1076: 2.369660375266087e-06
Position 402: 2.324066815869829e-06
Position 966: 2.0071822336177634e-06
Position 1890: 1.8276769230799573e-06
Position 89: 1.1801188078943807e-06
Position 200: 1.0642984369527377e-06
Position 361: 1.0505181795748515e-06
Position 335: 1.74839588205701e-07
Position 437: 1.5147926660367023e-07
Position 656: 6.100523272736952e-08
Position 144: 5.864454895192904e-08
Position 152: 2.4415441272398542e-08
Position 413: 2.2499073549356342e-08
Position 171: 4.261898432836497e-09
Position 2347: 4.124907907386672e-09
Position 425: 3.0323726689019124e-09
Position 545: 2.76995040198442e-09
Position 569: 2.6133219904609987e-09
Position 411: 2.592524574984401e-09
Position 416: 1.7883529250790748e-09
Position 1524: 9.025157256223344e-10
Position 390: 2.7078070830533964e-12
Position 422: 1.18889911179954e-12
Position 208: 8.204583270967654e-13
Position 71: 1.2470530138087895e-13
Position 156: 1.4017761058546491e-15
