Gene = Notum
Position 6088: 0.003606819808764664
Position 2597: 0.003386772278097939
Position 3966: 0.0029028862673378944
Position 3006: 0.0028321372778469106
Position 5437: 0.002700737220497321
Position 5728: 0.0026074935439402086
Position 2972: 0.002280891977196433
Position 701: 0.0021531198395791065
Position 2027: 0.002089637865045991
Position 6608: 0.0018480611085365441
Position 9240: 0.001810717560038162
Position 2969: 0.0017180190609629037
Position 9124: 0.0016651268064890234
Position 627: 0.001560235730064338
Position 4835: 0.0015015712766506325
Position 5852: 0.001476073781654953
Position 8989: 0.0014441823783274655
Position 5849: 0.001430857589604289
Position 4006: 0.0013293430716438234
Position 5759: 0.0012304417242152063
Position 3598: 0.0012051349306332775
Position 3241: 0.0011893596293170126
Position 2900: 0.0011750149172458778
Position 982: 0.001001167358599421
Position 3381: 0.0009843150474434252
Position 8088: 0.0009747996790466303
Position 3553: 0.0009231871439940589
Position 1316: 0.0009070308134880556
Position 9079: 0.0008475118172369574
Position 130: 0.0008336780641965738
Position 5162: 0.0007966966999921987
Position 3291: 0.0007232505699402981
Position 7167: 0.000713823601579996
Position 7962: 0.0006710215264502841
Position 2669: 0.000660312682005348
Position 3419: 0.0006097128148042132
Position 1299: 0.0005919288423764062
Position 603: 0.0005742213568428451
Position 1032: 0.0005352252408547609
Position 606: 0.0005197750024652799
Position 2470: 0.0005196255372316696
Position 5701: 0.0005071706231727563
Position 7148: 0.00048639194284711383
Position 4601: 0.0004741819924550096
Position 6564: 0.0004696065268773257
Position 758: 0.00046160896254389205
Position 7852: 0.00045444522041615656
Position 651: 0.0004333783983200721
Position 5589: 0.0004206068446530489
Position 3837: 0.00039496783969226535
Position 4156: 0.00034837075557649273
Position 7300: 0.0003384683931586994
Position 958: 0.0003148003179812758
Position 7969: 0.00031415979814741155
Position 7089: 0.00031172265122069955
Position 3705: 0.00031171265027719766
Position 3189: 0.0003070804116040804
Position 582: 0.00029471642356048995
Position 8947: 0.0002855801898833781
Position 7237: 0.0002799064816815342
Position 985: 0.0002545065853474989
Position 316: 0.00025418561225443794
Position 5000: 0.0002457809349360287
Position 5521: 0.0002382897232485312
Position 3251: 0.00022677451865109712
Position 4958: 0.00021520690036631152
Position 1943: 0.0002137116986061555
Position 2075: 0.00021203575706112954
Position 3209: 0.00019460109974917138
Position 3471: 0.00018419414931905242
Position 724: 0.0001841653430265204
Position 7092: 0.00017261922910641808
Position 6645: 0.00016261663168422912
Position 395: 0.00015427131814720236
Position 7234: 0.00015149852087484919
Position 2187: 0.00013886960170414475
Position 177: 0.00013568062313685774
Position 1172: 0.00012969460729894545
Position 7720: 0.000128207118190584
Position 1111: 0.00012085665952516709
Position 371: 0.00011075099801347421
Position 6649: 0.00010134283857354031
Position 4711: 9.275354493823608e-05
Position 5193: 8.711364076372928e-05
Position 6332: 8.33016239528365e-05
Position 9173: 8.105701268160919e-05
Position 8588: 7.581506492519748e-05
Position 7561: 7.572095764943374e-05
Position 1695: 7.018723253599531e-05
Position 1072: 6.958093876126799e-05
Position 240: 6.823706432915365e-05
Position 6571: 5.884998045709686e-05
Position 7414: 5.7677686442027884e-05
Position 77: 5.764457306622097e-05
Position 3517: 5.67267370002893e-05
Position 9163: 5.252139403808168e-05
Position 1366: 5.168932786986758e-05
Position 89: 5.101968716509794e-05
Position 8493: 4.9742290765767284e-05
Position 2007: 4.78663439743512e-05
Position 6657: 4.772853582298141e-05
Position 7195: 4.7375536124230005e-05
Position 7294: 4.6927085734771814e-05
Position 2644: 4.6862217325651235e-05
Position 1083: 4.645751974361035e-05
Position 8348: 4.564170287142932e-05
Position 6329: 4.503422315031088e-05
Position 1134: 4.491596027588223e-05
Position 9070: 4.3332723753100946e-05
Position 1386: 4.320101150488978e-05
Position 8901: 4.2680937149242145e-05
Position 9155: 4.139481383993258e-05
Position 6558: 4.114609232689381e-05
Position 1536: 4.059202012670021e-05
Position 3036: 3.982422666274286e-05
Position 1220: 3.7816531541809244e-05
Position 7174: 3.755957728112506e-05
Position 1250: 3.7030441360961684e-05
Position 7723: 3.622028038826237e-05
Position 8958: 3.601299865987774e-05
Position 7333: 3.43963995022857e-05
Position 3562: 3.254366926367764e-05
Position 7597: 3.166442332562918e-05
Position 2742: 3.0687749800876084e-05
Position 8913: 2.9857808658461623e-05
Position 2172: 2.982039520244307e-05
Position 7665: 2.9460920869619873e-05
Position 2487: 2.689979804016669e-05
Position 7264: 2.6386673595503754e-05
Position 7445: 2.4087824878022612e-05
Position 7625: 2.341409270792628e-05
Position 4520: 2.2354657577665164e-05
Position 2833: 2.197929225378696e-05
Position 3435: 2.1456248221373156e-05
Position 8229: 2.1069850494566837e-05
Position 6584: 1.9629125757118692e-05
Position 1114: 1.938488162994439e-05
Position 8693: 1.920372515628994e-05
Position 2779: 1.9048995588350152e-05
Position 7768: 1.8660243041361133e-05
Position 927: 1.8610020752712516e-05
Position 1715: 1.7043283275181086e-05
Position 193: 1.7018194090696926e-05
Position 6420: 1.6116199844926858e-05
Position 7186: 1.5971205810230458e-05
Position 7849: 1.5289423475479166e-05
Position 8787: 1.4349881673102566e-05
Position 8008: 1.42972979735713e-05
Position 8169: 1.4043647301481214e-05
Position 1727: 1.3741872232127078e-05
Position 8203: 1.3711774205458135e-05
Position 7297: 1.3556370099118861e-05
Position 6675: 1.3552852635172693e-05
Position 8602: 1.3082113983966786e-05
Position 8593: 1.2993518827620747e-05
Position 848: 1.2557778627447831e-05
Position 401: 1.2502098033618624e-05
Position 8012: 1.2329492904338864e-05
Position 495: 1.2154517288247774e-05
Position 4302: 1.0469598195404262e-05
Position 549: 1.0433751290469298e-05
Position 252: 6.3817908847662734e-06
Position 7229: 5.830340681533392e-06
Position 7459: 4.520906256423244e-06
Position 7920: 3.075625958980516e-06
Position 2745: 2.7633135818163906e-06
Position 6282: 2.6706787916707158e-06
Position 2785: 2.6030038909646657e-06
Position 2943: 2.5389401958880473e-06
Position 6717: 1.960228221387021e-06
Position 1001: 1.9375639508376806e-06
Position 6704: 1.8346853296214071e-06
Position 6279: 1.732417954477977e-06
Position 2655: 1.6018326972082468e-06
Position 2278: 1.5807464518268617e-06
Position 7738: 1.4288877616015846e-06
Position 6907: 1.4270221319424493e-06
Position 1129: 1.2513798263113444e-06
Position 7631: 1.2304486026758038e-06
Position 570: 1.0949368521668197e-06
Position 953: 9.995677459536838e-07
Position 806: 8.675054701656752e-07
Position 2145: 8.229781947849287e-07
Position 6552: 7.915171328598286e-07
Position 908: 6.533079097536596e-07
Position 7465: 6.527130156503801e-07
Position 7455: 6.138831671883232e-07
Position 828: 4.994997138251539e-07
Position 2121: 4.6468747560819206e-07
Position 7423: 4.563308880987019e-07
Position 1038: 4.476532027921151e-07
Position 6794: 4.1824869929446637e-07
Position 3639: 3.9734996786155345e-07
Position 919: 3.6423785223380214e-07
Position 800: 3.116635322507124e-07
Position 101: 2.9695621790856255e-07
Position 1326: 2.314861867526046e-07
Position 2052: 2.0368959811434253e-07
Position 1677: 1.972958088497674e-07
Position 1733: 1.9702960960417205e-07
Position 1183: 1.6476950519294422e-07
Position 773: 1.4833471572018744e-07
Position 6786: 1.3831642076627444e-07
Position 6386: 1.3082059279542813e-07
Position 6875: 1.0014133463923293e-07
Position 201: 8.017497050204991e-08
Position 1619: 7.091185506634373e-08
Position 557: 6.453467872653725e-08
Position 863: 4.7817387092586986e-08
Position 1264: 4.647588694378952e-08
Position 436: 3.107918917295058e-08
Position 301: 2.5999144937901586e-08
Position 430: 2.5848895968730153e-08
Position 833: 2.450736057589915e-08
Position 1330: 2.185621804527123e-08
Position 2378: 2.0624878825433496e-08
Position 7336: 1.7050145524910315e-08
Position 880: 8.296840469278881e-09
Position 149: 7.602914403044014e-09
Position 842: 2.8506721988687365e-09
Position 7201: 2.7870737905272674e-09
Position 7519: 2.3372056853386156e-09
Position 7558: 2.2970390907598e-09
Position 7111: 2.2831240632856633e-09
Position 6862: 1.5971241688453439e-09
Position 7633: 1.5002149886654326e-09
Position 7544: 1.4238010855482695e-09
Position 7105: 1.3847637461363612e-09
Position 6764: 1.1967460813979556e-09
Position 1259: 9.70582145468077e-10
Position 6890: 5.137288948032729e-10
Position 6984: 2.6245685625520015e-10
Position 6768: 2.2632288538862716e-10
Position 6992: 8.995232178580036e-11
Position 6971: 1.993633911471078e-11
Position 60: 3.877869173194964e-13
Position 410: 2.2053562378494359e-13
Position 439: 9.900950926083969e-14
Position 407: 1.8547701831733382e-14
Position 551: 6.424339520808561e-17
Position 474: 1.3368138656125315e-17
Position 454: 1.2528787818764806e-18
Position 659: 5.006672071355365e-20
Position 142: 2.8039201377139995e-20
Position 444: 1.0920708095259876e-22
