Gene = Shc
Position 1217: 1.1549065569630667e-06
Position 267: 8.26710702209037e-07
Position 1340: 8.211885854272043e-07
Position 1413: 8.038422444708346e-07
Position 1226: 6.473017003670901e-07
Position 378: 6.165534518814845e-07
Position 542: 2.82307879707622e-07
Position 182: 1.717833924073836e-07
Position 96: 1.434132549400056e-07
Position 93: 9.666144533369217e-08
Position 261: 3.825400386954845e-08
Position 345: 1.280565967243863e-09
Position 800: 6.50240194013731e-10
Position 433: 5.610565418265207e-10
Position 164: 3.1603473099347144e-10
Position 380: 1.0570919194081612e-10
Position 342: 9.745537517342179e-11
Position 329: 3.06838732678215e-11
Position 635: 6.419829964055656e-12
Position 686: 6.181865302499496e-12
Position 319: 4.5546880884077834e-12
Position 336: 2.776691954703016e-13
Position 323: 1.728080069937492e-22
