Gene = Pus7
Position 1721: 0.00026180376291056194
Position 1393: 0.0002612417052192826
Position 1264: 0.0002573327816234578
Position 1562: 0.00025100927057105244
Position 1600: 0.00022197488052122914
Position 2728: 0.0002217789904329458
Position 601: 0.00020831296368659729
Position 81: 0.0002054421052253968
Position 2989: 0.00017859646924203035
Position 1738: 0.00017270790367462512
Position 1792: 0.00016857303380779948
Position 664: 0.00016394881003772447
Position 1783: 0.00014255698530939764
Position 2341: 0.0001332154059504112
Position 2131: 0.00013302327781980518
Position 1279: 0.0001132744122692761
Position 2961: 0.00010667886203848757
Position 354: 0.00010307104981868644
Position 291: 9.709446794448293e-05
Position 742: 9.65433754025686e-05
Position 2812: 9.25447788529405e-05
Position 1450: 8.708304386586365e-05
Position 2357: 8.22633992986242e-05
Position 661: 8.074517146529625e-05
Position 712: 7.354997950596592e-05
Position 425: 6.846443531835301e-05
Position 1728: 6.66895551438632e-05
Position 1921: 6.447316326330516e-05
Position 1620: 5.975757889386922e-05
Position 2853: 5.9629253707027224e-05
Position 2371: 5.753037775199311e-05
Position 580: 5.72036294002388e-05
Position 2063: 5.672763505198092e-05
Position 2249: 5.5850267045463124e-05
Position 2224: 5.5843344953521816e-05
Position 1205: 5.541987147746217e-05
Position 1268: 5.080262527921577e-05
Position 631: 4.662959543043152e-05
Position 667: 4.636406108034709e-05
Position 2821: 4.409210372902598e-05
Position 545: 4.342919002280238e-05
Position 392: 3.90426090111712e-05
Position 818: 3.8921599177073756e-05
Position 2963: 3.450249050258732e-05
Position 875: 3.222919785057735e-05
Position 436: 2.856607237278271e-05
Position 1585: 2.839414469574037e-05
Position 2452: 2.820711586180207e-05
Position 2287: 2.7249774264920657e-05
Position 1634: 2.6259548377583205e-05
Position 298: 2.293622274694884e-05
Position 2098: 2.2578541045782998e-05
Position 2410: 2.1493914174057847e-05
Position 1006: 2.0208310267764616e-05
Position 1597: 1.9859715856078022e-05
Position 763: 1.9476580145317512e-05
Position 2029: 1.9217059787776623e-05
Position 814: 1.855785500304695e-05
Position 384: 1.8271769301831756e-05
Position 2158: 1.821198234536534e-05
Position 1125: 1.8114800581134748e-05
Position 1360: 1.7468651036338923e-05
Position 1877: 1.4885347972698582e-05
Position 1909: 1.4357693996912355e-05
Position 826: 1.3912671070396677e-05
Position 1813: 1.2237306963739883e-05
Position 1531: 1.1934210866013559e-05
Position 784: 1.1213648865413666e-05
Position 1135: 9.818313799347965e-06
Position 1162: 9.177277280870721e-06
Position 1959: 8.777848969586183e-06
Position 2908: 7.680578741612125e-06
Position 402: 7.416919255281489e-06
Position 625: 6.601045495905902e-06
Position 1570: 5.416439907469045e-06
Position 553: 5.2106460305168206e-06
Position 1318: 4.948440489290148e-06
Position 1324: 3.4639767976478208e-06
Position 572: 1.3275291545507689e-06
Position 1321: 1.2279687071222548e-06
Position 1026: 1.1983859776838524e-06
Position 1029: 1.1978499674441941e-06
Position 1342: 1.080969873995915e-06
Position 90: 9.981112993416408e-07
Position 677: 9.600988811914117e-07
Position 1159: 8.39589147944915e-07
Position 1174: 8.137459585015212e-07
Position 889: 7.447750927579629e-07
Position 760: 4.6610073122157765e-07
Position 797: 4.272763517915337e-07
Position 952: 3.05221374627116e-07
Position 162: 2.546255604220881e-07
Position 587: 1.904833064348015e-07
Position 1187: 1.8005381884301503e-07
Position 159: 1.575082622351288e-07
Position 327: 1.2238540124572113e-07
Position 1141: 1.1240101155439972e-07
Position 1407: 8.324042982159154e-08
Position 1331: 4.993053837718662e-08
Position 1886: 4.689321897562245e-08
Position 156: 3.910995037374225e-08
Position 138: 3.849224120419818e-08
Position 200: 3.269021545654133e-08
Position 312: 2.3164002419921843e-08
Position 101: 1.4337959853844299e-08
Position 103: 1.1953453587538898e-08
Position 192: 6.260350566792559e-09
Position 110: 5.123793711523953e-09
Position 1078: 7.170607685482625e-10
Position 140: 3.5674452673087264e-10
Position 1413: 2.342882159037842e-10
Position 557: 2.1150287941094832e-10
