Gene = Ca-beta
Position 8418: 0.00022621409085986935
Position 3753: 0.00022276310468476935
Position 40655: 0.00022231466628322742
Position 11361: 0.0002210556605851228
Position 38397: 0.00021511038248759408
Position 3587: 0.00019335185030733366
Position 41942: 0.00019103040443838615
Position 3215: 0.00018568901200370286
Position 37885: 0.00017885536989871683
Position 38615: 0.00017567054865571757
Position 42799: 0.00017449171044566837
Position 37652: 0.00017060052806044777
Position 38846: 0.00016606845549552399
Position 38788: 0.00015261225933854166
Position 725: 0.00014545967945069635
Position 3666: 0.00014448013363512526
Position 41032: 0.00013997542294461293
Position 2594: 0.00013224351878426263
Position 10926: 0.00012946759757482382
Position 37901: 0.0001271974450949464
Position 41388: 0.00012360029279303626
Position 3529: 0.00011962966527426331
Position 2738: 0.0001191601540675629
Position 977: 0.00011906627004598753
Position 10424: 0.00011784518768109488
Position 8378: 0.00011100459173529539
Position 38181: 0.00011033046526733963
Position 41420: 0.00010633106956181248
Position 3884: 0.00010332176616103176
Position 3306: 0.00010311831066327727
Position 1908: 0.00010010226215626164
Position 41441: 9.92277976466904e-05
Position 38490: 9.7812547570122e-05
Position 3273: 9.558295249014725e-05
Position 7917: 9.545786574597823e-05
Position 41021: 9.441768165802831e-05
Position 41507: 9.103064189084888e-05
Position 42335: 8.883487827871078e-05
Position 6099: 8.680430836409938e-05
Position 38904: 8.679979674193807e-05
Position 11336: 8.258639178737098e-05
Position 42053: 7.80716240134732e-05
Position 41568: 7.554424908454763e-05
Position 11526: 7.473922126955467e-05
Position 7144: 7.085114713641489e-05
Position 37768: 6.987824753230682e-05
Position 41586: 6.48959059252572e-05
Position 6335: 4.19599056408696e-05
Position 37799: 4.184786799878173e-05
Position 40272: 3.8523247554489654e-05
Position 8323: 3.573359298524191e-05
Position 38955: 3.499732839655771e-05
Position 40457: 3.2425161946674585e-05
Position 41784: 2.8638156905048446e-05
Position 7750: 2.4516379629611513e-05
Position 40482: 2.4394908343299856e-05
Position 42360: 2.3348517870133465e-05
Position 5042: 2.2322077728356555e-05
Position 41415: 2.130375057444194e-05
Position 41906: 2.108141721266213e-05
Position 38143: 1.8739904117010084e-05
Position 40511: 1.5500859080042198e-05
Position 41465: 1.4530142128616603e-05
Position 6411: 1.3592802488301602e-05
Position 38959: 1.3464604087706458e-05
Position 5442: 1.0813601631770198e-05
Position 37836: 9.374810264009048e-06
Position 40193: 8.454936123956952e-06
Position 3320: 7.806098771235436e-06
Position 41178: 7.693922893812579e-06
Position 37587: 6.582838188989851e-06
Position 3283: 6.418997147429629e-06
Position 37813: 6.011203658332794e-06
Position 1732: 5.7683561230207725e-06
Position 562: 5.0976169334656195e-06
Position 40232: 3.7524958330565726e-06
Position 41445: 3.609603925861301e-06
Position 40837: 2.4648802544899616e-06
Position 41112: 2.39628964533896e-06
Position 40834: 1.4423895950372887e-06
Position 40713: 1.115329294447702e-06
Position 40514: 3.4052375295090003e-07
Position 41118: 2.651170287501247e-07
Position 41075: 2.639319239060888e-07
Position 40530: 2.421865136310972e-07
Position 41055: 2.1357610608146577e-07
Position 41206: 2.0900787987184903e-07
Position 41029: 1.258008425937916e-07
Position 39227: 9.514897790872736e-08
Position 40560: 7.221865540745182e-08
Position 40623: 6.771052689638404e-08
Position 39234: 6.442912627742265e-08
Position 40479: 1.4813713490684448e-08
