Gene = oaf
Position 3955: 5.038371997745058e-05
Position 1315: 4.7693231593622635e-05
Position 814: 4.7270947712894875e-05
Position 1079: 4.579042656196e-05
Position 1932: 4.51880502033383e-05
Position 35: 4.347812980574787e-05
Position 250: 4.094817403852979e-05
Position 3298: 3.892752204208338e-05
Position 1918: 3.837665421367839e-05
Position 891: 3.343997819188165e-05
Position 1456: 2.9040640741511128e-05
Position 3370: 2.8548900181233084e-05
Position 1318: 2.7964250874811653e-05
Position 5701: 2.7740607794722987e-05
Position 1232: 2.4593769528129657e-05
Position 61: 2.299267205307512e-05
Position 1074: 1.9423879499079153e-05
Position 1600: 1.747569449286342e-05
Position 32: 1.5015005923139064e-05
Position 3001: 1.3258610485016569e-05
Position 3685: 1.2453695161821244e-05
Position 1166: 1.1878540355781034e-05
Position 3328: 1.1418225667906208e-05
Position 1395: 1.0930420951393997e-05
Position 275: 8.242986844715891e-06
Position 933: 8.231261373995145e-06
Position 1200: 7.882298040091528e-06
Position 4085: 5.046581934865591e-06
Position 2698: 4.948265714625316e-06
Position 2819: 4.727308030141664e-06
Position 2678: 4.428131338101613e-06
Position 657: 4.387487701175065e-06
Position 3289: 3.2860482580732217e-06
Position 4835: 1.883916029257121e-06
Position 4842: 1.7874349288703466e-06
Position 3216: 1.733820885456498e-06
Position 3140: 1.6253579756484677e-06
Position 2683: 1.6214611426231098e-06
Position 2428: 1.5976549404616226e-06
Position 3345: 1.4918963518377887e-06
Position 2618: 1.0825569517422078e-06
Position 3023: 6.254786521155383e-07
Position 15: 4.738067781550464e-07
Position 3278: 4.705943675883015e-07
Position 3622: 4.3150510243819645e-07
Position 751: 4.185065330107996e-07
Position 3192: 3.97814066450735e-07
Position 3694: 2.973685410790662e-07
Position 3707: 2.7750406527598823e-07
Position 2954: 2.7280683694202915e-07
Position 2963: 2.0224507445532375e-07
Position 2481: 1.9350512228635916e-07
Position 734: 1.8093430945688743e-07
Position 1436: 1.4480731547793192e-07
Position 764: 1.0780005207850233e-07
Position 3302: 7.40625171780144e-08
Position 4168: 4.749453605799861e-08
Position 4177: 4.495373154213685e-08
Position 2938: 4.2207540277526145e-08
Position 3146: 2.8855353114807153e-08
Position 64: 4.879268221074897e-09
Position 3030: 1.3695097170461893e-09
Position 2639: 9.158155638466409e-10
Position 2441: 1.1800140393941667e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2418: 0.9979611276903633
Position 2614: 0.9734068586830706
Position 4706: 0.28139712681773144
Position 4761: 0.2755428399903173
Position 2062: 0.1752834939010624
Position 3443: 0.12456374182618947
Position 4875: 0.08189653109450137
Position 4729: 0.05308284249350723
Position 4302: 0.05217610197641102
Position 1517: 0.04899948296449019
Position 4108: 0.04419072254152409
Position 4669: 0.044153808705544396
Position 692: 0.039145326540614665
Position 3459: 0.03800759179427122
Position 1598: 0.031050165821623364
Position 1296: 0.0256136270961091
Position 5365: 0.018125081046077678
Position 5569: 0.016409727658646095
Position 1939: 0.014978881291684764
Position 3331: 0.014152563267554022
Position 2850: 0.013960501655213587
Position 4746: 0.011927863246989308
Position 2617: 0.009291446073083789
Position 4594: 0.008007702243829962
Position 5668: 0.005607425572627701
Position 5524: 0.005485876954583883
Position 4941: 0.005335736354044773
Position 3293: 0.005232106343066823
Position 4932: 0.004893815564896344
Position 5886: 0.004725837371493547
Position 4635: 0.0045638623089364685
Position 4015: 0.004426444784703902
Position 3235: 0.00439826496553971
Position 5157: 0.004026457170060298
Position 870: 0.003843733315048004
Position 2653: 0.0038155119637360933
Position 5808: 0.0037298083773094353
Position 414: 0.003702747305482177
Position 730: 0.0035929082043464834
Position 4260: 0.0035671972673561305
Position 4446: 0.0031141745321197124
Position 4027: 0.00302898611784741
Position 3099: 0.0030266966805890094
Position 1042: 0.00292372755377033
Position 4084: 0.0026401140233236957
Position 800: 0.0021836160019684937
Position 3115: 0.0020265496163094244
Position 5540: 0.0016532759156724333
Position 4786: 0.0015758959095975463
Position 3715: 0.001371903067774325
Position 1166: 0.001368014879818486
Position 5839: 0.0013371385115495764
Position 3289: 0.0010965653297473348
Position 86: 0.0010758334515239007
Position 5119: 0.0009919773205555571
Position 2698: 0.0009646421297734649
Position 5166: 0.0009546577772811036
Position 2860: 0.0008726290799868494
Position 4849: 0.0007786306188851462
Position 742: 0.0007404255635180058
Position 2814: 0.0007363898145106743
Position 4439: 0.000728700726294303
Position 3012: 0.0007213721347984291
Position 5582: 0.0007044443964282887
Position 5057: 0.0007038282041613661
Position 3001: 0.0006914126965125396
Position 285: 0.000569305579332173
Position 3990: 0.0005298571335587031
Position 926: 0.0005264725163376568
Position 3188: 0.00048664573576596276
Position 3250: 0.00048616132213614906
Position 778: 0.00047398708402916865
Position 698: 0.00046878222828457944
Position 1084: 0.0004481857707712983
Position 1963: 0.00039747916506575014
Position 819: 0.00039622289077235285
Position 89: 0.0003954718299240878
Position 4951: 0.0003935271658595876
Position 5100: 0.00039220943403710934
Position 245: 0.0003903225836389283
Position 341: 0.00037728173496925487
Position 3967: 0.00034224603576599383
Position 4485: 0.000324823665088519
Position 1456: 0.00031744144006695235
Position 4522: 0.0002984585538580268
Position 61: 0.00028329187525747557
Position 751: 0.0002758342923367297
Position 4674: 0.00026876159848933585
Position 5777: 0.00023587158427229753
Position 3964: 0.00020430723660481745
Position 2632: 0.00020335588680719938
Position 1944: 0.000202998434315597
Position 2331: 0.00019992123402743492
Position 5496: 0.00019143930092001184
Position 5531: 0.00018671988588326045
Position 250: 0.00017891085614887503
Position 3185: 0.0001650651312265042
Position 1250: 0.0001577557420826932
Position 1783: 0.0001511866223476337
Position 657: 0.00012793372397280927
Position 3368: 9.993465684675808e-05
Position 981: 9.840922842705054e-05
Position 4450: 8.488219785998995e-05
Position 1180: 8.48096719625006e-05
Position 3350: 8.187184925470545e-05
Position 426: 7.84154778023098e-05
Position 4045: 7.55546009383208e-05
Position 1232: 6.70940229573764e-05
Position 4480: 6.508449556686263e-05
Position 317: 5.4510219795732645e-05
Position 4491: 5.245365053972745e-05
Position 1343: 5.089647665251773e-05
Position 941: 4.9800060475053395e-05
Position 3586: 4.257871126609017e-05
Position 1079: 4.165614037033791e-05
Position 764: 4.0580977977490685e-05
Position 2707: 3.955993870359492e-05
Position 3345: 3.284734637617322e-05
Position 2788: 3.2391195529709674e-05
Position 3361: 2.957139735130907e-05
Position 3481: 2.479675615185822e-05
Position 1171: 1.6586818937268934e-05
Position 3466: 1.5603706222320942e-05
Position 1315: 1.4488319835320716e-05
Position 2677: 1.2062356821684568e-05
Position 2752: 1.139100751490393e-05
Position 2487: 1.0228297430938303e-05
Position 133: 9.052261715072774e-06
Position 2782: 8.776020512653078e-06
Position 3302: 6.869012548368263e-06
Position 195: 5.985485917996175e-06
Position 5614: 5.889599895941814e-06
Position 2650: 5.108861242600245e-06
Position 1395: 4.648111818068393e-06
Position 938: 4.62970046161047e-06
Position 1851: 3.082955064225278e-06
Position 2749: 2.720346900336856e-06
Position 2779: 2.5955630152863077e-06
Position 2824: 1.7085683140208752e-06
Position 2514: 1.648675701158945e-06
Position 1522: 1.6238540514999475e-06
Position 1901: 1.18387579490455e-06
Position 1262: 1.1062806656260958e-06
Position 2490: 9.495929575260498e-07
Position 143: 9.47871332331781e-07
Position 1941: 9.058726392238725e-07
Position 3146: 7.287089867627239e-07
Position 576: 4.5211533856972355e-07
Position 1953: 4.3270995578731676e-07
Position 603: 3.529271232695219e-07
Position 3306: 3.415040330759586e-07
Position 1876: 3.0681756573885297e-07
Position 1867: 3.000273640414023e-07
Position 3637: 1.8302416829695137e-07
Position 3252: 1.808183488908626e-07
Position 1353: 1.5858964402323496e-07
Position 137: 1.2740097025114912e-07
Position 580: 7.181865523083316e-08
Position 3298: 6.412399693280232e-08
Position 2915: 6.099562602246247e-08
Position 104: 5.752848390055154e-08
Position 2656: 5.4169089240986265e-08
Position 92: 5.396996309878813e-08
Position 2671: 3.544241945461531e-08
Position 594: 2.7966235254492335e-08
Position 170: 2.6396739823136e-08
Position 178: 2.130419658179915e-08
Position 615: 1.162382068837722e-08
Position 588: 5.988045835134183e-09
Position 502: 5.395159717289543e-09
Position 508: 3.187746790018077e-09
Position 531: 2.780137943953706e-09
Position 226: 1.649679853199961e-09
Position 3209: 1.4206649821922958e-09
Position 3222: 1.1027715690650792e-09
Position 612: 4.720152092199258e-10
Position 3216: 1.284796476273681e-10
Position 626: 9.213487708559131e-11
Position 518: 1.4091522428837613e-11
Position 522: 1.16997336807154e-11
Position 702: 2.678587774432806e-12
Position 106: 2.0435089181054995e-12
