Gene = lama
Position 10866: 1.5739735350398455e-07
Position 1385: 1.368898916382789e-07
Position 9: 3.6030304584525694e-08
Position 10472: 2.3780903061197838e-08
Position 10762: 2.0821161471057157e-08
Position 34: 1.9154191756035416e-08
Position 639: 1.1865346107155124e-08
Position 671: 1.1348233160333469e-08
Position 10719: 6.446726848145561e-09
Position 10733: 2.3873766571749442e-09
Position 812: 2.067549250933863e-09
Position 641: 1.929037897168857e-09
Position 11068: 1.5020632653037612e-09
Position 10197: 1.1676207412438389e-09
Position 29: 8.065854122376895e-10
Position 503: 3.443412568678525e-10
Position 10696: 1.8533248296870836e-10
Position 493: 1.219501792144142e-10
Position 820: 7.316262182639999e-11
Position 485: 3.263540415143098e-11
Position 488: 8.620469953229468e-13
Position 647: 2.4249651025339734e-14
Position 649: 1.9456877472374795e-14
Position 699: 1.7119456438170317e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10327: 0.9985958862581047
Position 10150: 0.9947969348355907
Position 9422: 0.8541872829555313
Position 2135: 0.37960344611777863
Position 7870: 0.35718230235479626
Position 8239: 0.2012768000476279
Position 4275: 0.11564488386608583
Position 7890: 0.09180014143505043
Position 9556: 0.0797377678256349
Position 8430: 0.07900434770134251
Position 9128: 0.06256257159830475
Position 11962: 0.05395566757531007
Position 2159: 0.053333692927743294
Position 8404: 0.04912369624394389
Position 2010: 0.048529509408530534
Position 10956: 0.04652185924010028
Position 8514: 0.03478454397221645
Position 8901: 0.030309122973905922
Position 3834: 0.028943629389721996
Position 9804: 0.027397615692783168
Position 12107: 0.02534438056582802
Position 8101: 0.02490556874209691
Position 498: 0.023955848432610408
Position 1180: 0.023674583956188707
Position 9653: 0.023528843712912834
Position 9282: 0.0190727263880786
Position 8067: 0.01891057550548001
Position 8859: 0.01728055007276376
Position 9807: 0.017233664286403595
Position 7449: 0.016806320716443394
Position 8747: 0.015439822386521121
Position 4568: 0.014894184273952726
Position 8556: 0.014704043715559133
Position 2327: 0.01407841804523749
Position 8802: 0.014006181294519917
Position 7336: 0.011672697023281053
Position 7925: 0.010274172806598068
Position 12083: 0.0100718485487175
Position 12167: 0.009359035050434793
Position 1108: 0.008299744598406178
Position 7832: 0.00817218154395614
Position 438: 0.00811343202004484
Position 7618: 0.00750863695466422
Position 8629: 0.007352073997846827
Position 10931: 0.007192103516608148
Position 12256: 0.006440340121175073
Position 493: 0.0063886513665508335
Position 11639: 0.005914366414000527
Position 188: 0.00574748098404974
Position 2345: 0.00561853133013081
Position 9296: 0.0048220082220299275
Position 531: 0.00481358599454759
Position 8668: 0.004500487611510349
Position 254: 0.004196056911958119
Position 7506: 0.003610217632340697
Position 4243: 0.003562485988935331
Position 2383: 0.0035163052679427994
Position 11288: 0.003299102001457267
Position 11181: 0.0028637850318409407
Position 426: 0.002485083671544078
Position 10808: 0.002463086903516956
Position 11211: 0.002451829173239094
Position 1972: 0.0024437300090134157
Position 12192: 0.002209573256526298
Position 1152: 0.002110152498632939
Position 1977: 0.0020431360424977866
Position 9527: 0.0018507353976646122
Position 1193: 0.0017554223760703027
Position 12235: 0.0015970809493333726
Position 4578: 0.001571577790585742
Position 9553: 0.0015686055101702774
Position 7176: 0.001551828494836557
Position 1360: 0.001519991165432983
Position 11613: 0.001463719812467795
Position 11063: 0.001452860887921259
Position 289: 0.0014042031874114647
Position 1454: 0.0013958873745209897
Position 1895: 0.0013569564089929535
Position 858: 0.0012341602838780092
Position 10805: 0.0011025593950798626
Position 1228: 0.0010679757918010105
Position 928: 0.0010591463976254208
Position 991: 0.0009884311537953197
Position 7119: 0.000847609555778015
Position 164: 0.0008213875510797666
Position 2380: 0.0007535875340787355
Position 1755: 0.0007447000056933435
Position 12033: 0.0007009364951856452
Position 10202: 0.0006800781550222902
Position 351: 0.0006741014870309378
Position 10484: 0.0006573602311078893
Position 3118: 0.000655181999825609
Position 1490: 0.000645811400253051
Position 2080: 0.0006209604265036702
Position 11095: 0.0005824803331885825
Position 567: 0.0005404157804294263
Position 1545: 0.0004785531146130335
Position 10798: 0.0004192137165765765
Position 2031: 0.0004117403127294396
Position 3113: 0.0003871261222662842
Position 11144: 0.0003635879555017095
Position 893: 0.000363339696176999
Position 2918: 0.0003612062322408014
Position 11413: 0.0003018311256197534
Position 667: 0.00029168128896780613
Position 2179: 0.0002776144715405971
Position 11644: 0.00027222833679985326
Position 1196: 0.00026472961540115083
Position 3278: 0.00025700158113388437
Position 11324: 0.00023421319479476868
Position 11246: 0.00022539858159672157
Position 10167: 0.00022125181076590623
Position 10387: 0.00019548291355745342
Position 2448: 0.0001766069907112019
Position 12278: 0.00016693596695752802
Position 1909: 0.00015822235379605616
Position 12115: 0.0001574974940340201
Position 5213: 0.00015349766944437192
Position 2288: 0.000144230721427005
Position 11072: 0.00014351535054069048
Position 4881: 0.00012312477890820322
Position 11587: 0.00012105400492095324
Position 784: 0.00011755373010641802
Position 10988: 0.00010879268254646222
Position 1398: 0.00010592375769793068
Position 11117: 9.557232507378858e-05
Position 12046: 9.385662456442353e-05
Position 10696: 9.076250380150191e-05
Position 974: 9.031379512614684e-05
Position 3097: 6.786283366799282e-05
Position 3066: 6.744171038330766e-05
Position 855: 6.159141805962373e-05
Position 5185: 6.142912370947323e-05
Position 2470: 5.954654249598376e-05
Position 296: 5.675303514606803e-05
Position 11398: 5.643181293168204e-05
Position 10959: 5.430509023035058e-05
Position 366: 5.417798665748738e-05
Position 11312: 5.2614668811723866e-05
Position 4209: 4.446929516811667e-05
Position 389: 4.414379868763647e-05
Position 416: 3.962062357132541e-05
Position 172: 3.8790836289880295e-05
Position 340: 3.374700667547167e-05
Position 1549: 3.260688472285175e-05
Position 2821: 3.115704467851134e-05
Position 1211: 2.9039530652062074e-05
Position 10172: 2.8985428996137385e-05
Position 1363: 2.3049752179072058e-05
Position 201: 2.2212534833909504e-05
Position 11426: 2.1885912410134447e-05
Position 900: 2.1414600565507693e-05
Position 1313: 1.9533261324155014e-05
Position 741: 1.884929421089576e-05
Position 11208: 1.829606392590024e-05
Position 11230: 1.788581852775741e-05
Position 3388: 1.540524837663875e-05
Position 1775: 1.3914663575802862e-05
Position 174: 8.17658125985007e-06
Position 11810: 8.07031747745816e-06
Position 324: 7.813239418982101e-06
Position 1378: 6.922590526075606e-06
Position 10598: 6.7217967081033e-06
Position 660: 6.692521319217388e-06
Position 1701: 5.593711601831751e-06
Position 303: 4.80082098756235e-06
Position 370: 4.268540160086494e-06
Position 2853: 4.15875507340503e-06
Position 229: 3.9028044285539304e-06
Position 581: 3.2922858105283302e-06
Position 3010: 3.1986745202230876e-06
Position 599: 2.7847063785994984e-06
Position 1073: 2.691342255003755e-06
Position 1648: 2.458278989948712e-06
Position 11547: 2.3983735119444247e-06
Position 10463: 1.938026095627758e-06
Position 1651: 1.8616598720258354e-06
Position 10421: 1.2208478070902697e-06
Position 2577: 1.1632489628735342e-06
Position 1385: 9.505285996293119e-07
Position 10427: 7.473013875397281e-07
Position 10360: 6.105180431691936e-07
Position 8482: 5.833778324713791e-07
Position 1710: 4.879100307014735e-07
Position 1562: 2.847551550705863e-07
Position 11015: 2.241491463551134e-07
Position 10634: 2.2282030496787646e-07
Position 10349: 2.0486391396135595e-07
Position 10367: 1.7948528598895639e-07
Position 10715: 1.4837022632828024e-07
Position 10607: 9.464296533754022e-08
Position 10724: 8.579267759845627e-08
Position 10768: 8.128606553420559e-08
Position 10619: 8.059826166246493e-08
Position 10727: 6.233857908134429e-08
Position 10490: 5.547449836489346e-08
Position 10639: 5.306754674398722e-08
Position 2793: 4.897013217240184e-08
Position 2723: 4.586074928888894e-08
Position 223: 2.591751793257267e-08
Position 10544: 2.570230033012694e-08
Position 235: 2.3982966362873533e-08
Position 373: 2.3839856273592758e-08
Position 2248: 1.5420939476511983e-08
Position 195: 1.3876858213951331e-08
Position 10655: 1.1576375391320817e-08
Position 10511: 6.0469275392973975e-09
Position 2597: 4.122742945470391e-09
Position 10679: 1.5142914047640408e-09
Position 53: 8.563719483723813e-10
Position 10673: 3.8437882612070246e-10
Position 208: 3.3434312575026705e-10
Position 10515: 2.330068668121913e-10
Position 10436: 1.353814550615164e-10
Position 77: 1.1022735079184134e-10
Position 109: 7.305193829444277e-11
Position 57: 3.8473645974557374e-11
Position 105: 3.665560433227339e-11
Position 87: 2.2155165651012007e-11
Position 94: 1.494772883954505e-12
Position 225: 1.494007103293503e-13
Position 263: 1.4081523054363978e-13
