Gene = mTTF
Position 359: 2.082466291165877e-06
Position 94: 1.741030241626187e-06
Position 1497: 1.5610155382541736e-06
Position 245: 1.0903572145071696e-06
Position 773: 7.593785701159207e-07
Position 91: 7.115265280252285e-07
Position 223: 5.979313587659157e-07
Position 567: 3.655588992200246e-07
Position 208: 3.1541834834124643e-07
Position 1365: 2.8963964308850083e-07
Position 211: 2.8033823915204797e-07
Position 448: 2.797401665439503e-07
Position 374: 2.235958522528835e-07
Position 435: 9.756765823598446e-08
Position 1472: 9.254963761918595e-08
Position 202: 6.139177677204638e-08
Position 445: 4.858944659811538e-08
Position 284: 3.238729502755165e-08
Position 1481: 2.402957377585529e-08
Position 493: 1.282582897803456e-09
Position 681: 3.677409557560418e-10
Position 464: 1.953563585825763e-10
Position 437: 3.887003803776388e-11
Position 497: 1.0554947200958366e-11
